loan_id,customer_id,product_id,branch_id,origination_year,currency,original_amount,term_months,rate_type,initial_interest_rate,loan_status,closing_year
L0002182,C0001013,P012,026,2013,UYU,355000.0,24,FIXED,21.48,PAID_OFF,2015.0
L0002183,C0001013,P012,013,2014,UYU,945000.0,60,FIXED,21.15,PAID_OFF,2019.0
L0002184,C0001013,P013,012,2016,USD,56000.0,24,FIXED,10.17,PAID_OFF,2018.0
L0002185,C0001013,P014,019,2017,USD,105000.0,120,MIXED,9.89,DEFAULTED,
L0002186,C0001013,P014,034,2023,UYU,8090000.0,240,VARIABLE,17.65,ACTIVE,
L0002187,C0001013,P014,017,2024,UYU,6540000.0,120,VARIABLE,16.87,ACTIVE,
L0002188,C0001013,P013,037,2026,UYU,1580000.0,36,FIXED,16.39,ACTIVE,
L0002189,C0001014,P012,001,2025,UYU,155000.0,48,FIXED,20.79,ACTIVE,
L0002190,C0001014,P013,014,2026,UYU,780000.0,72,MIXED,16.67,DEFAULTED,2026.0
L0002191,C0001015,P014,007,2015,USD,63000.0,180,MIXED,10.86,ACTIVE,
L0002192,C0001015,P013,003,2025,UYU,880000.0,36,FIXED,18.09,ACTIVE,
L0002193,C0001015,P014,022,2026,UYU,4160000.0,180,FIXED,18.11,ACTIVE,
L0002194,C0001017,P012,017,2023,UYU,115000.0,6,FIXED,22.53,WRITTEN_OFF,2024.0
L0002195,C0001017,P013,012,2025,UYU,680000.0,48,VARIABLE,17.9,WRITTEN_OFF,2026.0
L0002196,C0001018,P014,007,2025,UYU,3200000.0,240,VARIABLE,16.12,ACTIVE,
L0002197,C0001018,P013,018,2026,USD,17000.0,48,VARIABLE,10.46,ACTIVE,
L0002198,C0001019,P012,020,2021,UYU,350000.0,60,VARIABLE,20.73,PAID_OFF,2025.0
L0002199,C0001019,P012,001,2022,UYU,335000.0,48,FIXED,22.1,PAID_OFF,2025.0
L0002200,C0001020,P013,003,2007,UYU,720000.0,36,FIXED,19.76,PAID_OFF,2010.0
L0002201,C0001020,P014,002,2010,UYU,3280000.0,180,VARIABLE,15.8,PAID_OFF,2025.0
L0002202,C0001020,P013,020,2012,USD,23000.0,36,VARIABLE,11.63,PAID_OFF,2015.0
L0002203,C0001020,P013,004,2019,USD,31000.0,60,FIXED,11.21,PAID_OFF,2023.0
L0002204,C0001020,P012,011,2026,UYU,680000.0,6,FIXED,18.84,PAID_OFF,2026.0
L0002205,C0001021,P018,025,2026,UYU,4190000.0,72,FIXED,18.1,ACTIVE,
L0002206,C0001022,P014,010,2025,UYU,3010000.0,240,VARIABLE,14.59,ACTIVE,
L0002207,C0001023,P014,005,2019,USD,330000.0,60,VARIABLE,10.23,PAID_OFF,2023.0
L0002208,C0001023,P012,026,2023,UYU,300000.0,48,FIXED,22.92,DEFAULTED,2026.0
L0002209,C0001023,P012,024,2024,UYU,750000.0,24,VARIABLE,21.63,DEFAULTED,
L0002210,C0001024,P013,032,2024,USD,17000.0,36,FIXED,12.67,PAID_OFF,2025.0
L0002211,C0001024,P013,032,2026,UYU,1150000.0,48,VARIABLE,19.48,ACTIVE,
L0002212,C0001025,P014,013,2002,UYU,4090000.0,120,MIXED,45.32,PAID_OFF,2012.0
L0002213,C0001025,P012,005,2005,UYU,250000.0,48,FIXED,28.09,DEFAULTED,
L0002214,C0001025,P012,001,2008,UYU,155000.0,36,FIXED,24.23,DEFAULTED,
L0002215,C0001025,P013,005,2012,UYU,650000.0,72,VARIABLE,18.99,PAID_OFF,2018.0
L0002216,C0001025,P013,021,2023,UYU,370000.0,48,FIXED,17.43,PAID_OFF,2025.0
L0002217,C0001025,P014,023,2025,UYU,4090000.0,300,FIXED,17.7,DEFAULTED,
L0002218,C0001025,P012,031,2026,UYU,750000.0,12,FIXED,19.53,PAID_OFF,2026.0
L0002219,C0001026,P012,014,2018,UYU,68000.0,18,FIXED,23.61,PAID_OFF,2020.0
L0002220,C0001026,P012,022,2024,UYU,86000.0,12,FIXED,21.98,DEFAULTED,2026.0
L0002221,C0001029,P012,025,2020,UYU,330000.0,48,FIXED,20.39,PAID_OFF,2024.0
L0002222,C0001029,P012,009,2021,UYU,41000.0,60,FIXED,20.4,PAID_OFF,2026.0
L0002223,C0001029,P014,035,2025,UYU,8490000.0,240,MIXED,17.94,PAID_OFF,2026.0
L0002224,C0001030,P012,008,2001,USD,9000.0,6,FIXED,18.55,PAID_OFF,2002.0
L0002225,C0001030,P013,013,2009,UYU,2870000.0,60,VARIABLE,17.65,PAID_OFF,2014.0
L0002226,C0001031,P013,013,2008,UYU,1640000.0,36,VARIABLE,22.3,PAID_OFF,2011.0
L0002227,C0001031,P012,021,2019,UYU,155000.0,48,FIXED,21.96,PAID_OFF,2023.0
L0002228,C0001031,P012,008,2023,UYU,130000.0,36,FIXED,22.77,PAID_OFF,2026.0
L0002229,C0001031,P012,025,2026,UYU,300000.0,60,MIXED,22.05,ACTIVE,
L0002230,C0001033,P016,001,2025,USD,13000.0,12,VARIABLE,11.4,PAID_OFF,2026.0
L0002231,C0001036,P012,013,2006,UYU,465000.0,48,FIXED,24.97,PAID_OFF,2008.0
L0002232,C0001036,P014,002,2013,UYU,5180000.0,240,VARIABLE,17.59,DEFAULTED,
L0002233,C0001036,P013,007,2015,USD,17000.0,36,FIXED,12.96,PAID_OFF,2018.0
L0002234,C0001036,P013,009,2016,UYU,780000.0,72,VARIABLE,20.57,PAID_OFF,2020.0
L0002235,C0001036,P012,031,2020,UYU,295000.0,12,FIXED,20.03,PAID_OFF,2021.0
L0002236,C0001037,P012,013,2020,USD,7000.0,6,FIXED,14.81,PAID_OFF,2021.0
L0002237,C0001037,P012,023,2026,UYU,750000.0,60,VARIABLE,19.38,ACTIVE,
L0002238,C0001039,P012,011,2007,UYU,150000.0,18,VARIABLE,21.17,PAID_OFF,2009.0
L0002239,C0001039,P012,020,2014,UYU,300000.0,60,VARIABLE,23.1,DEFAULTED,2026.0
L0002240,C0001039,P013,017,2015,UYU,2310000.0,24,MIXED,20.84,DEFAULTED,
L0002241,C0001040,P014,023,2012,USD,70000.0,60,FIXED,9.36,PAID_OFF,2016.0
L0002242,C0001040,P013,010,2015,UYU,590000.0,60,MIXED,20.08,PAID_OFF,2020.0
L0002243,C0001040,P012,027,2017,UYU,140000.0,6,MIXED,21.17,DEFAULTED,
L0002244,C0001040,P014,036,2023,USD,78000.0,60,FIXED,11.28,ACTIVE,
L0002245,C0001040,P013,029,2025,UYU,1000000.0,24,FIXED,18.14,RESTRUCTURED,
L0002246,C0001040,P014,032,2025,USD,205000.0,60,MIXED,9.39,DEFAULTED,2026.0
L0002247,C0001040,P012,017,2026,UYU,88000.0,6,FIXED,17.83,PAID_OFF,2026.0
L0002248,C0001041,P012,019,2021,UYU,1140000.0,60,FIXED,19.34,PAID_OFF,2026.0
L0002249,C0001042,P012,010,2017,UYU,145000.0,12,FIXED,23.72,PAID_OFF,2018.0
L0002250,C0001042,P012,036,2020,UYU,410000.0,24,FIXED,20.36,PAID_OFF,2022.0
L0002251,C0001043,P013,013,2016,USD,11000.0,24,FIXED,11.71,PAID_OFF,2018.0
L0002252,C0001044,P016,007,2007,USD,245000.0,12,MIXED,13.42,PAID_OFF,2008.0
L0002253,C0001044,P017,013,2009,USD,315000.0,12,MIXED,11.5,PAID_OFF,2010.0
L0002254,C0001044,P017,034,2020,USD,180000.0,24,MIXED,10.25,PAID_OFF,2022.0
L0002255,C0001046,P013,006,2021,USD,44000.0,24,VARIABLE,10.22,PAID_OFF,2022.0
L0002256,C0001046,P013,014,2023,USD,18000.0,24,MIXED,13.13,PAID_OFF,2025.0
L0002257,C0001047,P012,020,2008,UYU,180000.0,48,FIXED,24.34,PAID_OFF,2012.0
L0002258,C0001047,P013,015,2012,UYU,1490000.0,48,FIXED,17.39,DEFAULTED,
L0002259,C0001047,P013,034,2021,UYU,580000.0,36,MIXED,13.49,RESTRUCTURED,2026.0
L0002260,C0001047,P012,033,2024,UYU,485000.0,12,FIXED,22.12,PAID_OFF,2025.0
L0002261,C0001047,P014,009,2025,USD,88000.0,120,VARIABLE,10.73,ACTIVE,
L0002262,C0001050,P012,025,2024,USD,3000.0,6,VARIABLE,16.57,PAID_OFF,2025.0
L0002263,C0001051,P013,016,2024,UYU,1290000.0,24,MIXED,18.2,PAID_OFF,2026.0
L0002264,C0001051,P013,030,2026,UYU,1030000.0,72,MIXED,15.24,ACTIVE,
L0002265,C0001052,P013,008,2023,USD,15000.0,60,VARIABLE,13.61,ACTIVE,
L0002266,C0001053,P012,022,2021,UYU,700000.0,6,FIXED,16.6,PAID_OFF,2022.0
L0002267,C0001054,P013,015,2026,UYU,875000.0,36,VARIABLE,15.08,ACTIVE,
L0002268,C0001058,P012,017,2012,UYU,95000.0,12,MIXED,20.74,PAID_OFF,2012.0
L0002269,C0001058,P014,017,2015,UYU,3300000.0,180,VARIABLE,20.49,ACTIVE,
L0002270,C0001058,P012,021,2022,UYU,370000.0,60,FIXED,21.46,RESTRUCTURED,2026.0
L0002271,C0001062,P012,008,2021,UYU,110000.0,24,FIXED,19.97,PAID_OFF,2023.0
L0002272,C0001062,P014,003,2023,UYU,5100000.0,180,MIXED,19.81,ACTIVE,
L0002273,C0001062,P014,020,2025,UYU,1800000.0,240,FIXED,18.83,ACTIVE,
L0002274,C0001063,P012,021,2019,USD,5000.0,12,FIXED,14.82,PAID_OFF,2020.0
L0002275,C0001063,P012,004,2020,UYU,850000.0,36,FIXED,20.31,PAID_OFF,2023.0
L0002276,C0001063,P014,018,2022,UYU,4730000.0,300,VARIABLE,16.2,ACTIVE,
L0002277,C0001063,P012,028,2023,UYU,470000.0,6,FIXED,21.83,PAID_OFF,2024.0
L0002278,C0001063,P013,034,2024,USD,20000.0,24,VARIABLE,13.11,PAID_OFF,2026.0
L0002279,C0001065,P012,026,2026,UYU,290000.0,48,FIXED,19.94,DEFAULTED,2026.0
L0002280,C0001065,P014,020,2026,UYU,3990000.0,180,MIXED,17.36,DEFAULTED,2026.0
L0002281,C0001066,P012,028,2024,UYU,1500000.0,60,FIXED,21.45,ACTIVE,
L0002282,C0001067,P012,014,2002,UYU,370000.0,6,FIXED,50.85,PAID_OFF,2003.0
L0002283,C0001067,P014,010,2015,UYU,935000.0,180,VARIABLE,18.82,DEFAULTED,2026.0
L0002284,C0001067,P013,012,2018,UYU,575000.0,24,MIXED,19.54,PAID_OFF,2020.0
L0002285,C0001068,P013,013,2021,USD,13000.0,24,VARIABLE,10.97,PAID_OFF,2023.0
L0002286,C0001068,P012,027,2025,UYU,70000.0,12,FIXED,22.23,PAID_OFF,2026.0
L0002287,C0001069,P014,017,2021,USD,72000.0,60,VARIABLE,9.13,PAID_OFF,2026.0
L0002288,C0001069,P013,022,2023,UYU,1640000.0,48,FIXED,17.79,PAID_OFF,2026.0
L0002289,C0001070,P016,011,2022,UYU,3990000.0,24,VARIABLE,17.3,PAID_OFF,2024.0
L0002290,C0001070,P015,023,2023,UYU,4270000.0,60,FIXED,21.34,PAID_OFF,2025.0
L0002291,C0001071,P013,018,2017,USD,10000.0,24,FIXED,11.71,PAID_OFF,2019.0
L0002292,C0001071,P013,027,2018,UYU,930000.0,72,FIXED,18.74,PAID_OFF,2023.0
L0002293,C0001071,P014,026,2020,USD,100000.0,60,FIXED,9.41,PAID_OFF,2025.0
L0002294,C0001071,P014,002,2022,UYU,6610000.0,120,FIXED,17.01,DEFAULTED,
L0002295,C0001071,P012,037,2025,UYU,135000.0,6,VARIABLE,19.22,PAID_OFF,2026.0
L0002296,C0001072,P014,009,2017,UYU,2150000.0,60,MIXED,16.64,WRITTEN_OFF,2025.0
L0002297,C0001072,P014,023,2020,UYU,3910000.0,180,VARIABLE,13.63,DEFAULTED,
L0002298,C0001072,P012,032,2025,UYU,290000.0,18,FIXED,20.31,PAID_OFF,2026.0
L0002299,C0001073,P016,015,2006,USD,130000.0,12,VARIABLE,12.19,DEFAULTED,2026.0
L0002300,C0001073,P017,008,2007,USD,23000.0,60,MIXED,11.97,PAID_OFF,2012.0
L0002301,C0001073,P015,027,2025,UYU,2430000.0,84,MIXED,16.48,ACTIVE,
L0002302,C0001075,P012,002,2021,UYU,555000.0,6,VARIABLE,18.98,PAID_OFF,2022.0
L0002303,C0001075,P013,017,2021,USD,20000.0,24,VARIABLE,8.58,PAID_OFF,2023.0
L0002304,C0001075,P013,011,2022,UYU,1820000.0,36,MIXED,14.32,PAID_OFF,2025.0
L0002305,C0001075,P013,005,2026,UYU,3980000.0,36,VARIABLE,13.69,ACTIVE,
L0002306,C0001077,P012,033,2024,UYU,1310000.0,24,FIXED,22.9,PAID_OFF,2026.0
L0002307,C0001077,P014,009,2026,UYU,4090000.0,60,VARIABLE,15.79,ACTIVE,
L0002308,C0001078,P015,026,2016,USD,80000.0,24,FIXED,13.7,PAID_OFF,2016.0
L0002309,C0001078,P017,002,2021,USD,310000.0,48,FIXED,10.19,PAID_OFF,2025.0
L0002310,C0001078,P016,010,2025,UYU,5130000.0,24,VARIABLE,15.26,ACTIVE,
L0002311,C0001078,P017,024,2025,USD,30000.0,12,FIXED,11.0,PAID_OFF,2026.0
L0002312,C0001081,P013,027,2021,UYU,260000.0,36,FIXED,16.27,PAID_OFF,2024.0
L0002313,C0001081,P013,028,2022,USD,4000.0,24,FIXED,12.25,WRITTEN_OFF,2023.0
L0002314,C0001081,P012,027,2025,UYU,25000.0,24,FIXED,21.83,PAID_OFF,2026.0
L0002315,C0001082,P013,017,2008,UYU,1600000.0,24,FIXED,22.43,PAID_OFF,2010.0
L0002316,C0001082,P014,014,2012,UYU,6600000.0,120,FIXED,16.23,PAID_OFF,2022.0
L0002317,C0001082,P013,019,2013,USD,26000.0,36,FIXED,11.69,DEFAULTED,
L0002318,C0001082,P012,017,2014,UYU,200000.0,60,VARIABLE,21.96,PAID_OFF,2019.0
L0002319,C0001082,P014,018,2019,UYU,5840000.0,240,VARIABLE,14.6,ACTIVE,
L0002320,C0001083,P013,035,2023,UYU,1380000.0,60,FIXED,21.42,ACTIVE,
L0002321,C0001084,P013,013,2026,UYU,1340000.0,24,FIXED,16.64,ACTIVE,
L0002322,C0001086,P012,018,2012,USD,2000.0,12,FIXED,15.76,PAID_OFF,2013.0
L0002323,C0001086,P014,009,2020,UYU,1240000.0,240,VARIABLE,13.64,PAID_OFF,2025.0
L0002324,C0001086,P012,017,2023,UYU,250000.0,12,FIXED,25.2,PAID_OFF,2024.0
L0002325,C0001086,P012,032,2024,USD,22000.0,12,FIXED,16.21,PAID_OFF,2025.0
L0002326,C0001087,P012,029,2017,UYU,350000.0,60,VARIABLE,23.37,RESTRUCTURED,2026.0
L0002327,C0001089,P013,012,2023,UYU,1180000.0,60,VARIABLE,18.13,ACTIVE,
L0002328,C0001089,P012,018,2026,UYU,235000.0,36,VARIABLE,18.72,ACTIVE,
L0002329,C0001092,P013,017,2022,UYU,1220000.0,24,FIXED,18.75,PAID_OFF,2024.0
L0002330,C0001092,P014,037,2022,UYU,2380000.0,120,MIXED,15.99,ACTIVE,
L0002331,C0001092,P013,035,2025,UYU,515000.0,60,FIXED,16.36,ACTIVE,
L0002332,C0001093,P012,010,2006,UYU,74000.0,6,FIXED,25.89,PAID_OFF,2007.0
L0002333,C0001093,P013,002,2013,UYU,1180000.0,72,FIXED,19.92,PAID_OFF,2019.0
L0002334,C0001093,P013,020,2026,UYU,340000.0,24,FIXED,16.44,ACTIVE,
L0002335,C0001094,P013,008,2007,UYU,490000.0,36,FIXED,21.29,PAID_OFF,2010.0
L0002336,C0001094,P013,003,2011,USD,26000.0,24,VARIABLE,12.0,PAID_OFF,2011.0
L0002337,C0001094,P012,007,2013,UYU,115000.0,48,FIXED,23.39,PAID_OFF,2017.0
L0002338,C0001095,P012,034,2021,UYU,300000.0,36,FIXED,19.15,PAID_OFF,2023.0
L0002339,C0001095,P013,012,2022,UYU,950000.0,60,FIXED,18.86,PAID_OFF,2026.0
L0002340,C0001096,P012,034,2024,UYU,255000.0,24,FIXED,20.79,PAID_OFF,2026.0
L0002341,C0001096,P014,034,2026,UYU,5380000.0,240,VARIABLE,15.83,ACTIVE,
L0002342,C0001098,P012,019,2025,UYU,605000.0,18,FIXED,20.81,PAID_OFF,2026.0
L0002343,C0001099,P012,037,2022,UYU,105000.0,60,FIXED,22.7,PAID_OFF,2026.0
L0002344,C0001099,P014,018,2023,UYU,2080000.0,60,FIXED,17.69,PAID_OFF,2026.0
L0002345,C0001101,P012,030,2020,USD,7000.0,18,VARIABLE,13.39,PAID_OFF,2022.0
L0002346,C0001101,P012,024,2022,UYU,485000.0,60,VARIABLE,22.62,PAID_OFF,2025.0
L0002347,C0001101,P013,037,2024,UYU,2180000.0,72,FIXED,20.25,ACTIVE,
L0002348,C0001101,P014,029,2024,UYU,4980000.0,240,FIXED,18.13,ACTIVE,
L0002349,C0001102,P013,030,2023,USD,160000.0,60,FIXED,12.32,ACTIVE,
L0002350,C0001102,P014,037,2024,UYU,5230000.0,240,VARIABLE,17.3,ACTIVE,
L0002351,C0001103,P014,023,2022,UYU,4180000.0,300,MIXED,16.03,DEFAULTED,
L0002352,C0001103,P012,020,2024,UYU,545000.0,12,FIXED,20.62,DEFAULTED,
L0002353,C0001105,P013,027,2025,UYU,675000.0,36,FIXED,19.7,PAID_OFF,2025.0
L0002354,C0001105,P014,014,2025,UYU,2390000.0,240,FIXED,16.07,PAID_OFF,2025.0
L0002355,C0001106,P013,013,2025,UYU,1540000.0,72,VARIABLE,17.4,DEFAULTED,
L0002356,C0001109,P017,021,2026,USD,34000.0,12,VARIABLE,8.9,DEFAULTED,
L0002357,C0001111,P014,033,2017,USD,110000.0,60,VARIABLE,10.61,PAID_OFF,2022.0
L0002358,C0001113,P012,017,2015,UYU,365000.0,36,MIXED,23.23,PAID_OFF,2018.0
L0002359,C0001113,P013,017,2021,UYU,1800000.0,72,FIXED,16.89,DEFAULTED,
L0002360,C0001113,P012,036,2022,UYU,580000.0,18,FIXED,21.38,PAID_OFF,2024.0
L0002361,C0001114,P012,004,2014,UYU,155000.0,36,FIXED,22.09,PAID_OFF,2017.0
L0002362,C0001114,P014,025,2015,USD,59000.0,120,VARIABLE,9.73,PAID_OFF,2025.0
L0002363,C0001115,P012,014,1999,UYU,735000.0,60,FIXED,39.05,PAID_OFF,2004.0
L0002364,C0001115,P014,004,2009,UYU,6840000.0,240,VARIABLE,17.06,PAID_OFF,2018.0
L0002365,C0001115,P012,010,2016,UYU,115000.0,12,FIXED,24.38,PAID_OFF,2017.0
L0002366,C0001115,P013,015,2017,UYU,915000.0,60,FIXED,19.29,PAID_OFF,2022.0
L0002367,C0001116,P012,005,2007,UYU,165000.0,6,VARIABLE,22.58,PAID_OFF,2007.0
L0002368,C0001116,P012,013,2008,UYU,470000.0,12,FIXED,24.41,PAID_OFF,2008.0
L0002369,C0001116,P012,004,2010,UYU,300000.0,48,FIXED,19.98,PAID_OFF,2014.0
L0002370,C0001116,P013,004,2015,USD,37000.0,24,FIXED,12.55,PAID_OFF,2017.0
L0002371,C0001116,P012,013,2017,UYU,575000.0,48,VARIABLE,21.13,PAID_OFF,2021.0
L0002372,C0001116,P013,012,2024,UYU,2010000.0,36,MIXED,16.28,PAID_OFF,2026.0
L0002373,C0001117,P012,006,2019,UYU,465000.0,48,FIXED,21.87,PAID_OFF,2023.0
L0002374,C0001117,P014,034,2021,UYU,15300000.0,180,VARIABLE,14.49,PAID_OFF,2025.0
L0002375,C0001117,P014,035,2023,UYU,8980000.0,60,VARIABLE,17.36,ACTIVE,
L0002376,C0001117,P014,018,2024,UYU,4680000.0,240,VARIABLE,17.48,ACTIVE,
L0002377,C0001117,P012,004,2025,UYU,520000.0,24,FIXED,22.06,PAID_OFF,2026.0
L0002378,C0001117,P012,004,2026,UYU,250000.0,6,MIXED,20.0,PAID_OFF,2026.0
L0002379,C0001119,P012,035,2022,UYU,63000.0,6,VARIABLE,21.21,DEFAULTED,
L0002380,C0001121,P012,013,2025,USD,6000.0,12,FIXED,15.48,DEFAULTED,
L0002381,C0001121,P013,034,2025,UYU,1210000.0,72,VARIABLE,15.34,ACTIVE,
L0002382,C0001121,P012,028,2026,USD,2000.0,12,VARIABLE,14.47,PAID_OFF,2026.0
L0002383,C0001122,P013,014,2023,UYU,3850000.0,72,VARIABLE,21.31,PAID_OFF,2024.0
L0002384,C0001122,P012,010,2024,UYU,405000.0,48,FIXED,22.35,ACTIVE,
L0002385,C0001123,P013,037,2026,UYU,580000.0,72,MIXED,19.06,ACTIVE,
L0002386,C0001125,P013,006,2004,UYU,840000.0,24,VARIABLE,29.43,WRITTEN_OFF,2023.0
L0002387,C0001125,P012,022,2012,UYU,1220000.0,48,FIXED,20.57,DEFAULTED,
L0002388,C0001125,P013,003,2014,UYU,1000000.0,48,FIXED,19.76,PAID_OFF,2016.0
L0002389,C0001126,P012,017,2021,USD,23000.0,24,FIXED,14.99,PAID_OFF,2022.0
L0002390,C0001126,P013,009,2021,USD,16000.0,36,FIXED,11.08,PAID_OFF,2023.0
L0002391,C0001126,P014,015,2022,UYU,6120000.0,180,MIXED,16.37,ACTIVE,
L0002392,C0001126,P013,017,2025,UYU,1280000.0,72,VARIABLE,15.28,ACTIVE,
L0002393,C0001127,P013,004,2017,UYU,2330000.0,48,FIXED,18.32,PAID_OFF,2021.0
L0002394,C0001127,P012,012,2019,UYU,305000.0,36,FIXED,22.62,PAID_OFF,2022.0
L0002395,C0001127,P014,020,2024,UYU,14650000.0,300,MIXED,16.76,ACTIVE,
L0002396,C0001129,P014,017,2018,UYU,19800000.0,60,MIXED,18.13,PAID_OFF,2023.0
L0002397,C0001130,P016,025,2013,USD,66000.0,12,MIXED,10.83,PAID_OFF,2021.0
L0002398,C0001130,P017,009,2014,USD,58000.0,24,FIXED,11.73,PAID_OFF,2016.0
L0002399,C0001130,P016,020,2016,USD,70000.0,24,MIXED,12.31,PAID_OFF,2018.0
L0002400,C0001130,P016,020,2020,USD,39000.0,12,MIXED,10.63,PAID_OFF,2021.0
L0002401,C0001130,P015,025,2021,USD,16000.0,12,VARIABLE,10.65,PAID_OFF,2022.0
L0002402,C0001131,P013,020,2022,UYU,1980000.0,24,FIXED,18.18,PAID_OFF,2024.0
L0002403,C0001131,P013,029,2025,USD,23000.0,36,MIXED,13.69,ACTIVE,
L0002404,C0001132,P012,001,2025,UYU,135000.0,18,FIXED,23.58,PAID_OFF,2026.0
L0002405,C0001133,P014,003,2026,USD,44000.0,120,VARIABLE,11.02,DEFAULTED,2026.0
L0002406,C0001134,P015,012,2019,UYU,10050000.0,24,VARIABLE,18.01,PAID_OFF,2021.0
L0002407,C0001134,P015,017,2024,UYU,3940000.0,60,VARIABLE,16.41,ACTIVE,
L0002408,C0001134,P016,001,2025,UYU,4420000.0,24,VARIABLE,14.52,PAID_OFF,2026.0
L0002409,C0001134,P017,028,2026,UYU,4950000.0,12,MIXED,15.19,PAID_OFF,2026.0
L0002410,C0001136,P014,001,2001,UYU,5560000.0,60,VARIABLE,34.57,WRITTEN_OFF,2024.0
L0002411,C0001136,P014,013,2005,UYU,5810000.0,180,MIXED,23.23,RESTRUCTURED,2026.0
L0002412,C0001136,P012,007,2010,UYU,255000.0,12,FIXED,22.4,PAID_OFF,2011.0
L0002413,C0001137,P012,019,2026,UYU,170000.0,18,FIXED,22.82,DEFAULTED,
L0002414,C0001138,P013,003,2020,UYU,1300000.0,36,MIXED,16.65,PAID_OFF,2023.0
L0002415,C0001138,P013,028,2023,UYU,635000.0,24,FIXED,21.88,PAID_OFF,2023.0
L0002416,C0001138,P014,018,2025,UYU,7820000.0,180,VARIABLE,16.06,PAID_OFF,2026.0
L0002417,C0001139,P016,013,2024,USD,64000.0,24,VARIABLE,11.31,PAID_OFF,2026.0
L0002418,C0001140,P013,026,2017,UYU,1570000.0,48,FIXED,21.53,PAID_OFF,2021.0
L0002419,C0001140,P012,009,2021,UYU,150000.0,36,FIXED,18.64,PAID_OFF,2024.0
L0002420,C0001140,P013,019,2023,UYU,2640000.0,60,VARIABLE,18.66,PAID_OFF,2026.0
L0002421,C0001140,P014,016,2025,UYU,5800000.0,180,VARIABLE,16.12,ACTIVE,
L0002422,C0001140,P014,010,2026,UYU,14800000.0,300,MIXED,14.79,ACTIVE,
L0002423,C0001141,P014,035,2024,UYU,4280000.0,300,VARIABLE,17.32,ACTIVE,
L0002424,C0001143,P016,013,2018,USD,75000.0,12,VARIABLE,10.48,PAID_OFF,2019.0
L0002425,C0001143,P015,022,2021,USD,210000.0,36,FIXED,9.74,PAID_OFF,2024.0
L0002426,C0001143,P017,004,2021,UYU,6290000.0,48,FIXED,11.59,PAID_OFF,2023.0
L0002427,C0001143,P015,020,2022,USD,61000.0,48,FIXED,11.37,PAID_OFF,2026.0
L0002428,C0001143,P016,013,2023,UYU,11300000.0,24,VARIABLE,18.79,PAID_OFF,2025.0
L0002429,C0001143,P015,013,2025,UYU,23750000.0,84,VARIABLE,16.22,ACTIVE,
L0002430,C0001143,P018,036,2026,USD,200000.0,24,VARIABLE,10.34,ACTIVE,
L0002431,C0001144,P012,012,2023,UYU,430000.0,24,FIXED,25.26,PAID_OFF,2025.0
L0002432,C0001144,P012,016,2024,UYU,300000.0,36,FIXED,21.7,PAID_OFF,2026.0
L0002433,C0001145,P016,017,2026,UYU,1460000.0,12,FIXED,16.14,DEFAULTED,
L0002434,C0001146,P012,013,2020,UYU,315000.0,60,FIXED,20.71,PAID_OFF,2025.0
L0002435,C0001146,P012,020,2021,USD,2000.0,6,FIXED,14.05,PAID_OFF,2022.0
L0002436,C0001146,P013,020,2022,USD,39000.0,24,FIXED,12.13,PAID_OFF,2024.0
L0002437,C0001146,P013,001,2024,UYU,805000.0,72,FIXED,18.45,DEFAULTED,2026.0
L0002438,C0001148,P012,008,2002,UYU,71000.0,36,MIXED,51.4,PAID_OFF,2005.0
L0002439,C0001148,P013,013,2003,UYU,570000.0,48,FIXED,40.28,WRITTEN_OFF,2023.0
L0002440,C0001148,P014,013,2008,UYU,3300000.0,120,FIXED,20.14,PAID_OFF,2018.0
L0002441,C0001148,P012,015,2012,UYU,400000.0,48,FIXED,22.6,DEFAULTED,
L0002442,C0001149,P012,002,2005,UYU,715000.0,36,FIXED,29.84,PAID_OFF,2008.0
L0002443,C0001149,P014,017,2009,UYU,17700000.0,300,VARIABLE,16.97,DEFAULTED,
L0002444,C0001149,P013,012,2016,UYU,1920000.0,72,VARIABLE,19.79,PAID_OFF,2022.0
L0002445,C0001149,P012,029,2022,USD,12000.0,48,VARIABLE,14.21,PAID_OFF,2024.0
L0002446,C0001150,P014,003,2000,UYU,1920000.0,120,VARIABLE,33.59,WRITTEN_OFF,2024.0
L0002447,C0001150,P014,008,2001,UYU,2740000.0,60,VARIABLE,34.88,WRITTEN_OFF,2025.0
L0002448,C0001150,P013,005,2003,UYU,790000.0,60,VARIABLE,42.89,WRITTEN_OFF,2025.0
L0002449,C0001150,P013,016,2014,UYU,725000.0,24,FIXED,18.78,DEFAULTED,
L0002450,C0001150,P013,024,2025,USD,15000.0,24,FIXED,13.45,DEFAULTED,2026.0
L0002451,C0001151,P012,014,2011,UYU,525000.0,24,FIXED,19.92,PAID_OFF,2011.0
L0002452,C0001151,P013,026,2016,USD,41000.0,24,FIXED,12.26,PAID_OFF,2017.0
L0002453,C0001151,P012,017,2023,UYU,100000.0,12,FIXED,21.79,PAID_OFF,2024.0
L0002454,C0001152,P014,023,2010,UYU,10350000.0,60,VARIABLE,14.18,PAID_OFF,2014.0
L0002455,C0001152,P012,011,2018,UYU,1060000.0,6,FIXED,21.82,WRITTEN_OFF,2024.0
L0002456,C0001152,P012,017,2019,UYU,270000.0,24,VARIABLE,18.58,PAID_OFF,2019.0
