branch_id,year_month,active_customers,active_accounts,average_deposits,average_loan_balance,transaction_count,transaction_volume,branch_transaction_count,interest_income,interest_expense,net_interest_income,fee_income,total_revenue,personnel_cost,fixed_cost,variable_cost,operational_cost,total_operating_cost,credit_loss,pre_provision_profit,net_income
032,2022-03,68,129,88152630.44,247975941.73,1117,29589658.09,430,2412162.13,56936.18,2355225.95,85947.0,2441172.95,1455832.48,457908.51,184712.93,370673.86,2469127.78,888152.74,-27954.83,-916107.57
033,2022-03,61,109,143298400.61,128388029.67,1198,34618029.71,386,1115781.98,297392.66,818389.31,39688.7,858078.02,1002998.3,366394.32,122626.85,209843.84,1701863.32,-302285.17,-843785.3,-541500.13
034,2022-03,55,85,56972603.74,208892251.83,964,77813752.75,371,1591305.78,17220.2,1574085.58,62278.03,1636363.61,1403754.4,399924.59,147693.15,327134.1,2278506.24,1336709.49,-642142.62,-1978852.11
035,2022-03,42,73,103392813.9,171237551.23,784,144369941.04,320,1692784.96,32254.99,1660529.98,36479.0,1697008.98,1332010.85,452041.87,126381.6,309818.11,2220252.43,815160.69,-523243.45,-1338404.13
036,2022-03,38,61,35953099.27,87975115.97,556,14274666.48,216,652620.01,38256.42,614363.6,30163.76,644527.36,676978.13,271581.74,53275.76,170067.86,1171903.48,-129607.17,-527376.13,-397768.95
037,2022-03,71,130,115497177.88,135174661.12,1057,91292282.97,694,1387811.62,25981.2,1361830.42,89760.17,1451590.59,547893.95,245496.9,92937.27,163001.45,1049329.58,405885.92,402261.01,-3624.91
001,2022-04,177,338,544192959.53,464240857.65,3143,100904448.42,634,3782283.99,189700.61,3592583.38,225756.83,3818340.21,2728792.1,762456.76,676639.6,811464.33,4979352.79,606438.6,-1161012.58,-1767451.18
002,2022-04,156,287,274891503.82,262353205.06,2579,103814852.93,260,1943096.54,250818.43,1692278.1,145229.19,1837507.3,528789.87,217990.49,102311.79,124081.96,973174.12,794145.51,864333.17,70187.67
003,2022-04,154,280,334513632.84,338773950.64,2857,129129034.68,475,2884861.37,157426.55,2727434.82,176222.04,2903656.86,1406484.35,409380.51,285117.01,301305.08,2402286.95,-666704.94,501369.91,1168074.85
004,2022-04,142,292,343688815.18,321573112.57,3024,292002316.82,234,2318222.62,300279.43,2017943.18,154282.92,2172226.11,555621.67,236946.68,121604.25,144090.2,1058262.8,1048844.07,1113963.31,65119.23
005,2022-04,169,318,381696346.67,442214069.62,2791,130140911.28,720,3494490.31,114134.03,3380356.28,190346.55,3570702.83,2495360.99,684068.11,538883.14,471223.91,4189536.14,638378.61,-618833.31,-1257211.93
006,2022-04,153,269,426923689.38,234238509.17,2902,278289765.11,223,2092945.85,182429.63,1910516.22,139284.63,2049800.86,572298.64,185620.28,105748.23,117132.75,980799.91,2113933.01,1069000.95,-1044932.06
007,2022-04,147,257,343944146.49,377078629.79,2418,138695243.71,227,2657593.9,351419.01,2306174.89,114450.48,2420625.37,528170.5,216096.03,98034.88,143357.82,985659.23,2781489.28,1434966.14,-1346523.14
008,2022-04,134,257,316577061.24,323056867.06,2308,58901213.85,414,2489729.78,223761.94,2265967.84,155692.42,2421660.26,1521893.71,447771.21,288469.93,427488.61,2685623.46,2441296.4,-263963.2,-2705259.6
009,2022-04,131,268,629305443.82,346802347.4,2640,189874624.08,244,2646079.4,1778699.01,867380.39,123536.51,990916.9,561241.73,219363.68,107203.48,155518.2,1043327.09,821895.49,-52410.2,-874305.69
010,2022-04,117,230,451551876.64,299999715.81,2238,64810905.87,264,2291552.3,1219430.97,1072121.34,131007.13,1203128.47,529706.99,238046.37,96850.19,151418.25,1016021.8,1939911.07,187106.67,-1752804.4
011,2022-04,118,230,308739886.72,260368064.28,2130,92270763.96,260,2147498.43,289224.09,1858274.35,114296.01,1972570.36,550268.85,251631.45,107909.41,208545.95,1118355.66,-649590.16,854214.7,1503804.85
012,2022-04,112,227,388173682.22,356187741.45,1958,212712495.75,416,2683352.04,99388.88,2583963.16,135871.74,2719834.91,1273368.57,430026.04,208921.13,242386.09,2154701.83,4053761.53,565133.08,-3488628.45
013,2022-04,151,275,381713856.94,437064747.5,2709,148643886.92,710,3465073.33,215834.0,3249239.33,157950.4,3407189.73,2649280.41,928164.65,639208.96,623547.8,4840201.82,467153.11,-1433012.09,-1900165.21
014,2022-04,145,260,222402397.92,351881302.03,2493,75825695.76,300,3076602.25,69509.57,3007092.68,119483.47,3126576.15,538734.26,195363.3,99531.27,131414.54,965043.37,-266946.16,2161532.78,2428478.94
015,2022-04,152,275,363070395.1,419225918.98,2418,210537393.97,484,3427603.6,577367.66,2850235.94,158218.29,3008454.23,1101563.76,582937.24,262506.52,337587.05,2284594.56,-587652.38,723859.67,1311512.05
016,2022-04,119,214,241815799.92,267403194.62,2263,100379452.99,223,2010104.63,61032.29,1949072.34,91068.26,2040140.6,552619.0,207677.41,95763.16,157548.81,1013608.38,-2279074.0,1026532.22,3305606.22
017,2022-04,196,385,406234403.75,742513372.09,3873,590484259.47,1335,6079008.91,133447.0,5945561.9,566109.0,6511670.9,2712651.48,892110.17,881127.89,590925.29,5076814.84,-18662.7,1434856.06,1453518.76
018,2022-04,167,310,389056091.0,520703014.26,3184,523617954.12,462,4074673.66,598674.39,3475999.27,258348.35,3734347.62,515643.95,222185.12,124921.71,147065.64,1009816.42,1973535.09,2724531.21,750996.11
019,2022-04,217,396,563300959.46,513720574.15,3545,243680264.33,1050,4295596.48,616722.57,3678873.92,461286.66,4140160.58,1091161.22,523377.28,356709.98,273001.91,2244250.39,-4430349.41,1895910.19,6326259.6
020,2022-04,138,262,336937089.42,436244934.81,2575,111062393.25,670,3171487.15,100786.98,3070700.17,239161.68,3309861.85,1413524.83,524665.66,319702.33,335577.61,2593470.43,3702492.8,716391.42,-2986101.38
021,2022-04,95,192,352205395.43,294216480.69,1844,356314456.7,413,2592894.82,80559.96,2512334.86,122237.72,2634572.58,1442907.71,492839.32,229897.5,327947.59,2493592.12,-437479.69,140980.46,578460.15
022,2022-04,122,238,480172492.47,260043820.55,2142,93373355.17,448,2226024.45,248570.47,1977453.98,122168.82,2099622.8,1487478.96,471868.43,264701.1,366989.36,2591037.86,-1543152.6,-491415.06,1051737.54
023,2022-04,138,243,226836692.53,360408679.79,2048,206752304.91,655,2566554.34,59331.48,2507222.85,197227.8,2704450.65,1068194.37,444256.49,230527.32,310943.2,2053921.38,340051.95,650529.27,310477.32
024,2022-04,112,186,155944661.89,197466991.7,1799,107613223.02,412,1473669.12,42903.43,1430765.69,122892.98,1553658.66,1360067.04,468246.47,211397.84,321943.51,2361654.86,2030634.81,-807996.2,-2838631.0
025,2022-04,149,280,345868159.04,356397219.9,2791,170810098.71,782,3088220.81,276188.68,2812032.13,264761.59,3076793.72,553547.09,254847.16,146003.63,141816.77,1096214.65,2360754.05,1980579.07,-380174.99
026,2022-04,163,275,305369681.66,508372741.33,2829,240540111.03,766,3622153.05,143713.53,3478439.52,228932.18,3707371.69,502719.19,259344.22,132650.39,114995.88,1009709.68,-1743052.99,2697662.01,4440715.0
027,2022-04,111,186,250198095.27,336928431.37,2082,175200530.86,496,3228644.98,134090.54,3094554.44,165847.03,3260401.47,1343560.68,423540.55,230413.17,302441.41,2299955.81,704529.85,960445.66,255915.81
028,2022-04,87,154,205108801.48,258620071.49,1372,42273030.11,389,2060212.11,51330.21,2008881.9,106542.78,2115424.69,543608.01,242742.81,83389.51,160360.7,1030101.02,-1916358.25,1085323.66,3001681.91
029,2022-04,75,134,183517688.95,246893835.94,1250,52659652.78,351,2384169.6,74721.13,2309448.47,51389.38,2360837.85,1449391.44,498694.75,186487.65,350760.98,2485334.82,927028.73,-124496.97,-1051525.7
030,2022-04,81,121,180479711.7,225006232.61,1180,120023855.68,422,1779721.41,130861.62,1648859.8,80637.92,1729497.72,1476130.52,512495.52,193968.82,352331.99,2534926.86,449435.64,-805429.14,-1254864.78
031,2022-04,71,137,146379737.17,165365955.61,1279,58097829.5,338,1499048.96,67327.0,1431721.96,58367.54,1490089.51,1409222.2,476871.6,179765.17,332347.47,2398206.44,-265539.78,-908116.93,-642577.16
032,2022-04,68,130,100242641.5,249242254.43,1131,60690967.96,434,2321812.44,59943.01,2261869.43,91234.81,2353104.24,1465713.7,460161.65,187560.32,373024.17,2486459.84,1446005.38,-133355.6,-1579360.98
033,2022-04,62,110,147781443.8,150166959.63,1252,67979155.08,371,1235224.38,299421.72,935802.67,49709.22,985511.89,1009805.98,368197.17,124185.8,211163.31,1713352.26,1270888.12,-727840.37,-1998728.49
034,2022-04,56,88,54787710.44,218099964.43,736,29697561.63,379,1732063.4,17147.86,1714915.54,49479.79,1764395.33,1413282.14,401892.42,138443.44,329219.06,2282837.06,273637.76,-518441.73,-792079.48
035,2022-04,39,77,97346890.36,173939875.15,642,30293443.24,328,1528539.82,32350.93,1496188.89,22584.74,1518773.63,1341051.65,454266.15,121362.55,311774.4,2228454.74,2851606.63,-709681.12,-3561287.75
036,2022-04,40,64,38862679.74,92208286.35,586,12885732.04,177,721837.56,38979.34,682858.22,30038.44,712896.66,681573.0,272918.06,51500.86,171131.27,1177123.19,-661450.4,-464226.53,197223.87
037,2022-04,79,134,129883822.14,153696635.18,1211,72765344.1,693,1558866.34,28773.54,1530092.8,88267.57,1618360.37,551612.69,246704.87,97386.65,164013.64,1059717.86,564487.11,558642.51,-5844.59
001,2022-05,170,336,524437460.13,455342291.59,3065,125851675.5,693,3783602.41,186724.12,3596878.29,239837.84,3836716.13,2747188.45,766190.07,687721.82,816607.88,5017708.22,-1388928.25,-1180992.1,207936.15
002,2022-05,152,286,281900820.52,263499603.43,2330,134908917.76,224,2283530.25,253477.15,2030053.1,145126.06,2175179.16,532354.75,219057.86,95916.81,124851.64,972181.06,-2947277.47,1202998.1,4150275.58
003,2022-05,149,279,327918175.95,338511710.81,2729,119192055.87,434,2912647.82,157466.3,2755181.52,172673.94,2927855.46,1415966.27,411385.01,276001.03,303211.01,2406563.32,219854.67,521292.15,301437.48
004,2022-05,151,291,349131087.85,323643207.48,2875,482671816.72,255,2505957.25,302724.89,2203232.36,149055.09,2352287.46,559367.44,238106.87,120347.38,144982.11,1062803.8,-2347747.49,1289483.66,3637231.15
005,2022-05,170,318,392935624.72,447583270.07,2995,136265514.77,633,3779840.69,115988.8,3663851.89,192077.65,3855929.55,2512183.65,687417.59,539743.93,474213.63,4213558.8,-1869345.18,-357629.25,1511715.93
006,2022-05,151,265,421938169.75,224658082.18,2593,294613314.02,221,2094090.55,182524.78,1911565.78,135798.24,2047364.01,576156.84,186529.16,99998.67,117869.48,980554.15,-1878348.25,1066809.87,2945158.12
007,2022-05,148,256,351360301.25,393591099.06,2497,131990323.59,265,2778235.2,353587.36,2424647.84,109000.93,2533648.77,531731.2,217154.13,102460.95,144247.47,995593.75,1534223.6,1538055.02,3831.42
008,2022-05,138,255,320258987.35,329519157.22,2193,59558873.04,446,2689952.13,225220.01,2464732.12,155621.32,2620353.45,1532153.66,449963.69,288793.37,430191.24,2701101.97,-1184401.4,-80748.52,1103652.88
009,2022-05,129,270,622370720.72,347720723.29,2413,135889524.24,248,2673744.22,1787943.33,885800.89,121547.98,1007348.87,565025.38,220437.78,103492.3,156486.0,1045441.46,132277.66,-38092.59,-170370.25
010,2022-05,118,232,472333912.64,300464834.96,2171,98607339.72,255,2339644.37,1229696.67,1109947.7,135821.58,1245769.28,533278.04,239211.94,95648.05,152352.42,1020490.46,-375588.23,225278.82,600867.05
011,2022-05,114,228,306411694.33,261913551.04,2218,75131662.23,228,2212068.06,288361.78,1923706.28,111196.31,2034902.59,553978.53,252863.54,108552.41,209831.13,1125225.62,263809.46,909676.97,645867.51
012,2022-05,116,234,428094453.9,356556821.86,2003,95598110.99,409,2792306.08,104164.18,2688141.9,129395.03,2817536.93,1281953.08,432131.63,212162.03,243907.25,2170153.98,242414.59,647382.95,404968.36
013,2022-05,149,274,415481532.33,446007193.1,2656,158083729.5,692,3377938.8,220947.39,3156991.42,174293.66,3331285.07,2667140.73,932709.34,634119.83,627452.99,4861422.88,1974894.38,-1530137.81,-3505032.19
014,2022-05,145,263,233373717.91,351668561.97,2561,104085477.75,266,3086877.97,71007.96,3015870.02,119809.76,3135679.78,542366.18,196319.88,99843.24,132235.95,970765.25,68716.25,2164914.53,2096198.29
015,2022-05,148,275,388980383.91,428659401.75,2623,154135039.76,488,3660800.95,583996.24,3076804.71,143419.72,3220224.42,1108990.03,585791.54,273840.62,339647.36,2308269.55,-898391.1,911954.88,1810345.98
016,2022-05,114,211,237912866.35,264889130.23,2395,193755384.39,246,2027173.83,60582.7,1966591.14,101479.44,2068070.58,556344.52,208694.28,100274.64,158531.53,1023844.97,-442533.07,1044225.61,1486758.67
017,2022-05,203,388,443759456.72,730931322.61,3909,177298728.22,1275,6257497.72,140445.46,6117052.26,545872.25,6662924.51,2730939.02,896478.32,876970.98,594639.22,5099027.54,-2769367.11,1563896.96,4333264.07
018,2022-05,165,311,473442316.82,523691764.38,3395,498344071.42,457,4217450.25,610226.7,3607223.55,240176.9,3847400.45,519120.2,223273.03,129426.95,147975.38,1019795.56,600726.04,2827604.89,2226878.85
019,2022-05,221,399,579932974.37,515254123.43,3600,230541763.95,1101,4415030.04,622955.51,3792074.54,450667.68,4242742.22,1098517.36,525939.96,366653.35,274679.08,2265789.75,-494851.1,1976952.47,2471803.57
020,2022-05,140,263,339733309.99,434976104.97,2689,106620545.5,580,3055094.57,101245.46,2953849.11,249288.84,3203137.95,1423054.21,527234.64,315445.18,337672.31,2603406.35,1491440.37,599731.6,-891708.76
021,2022-05,97,192,350363905.4,313264728.27,1847,138793753.05,427,2866943.67,80953.37,2785990.3,112126.69,2898116.99,1452635.18,495252.47,233470.61,330004.41,2511362.67,-469246.68,386754.32,856001.0
022,2022-05,121,238,366589829.17,298275873.96,2035,107206598.36,427,2716420.16,239972.49,2476447.67,125531.91,2601979.58,1497506.91,474178.9,258068.72,369300.37,2599054.9,299642.06,2924.68,-296717.38
023,2022-05,146,247,268643982.09,369899388.66,2297,129261769.4,607,2515293.54,67707.76,2447585.78,209222.75,2656808.52,1075395.68,446431.76,237186.12,312870.92,2071884.48,2124573.97,584924.05,-1539649.93
024,2022-05,108,187,167307608.57,196475578.1,1983,183754147.76,487,1529066.57,42807.31,1486259.26,127552.46,1613811.72,1369236.03,470539.2,231765.75,323961.78,2395502.76,-564820.33,-781691.04,-216870.71
025,2022-05,152,279,366329833.18,355895039.44,2623,143054408.87,805,3069751.35,280970.03,2788781.33,253105.41,3041886.74,557278.87,256095.0,144790.25,142690.34,1100854.46,2085300.29,1941032.28,-144268.02
026,2022-05,164,279,324929388.86,502159880.47,2764,205253597.01,806,3413539.68,145702.89,3267836.79,229246.49,3497083.28,506108.31,260614.08,134465.89,115698.93,1016887.21,1606076.95,2480196.07,874119.12
027,2022-05,110,186,255905824.66,339145001.2,1922,171569161.26,479,3061827.89,135459.08,2926368.8,165921.0,3092289.8,1352618.39,425614.39,222515.53,304346.59,2305094.9,3771149.05,787194.9,-2983954.15
028,2022-05,88,157,207888033.56,263600961.83,1331,61770997.57,372,1938542.54,51980.37,1886562.17,108734.38,1995296.56,547272.78,243931.38,82159.02,161350.44,1034713.62,2657635.06,960582.93,-1697052.12
029,2022-05,76,134,182734139.81,261000498.62,1171,59291769.92,349,2654235.69,74616.54,2579619.15,56564.38,2636183.53,1459162.62,501136.56,182911.35,352959.98,2496170.52,-282422.51,140013.02,422435.53
030,2022-05,81,122,184633315.31,227807613.18,1458,113863815.82,423,1928701.72,131721.48,1796980.23,84897.57,1881877.8,1486081.97,515004.92,211378.87,354539.72,2567005.47,-1516295.7,-685127.67,831168.02
031,2022-05,69,140,148405192.11,164165227.97,1502,79497822.99,325,1453496.92,67509.46,1385987.46,65978.2,1451965.66,1418722.57,479206.57,191643.87,334432.97,2424005.98,481483.19,-972040.32,-1453523.51
032,2022-05,72,131,110107365.34,244679311.78,1213,40064540.17,394,2181941.73,62581.76,2119359.97,92592.48,2211952.45,1475594.91,462414.8,187275.16,375374.48,2500659.36,821207.15,-288706.91,-1109914.06
033,2022-05,66,114,155944454.82,148006508.11,1305,65297227.53,375,1188141.04,303153.8,884987.24,44471.77,929459.01,1016613.66,370000.01,127884.06,212482.78,1726980.51,331697.85,-797521.5,-1129219.36
034,2022-05,59,89,57700696.62,213523450.07,815,35224400.43,383,1750431.37,17680.16,1732751.21,55969.05,1788720.26,1422809.89,403860.26,144426.03,331304.02,2302400.19,-814860.89,-513679.94,301180.96
035,2022-05,44,79,102732182.39,174538400.33,704,117724777.89,351,1483882.67,33285.19,1450597.48,33538.35,1484135.83,1350092.44,456490.43,129201.54,313730.69,2249515.11,805936.7,-765379.28,-1571315.98
036,2022-05,39,64,39399647.78,91398471.66,583,11084528.19,179,722867.9,39211.36,683656.55,31673.95,715330.5,686167.87,274254.38,51946.4,172194.68,1184563.33,-8890.86,-469232.83,-460341.98
037,2022-05,82,138,143694236.6,155784059.64,1252,100741654.54,678,1598830.74,31563.62,1567267.12,91364.01,1658631.13,555331.43,247912.84,98270.36,165025.83,1066540.46,-53501.8,592090.67,645592.46
001,2022-06,173,339,531221755.95,453735363.27,3277,117531837.86,706,3624747.16,189600.25,3435146.91,226579.42,3661726.32,2765584.8,769923.38,715677.3,821751.44,5072936.91,2177046.59,-1411210.59,-3588257.18
002,2022-06,144,285,290046605.4,261311384.78,2536,134677094.15,263,2407735.43,256187.46,2151547.97,141218.34,2292766.31,535919.63,220125.24,102748.96,125621.31,984415.13,-2157873.71,1308351.18,3466224.89
003,2022-06,150,279,345397196.28,342717187.9,2680,119023077.84,456,2997409.79,157140.08,2840269.72,165564.98,3005834.7,1425448.19,413389.5,278221.4,305116.94,2422176.03,1845730.75,583658.67,-1262072.08
004,2022-06,151,292,385411326.8,331372510.07,2775,357550516.38,269,2525239.35,308738.76,2216500.59,143706.29,2360206.88,563113.2,239267.06,119924.91,145874.02,1068179.19,1053323.36,1292027.69,238704.33
005,2022-06,175,321,412543987.37,457805147.04,3153,223190550.45,716,3933516.23,118253.65,3815262.59,193212.56,4008475.15,2529006.31,690767.08,572671.91,477203.34,4269648.64,-521894.2,-261173.49,260720.71
006,2022-06,155,265,416697221.29,222733733.94,2600,161517035.91,256,2125047.46,183220.28,1941827.19,122257.26,2064084.44,580015.03,187438.03,102661.09,118606.21,988720.36,-352981.35,1075364.08,1428345.44
007,2022-06,151,259,361898131.69,404508240.93,2456,79483698.3,266,2996184.85,356025.02,2640159.83,105693.32,2745853.15,535291.9,218212.23,102470.81,145137.13,1001112.06,-659598.22,1744741.09,2404339.31
008,2022-06,139,256,328452091.94,333755659.11,2253,35906773.66,428,2625130.96,227567.24,2397563.72,148793.89,2546357.61,1542413.62,452156.17,291686.53,432893.87,2719150.18,1345503.7,-172792.57,-1518296.27
009,2022-06,133,271,616181552.3,344730199.86,2486,148704093.76,269,2513830.07,1796768.78,717061.29,131395.39,848456.68,568809.03,221511.88,106943.73,157453.8,1054718.44,1856496.23,-206261.76,-2062757.99
010,2022-06,117,232,491314237.24,309493406.07,2143,76183979.9,250,2522236.47,1240742.39,1281494.07,128480.89,1409974.97,536849.1,240377.52,95406.1,153286.6,1025919.31,-921547.63,384055.66,1305603.29
011,2022-06,117,229,313392269.63,262255541.68,2261,106203238.55,251,2298947.27,288483.15,2010464.12,119224.15,2129688.27,557688.2,254095.64,111849.25,211116.31,1134749.41,-1530841.96,994938.86,2525780.82
012,2022-06,116,236,414250476.13,353335770.44,1908,254661049.69,413,3179805.31,103620.74,3076184.57,131740.57,3207925.14,1290537.58,434237.21,209992.59,245428.41,2180195.79,-5409006.79,1027729.34,6436736.13
013,2022-06,156,276,433080978.95,437084188.83,2932,161196742.12,743,3423087.76,224798.52,3198289.23,172099.17,3370388.4,2685001.05,937254.02,677390.52,631358.17,4931003.76,-1987541.91,-1560615.36,426926.55
014,2022-06,146,263,244276585.12,357574353.2,2538,73815775.67,281,2893095.12,72581.23,2820513.89,121177.97,2941691.86,545998.09,197276.46,100806.81,133057.36,977138.72,3300004.06,1964553.14,-1335450.92
015,2022-06,152,279,408808861.46,425487600.77,2531,101754665.62,506,3658575.13,589565.97,3069009.16,142411.12,3211420.27,1116416.3,588645.85,274149.14,341707.66,2320918.95,-473156.77,890501.32,1363658.09
016,2022-06,115,211,249876095.88,265791444.03,2270,104571267.97,242,2005146.48,63016.23,1942130.25,85525.17,2027655.42,560070.04,209711.16,97988.95,159514.25,1027284.41,1314289.67,1000371.01,-313918.66
017,2022-06,205,392,481617669.85,735880712.02,3989,621551191.68,1314,6374927.67,144886.72,6230040.95,561602.65,6791643.6,2749226.56,900846.47,898772.09,598353.15,5147198.26,-52797.31,1644445.34,1697242.65
018,2022-06,169,312,565336175.26,523137811.51,3316,402977889.65,450,4214071.7,622944.37,3591127.34,263268.18,3854395.52,522596.45,224360.94,128521.36,148885.11,1024363.87,1117436.06,2830031.65,1712595.59
019,2022-06,217,401,585975587.38,519110199.87,3665,210702653.33,1059,4464195.1,627609.3,3836585.8,463660.68,4300246.48,1105873.5,528502.64,367420.51,276356.25,2278152.9,-380871.68,2022093.58,2402965.26
020,2022-06,146,265,342051483.51,422198429.8,2654,98928612.73,651,3226138.44,101670.66,3124467.79,241213.52,3365681.31,1432583.59,529803.63,325456.04,339767.02,2627610.28,-4365858.21,738071.02,5103929.24
021,2022-06,98,191,318414919.98,322290522.94,1951,198853210.23,417,2993833.18,79354.93,2914478.25,115527.44,3030005.68,1462362.65,497665.61,239045.92,332061.23,2531135.41,-52231.06,498870.27,551101.33
022,2022-06,118,236,378037676.11,304882890.55,2269,168745165.13,475,2946116.57,203050.53,2743066.04,144021.48,2887087.52,1507534.86,476489.37,278720.64,371611.37,2634356.24,-1586635.44,252731.28,1839366.71
023,2022-06,145,252,290206346.37,368564124.48,2536,136291179.27,652,2627846.32,73074.88,2554771.44,213693.22,2768464.66,1082596.99,448607.02,253607.08,314798.65,2099609.73,-1634944.33,668854.93,2303799.26
024,2022-06,104,188,197554537.36,196786572.56,1968,180268434.98,423,1541111.56,45851.62,1495259.93,132861.1,1628121.03,1378405.03,472831.93,224235.46,325980.04,2401452.46,-375589.91,-773331.43,-397741.52
025,2022-06,153,277,393593233.23,350299692.7,2926,202619447.06,799,3016740.27,286368.05,2730372.22,267555.26,2997927.47,561010.65,257342.84,151525.91,143563.92,1113443.32,633622.75,1884484.16,1250861.4
026,2022-06,167,283,311644620.69,509816444.95,3077,554574191.99,745,3347914.34,145069.48,3202844.86,260554.36,3463399.22,509497.43,261883.94,138197.45,116401.97,1025980.78,1620087.21,2437418.44,817331.23
027,2022-06,113,186,257805576.64,340286150.74,1971,132253704.58,431,3005090.05,136289.71,2868800.35,171512.65,3040313.0,1361676.1,427688.22,220251.15,306251.77,2315867.25,586263.11,724445.75,138182.64
028,2022-06,89,157,199586155.96,262997860.83,1330,53269244.95,384,1658497.23,51167.89,1607329.34,106877.89,1714207.23,550937.55,245119.95,83390.39,162340.19,1041788.08,6005576.71,672419.15,-5333157.55
029,2022-06,77,135,186077853.74,260601227.73,1320,46270728.51,391,2640220.82,75060.68,2565160.14,52301.84,2617461.98,1468933.8,503578.38,199232.5,355158.98,2526903.67,230687.68,90558.31,-140129.37
030,2022-06,78,128,192520988.98,232346448.96,1334,81577578.87,397,1872760.42,133969.17,1738791.24,82133.75,1820924.99,1496033.41,517514.31,202747.73,356747.45,2573042.9,1403173.86,-752117.91,-2155291.77
031,2022-06,69,142,147482369.6,171461595.77,1362,49979711.15,379,1496600.0,67187.87,1429412.13,61469.73,1490881.86,1428222.95,481541.53,193876.41,336518.47,2440159.36,1004246.98,-949277.5,-1953524.48
032,2022-06,78,132,114275759.45,243760260.54,1216,35676964.61,459,2149721.48,63232.36,2086489.11,88695.07,2175184.19,1485476.13,464667.94,198432.41,377724.8,2526301.28,374439.79,-351117.09,-725556.88
033,2022-06,68,115,166753950.42,151218076.76,1347,57028291.27,423,1286285.53,307518.3,978767.22,43339.11,1022106.33,1023421.34,371802.86,135435.1,213802.24,1744461.55,-620647.16,-722355.22,-101708.06
034,2022-06,59,90,61631849.19,220982416.42,1032,42870093.64,400,1766426.71,18451.56,1747975.15,55130.32,1803105.47,1432337.63,405828.09,159666.12,333388.98,2331220.82,902500.56,-528115.35,-1430615.92
035,2022-06,47,86,117687135.0,178753897.95,794,72483081.5,332,1358553.46,33391.82,1325161.64,22963.17,1348124.81,1359133.24,458714.71,133331.03,315686.98,2266865.96,2571930.38,-918741.15,-3490671.53
036,2022-06,39,67,43282815.43,107378525.5,583,19432921.49,158,997489.96,40456.95,957033.01,31364.51,988397.52,690762.75,275590.7,50822.69,173258.09,1190434.23,-339717.1,-202036.71,137680.38
037,2022-06,83,140,147116660.61,170920489.96,1285,90343784.13,696,1688766.38,32502.33,1656264.05,94476.62,1750740.67,559050.17,249120.81,100971.7,166038.02,1075180.69,790483.22,675559.98,-114923.24
001,2022-07,168,339,549090530.8,454644639.83,3031,102161464.15,706,3348100.38,193290.26,3154810.12,231327.44,3386137.56,2783981.15,773656.69,697905.85,826894.99,5082438.69,3658599.31,-1696301.13,-5354900.43
002,2022-07,149,284,298965002.56,280248776.39,2615,132058053.05,266,2610711.04,258910.72,2351800.32,140972.74,2492773.06,539484.5,221192.61,105250.74,126390.99,992318.84,358465.09,1500454.22,1141989.13
003,2022-07,151,277,325444327.83,335031745.36,2928,163783944.9,451,2904001.99,151480.43,2752521.56,191022.73,2943544.29,1434930.1,415394.0,290576.95,307022.87,2447923.93,505241.55,495620.36,-9621.19
004,2022-07,145,293,377884034.37,335508778.81,2963,270197831.22,274,2587689.09,308876.08,2278813.01,134956.06,2413769.07,566858.97,240427.25,125137.87,146765.93,1079190.02,826307.33,1334579.05,508271.72
005,2022-07,179,324,450560882.61,454619778.42,3068,168293298.8,706,3891628.1,124843.97,3766784.13,191316.98,3958101.11,2545828.96,694116.57,568575.25,480193.06,4288713.85,1115026.69,-330612.73,-1445639.42
006,2022-07,154,265,425508603.78,230376802.29,2903,313656656.84,227,2250127.97,184679.27,2065448.71,147205.95,2212654.65,583873.22,188346.91,107855.48,119342.93,999418.54,326199.59,1213236.11,887036.52
007,2022-07,146,257,365294218.54,399531337.21,2221,96767313.73,198,3408127.39,357157.61,3050969.79,105313.01,3156282.79,538852.6,219270.32,94216.46,146026.78,998366.16,-4340878.26,2157916.63,6498794.88
008,2022-07,140,260,333667237.81,333525970.22,2164,62139802.07,457,2420183.41,228182.65,2192000.76,153297.31,2345298.07,1552673.58,454348.64,293673.17,435596.5,2736291.89,2711414.7,-390993.83,-3102408.53
009,2022-07,136,272,613811024.03,334672691.5,2434,222951449.02,235,2479353.85,1805219.38,674134.47,124732.87,798867.35,572592.68,222585.97,104551.44,158421.6,1058151.69,-849706.8,-259284.35,590422.46
010,2022-07,117,231,494204292.86,308826289.48,2150,115951528.21,261,2529378.69,1248803.5,1280575.19,140564.41,1421139.6,540420.16,241543.09,96788.34,154220.77,1032972.36,1463493.64,388167.24,-1075326.4
011,2022-07,117,231,316725531.41,274030052.72,2272,80642056.55,244,2234493.21,290100.7,1944392.51,111634.39,2056026.9,561397.88,255327.73,112538.81,212401.49,1141665.92,3076492.85,914360.98,-2162131.87
012,2022-07,122,239,512184642.51,348813419.37,2063,486122203.74,443,3192816.94,115453.52,3077363.41,130368.81,3207732.22,1299122.09,436342.8,222190.65,246949.56,2204605.11,-735476.32,1003127.12,1738603.44
013,2022-07,157,275,438476460.01,435220096.84,2849,123414066.66,762,3242779.93,226526.51,3016253.42,162261.33,3178514.74,2702861.36,941798.71,678546.57,635263.36,4958470.0,2735230.07,-1779955.26,-4515185.33
