transaction_id,account_id,transaction_datetime,transaction_type,direction,channel,amount,counterparty_type,transfer_scope,counterparty_bank_id,transaction_branch_id,transaction_status,merchant_category,failure_reason
T0000002595,A0007191,2021-02-07 09:07:02,TRANSFER_IN,CREDIT,MOBILE,59677.19,EMPLOYER,,,,COMPLETED,,
T0000002596,A0002481,2021-02-07 09:19:31,TRANSFER_OUT,DEBIT,MOBILE,10231.44,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000002597,A0005820,2021-02-07 10:04:56,SERVICE_PAYMENT,DEBIT,MOBILE,4305.72,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002598,A0003781,2021-02-07 10:29:45,DEBIT_PURCHASE,DEBIT,POS,29023.96,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000002599,A0002620,2021-02-07 12:04:11,TRANSFER_OUT,DEBIT,WEB,17235.75,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002600,A0007885,2021-02-07 12:04:11,TRANSFER_IN,CREDIT,WEB,17235.75,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002601,A0006928,2021-02-07 12:12:22,DEBIT_PURCHASE,DEBIT,POS,4060.64,MERCHANT,,,,COMPLETED,GROCERIES,
T0000002602,A0000896,2021-02-07 12:14:42,CASH_WITHDRAWAL,DEBIT,ATM,1530.4,OTHER,,,,COMPLETED,,
T0000002603,A0008634,2021-02-07 12:37:16,SERVICE_PAYMENT,DEBIT,MOBILE,1256.38,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002604,A0011809,2021-02-07 12:37:26,DEBIT_PURCHASE,DEBIT,POS,1669.48,MERCHANT,,,,COMPLETED,FUEL,
T0000002605,A0002675,2021-02-07 13:22:21,TRANSFER_IN,CREDIT,MOBILE,25619.3,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002606,A0011561,2021-02-07 13:22:21,TRANSFER_OUT,DEBIT,MOBILE,25619.3,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002607,A0011718,2021-02-07 13:39:01,DEBIT_PURCHASE,DEBIT,POS,1849.98,MERCHANT,,,,COMPLETED,RETAIL,
T0000002608,A0000509,2021-02-07 14:00:35,TRANSFER_IN,CREDIT,WEB,1751.18,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002609,A0012897,2021-02-07 14:00:35,TRANSFER_OUT,DEBIT,WEB,1751.18,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002610,A0002622,2021-02-07 14:09:00,TRANSFER_IN,CREDIT,MOBILE,32338.01,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002611,A0008281,2021-02-07 14:09:00,TRANSFER_OUT,DEBIT,MOBILE,32338.01,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002612,A0004157,2021-02-07 14:49:39,DEBIT_PURCHASE,DEBIT,POS,1223.6,MERCHANT,,,,COMPLETED,GROCERIES,
T0000002613,A0007769,2021-02-07 15:20:25,DEBIT_PURCHASE,DEBIT,POS,300.4,MERCHANT,,,,COMPLETED,PHARMACY,
T0000002614,A0012897,2021-02-07 16:09:50,DEBIT_PURCHASE,DEBIT,POS,738.65,MERCHANT,,,,COMPLETED,ENTERTAINMENT,
T0000002615,A0003781,2021-02-07 16:18:00,TRANSFER_IN,CREDIT,MOBILE,24200.64,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002616,A0012171,2021-02-07 16:18:00,TRANSFER_OUT,DEBIT,MOBILE,24200.64,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002617,A0005087,2021-02-07 16:21:30,SERVICE_PAYMENT,DEBIT,MOBILE,2016.52,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002618,A0008326,2021-02-07 16:36:15,SERVICE_PAYMENT,DEBIT,MOBILE,1944.34,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002619,A0012519,2021-02-07 16:43:12,DEBIT_PURCHASE,DEBIT,POS,2208.61,MERCHANT,,,,COMPLETED,UTILITIES,
T0000002620,A0003388,2021-02-07 16:46:16,DEBIT_PURCHASE,DEBIT,POS,4794.13,MERCHANT,,,,COMPLETED,HOME,
T0000002621,A0006611,2021-02-07 17:16:59,TRANSFER_IN,CREDIT,WEB,7172.82,OTHER,,,,COMPLETED,,
T0000002622,A0005790,2021-02-07 17:19:25,TRANSFER_IN,CREDIT,WEB,5303.6,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002623,A0011808,2021-02-07 17:19:25,TRANSFER_OUT,DEBIT,WEB,5303.6,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002624,A0008892,2021-02-07 17:29:43,TRANSFER_IN,CREDIT,WEB,6263.18,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002625,A0011888,2021-02-07 17:29:43,TRANSFER_OUT,DEBIT,WEB,6263.18,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002626,A0010259,2021-02-07 17:42:47,DEBIT_PURCHASE,DEBIT,POS,1345.37,MERCHANT,,,,COMPLETED,TELECOMMUNICATIONS,
T0000002627,A0008281,2021-02-07 18:07:47,DEBIT_PURCHASE,DEBIT,POS,2114.7,MERCHANT,,,,COMPLETED,UTILITIES,
T0000002628,A0007885,2021-02-07 18:08:51,DEBIT_PURCHASE,DEBIT,POS,4809.4,MERCHANT,,,,COMPLETED,FUEL,
T0000002629,A0001485,2021-02-07 18:08:58,TRANSFER_IN,CREDIT,MOBILE,98974.89,EMPLOYER,,,,COMPLETED,,
T0000002630,A0007205,2021-02-07 18:18:32,DEBIT_PURCHASE,DEBIT,POS,326.75,MERCHANT,,,,COMPLETED,TRANSPORT,
T0000002631,A0010381,2021-02-07 18:41:00,DEBIT_PURCHASE,DEBIT,POS,182.1,MERCHANT,,,,COMPLETED,TRANSPORT,
T0000002632,A0001485,2021-02-07 18:48:32,CASH_WITHDRAWAL,DEBIT,ATM,13354.41,OTHER,,,,COMPLETED,,
T0000002633,A0007072,2021-02-07 18:48:47,CASH_DEPOSIT,CREDIT,ATM,4171.39,OTHER,,,,COMPLETED,,
T0000002634,A0003782,2021-02-07 19:10:18,DEBIT_PURCHASE,DEBIT,POS,8375.92,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000002635,A0003388,2021-02-07 19:11:02,DEBIT_PURCHASE,DEBIT,POS,7905.21,MERCHANT,,,,COMPLETED,PROFESSIONAL_SERVICES,
T0000002636,A0008370,2021-02-07 19:17:31,DEBIT_PURCHASE,DEBIT,POS,22.52,MERCHANT,,,,COMPLETED,ENTERTAINMENT,
T0000002637,A0003388,2021-02-07 19:31:32,DEBIT_PURCHASE,DEBIT,POS,8810.06,MERCHANT,,,,COMPLETED,TRAVEL,
T0000002638,A0012520,2021-02-07 20:21:10,SERVICE_PAYMENT,DEBIT,MOBILE,1016.16,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002639,A0008634,2021-02-07 20:39:35,DEBIT_PURCHASE,DEBIT,POS,1302.98,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000002640,A0005950,2021-02-07 20:49:25,SERVICE_PAYMENT,DEBIT,MOBILE,1426.05,GOVERNMENT,,,,COMPLETED,,
T0000002641,A0003388,2021-02-07 20:51:17,DEBIT_PURCHASE,DEBIT,POS,2370.72,MERCHANT,,,,COMPLETED,GROCERIES,
T0000002642,A0012897,2021-02-07 20:57:47,TRANSFER_IN,CREDIT,WEB,5453.84,OTHER,,,,COMPLETED,,
T0000002643,A0009609,2021-02-07 21:34:16,TRANSFER_OUT,DEBIT,MOBILE,34591.83,OTHER,,,,COMPLETED,,
T0000002644,A0007885,2021-02-07 23:37:28,DEBIT_PURCHASE,DEBIT,POS,3651.26,MERCHANT,,,,COMPLETED,UTILITIES,
T0000002645,A0002622,2021-02-07 23:42:42,SERVICE_PAYMENT,DEBIT,MOBILE,1681.67,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002646,A0003713,2021-02-08 02:45:38,LOAN_DISBURSEMENT,CREDIT,AUTOMATIC,4140000.0,LOAN_ACCOUNT,,,,COMPLETED,,
T0000002647,A0005790,2021-02-08 03:21:41,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2796.92,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002648,A0001935,2021-02-08 05:16:00,TRANSFER_OUT,DEBIT,MOBILE,9655.49,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002649,A0011888,2021-02-08 05:16:00,TRANSFER_IN,CREDIT,MOBILE,9655.49,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002650,A0000807,2021-02-08 08:29:12,CASH_WITHDRAWAL,DEBIT,ATM,472.3,OTHER,,,,COMPLETED,,
T0000002651,A0000303,2021-02-08 09:00:20,TRANSFER_IN,CREDIT,BRANCH,2967.75,GOVERNMENT,,,036,COMPLETED,,
T0000002652,A0005790,2021-02-08 09:51:05,SERVICE_PAYMENT,DEBIT,MOBILE,864.19,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002653,A0000325,2021-02-08 10:06:21,TRANSFER_IN,CREDIT,WEB,11702.24,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002654,A0007205,2021-02-08 10:06:21,TRANSFER_OUT,DEBIT,WEB,11702.24,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002655,A0008892,2021-02-08 10:10:21,TRANSFER_IN,CREDIT,BRANCH,2721.56,EMPLOYER,,,025,COMPLETED,,
T0000002656,A0006928,2021-02-08 10:40:11,TRANSFER_OUT,DEBIT,MOBILE,5303.82,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000002657,A0009797,2021-02-08 10:47:31,LOAN_PAYMENT,DEBIT,MOBILE,35278.16,LOAN_ACCOUNT,,,,COMPLETED,,
T0000002658,A0003388,2021-02-08 10:51:32,TRANSFER_OUT,DEBIT,BRANCH,5630.2,OTHER_BANK,DOMESTIC_EXTERNAL,B006,008,COMPLETED,,
T0000002659,A0002481,2021-02-08 11:00:42,TRANSFER_IN,CREDIT,WEB,10653.28,SUPPLIER,,,,COMPLETED,,
T0000002660,A0008281,2021-02-08 11:27:30,DEBIT_PURCHASE,DEBIT,POS,2893.43,MERCHANT,,,,COMPLETED,HOME,
T0000002661,A0002346,2021-02-08 11:36:25,TRANSFER_OUT,DEBIT,BRANCH,191.83,BTYT_CUSTOMER,INTERNAL,B000,013,COMPLETED,,
T0000002662,A0009443,2021-02-08 11:36:25,TRANSFER_IN,CREDIT,BRANCH,191.83,BTYT_CUSTOMER,INTERNAL,B000,013,COMPLETED,,
T0000002663,A0000509,2021-02-08 12:08:19,CASH_WITHDRAWAL,DEBIT,BRANCH,2483.14,OTHER,,,024,COMPLETED,,
T0000002664,A0002826,2021-02-08 12:09:43,TRANSFER_OUT,DEBIT,MOBILE,43240.8,OTHER_BANK,DOMESTIC_EXTERNAL,B004,,COMPLETED,,
T0000002665,A0008554,2021-02-08 12:41:15,CASH_DEPOSIT,CREDIT,BRANCH,789.42,OTHER,,,031,COMPLETED,,
T0000002666,A0006612,2021-02-08 12:46:17,CASH_WITHDRAWAL,DEBIT,BRANCH,87.01,OTHER,,,013,COMPLETED,,
T0000002667,A0007191,2021-02-08 12:49:02,CASH_WITHDRAWAL,DEBIT,BRANCH,8303.44,OTHER,,,029,COMPLETED,,
T0000002668,A0007205,2021-02-08 13:03:54,SERVICE_PAYMENT,DEBIT,MOBILE,1450.5,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002669,A0000807,2021-02-08 13:17:04,DEBIT_PURCHASE,DEBIT,POS,442.51,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000002670,A0007072,2021-02-08 13:19:01,TRANSFER_IN,CREDIT,BRANCH,3292.15,BTYT_CUSTOMER,INTERNAL,B000,029,COMPLETED,,
T0000002671,A0007763,2021-02-08 13:19:01,TRANSFER_OUT,DEBIT,BRANCH,3292.15,BTYT_CUSTOMER,INTERNAL,B000,029,COMPLETED,,
T0000002672,A0002481,2021-02-08 13:24:17,TRANSFER_OUT,DEBIT,BRANCH,3036.14,OTHER_BANK,DOMESTIC_EXTERNAL,B002,009,COMPLETED,,
T0000002673,A0012359,2021-02-08 13:55:43,SERVICE_PAYMENT,DEBIT,MOBILE,1011.09,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002674,A0008892,2021-02-08 14:05:04,DEBIT_PURCHASE,DEBIT,POS,396.5,MERCHANT,,,,COMPLETED,OTHER,
T0000002675,A0002622,2021-02-08 14:15:04,CASH_WITHDRAWAL,DEBIT,ATM,3289.31,OTHER,,,,COMPLETED,,
T0000002676,A0007745,2021-02-08 14:56:44,DEBIT_PURCHASE,DEBIT,POS,1755.4,MERCHANT,,,,COMPLETED,ENTERTAINMENT,
T0000002677,A0011888,2021-02-08 15:02:59,CASH_DEPOSIT,CREDIT,BRANCH,1575.74,OTHER,,,037,COMPLETED,,
T0000002678,A0000324,2021-02-08 15:14:10,CASH_WITHDRAWAL,DEBIT,BRANCH,3194.38,OTHER,,,034,COMPLETED,,
T0000002679,A0011561,2021-02-08 15:52:28,TRANSFER_OUT,DEBIT,WEB,26848.4,GOVERNMENT,,,,COMPLETED,,
T0000002680,A0000509,2021-02-08 15:58:01,SERVICE_PAYMENT,DEBIT,MOBILE,2437.29,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002681,A0001309,2021-02-08 16:03:05,TRANSFER_IN,CREDIT,BRANCH,11130.06,OTHER_BANK,DOMESTIC_EXTERNAL,B011,008,COMPLETED,,
T0000002682,A0006928,2021-02-08 16:08:01,SERVICE_PAYMENT,DEBIT,MOBILE,6224.68,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002683,A0006612,2021-02-08 16:36:08,TRANSFER_IN,CREDIT,MOBILE,321.0,OTHER,,,,COMPLETED,,
T0000002684,A0007190,2021-02-08 17:53:01,TRANSFER_IN,CREDIT,MOBILE,18719.94,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000002685,A0001485,2021-02-08 18:00:19,DEBIT_PURCHASE,DEBIT,POS,4937.56,MERCHANT,,,,COMPLETED,GROCERIES,
T0000002686,A0004186,2021-02-08 18:12:47,SERVICE_PAYMENT,DEBIT,MOBILE,22.94,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002687,A0007205,2021-02-08 18:41:52,DEBIT_PURCHASE,DEBIT,POS,1540.02,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000002688,A0002675,2021-02-08 18:42:43,TRANSFER_OUT,DEBIT,MOBILE,351.32,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002689,A0006611,2021-02-08 18:42:43,TRANSFER_IN,CREDIT,MOBILE,351.32,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002690,A0007745,2021-02-08 18:44:00,LOAN_PAYMENT,DEBIT,WEB,28748.42,LOAN_ACCOUNT,,,,COMPLETED,,
T0000002691,A0002623,2021-02-08 19:23:29,TRANSFER_OUT,DEBIT,MOBILE,4885.89,GOVERNMENT,,,,COMPLETED,,
T0000002692,A0011561,2021-02-08 19:24:43,TRANSFER_OUT,DEBIT,WEB,13403.38,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002693,A0012897,2021-02-08 19:24:43,TRANSFER_IN,CREDIT,WEB,13403.38,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002694,A0007740,2021-02-08 19:35:38,DEBIT_PURCHASE,DEBIT,POS,2235.91,MERCHANT,,,,COMPLETED,GROCERIES,
T0000002695,A0008332,2021-02-08 20:13:59,TRANSFER_IN,CREDIT,MOBILE,10006.53,BTYT_CUSTOMER,INTERNAL,B000,,FAILED,,INSUFFICIENT_FUNDS
T0000002696,A0006928,2021-02-08 20:24:19,CASH_DEPOSIT,CREDIT,ATM,2167.68,OTHER,,,,COMPLETED,,
T0000002697,A0002629,2021-02-08 20:35:17,TRANSFER_IN,CREDIT,MOBILE,4123.11,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002698,A0008326,2021-02-08 20:35:17,TRANSFER_OUT,DEBIT,MOBILE,4123.11,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002699,A0005284,2021-02-08 20:42:39,CASH_DEPOSIT,CREDIT,ATM,7139.21,OTHER,,,,COMPLETED,,
T0000002700,A0003782,2021-02-08 20:55:20,TRANSFER_IN,CREDIT,MOBILE,49380.45,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002701,A0011561,2021-02-08 20:55:20,TRANSFER_OUT,DEBIT,MOBILE,49380.45,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002702,A0007633,2021-02-08 21:14:55,SERVICE_PAYMENT,DEBIT,MOBILE,5697.67,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002703,A0002622,2021-02-08 21:38:47,DEBIT_PURCHASE,DEBIT,POS,3044.84,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000002704,A0009985,2021-02-08 22:20:35,DEBIT_PURCHASE,DEBIT,POS,698.83,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000002705,A0008327,2021-02-08 23:02:07,TRANSFER_OUT,DEBIT,WEB,4261.94,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002706,A0011888,2021-02-08 23:02:07,TRANSFER_IN,CREDIT,WEB,4261.94,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002707,A0001885,2021-02-08 23:07:17,CASH_WITHDRAWAL,DEBIT,ATM,2616.74,OTHER,,,,COMPLETED,,
T0000002708,A0007745,2021-02-08 23:14:37,CASH_WITHDRAWAL,DEBIT,ATM,2573.8,OTHER,,,,COMPLETED,,
T0000002709,A0002676,2021-02-08 23:40:55,TRANSFER_OUT,DEBIT,MOBILE,766.56,OTHER_BANK,DOMESTIC_EXTERNAL,B006,,COMPLETED,,
T0000002710,A0001937,2021-02-08 23:41:53,TRANSFER_IN,CREDIT,WEB,1075.78,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002711,A0003713,2021-02-08 23:41:53,TRANSFER_OUT,DEBIT,WEB,1075.78,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002712,A0012519,2021-02-08 23:51:24,DEBIT_PURCHASE,DEBIT,POS,3353.3,MERCHANT,,,,COMPLETED,TRAVEL,
T0000002713,A0000325,2021-02-09 06:29:02,TRANSFER_OUT,DEBIT,WEB,4404.13,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000002714,A0005284,2021-02-09 06:58:47,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1980.78,GOVERNMENT,,,,COMPLETED,,
T0000002715,A0002481,2021-02-09 06:58:55,TRANSFER_IN,CREDIT,MOBILE,7520.89,SUPPLIER,,,,COMPLETED,,
T0000002716,A0000807,2021-02-09 08:06:43,SERVICE_PAYMENT,DEBIT,WEB,1687.68,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002717,A0002755,2021-02-09 08:14:39,SERVICE_PAYMENT,DEBIT,AUTOMATIC,5938.37,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002718,A0008892,2021-02-09 08:18:36,DEBIT_PURCHASE,DEBIT,POS,376.26,MERCHANT,,,,COMPLETED,UTILITIES,
T0000002719,A0010259,2021-02-09 08:49:44,SERVICE_PAYMENT,DEBIT,AUTOMATIC,4852.06,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002720,A0007885,2021-02-09 08:54:40,TRANSFER_OUT,DEBIT,WEB,11345.02,OTHER_BANK,DOMESTIC_EXTERNAL,B006,,COMPLETED,,
T0000002721,A0003713,2021-02-09 09:11:48,TRANSFER_IN,CREDIT,BRANCH,156303.7,BTYT_CUSTOMER,INTERNAL,B000,020,COMPLETED,,
T0000002722,A0010228,2021-02-09 09:11:48,TRANSFER_OUT,DEBIT,BRANCH,156303.7,BTYT_CUSTOMER,INTERNAL,B000,020,COMPLETED,,
T0000002723,A0009443,2021-02-09 09:16:41,SERVICE_PAYMENT,DEBIT,MOBILE,111.61,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002724,A0003714,2021-02-09 09:32:42,TRANSFER_OUT,DEBIT,BRANCH,58.87,BTYT_CUSTOMER,INTERNAL,B000,019,COMPLETED,,
T0000002725,A0011552,2021-02-09 09:32:42,TRANSFER_IN,CREDIT,BRANCH,58.87,BTYT_CUSTOMER,INTERNAL,B000,019,COMPLETED,,
T0000002726,A0002755,2021-02-09 09:58:07,SERVICE_PAYMENT,DEBIT,BRANCH,8578.19,SUPPLIER,,,020,COMPLETED,,
T0000002727,A0002055,2021-02-09 10:25:33,SERVICE_PAYMENT,DEBIT,WEB,539.78,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002728,A0005950,2021-02-09 10:46:03,TRANSFER_OUT,DEBIT,BRANCH,2766.49,BTYT_CUSTOMER,INTERNAL,B000,023,COMPLETED,,
T0000002729,A0009949,2021-02-09 10:46:03,TRANSFER_IN,CREDIT,BRANCH,2766.49,BTYT_CUSTOMER,INTERNAL,B000,023,COMPLETED,,
T0000002730,A0000896,2021-02-09 10:48:06,DEBIT_PURCHASE,DEBIT,POS,1787.5,MERCHANT,,,,FAILED,RESTAURANTS,TECHNICAL_ERROR
T0000002731,A0012897,2021-02-09 11:16:03,SERVICE_PAYMENT,DEBIT,BRANCH,2789.27,SERVICE_PROVIDER,,,017,COMPLETED,,
T0000002732,A0004157,2021-02-09 11:42:50,CASH_WITHDRAWAL,DEBIT,BRANCH,3037.54,OTHER,,,008,COMPLETED,,
T0000002733,A0008665,2021-02-09 11:44:40,CASH_DEPOSIT,CREDIT,BRANCH,8960.12,OTHER,,,037,COMPLETED,,
T0000002734,A0007740,2021-02-09 11:46:50,DEBIT_PURCHASE,DEBIT,POS,2559.36,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000002735,A0006928,2021-02-09 11:54:51,SERVICE_PAYMENT,DEBIT,MOBILE,2770.06,GOVERNMENT,,,,COMPLETED,,
T0000002736,A0005790,2021-02-09 12:02:26,SERVICE_PAYMENT,DEBIT,BRANCH,2592.57,SERVICE_PROVIDER,,,018,COMPLETED,,
T0000002737,A0005179,2021-02-09 12:26:31,TRANSFER_IN,CREDIT,WEB,5507.41,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002738,A0008554,2021-02-09 12:26:31,TRANSFER_OUT,DEBIT,WEB,5507.41,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002739,A0002676,2021-02-09 12:32:19,TRANSFER_IN,CREDIT,BRANCH,3523.93,BTYT_CUSTOMER,INTERNAL,B000,032,FAILED,,INSUFFICIENT_FUNDS
T0000002740,A0007745,2021-02-09 12:38:09,CASH_WITHDRAWAL,DEBIT,ATM,4456.67,OTHER,,,,FAILED,,INSUFFICIENT_FUNDS
T0000002741,A0001921,2021-02-09 13:08:23,TRANSFER_IN,CREDIT,MOBILE,599.65,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002742,A0012897,2021-02-09 13:08:23,TRANSFER_OUT,DEBIT,MOBILE,599.65,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002743,A0006611,2021-02-09 13:34:28,DEBIT_PURCHASE,DEBIT,POS,3460.23,MERCHANT,,,,COMPLETED,OTHER,
T0000002744,A0002622,2021-02-09 13:55:24,SERVICE_PAYMENT,DEBIT,BRANCH,493.51,SERVICE_PROVIDER,,,022,COMPLETED,,
T0000002745,A0007205,2021-02-09 14:06:23,SERVICE_PAYMENT,DEBIT,MOBILE,3106.47,GOVERNMENT,,,,COMPLETED,,
T0000002746,A0002346,2021-02-09 14:06:50,TRANSFER_OUT,DEBIT,WEB,3962.13,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002747,A0002676,2021-02-09 14:06:50,TRANSFER_IN,CREDIT,WEB,3962.13,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000002748,A0008332,2021-02-09 14:07:58,DEBIT_PURCHASE,DEBIT,POS,891.02,MERCHANT,,,,COMPLETED,UTILITIES,
T0000002749,A0002622,2021-02-09 14:13:01,DEBIT_PURCHASE,DEBIT,POS,1496.5,MERCHANT,,,,COMPLETED,UTILITIES,
T0000002750,A0005820,2021-02-09 14:18:22,SERVICE_PAYMENT,DEBIT,MOBILE,7026.34,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002751,A0008331,2021-02-09 14:36:50,TRANSFER_OUT,DEBIT,BRANCH,12848.13,OTHER,,,027,COMPLETED,,
T0000002752,A0005178,2021-02-09 14:54:04,DEBIT_PURCHASE,DEBIT,POS,1152.05,MERCHANT,,,,COMPLETED,TELECOMMUNICATIONS,
T0000002753,A0002055,2021-02-09 14:59:53,CASH_DEPOSIT,CREDIT,BRANCH,718.83,OTHER,,,035,COMPLETED,,
T0000002754,A0006611,2021-02-09 15:04:45,CASH_DEPOSIT,CREDIT,BRANCH,7468.05,OTHER,,,005,COMPLETED,,
T0000002755,A0001887,2021-02-09 15:06:33,DEBIT_PURCHASE,DEBIT,POS,52.1,MERCHANT,,,,COMPLETED,FUEL,
T0000002756,A0006611,2021-02-09 15:10:19,CASH_DEPOSIT,CREDIT,BRANCH,3373.21,OTHER,,,020,COMPLETED,,
T0000002757,A0007205,2021-02-09 15:31:06,TRANSFER_IN,CREDIT,BRANCH,17020.4,OTHER_BANK,DOMESTIC_EXTERNAL,B001,018,COMPLETED,,
T0000002758,A0009610,2021-02-09 15:38:56,DEBIT_PURCHASE,DEBIT,POS,2600.63,MERCHANT,,,,COMPLETED,RETAIL,
T0000002759,A0002620,2021-02-09 15:50:53,TRANSFER_IN,CREDIT,BRANCH,2303.9,OTHER_BANK,DOMESTIC_EXTERNAL,B007,024,COMPLETED,,
T0000002760,A0011094,2021-02-09 15:59:49,DEBIT_PURCHASE,DEBIT,POS,886.65,MERCHANT,,,,COMPLETED,FUEL,
T0000002761,A0002055,2021-02-09 16:08:59,SERVICE_PAYMENT,DEBIT,MOBILE,652.79,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002762,A0002622,2021-02-09 16:13:30,TRANSFER_OUT,DEBIT,BRANCH,18631.3,OTHER,,,024,COMPLETED,,
T0000002763,A0007205,2021-02-09 16:25:45,DEBIT_PURCHASE,DEBIT,POS,1690.9,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000002764,A0002819,2021-02-09 16:35:37,SERVICE_PAYMENT,DEBIT,MOBILE,850.1,SERVICE_PROVIDER,,,,COMPLETED,,
T0000002765,A0012109,2021-02-09 16:40:58,SERVICE_PAYMENT,DEBIT,WEB,2880.51,SERVICE_PROVIDER,,,,FAILED,,INSUFFICIENT_FUNDS
T0000002766,A0008892,2021-02-09 16:43:19,CASH_WITHDRAWAL,DEBIT,BRANCH,856.5,OTHER,,,018,COMPLETED,,
T0000002767,A0007745,2021-02-09 16:52:31,DEBIT_PURCHASE,DEBIT,POS,4187.67,MERCHANT,,,,FAILED,GROCERIES,INSUFFICIENT_FUNDS
T0000002768,A0002055,2021-02-09 16:54:49,CASH_DEPOSIT,CREDIT,BRANCH,938.42,OTHER,,,010,COMPLETED,,
T0000002769,A0002073,2021-02-09 16:58:53,TRANSFER_OUT,DEBIT,WEB,24847.97,GOVERNMENT,,,,COMPLETED,,
T0000002770,A0005820,2021-02-09 17:02:38,SERVICE_PAYMENT,DEBIT,WEB,7016.07,GOVERNMENT,,,,COMPLETED,,
