loan_id,customer_id,product_id,branch_id,origination_year,currency,original_amount,term_months,rate_type,initial_interest_rate,loan_status,closing_year
L0002529,C0002814,P013,019,2022,UYU,1180000.0,60,FIXED,19.27,ACTIVE,
L0002530,C0002814,P012,017,2023,UYU,325000.0,48,FIXED,23.14,ACTIVE,
L0002531,C0002815,P012,005,2014,UYU,435000.0,18,FIXED,22.57,PAID_OFF,2015.0
L0002532,C0002815,P013,021,2013,UYU,570000.0,36,VARIABLE,17.4,PAID_OFF,2016.0
L0002533,C0002815,P014,032,2019,UYU,3040000.0,60,FIXED,17.57,PAID_OFF,2024.0
L0002534,C0002815,P012,033,2017,UYU,265000.0,6,FIXED,24.38,PAID_OFF,2017.0
L0002535,C0002815,P012,005,2020,UYU,105000.0,6,VARIABLE,19.5,PAID_OFF,2021.0
L0002536,C0002815,P013,013,2013,UYU,825000.0,24,VARIABLE,17.48,PAID_OFF,2015.0
L0002537,C0002815,P012,016,2023,UYU,165000.0,36,VARIABLE,24.48,PAID_OFF,2026.0
L0002538,C0002816,P014,025,2025,UYU,2750000.0,180,MIXED,15.57,ACTIVE,
L0002539,C0002818,P014,015,2014,USD,155000.0,300,VARIABLE,11.07,ACTIVE,
L0002540,C0002818,P012,004,2014,UYU,420000.0,6,FIXED,22.6,PAID_OFF,2015.0
L0002541,C0002818,P012,011,2015,UYU,110000.0,60,VARIABLE,21.98,PAID_OFF,2020.0
L0002542,C0002820,P013,030,2024,UYU,2850000.0,60,MIXED,18.08,ACTIVE,
L0002543,C0002825,P012,014,2022,UYU,325000.0,36,FIXED,22.38,PAID_OFF,2025.0
L0002544,C0002825,P013,003,2024,UYU,4570000.0,36,FIXED,17.88,ACTIVE,
L0002545,C0002828,P012,037,2020,UYU,105000.0,24,FIXED,19.14,PAID_OFF,2022.0
L0002546,C0002828,P012,016,2021,UYU,510000.0,18,FIXED,18.36,PAID_OFF,2022.0
L0002547,C0002828,P014,034,2025,UYU,4110000.0,60,FIXED,15.74,ACTIVE,
L0002548,C0002829,P012,003,2001,UYU,66000.0,12,MIXED,36.93,PAID_OFF,2002.0
L0002549,C0002829,P014,015,2004,UYU,1530000.0,300,MIXED,30.23,WRITTEN_OFF,2026.0
L0002550,C0002834,P013,036,2024,UYU,1220000.0,60,VARIABLE,17.37,ACTIVE,
L0002551,C0002835,P012,025,2019,UYU,105000.0,36,FIXED,22.07,PAID_OFF,2022.0
L0002552,C0002835,P014,033,2017,UYU,2420000.0,300,MIXED,18.99,ACTIVE,
L0002553,C0002835,P012,023,2020,UYU,88000.0,48,FIXED,19.52,PAID_OFF,2024.0
L0002554,C0002835,P012,012,2017,UYU,425000.0,24,FIXED,23.0,PAID_OFF,2019.0
L0002555,C0002835,P013,030,2024,UYU,805000.0,24,FIXED,17.79,RESTRUCTURED,2025.0
L0002556,C0002836,P012,020,2017,UYU,54000.0,18,FIXED,24.28,PAID_OFF,2018.0
L0002557,C0002836,P014,006,2015,UYU,1450000.0,60,VARIABLE,19.2,PAID_OFF,2020.0
L0002558,C0002836,P012,004,2008,UYU,135000.0,18,FIXED,24.43,PAID_OFF,2009.0
L0002559,C0002841,P014,002,2022,UYU,18350000.0,300,VARIABLE,17.74,ACTIVE,
L0002560,C0002844,P013,004,2001,UYU,360000.0,60,FIXED,35.43,PAID_OFF,2006.0
L0002561,C0002844,P013,010,2021,USD,44000.0,24,VARIABLE,9.83,PAID_OFF,2023.0
L0002562,C0002844,P012,033,2025,UYU,900000.0,6,MIXED,16.69,PAID_OFF,2026.0
L0002563,C0002850,P012,006,2025,UYU,155000.0,6,FIXED,20.6,PAID_OFF,2026.0
L0002564,C0002853,P012,019,2018,UYU,290000.0,36,FIXED,20.66,PAID_OFF,2021.0
L0002565,C0002853,P014,019,2022,UYU,4420000.0,240,FIXED,16.6,RESTRUCTURED,2024.0
L0002566,C0002853,P012,018,2023,UYU,405000.0,12,MIXED,20.66,PAID_OFF,2024.0
L0002567,C0002853,P013,022,2024,USD,34000.0,60,VARIABLE,11.68,PAID_OFF,2025.0
L0002568,C0002853,P013,026,2025,USD,95000.0,60,FIXED,12.26,ACTIVE,
L0002569,C0002855,P012,001,2018,UYU,220000.0,18,FIXED,22.34,PAID_OFF,2020.0
L0002570,C0002855,P012,034,2019,UYU,645000.0,24,FIXED,19.07,PAID_OFF,2021.0
L0002571,C0002861,P013,005,2017,UYU,1910000.0,60,FIXED,19.37,PAID_OFF,2022.0
L0002572,C0002861,P014,024,2012,UYU,1750000.0,60,FIXED,15.66,PAID_OFF,2017.0
L0002573,C0002861,P013,030,2023,UYU,1010000.0,24,FIXED,18.75,PAID_OFF,2025.0
L0002574,C0002863,P013,032,2021,USD,18000.0,36,VARIABLE,11.17,PAID_OFF,2024.0
L0002575,C0002866,P012,034,2025,UYU,110000.0,12,VARIABLE,20.06,PAID_OFF,2026.0
L0002576,C0002869,P013,008,2002,UYU,275000.0,72,VARIABLE,50.92,PAID_OFF,2006.0
L0002577,C0002869,P012,018,2011,UYU,135000.0,36,FIXED,20.91,PAID_OFF,2014.0
L0002578,C0002869,P012,006,2018,UYU,420000.0,18,FIXED,21.76,PAID_OFF,2019.0
L0002579,C0002872,P013,037,2019,UYU,2940000.0,72,VARIABLE,16.99,PAID_OFF,2025.0
L0002580,C0002872,P012,007,2014,UYU,775000.0,24,FIXED,19.51,PAID_OFF,2016.0
L0002581,C0002872,P012,002,2014,UYU,445000.0,48,FIXED,23.94,PAID_OFF,2015.0
L0002582,C0002872,P013,037,2019,UYU,2490000.0,72,MIXED,16.68,PAID_OFF,2025.0
L0002583,C0002875,P012,006,1998,UYU,38000.0,12,VARIABLE,39.54,PAID_OFF,1999.0
L0002584,C0002877,P012,004,2021,UYU,205000.0,24,FIXED,18.37,PAID_OFF,2023.0
L0002585,C0002878,P012,012,2025,UYU,240000.0,48,MIXED,22.2,ACTIVE,
L0002586,C0002879,P014,015,2012,UYU,2220000.0,240,VARIABLE,14.79,ACTIVE,
L0002587,C0002879,P012,010,2020,UYU,365000.0,24,VARIABLE,19.05,PAID_OFF,2021.0
L0002588,C0002879,P014,031,2020,UYU,3260000.0,240,MIXED,12.23,ACTIVE,
L0002589,C0002879,P013,016,2020,UYU,785000.0,60,VARIABLE,15.52,PAID_OFF,2023.0
L0002590,C0002879,P014,021,2013,UYU,3010000.0,180,VARIABLE,14.69,ACTIVE,
L0002591,C0002879,P012,013,2009,UYU,165000.0,18,FIXED,22.43,PAID_OFF,2010.0
L0002592,C0002879,P012,030,2025,UYU,460000.0,6,FIXED,19.99,PAID_OFF,2025.0
L0002593,C0002879,P013,027,2026,USD,53000.0,24,MIXED,11.56,ACTIVE,
L0002594,C0002886,P012,014,2022,UYU,69000.0,12,FIXED,22.08,PAID_OFF,2023.0
L0002595,C0002887,P012,005,2019,UYU,72000.0,36,FIXED,20.92,PAID_OFF,2022.0
L0002596,C0002887,P014,005,2021,UYU,2660000.0,180,FIXED,14.28,ACTIVE,
L0002597,C0002888,P014,027,2020,UYU,1800000.0,120,VARIABLE,15.1,ACTIVE,
L0002598,C0002888,P012,037,2020,UYU,325000.0,60,FIXED,20.75,PAID_OFF,2025.0
L0002599,C0002888,P012,016,2020,UYU,205000.0,48,FIXED,20.1,PAID_OFF,2024.0
L0002600,C0002889,P013,026,2023,USD,14000.0,72,FIXED,13.82,ACTIVE,
L0002601,C0002889,P012,019,2024,UYU,370000.0,60,FIXED,20.86,ACTIVE,
L0002602,C0002889,P013,004,2024,USD,60000.0,36,MIXED,12.4,ACTIVE,
L0002603,C0002889,P014,021,2026,UYU,5620000.0,180,FIXED,13.07,ACTIVE,
L0002604,C0002892,P012,031,2018,UYU,120000.0,18,FIXED,23.6,PAID_OFF,2019.0
L0002605,C0002892,P013,013,2022,USD,30000.0,24,MIXED,12.15,PAID_OFF,2024.0
L0002606,C0002892,P014,017,2022,UYU,3950000.0,300,VARIABLE,16.3,ACTIVE,
L0002607,C0002893,P013,032,2026,UYU,4050000.0,72,FIXED,16.43,ACTIVE,
L0002608,C0002895,P012,017,2010,UYU,47000.0,6,MIXED,21.98,PAID_OFF,2011.0
L0002609,C0002897,P013,010,2018,UYU,135000.0,60,FIXED,17.06,PAID_OFF,2023.0
L0002610,C0002897,P012,026,2020,UYU,285000.0,48,VARIABLE,18.51,PAID_OFF,2024.0
L0002611,C0002897,P013,023,2018,UYU,340000.0,48,FIXED,17.74,PAID_OFF,2022.0
L0002612,C0002897,P013,001,2017,USD,13000.0,36,FIXED,11.71,DEFAULTED,2020.0
L0002613,C0002897,P012,027,2017,UYU,54000.0,6,VARIABLE,22.93,PAID_OFF,2017.0
L0002614,C0002897,P013,027,2022,UYU,215000.0,24,FIXED,15.27,PAID_OFF,2024.0
L0002615,C0002897,P013,016,2024,USD,14000.0,60,VARIABLE,13.43,ACTIVE,
L0002616,C0002900,P013,018,2007,UYU,195000.0,48,FIXED,21.0,DEFAULTED,2011.0
L0002617,C0002900,P012,031,2020,UYU,78000.0,24,FIXED,22.09,PAID_OFF,2022.0
L0002618,C0002900,P013,017,2026,USD,17000.0,60,FIXED,12.97,ACTIVE,
L0002619,C0002901,P012,026,2024,UYU,225000.0,60,FIXED,23.28,PAID_OFF,2024.0
L0002620,C0002904,P013,013,2025,UYU,685000.0,72,MIXED,17.58,ACTIVE,
L0002621,C0002905,P014,030,2017,USD,215000.0,300,MIXED,11.01,ACTIVE,
L0002622,C0002905,P012,009,1995,UYU,28000.0,6,FIXED,44.5,PAID_OFF,1996.0
L0002623,C0002905,P014,037,2019,UYU,11050000.0,300,FIXED,18.54,ACTIVE,
L0002624,C0002905,P014,017,2021,USD,190000.0,240,VARIABLE,8.03,ACTIVE,
L0002625,C0002905,P012,037,2022,UYU,300000.0,18,FIXED,20.74,PAID_OFF,2024.0
L0002626,C0002905,P013,011,2022,USD,16000.0,24,VARIABLE,11.04,PAID_OFF,2024.0
L0002627,C0002905,P014,016,2023,UYU,3000000.0,120,MIXED,18.97,ACTIVE,
L0002628,C0002905,P013,031,2026,USD,41000.0,60,FIXED,12.8,ACTIVE,
L0002629,C0002907,P014,021,2014,UYU,2590000.0,60,MIXED,16.33,PAID_OFF,2019.0
L0002630,C0002907,P012,005,2016,UYU,83000.0,60,FIXED,24.15,PAID_OFF,2021.0
L0002631,C0002907,P013,027,2026,UYU,1050000.0,36,VARIABLE,15.45,ACTIVE,
L0002632,C0002913,P013,013,2020,UYU,825000.0,24,FIXED,14.91,PAID_OFF,2022.0
L0002633,C0002913,P012,017,2019,UYU,810000.0,48,FIXED,21.86,PAID_OFF,2023.0
L0002634,C0002913,P012,028,2026,UYU,2400000.0,18,VARIABLE,20.75,ACTIVE,
L0002635,C0002915,P013,026,2016,UYU,890000.0,48,FIXED,21.29,PAID_OFF,2020.0
L0002636,C0002916,P012,036,2020,UYU,78000.0,6,FIXED,20.73,PAID_OFF,2021.0
L0002637,C0002916,P012,024,2017,UYU,520000.0,24,FIXED,22.27,PAID_OFF,2019.0
L0002638,C0002916,P012,027,2021,UYU,130000.0,60,MIXED,21.7,PAID_OFF,2026.0
L0002639,C0002916,P014,011,2022,USD,100000.0,60,MIXED,9.65,ACTIVE,
L0002640,C0002916,P012,018,2026,UYU,105000.0,6,FIXED,20.08,ACTIVE,
L0002641,C0002917,P016,033,2025,UYU,2710000.0,12,FIXED,17.22,PAID_OFF,2026.0
L0002642,C0002921,P013,024,2020,UYU,705000.0,24,FIXED,16.06,PAID_OFF,2022.0
L0002643,C0002921,P012,019,2019,UYU,63000.0,48,VARIABLE,20.68,PAID_OFF,2023.0
L0002644,C0002921,P013,026,2020,USD,14000.0,24,FIXED,11.7,PAID_OFF,2022.0
L0002645,C0002921,P013,027,2018,USD,24000.0,60,MIXED,11.35,PAID_OFF,2023.0
L0002646,C0002922,P012,011,2026,UYU,69000.0,12,VARIABLE,18.87,ACTIVE,
L0002647,C0002924,P012,025,2022,UYU,280000.0,60,FIXED,22.05,ACTIVE,
L0002648,C0002931,P014,015,2020,USD,130000.0,60,MIXED,8.56,PAID_OFF,2025.0
L0002649,C0002931,P012,003,2020,UYU,275000.0,60,FIXED,19.09,PAID_OFF,2025.0
L0002650,C0002931,P012,011,2018,UYU,1040000.0,48,VARIABLE,22.61,PAID_OFF,2022.0
L0002651,C0002931,P013,035,2020,UYU,1160000.0,60,FIXED,15.75,PAID_OFF,2025.0
L0002652,C0002931,P013,018,2020,UYU,1890000.0,24,VARIABLE,14.64,PAID_OFF,2022.0
L0002653,C0002931,P012,001,2021,UYU,58000.0,18,FIXED,19.25,PAID_OFF,2023.0
L0002654,C0002936,P015,011,2020,UYU,640000.0,36,MIXED,15.96,PAID_OFF,2023.0
L0002655,C0002936,P013,005,2020,USD,16000.0,36,VARIABLE,10.18,PAID_OFF,2023.0
L0002656,C0002936,P015,019,2021,USD,77000.0,84,VARIABLE,9.79,RESTRUCTURED,2022.0
L0002657,C0002936,P016,019,2021,UYU,4330000.0,24,VARIABLE,17.01,PAID_OFF,2023.0
L0002658,C0002936,P016,037,2024,UYU,3540000.0,24,VARIABLE,16.33,PAID_OFF,2026.0
L0002659,C0002936,P015,035,2026,UYU,8270000.0,84,FIXED,15.73,ACTIVE,
L0002660,C0002942,P012,033,2019,UYU,200000.0,12,FIXED,23.92,PAID_OFF,2020.0
L0002661,C0002942,P012,027,2018,UYU,260000.0,6,FIXED,21.79,PAID_OFF,2018.0
L0002662,C0002942,P014,016,2020,UYU,450000.0,180,MIXED,15.21,ACTIVE,
L0002663,C0002942,P012,031,2020,UYU,195000.0,6,VARIABLE,22.29,PAID_OFF,2021.0
L0002664,C0002942,P012,014,2025,UYU,185000.0,24,FIXED,22.5,ACTIVE,
L0002665,C0002943,P014,002,2020,USD,45000.0,240,FIXED,9.58,ACTIVE,
L0002666,C0002943,P012,008,2016,UYU,175000.0,6,FIXED,23.87,PAID_OFF,2016.0
L0002667,C0002946,P012,011,2017,UYU,15000.0,6,FIXED,22.12,PAID_OFF,2018.0
L0002668,C0002946,P013,016,2023,USD,23000.0,24,VARIABLE,11.1,PAID_OFF,2025.0
L0002669,C0002948,P012,032,2020,UYU,215000.0,48,FIXED,19.77,PAID_OFF,2024.0
L0002670,C0002948,P012,017,2026,UYU,515000.0,18,FIXED,20.58,ACTIVE,
L0002671,C0002949,P012,014,2005,UYU,38000.0,60,FIXED,30.1,PAID_OFF,2008.0
L0002672,C0002949,P012,011,1997,UYU,37000.0,48,MIXED,42.73,PAID_OFF,1998.0
L0002673,C0002949,P012,015,2000,UYU,27000.0,6,FIXED,35.38,PAID_OFF,2001.0
L0002674,C0002949,P012,029,2021,UYU,765000.0,60,FIXED,21.19,PAID_OFF,2026.0
L0002675,C0002951,P012,006,1996,UYU,65000.0,48,FIXED,41.23,PAID_OFF,1998.0
L0002676,C0002951,P012,004,1999,UYU,52000.0,18,VARIABLE,36.21,PAID_OFF,2000.0
L0002677,C0002953,P014,006,2019,UYU,2520000.0,240,VARIABLE,15.6,ACTIVE,
L0002678,C0002953,P012,021,2022,UYU,190000.0,48,FIXED,21.91,PAID_OFF,2026.0
L0002679,C0002953,P014,012,2022,UYU,4060000.0,180,MIXED,17.45,ACTIVE,
L0002680,C0002953,P014,036,2024,USD,105000.0,240,MIXED,11.36,ACTIVE,
L0002681,C0002953,P013,021,2025,UYU,1920000.0,48,FIXED,18.2,ACTIVE,
L0002682,C0002964,P014,030,2019,USD,49000.0,180,MIXED,10.37,ACTIVE,
L0002683,C0002964,P012,014,2017,UYU,175000.0,60,FIXED,22.6,PAID_OFF,2022.0
L0002684,C0002965,P015,037,2026,UYU,7770000.0,84,VARIABLE,17.07,ACTIVE,
L0002685,C0002971,P012,016,2001,UYU,69000.0,18,FIXED,37.73,PAID_OFF,2002.0
L0002686,C0002971,P013,019,2013,UYU,490000.0,48,VARIABLE,18.16,PAID_OFF,2017.0
L0002687,C0002971,P012,017,2013,UYU,52000.0,36,FIXED,21.08,PAID_OFF,2015.0
L0002688,C0002971,P013,012,1999,USD,15000.0,48,FIXED,15.17,PAID_OFF,2001.0
L0002689,C0002971,P014,004,2011,UYU,920000.0,180,VARIABLE,15.1,PAID_OFF,2026.0
L0002690,C0002975,P012,012,2005,UYU,97000.0,24,FIXED,26.96,PAID_OFF,2006.0
L0002691,C0002975,P013,027,2025,UYU,285000.0,60,FIXED,16.85,ACTIVE,
L0002692,C0002977,P012,015,2021,UYU,325000.0,12,FIXED,18.04,PAID_OFF,2022.0
L0002693,C0002977,P012,002,2026,UYU,1220000.0,24,FIXED,15.92,ACTIVE,
L0002694,C0002977,P013,003,2026,UYU,2590000.0,60,VARIABLE,15.04,ACTIVE,
L0002695,C0002982,P012,024,2019,UYU,975000.0,24,FIXED,23.01,PAID_OFF,2021.0
L0002696,C0002982,P012,034,2020,UYU,265000.0,24,FIXED,21.86,PAID_OFF,2022.0
L0002697,C0002982,P013,028,2025,UYU,1290000.0,24,FIXED,15.76,ACTIVE,
L0002698,C0002985,P012,015,2014,UYU,87000.0,12,FIXED,24.07,PAID_OFF,2015.0
L0002699,C0002985,P012,007,2009,UYU,31000.0,24,FIXED,23.41,PAID_OFF,2011.0
L0002700,C0002985,P012,037,2024,UYU,130000.0,48,FIXED,21.74,ACTIVE,
L0002701,C0002986,P012,001,2014,UYU,435000.0,60,MIXED,20.49,PAID_OFF,2019.0
L0002702,C0002986,P013,017,2023,UYU,830000.0,24,MIXED,18.44,PAID_OFF,2025.0
L0002703,C0002989,P016,008,1991,USD,350000.0,36,FIXED,16.14,PAID_OFF,1994.0
L0002704,C0002989,P013,006,2021,UYU,1510000.0,72,MIXED,14.15,ACTIVE,
L0002705,C0002989,P016,015,2022,USD,42000.0,36,VARIABLE,9.22,PAID_OFF,2025.0
L0002706,C0002992,P012,030,2025,UYU,355000.0,60,FIXED,21.55,ACTIVE,
L0002707,C0002993,P012,019,2025,UYU,905000.0,60,FIXED,20.73,ACTIVE,
L0002708,C0002998,P015,012,2024,USD,43000.0,36,FIXED,13.71,ACTIVE,
L0002709,C0002999,P013,008,2001,UYU,750000.0,60,FIXED,35.62,PAID_OFF,2006.0
L0002710,C0002999,P013,001,2003,USD,17000.0,24,FIXED,15.23,PAID_OFF,2005.0
L0002711,C0003002,P012,028,2021,UYU,750000.0,6,FIXED,19.59,PAID_OFF,2022.0
L0002712,C0003002,P012,017,2026,UYU,490000.0,18,FIXED,18.91,ACTIVE,
L0002713,C0003006,P013,026,2022,USD,48000.0,36,FIXED,11.95,PAID_OFF,2025.0
L0002714,C0003006,P012,022,2025,UYU,645000.0,24,FIXED,22.38,PAID_OFF,2025.0
L0002715,C0003007,P013,002,2008,UYU,875000.0,48,MIXED,20.5,PAID_OFF,2010.0
L0002716,C0003008,P012,003,2023,UYU,245000.0,12,FIXED,22.84,PAID_OFF,2024.0
L0002717,C0003008,P012,037,2024,UYU,215000.0,36,FIXED,21.91,ACTIVE,
L0002718,C0003012,P012,003,2004,UYU,25000.0,48,FIXED,33.64,PAID_OFF,2008.0
L0002719,C0003012,P012,005,2001,UYU,280000.0,6,FIXED,37.38,PAID_OFF,2002.0
L0002720,C0003012,P014,018,2022,USD,180000.0,300,VARIABLE,9.7,ACTIVE,
L0002721,C0003012,P012,005,2023,UYU,1570000.0,60,VARIABLE,23.35,ACTIVE,
L0002722,C0003014,P014,029,2024,UYU,11650000.0,300,FIXED,15.98,ACTIVE,
L0002723,C0003017,P013,001,2020,UYU,375000.0,24,FIXED,15.48,PAID_OFF,2022.0
L0002724,C0003017,P012,029,2025,UYU,68000.0,36,FIXED,21.34,ACTIVE,
L0002725,C0003019,P013,005,2023,UYU,1020000.0,36,FIXED,18.68,RESTRUCTURED,2024.0
L0002726,C0003019,P014,016,2025,USD,60000.0,180,VARIABLE,11.31,ACTIVE,
L0002727,C0003022,P012,012,2004,UYU,175000.0,60,FIXED,35.1,PAID_OFF,2006.0
L0002728,C0003024,P012,025,2025,UYU,170000.0,24,VARIABLE,20.85,ACTIVE,
L0002729,C0003024,P013,005,2025,UYU,865000.0,36,FIXED,15.96,ACTIVE,
L0002730,C0003029,P012,022,2012,UYU,255000.0,36,FIXED,21.11,PAID_OFF,2015.0
L0002731,C0003035,P013,009,2021,USD,17000.0,36,FIXED,11.73,PAID_OFF,2024.0
L0002732,C0003035,P012,031,2024,UYU,140000.0,48,FIXED,23.28,ACTIVE,
L0002733,C0003036,P012,018,2024,UYU,310000.0,12,FIXED,21.92,PAID_OFF,2025.0
L0002734,C0003036,P012,036,2025,UYU,275000.0,24,FIXED,19.95,ACTIVE,
L0002735,C0003037,P012,027,2023,UYU,280000.0,24,MIXED,23.04,PAID_OFF,2025.0
L0002736,C0003038,P014,029,2020,UYU,5060000.0,240,VARIABLE,15.22,ACTIVE,
L0002737,C0003038,P013,007,2017,USD,18000.0,48,VARIABLE,11.75,PAID_OFF,2021.0
L0002738,C0003038,P012,008,2017,UYU,78000.0,60,FIXED,21.2,PAID_OFF,2022.0
L0002739,C0003038,P012,023,2011,UYU,650000.0,24,FIXED,20.52,PAID_OFF,2013.0
L0002740,C0003038,P014,018,2024,UYU,5050000.0,240,FIXED,17.36,ACTIVE,
L0002741,C0003041,P014,030,2017,USD,275000.0,240,MIXED,10.57,ACTIVE,
L0002742,C0003041,P013,023,2021,UYU,1320000.0,36,FIXED,14.68,PAID_OFF,2024.0
L0002743,C0003044,P016,011,2026,UYU,1490000.0,12,FIXED,16.76,ACTIVE,
L0002744,C0003045,P012,026,2025,UYU,1810000.0,36,FIXED,18.42,ACTIVE,
L0002745,C0003045,P014,001,2026,USD,105000.0,240,MIXED,9.79,ACTIVE,
L0002746,C0003049,P015,026,2025,USD,17000.0,84,VARIABLE,12.35,ACTIVE,
L0002747,C0003049,P018,031,2025,UYU,2730000.0,60,MIXED,16.31,ACTIVE,
L0002748,C0003050,P013,001,2015,UYU,565000.0,60,FIXED,21.05,PAID_OFF,2020.0
L0002749,C0003052,P013,024,2019,USD,26000.0,36,FIXED,12.04,PAID_OFF,2022.0
L0002750,C0003053,P012,005,2005,UYU,32000.0,48,FIXED,27.71,PAID_OFF,2009.0
L0002751,C0003053,P013,019,2026,UYU,1360000.0,36,VARIABLE,17.06,ACTIVE,
L0002752,C0003055,P013,032,2020,UYU,925000.0,24,FIXED,15.65,PAID_OFF,2022.0
L0002753,C0003057,P012,018,2010,UYU,57000.0,24,VARIABLE,20.8,PAID_OFF,2012.0
L0002754,C0003059,P016,024,2020,UYU,4230000.0,24,FIXED,14.99,PAID_OFF,2022.0
L0002755,C0003059,P015,026,2018,UYU,385000.0,24,MIXED,18.48,PAID_OFF,2020.0
L0002756,C0003059,P016,001,2024,UYU,3000000.0,12,VARIABLE,16.88,PAID_OFF,2025.0
L0002757,C0003067,P016,005,2025,USD,43000.0,36,FIXED,14.72,ACTIVE,
L0002758,C0003069,P012,019,2022,UYU,375000.0,36,FIXED,22.08,PAID_OFF,2025.0
L0002759,C0003069,P014,007,2023,UYU,2470000.0,120,MIXED,16.68,ACTIVE,
L0002760,C0003069,P012,019,2024,UYU,260000.0,18,FIXED,21.97,PAID_OFF,2026.0
L0002761,C0003069,P012,021,2026,UYU,225000.0,12,VARIABLE,18.05,ACTIVE,
L0002762,C0003070,P013,026,2018,USD,12000.0,48,FIXED,12.35,PAID_OFF,2022.0
L0002763,C0003070,P012,023,2018,UYU,27000.0,48,FIXED,23.05,PAID_OFF,2022.0
L0002764,C0003070,P012,007,2005,UYU,9600.0,6,FIXED,29.04,PAID_OFF,2005.0
L0002765,C0003072,P014,018,2021,UYU,3330000.0,240,FIXED,13.31,ACTIVE,
L0002766,C0003072,P014,018,2023,UYU,7700000.0,180,FIXED,18.36,ACTIVE,
L0002767,C0003082,P016,014,2006,USD,155000.0,12,VARIABLE,11.4,PAID_OFF,2007.0
L0002768,C0003082,P016,012,2017,USD,17000.0,12,VARIABLE,9.73,PAID_OFF,2018.0
L0002769,C0003082,P013,017,2026,UYU,2090000.0,36,FIXED,17.27,ACTIVE,
L0002770,C0003084,P018,017,2019,USD,175000.0,84,MIXED,10.93,PAID_OFF,2026.0
L0002771,C0003084,P015,036,2022,USD,305000.0,48,VARIABLE,11.87,PAID_OFF,2026.0
L0002772,C0003086,P012,004,2020,UYU,810000.0,48,FIXED,20.15,PAID_OFF,2022.0
L0002773,C0003086,P014,030,2023,UYU,3850000.0,180,VARIABLE,15.88,ACTIVE,
L0002774,C0003086,P012,015,2024,UYU,340000.0,6,FIXED,20.63,PAID_OFF,2024.0
L0002775,C0003092,P012,005,2023,UYU,110000.0,18,FIXED,22.21,PAID_OFF,2024.0
L0002776,C0003093,P013,031,2017,USD,54000.0,60,VARIABLE,10.65,PAID_OFF,2022.0
L0002777,C0003093,P014,008,2004,UYU,1130000.0,180,VARIABLE,28.32,PAID_OFF,2019.0
L0002778,C0003093,P013,009,2008,UYU,1020000.0,72,FIXED,20.89,PAID_OFF,2014.0
L0002779,C0003093,P012,008,2010,UYU,395000.0,48,FIXED,20.93,PAID_OFF,2013.0
L0002780,C0003093,P013,013,2018,USD,26000.0,72,FIXED,12.1,PAID_OFF,2024.0
L0002781,C0003093,P012,032,2020,UYU,1350000.0,24,FIXED,18.58,PAID_OFF,2022.0
L0002782,C0003093,P013,017,2023,UYU,975000.0,60,MIXED,18.28,ACTIVE,
L0002783,C0003098,P012,001,2019,UYU,470000.0,60,FIXED,21.51,PAID_OFF,2024.0
L0002784,C0003098,P012,028,2022,UYU,265000.0,60,FIXED,22.19,ACTIVE,
L0002785,C0003100,P014,013,2020,USD,150000.0,240,VARIABLE,8.59,ACTIVE,
L0002786,C0003100,P013,015,2023,UYU,685000.0,36,VARIABLE,18.94,PAID_OFF,2026.0
L0002787,C0003100,P014,013,2024,UYU,10750000.0,60,MIXED,16.92,ACTIVE,
L0002788,C0003100,P012,006,2026,UYU,320000.0,24,MIXED,19.94,ACTIVE,
L0002789,C0003105,P014,018,2009,UYU,3560000.0,240,FIXED,20.46,ACTIVE,
L0002790,C0003105,P013,017,2008,USD,62000.0,60,FIXED,13.64,PAID_OFF,2013.0
L0002791,C0003105,P012,020,2008,UYU,50000.0,18,VARIABLE,21.98,PAID_OFF,2009.0
L0002792,C0003105,P014,018,2009,UYU,5650000.0,240,VARIABLE,15.72,ACTIVE,
L0002793,C0003107,P012,012,2025,UYU,305000.0,24,FIXED,20.56,ACTIVE,
L0002794,C0003107,P014,013,2026,UYU,6440000.0,300,VARIABLE,13.86,ACTIVE,
L0002795,C0003109,P012,016,2024,UYU,395000.0,60,FIXED,18.64,ACTIVE,
L0002796,C0003109,P012,020,2026,UYU,180000.0,60,VARIABLE,19.81,ACTIVE,
L0002797,C0003110,P014,011,2020,UYU,3270000.0,120,MIXED,14.42,ACTIVE,
L0002798,C0003110,P012,006,2020,UYU,125000.0,60,FIXED,20.5,PAID_OFF,2025.0
L0002799,C0003110,P012,022,2021,UYU,530000.0,18,FIXED,20.47,PAID_OFF,2022.0
L0002800,C0003110,P013,001,2021,UYU,645000.0,24,VARIABLE,15.82,PAID_OFF,2023.0
L0002801,C0003110,P013,001,2022,UYU,510000.0,36,FIXED,19.28,PAID_OFF,2025.0
L0002802,C0003110,P013,022,2026,UYU,950000.0,48,VARIABLE,15.49,ACTIVE,
L0002803,C0003111,P013,001,2005,UYU,310000.0,60,VARIABLE,23.84,PAID_OFF,2010.0
L0002804,C0003111,P012,036,2022,UYU,135000.0,36,VARIABLE,19.2,PAID_OFF,2025.0
L0002805,C0003112,P012,033,2018,UYU,91000.0,6,FIXED,20.83,PAID_OFF,2019.0
L0002806,C0003116,P013,006,2020,UYU,415000.0,24,FIXED,16.59,PAID_OFF,2022.0
L0002807,C0003116,P013,024,2020,UYU,455000.0,36,FIXED,17.04,PAID_OFF,2023.0
