loan_id,year_month,outstanding_balance,current_interest_rate,scheduled_payment,actual_payment,days_past_due,delinquency_status,arrears_amount
L0000012,2023-04,18593290.24,13.93,258684.37,197356.93,12,DPD_1_30,253738.77
L0000012,2023-05,18548009.84,13.93,258691.6,258691.6,13,DPD_1_30,253738.77
L0000012,2023-06,18597991.24,13.93,258698.95,162910.23,43,DPD_31_60,349527.49
L0000012,2023-07,18578037.73,13.93,259346.73,232845.14,43,DPD_31_60,376029.08
L0000012,2023-08,18531040.34,13.93,259363.38,259363.38,44,DPD_31_60,376029.08
L0000012,2023-09,18483494.29,13.93,259380.3,259380.3,43,DPD_31_60,376029.08
L0000012,2023-10,18435393.43,13.93,259395.85,259395.85,43,DPD_31_60,376029.08
L0000012,2023-11,18459485.19,13.93,259411.61,186657.66,43,DPD_31_60,448783.04
L0000012,2023-12,18410255.08,13.93,259427.61,259427.61,43,DPD_31_60,448783.04
L0000012,2024-01,18445701.02,13.93,259443.83,174193.18,74,DPD_61_90,534033.69
L0000012,2024-02,18598738.9,13.93,259678.71,56212.36,73,DPD_61_90,737500.04
L0000012,2024-03,18547624.96,13.93,260188.18,260188.18,73,DPD_61_90,737500.04
L0000012,2024-04,18713768.22,13.93,260215.47,42359.49,103,DPD_90_PLUS,955356.02
L0000012,2024-05,17752087.53,13.93,260966.82,1170183.45,13,DPD_1_30,46139.39
L0000012,2024-06,17814532.67,13.93,258680.2,143627.01,12,DPD_1_30,161192.59
L0000012,2024-07,18020069.22,13.93,258774.74,0.0,43,DPD_31_60,419967.33
L0000012,2024-08,17757097.21,13.93,259555.17,468508.56,13,DPD_1_30,211013.95
L0000012,2024-09,17515977.35,13.93,258793.1,445427.71,12,DPD_1_30,24379.33
L0000012,2024-10,17719308.65,13.93,258355.92,0.0,43,DPD_31_60,282735.25
L0000012,2024-11,17776050.39,13.93,259170.08,146589.57,43,DPD_31_60,395315.77
L0000012,2024-12,17381542.46,13.93,259637.05,597556.23,13,DPD_1_30,57396.59
L0000012,2025-01,17451284.38,13.93,258828.81,132019.44,13,DPD_1_30,184205.96
L0000012,2025-02,17439163.47,13.93,258835.96,213225.37,10,DPD_1_30,229816.55
L0000012,2025-03,17209596.67,13.93,258845.91,430008.8,13,DPD_1_30,58653.66
L0000012,2025-04,17150512.48,13.93,258856.03,258856.03,12,DPD_1_30,58653.66
L0000012,2025-05,17090741.55,13.93,258859.8,258859.8,13,DPD_1_30,58653.66
L0000012,2025-06,17059755.2,13.93,258859.8,229381.38,12,DPD_1_30,88132.08
L0000012,2025-07,17257469.35,13.93,258887.33,0.0,43,DPD_31_60,347019.41
L0000012,2025-08,17195363.0,13.93,259820.51,259820.51,44,DPD_31_60,347019.41
L0000012,2025-09,17191475.01,13.93,259845.64,200900.24,43,DPD_31_60,405964.81
L0000012,2025-10,17387777.15,13.93,259871.16,0.0,74,DPD_61_90,665835.96
L0000012,2025-11,16788887.02,13.93,260851.74,795192.27,12,DPD_1_30,131495.43
L0000012,2025-12,16724068.6,13.93,258932.28,258932.28,13,DPD_1_30,131495.43
L0000012,2026-01,16793326.16,13.93,258936.46,124107.0,44,DPD_31_60,266324.89
L0000012,2026-02,16772784.59,13.93,259063.53,213239.45,41,DPD_31_60,312148.96
L0000012,2026-03,16765790.09,13.93,259791.99,199461.68,41,DPD_31_60,372479.27
L0000012,2026-04,16741977.08,13.93,260016.01,215663.95,43,DPD_31_60,416831.33
L0000012,2026-05,16933057.62,13.93,260044.44,0.0,74,DPD_61_90,676875.77
L0000012,2026-06,17124138.17,13.93,261138.51,0.0,104,DPD_90_PLUS,938014.28
L0000012,2026-07,17052964.02,13.93,262254.69,262254.69,104,DPD_90_PLUS,938014.28
L0000012,2026-08,17043495.22,13.93,262316.29,199767.82,105,DPD_90_PLUS,1000562.74
L0000012,2026-09,16520776.17,13.93,262378.2,712226.78,74,DPD_61_90,550714.16
L0000012,2026-10,16227716.24,13.93,260581.27,480429.68,43,DPD_31_60,330865.74
L0000012,2026-11,16153781.22,13.93,260136.72,260136.72,43,DPD_31_60,330865.74
L0000012,2026-12,15748116.71,13.93,260155.75,591021.49,0,CURRENT,0.0
L0000013,2023-01,175000.0,11.61,0.0,0.0,0,CURRENT,0.0
L0000013,2023-02,174636.54,11.61,2056.59,2056.59,0,CURRENT,0.0
L0000013,2023-03,173791.95,11.61,2056.59,2534.19,0,CURRENT,0.0
L0000013,2023-04,173422.44,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-05,173049.35,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-06,172672.66,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-07,172292.31,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-08,171908.29,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-09,171520.55,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-10,171129.07,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-11,170733.79,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2023-12,170334.69,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-01,169931.73,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-02,169524.87,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-03,169114.07,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-04,168699.3,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-05,168280.51,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-06,167857.68,11.61,2050.95,2050.95,0,CURRENT,0.0
L0000013,2024-07,169481.7,11.61,2050.95,0.0,26,DPD_1_30,2050.95
L0000013,2024-08,167300.68,11.61,2056.18,3805.04,26,DPD_1_30,302.09
L0000013,2024-09,166625.24,11.61,2054.65,2294.08,25,DPD_1_30,62.66
L0000013,2024-10,166185.64,11.61,2051.7,2051.7,26,DPD_1_30,62.66
L0000013,2024-11,166494.19,11.61,2051.7,1299.29,25,DPD_1_30,815.06
L0000013,2024-12,166045.01,11.61,2056.42,2056.42,26,DPD_1_30,815.06
L0000013,2025-01,164889.97,11.61,2056.48,2757.99,26,DPD_1_30,113.56
L0000013,2025-02,164432.97,11.61,2052.31,2052.31,23,DPD_1_30,113.56
L0000013,2025-03,163892.56,11.61,2052.31,2131.3,26,DPD_1_30,34.56
L0000013,2025-04,163426.9,11.61,2051.32,2051.32,25,DPD_1_30,34.56
L0000013,2025-05,162956.74,11.61,2051.32,2051.32,26,DPD_1_30,34.56
L0000013,2025-06,162462.22,11.61,2051.32,2071.13,25,DPD_1_30,14.75
L0000013,2025-07,161970.73,11.61,2051.07,2063.31,26,DPD_1_30,2.5
L0000013,2025-08,161486.88,11.61,2050.91,2050.91,26,DPD_1_30,2.5
L0000013,2025-09,163049.27,11.61,2050.91,0.0,56,DPD_31_60,2053.41
L0000013,2025-10,161631.35,11.61,2057.14,2980.3,26,DPD_1_30,1130.25
L0000013,2025-11,162944.17,11.61,2057.18,244.82,56,DPD_31_60,2942.62
L0000013,2025-12,162438.22,11.61,2063.59,2063.59,56,DPD_31_60,2942.62
L0000013,2026-01,161927.34,11.61,2063.73,2063.73,57,DPD_31_60,2942.62
L0000013,2026-02,158623.73,11.61,2063.88,4851.62,23,DPD_1_30,154.87
L0000013,2026-03,158005.64,11.61,2052.72,2152.78,26,DPD_1_30,54.81
L0000013,2026-04,157708.96,11.61,2051.42,1825.38,25,DPD_1_30,280.86
L0000013,2026-05,159234.8,11.61,2054.37,0.0,56,DPD_31_60,2335.22
L0000013,2026-06,158975.44,11.61,2061.28,1785.19,56,DPD_31_60,2611.31
L0000013,2026-07,156903.13,11.61,2064.61,3595.42,26,DPD_1_30,1080.5
L0000013,2026-08,155936.93,11.61,2057.74,2479.03,26,DPD_1_30,659.21
L0000013,2026-09,155038.48,11.61,2057.78,2406.03,25,DPD_1_30,310.96
L0000013,2026-10,154483.79,11.61,2054.68,2054.68,26,DPD_1_30,310.96
L0000013,2026-11,155978.42,11.61,2054.68,0.0,56,DPD_31_60,2365.64
L0000013,2026-12,153045.25,11.61,2062.16,4427.8,0,CURRENT,0.0
L0000014,2025-12,0.0,18.88,0.0,125000.0,0,CURRENT,0.0
L0000015,2026-04,650000.0,18.69,0.0,0.0,0,CURRENT,0.0
L0000015,2026-05,640794.84,18.69,19328.91,19328.91,0,CURRENT,0.0
L0000015,2026-06,631446.31,18.69,19328.91,19328.91,0,CURRENT,0.0
L0000015,2026-07,641281.09,18.69,19328.91,0.0,21,DPD_1_30,19328.91
L0000015,2026-08,651115.87,18.69,19623.96,0.0,52,DPD_31_60,38952.87
L0000015,2026-09,660950.64,18.69,19932.98,0.0,82,DPD_61_90,58885.85
L0000015,2026-10,670785.42,18.69,20256.93,0.0,113,DPD_90_PLUS,79142.79
L0000015,2026-11,680620.2,18.69,20596.89,0.0,143,DPD_90_PLUS,99739.68
L0000015,2026-12,690454.97,18.69,20954.02,0.0,174,DPD_90_PLUS,120693.7
L0000016,2021-01,134371.87,21.6,11733.85,39155.05,17,DPD_1_30,2983.88
L0000016,2021-02,124066.1,21.6,10301.73,12724.46,14,DPD_1_30,561.15
L0000016,2021-03,116194.88,21.6,10104.41,10104.41,17,DPD_1_30,561.15
L0000016,2021-04,107854.41,21.6,10104.41,10431.97,16,DPD_1_30,233.59
L0000016,2021-05,99525.27,21.6,10073.82,10270.52,17,DPD_1_30,36.88
L0000016,2021-06,91238.15,21.6,10053.94,10078.58,16,DPD_1_30,12.25
L0000016,2021-07,82829.2,21.6,10051.23,10051.23,17,DPD_1_30,12.25
L0000016,2021-08,74268.9,21.6,10051.23,10051.23,17,DPD_1_30,12.25
L0000016,2021-09,65544.68,21.6,10051.23,10061.06,16,DPD_1_30,2.42
L0000016,2021-10,56672.53,21.6,10049.72,10051.95,17,DPD_1_30,0.19
L0000016,2021-11,47643.31,21.6,10049.33,10049.33,16,DPD_1_30,0.19
L0000016,2021-12,38451.43,21.6,10049.33,10049.45,17,DPD_1_30,0.06
L0000016,2022-01,29094.22,21.6,10049.3,10049.34,17,DPD_1_30,0.01
L0000016,2022-02,19568.62,21.6,10049.28,10049.29,0,CURRENT,0.0
L0000016,2022-03,9871.58,21.6,10049.27,10049.27,0,CURRENT,0.0
L0000016,2022-04,1850.0,21.6,8199.27,8199.27,0,CURRENT,0.0
L0000016,2022-05,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-06,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-07,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-08,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-09,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-10,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-11,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2022-12,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-01,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-02,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-03,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-04,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-05,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-06,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-07,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-08,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-09,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-10,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-11,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2023-12,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2024-01,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2024-02,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2024-03,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2024-04,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2024-05,1883.3,21.6,33.3,0.0,17,DPD_1_30,33.3
L0000016,2024-06,1854.04,21.6,33.3,62.56,16,DPD_1_30,4.04
L0000016,2024-07,1852.2,21.6,33.3,35.13,17,DPD_1_30,2.2
L0000016,2024-08,1852.2,21.6,33.3,33.3,17,DPD_1_30,2.2
L0000016,2024-09,1850.71,21.6,33.3,34.79,16,DPD_1_30,0.71
L0000016,2024-10,1850.71,21.6,33.3,33.3,17,DPD_1_30,0.71
L0000016,2024-11,1850.71,21.6,33.3,33.3,16,DPD_1_30,0.71
L0000016,2024-12,1850.37,21.6,33.3,33.64,17,DPD_1_30,0.37
L0000016,2025-01,1850.37,21.6,33.3,33.3,17,DPD_1_30,0.37
L0000016,2025-02,1850.37,21.6,33.3,33.3,14,DPD_1_30,0.37
L0000016,2025-03,1850.14,21.6,33.3,33.53,17,DPD_1_30,0.14
L0000016,2025-04,1850.14,21.6,33.3,33.3,16,DPD_1_30,0.14
L0000016,2025-05,1850.05,21.6,33.3,33.39,17,DPD_1_30,0.05
L0000016,2025-06,1850.0,21.6,33.3,33.35,0,CURRENT,0.0
L0000016,2025-07,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2025-08,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2025-09,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2025-10,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2025-11,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2025-12,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-01,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-02,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-03,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-04,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-05,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-06,1850.0,21.6,33.3,33.3,0,CURRENT,0.0
L0000016,2026-07,1883.3,21.6,1883.3,0.0,17,DPD_1_30,1883.3
L0000016,2026-08,1916.6,21.6,33.3,0.0,48,DPD_31_60,1916.6
L0000016,2026-09,1949.9,21.6,33.3,0.0,78,DPD_61_90,1949.9
L0000016,2026-10,1983.2,21.6,33.3,0.0,109,DPD_90_PLUS,1983.2
L0000016,2026-11,2016.5,21.6,33.3,0.0,139,DPD_90_PLUS,2016.5
L0000016,2026-12,2049.8,21.6,33.3,0.0,170,DPD_90_PLUS,2049.8
L0000017,2025-01,245000.0,19.06,0.0,0.0,0,CURRENT,0.0
L0000017,2025-02,244647.34,19.06,7333.29,4244.08,6,DPD_1_30,3089.21
L0000017,2025-03,239429.43,19.06,7427.07,9103.72,9,DPD_1_30,1412.56
L0000017,2025-04,235057.69,19.06,7375.42,8174.68,8,DPD_1_30,613.3
L0000017,2025-05,231440.76,19.06,7350.43,7350.43,9,DPD_1_30,613.3
L0000017,2025-06,227766.38,19.06,7350.43,7350.43,8,DPD_1_30,613.3
L0000017,2025-07,224033.64,19.06,7350.43,7350.43,9,DPD_1_30,613.3
L0000017,2025-08,220241.61,19.06,7350.43,7350.43,9,DPD_1_30,613.3
L0000017,2025-09,215924.39,19.06,7350.43,7815.39,8,DPD_1_30,148.34
L0000017,2025-10,211927.44,19.06,7334.64,7426.55,9,DPD_1_30,56.43
L0000017,2025-11,207917.75,19.06,7331.46,7375.81,8,DPD_1_30,12.08
L0000017,2025-12,203884.7,19.06,7329.89,7335.48,9,DPD_1_30,6.5
L0000017,2026-01,199787.81,19.06,7329.69,7335.26,9,DPD_1_30,0.93
L0000017,2026-02,195630.91,19.06,7329.49,7330.2,6,DPD_1_30,0.22
L0000017,2026-03,191408.54,19.06,7329.46,7329.64,9,DPD_1_30,0.04
L0000017,2026-04,187119.29,19.06,7329.45,7329.45,8,DPD_1_30,0.04
L0000017,2026-05,182761.89,19.06,7329.45,7329.47,9,DPD_1_30,0.02
L0000017,2026-06,178335.31,19.06,7329.45,7329.45,8,DPD_1_30,0.02
L0000017,2026-07,173838.4,19.06,7329.45,7329.47,9,DPD_1_30,0.01
L0000017,2026-08,169270.07,19.06,7329.45,7329.46,0,CURRENT,0.0
L0000017,2026-09,164629.19,19.06,7329.45,7329.45,0,CURRENT,0.0
L0000017,2026-10,159914.6,19.06,7329.45,7329.45,0,CURRENT,0.0
L0000017,2026-11,155125.12,19.06,7329.45,7329.45,0,CURRENT,0.0
L0000017,2026-12,150259.57,19.06,7329.45,7329.45,0,CURRENT,0.0
L0000018,2026-09,9220000.0,14.99,0.0,0.0,0,CURRENT,0.0
L0000018,2026-10,9335173.17,14.99,118021.05,0.0,24,DPD_1_30,118021.05
L0000018,2026-11,9435014.04,14.99,118057.52,15332.29,54,DPD_31_60,220746.28
L0000018,2026-12,9211346.47,14.99,118094.46,338840.74,0,CURRENT,0.0
L0000019,2026-01,2000.0,15.62,0.0,0.0,0,CURRENT,0.0
L0000019,2026-02,1793.31,15.62,348.68,232.72,18,DPD_1_30,115.96
L0000019,2026-03,1575.48,15.62,372.79,241.18,21,DPD_1_30,247.57
L0000019,2026-04,1595.98,15.62,406.77,0.0,51,DPD_31_60,654.34
L0000019,2026-05,1616.49,15.62,538.89,0.0,82,DPD_61_90,1193.23
L0000019,2026-06,1272.56,15.62,443.77,364.44,81,DPD_61_90,1272.56
L0000019,2026-07,756.42,15.62,16.03,532.17,82,DPD_61_90,756.42
L0000019,2026-08,759.59,15.62,9.37,6.19,113,DPD_90_PLUS,759.59
L0000019,2026-09,0.0,15.62,9.29,768.88,0,CURRENT,0.0
L0000020,2024-12,400000.0,19.04,0.0,0.0,0,CURRENT,0.0
L0000020,2025-01,406346.67,19.04,70417.45,0.0,17,DPD_1_30,70417.45
L0000020,2025-02,294832.42,19.04,83847.96,117860.92,14,DPD_1_30,36404.49
L0000020,2025-03,294891.99,19.04,76654.87,4618.44,45,DPD_31_60,108440.93
L0000020,2025-04,299496.72,19.04,99823.92,0.0,75,DPD_61_90,208264.85
L0000020,2025-05,208264.85,19.04,95836.6,95836.6,78,DPD_61_90,208264.85
L0000020,2025-06,208264.85,19.04,3158.35,3158.35,108,DPD_90_PLUS,208264.85
L0000020,2025-07,208264.85,19.04,3108.23,3108.23,139,DPD_90_PLUS,208264.85
L0000020,2025-08,208264.85,19.04,3058.92,3058.92,170,DPD_90_PLUS,208264.85
L0000020,2025-09,208264.85,19.04,3010.38,3010.38,200,DPD_90_PLUS,208264.85
L0000020,2025-10,0.0,19.04,2962.62,211227.47,0,CURRENT,0.0
L0000021,2025-11,710000.0,18.05,0.0,0.0,0,CURRENT,0.0
L0000021,2025-12,694993.57,18.05,25686.01,25686.01,0,CURRENT,0.0
L0000021,2026-01,679761.42,18.05,25686.01,25686.01,0,CURRENT,0.0
L0000021,2026-02,664300.15,18.05,25686.01,25686.01,0,CURRENT,0.0
L0000021,2026-03,648606.32,18.05,25686.01,25686.01,0,CURRENT,0.0
L0000021,2026-04,658362.44,18.05,25686.01,0.0,17,DPD_1_30,25686.01
L0000021,2026-05,617018.25,18.05,26332.75,51100.31,18,DPD_1_30,918.46
L0000021,2026-06,600591.92,18.05,25707.32,25707.32,17,DPD_1_30,918.46
L0000021,2026-07,583918.5,18.05,25707.32,25707.32,18,DPD_1_30,918.46
L0000021,2026-08,566465.34,18.05,25707.32,26236.27,18,DPD_1_30,389.5
L0000021,2026-09,548980.95,18.05,25683.33,26004.98,17,DPD_1_30,67.86
L0000021,2026-10,531527.89,18.05,25668.3,25710.64,18,DPD_1_30,25.51
L0000021,2026-11,513838.89,18.05,25666.25,25684.07,17,DPD_1_30,7.69
L0000021,2026-12,495894.83,18.05,25665.36,25673.05,0,CURRENT,0.0
L0000022,2026-04,210000.0,21.54,0.0,0.0,0,CURRENT,0.0
L0000022,2026-05,202922.73,21.54,10846.77,10846.77,0,CURRENT,0.0
L0000022,2026-06,195718.43,21.54,10846.77,10846.77,0,CURRENT,0.0
L0000022,2026-07,188384.81,21.54,10846.77,10846.77,0,CURRENT,0.0
L0000022,2026-08,180919.55,21.54,10846.77,10846.77,0,CURRENT,0.0
L0000022,2026-09,174844.15,21.54,10846.77,9322.9,13,DPD_1_30,1523.87
L0000022,2026-10,167040.47,21.54,10942.13,10942.13,14,DPD_1_30,1523.87
L0000022,2026-11,159096.71,21.54,10942.13,10942.13,13,DPD_1_30,1523.87
L0000022,2026-12,149486.5,21.54,10942.13,12466.0,0,CURRENT,0.0
L0000023,2024-03,10000.0,12.75,0.0,0.0,0,CURRENT,0.0
L0000023,2024-04,9770.51,12.75,335.74,335.74,0,CURRENT,0.0
L0000023,2024-05,9538.59,12.75,335.74,335.74,0,CURRENT,0.0
L0000023,2024-06,9639.94,12.75,335.74,0.0,22,DPD_1_30,335.74
L0000023,2024-07,9397.09,12.75,344.19,344.19,23,DPD_1_30,335.74
L0000023,2024-08,8975.7,12.75,344.51,520.25,23,DPD_1_30,160.0
L0000023,2024-09,8661.74,12.75,341.36,409.33,22,DPD_1_30,92.03
L0000023,2024-10,8415.07,12.75,338.7,338.7,23,DPD_1_30,92.03
L0000023,2024-11,8094.13,12.75,338.7,410.35,22,DPD_1_30,20.38
L0000023,2024-12,7832.67,12.75,335.73,347.46,23,DPD_1_30,8.64
L0000023,2025-01,7580.67,12.75,335.22,335.22,23,DPD_1_30,8.64
L0000023,2025-02,7325.99,12.75,335.22,335.22,20,DPD_1_30,8.64
L0000023,2025-03,7118.53,12.75,335.22,285.29,23,DPD_1_30,58.57
L0000023,2025-04,6816.8,12.75,337.59,377.37,22,DPD_1_30,18.79
L0000023,2025-05,6543.76,12.75,335.63,345.46,23,DPD_1_30,8.97
L0000023,2025-06,6278.16,12.75,335.13,335.13,22,DPD_1_30,8.97
L0000023,2025-07,6009.74,12.75,335.13,335.13,23,DPD_1_30,8.97
L0000023,2025-08,5995.29,12.75,335.13,78.3,23,DPD_1_30,265.8
L0000023,2025-09,5448.02,12.75,350.13,610.97,22,DPD_1_30,4.96
L0000023,2025-10,5168.6,12.75,334.13,337.3,23,DPD_1_30,1.79
L0000023,2025-11,4889.59,12.75,333.93,333.93,22,DPD_1_30,1.79
L0000023,2025-12,4637.21,12.75,333.93,304.33,23,DPD_1_30,31.38
L0000023,2026-01,4350.41,12.75,336.07,336.07,23,DPD_1_30,31.38
L0000023,2026-02,4060.56,12.75,336.07,336.07,20,DPD_1_30,31.38
L0000023,2026-03,3747.62,12.75,336.07,356.08,23,DPD_1_30,11.37
L0000023,2026-04,3453.15,12.75,334.29,334.29,22,DPD_1_30,11.37
L0000023,2026-05,3144.99,12.75,334.29,344.85,23,DPD_1_30,0.82
L0000023,2026-06,0.0,12.75,333.17,3178.41,0,CURRENT,0.0
L0000024,2025-11,7350000.0,14.96,0.0,0.0,0,CURRENT,0.0
L0000024,2025-12,7338961.64,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-01,7327785.67,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-02,7316470.37,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-03,7305014.01,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-04,7293414.83,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-05,7281671.04,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-06,7269780.84,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-07,7257742.42,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-08,7245553.92,14.96,102668.36,102668.36,0,CURRENT,0.0
L0000024,2026-09,7282609.82,14.96,102668.36,53272.0,22,DPD_1_30,49396.36
L0000024,2026-10,7242710.16,14.96,102843.52,130227.56,23,DPD_1_30,22012.32
L0000024,2026-11,7229847.97,14.7975,102056.76,102056.76,22,DPD_1_30,22012.32
L0000024,2026-12,7194814.23,14.7975,102061.66,124073.97,0,CURRENT,0.0
L0000025,2021-01,631349.15,16.0,83726.92,83726.92,0,CURRENT,0.0
L0000025,2021-02,0.0,16.0,83726.92,639767.14,0,CURRENT,0.0
L0000026,2022-04,105000.0,12.21,0.0,0.0,0,CURRENT,0.0
L0000026,2022-05,102570.33,12.21,3498.04,3498.04,0,CURRENT,0.0
L0000026,2022-06,100115.94,12.21,3498.04,3498.04,0,CURRENT,0.0
L0000026,2022-07,97636.58,12.21,3498.04,3498.04,0,CURRENT,0.0
L0000026,2022-08,95131.99,12.21,3498.04,3498.04,0,CURRENT,0.0
L0000026,2022-09,92601.91,12.21,3498.04,3498.04,0,CURRENT,0.0
L0000026,2022-10,90046.09,12.21,3498.04,3498.04,0,CURRENT,0.0
L0000026,2022-11,88957.61,12.21,3498.04,2004.7,16,DPD_1_30,1493.35
L0000026,2022-12,85014.64,12.21,3557.77,4848.12,17,DPD_1_30,202.99
L0000026,2023-01,82375.08,12.21,3504.58,3504.58,17,DPD_1_30,202.99
L0000026,2023-02,79708.68,12.21,3504.58,3504.58,14,DPD_1_30,202.99
L0000026,2023-03,76864.37,12.21,3504.58,3655.34,17,DPD_1_30,52.23
L0000026,2023-04,74102.27,12.21,3497.72,3544.19,16,DPD_1_30,5.75
L0000026,2023-05,71355.72,12.21,3495.52,3500.55,17,DPD_1_30,0.73
L0000026,2023-06,68586.17,12.21,3495.28,3495.59,16,DPD_1_30,0.42
L0000026,2023-07,65788.59,12.21,3495.26,3495.44,17,DPD_1_30,0.23
L0000026,2023-08,62962.52,12.21,3495.25,3495.47,17,DPD_1_30,0.01
L0000026,2023-09,60107.92,12.21,3495.24,3495.24,16,DPD_1_30,0.01
L0000026,2023-10,57224.28,12.21,3495.24,3495.24,17,DPD_1_30,0.01
L0000026,2023-11,54311.29,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2023-12,51368.67,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-01,48396.11,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-02,45393.3,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-03,42359.94,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-04,39295.72,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-05,36200.31,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-06,33073.41,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-07,29914.69,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-08,26723.84,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-09,23500.52,12.21,3495.24,3495.24,0,CURRENT,0.0
L0000026,2024-10,20243.41,12.09,3493.87,3493.87,0,CURRENT,0.0
L0000026,2024-11,16953.5,12.09,3493.87,3493.87,0,CURRENT,0.0
L0000026,2024-12,13630.44,12.09,3493.87,3493.87,0,CURRENT,0.0
L0000026,2025-01,10273.89,12.09,3493.87,3493.87,0,CURRENT,0.0
L0000026,2025-02,6883.54,12.09,3493.87,3493.87,0,CURRENT,0.0
L0000026,2025-03,0.0,12.09,3493.87,6952.89,0,CURRENT,0.0
L0000027,2023-12,901713.5,21.59,0.0,0.0,0,CURRENT,0.0
L0000027,2024-01,1016819.17,21.59,39419.04,39419.04,0,CURRENT,0.0
L0000027,2024-02,996482.79,21.59,38630.66,38630.66,0,CURRENT,0.0
L0000027,2024-03,976553.13,21.59,37858.04,37858.04,0,CURRENT,0.0
L0000027,2024-04,957022.07,21.59,37100.88,37100.88,0,CURRENT,0.0
