loan_id,origination_month_internal,lifecycle_seed,resolution_month_internal,terminal_event_internal,pre2021_inherited_state
L0002562,2010-07,702562,2012-07,SCHEDULED_MATURITY,CURRENT
L0002563,2015-02,702563,2025-01,EARLY_PREPAYMENT,CURRENT
L0002564,2023-12,702564,2025-04,EARLY_PREPAYMENT,CURRENT
L0002565,2022-01,702565,2025-08,EARLY_PREPAYMENT,CURRENT
L0002566,2022-10,702566,2024-09,EARLY_PREPAYMENT,CURRENT
L0002567,2023-10,702567,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002568,2023-03,702568,2026-06,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002569,2025-11,702569,2025-11,EARLY_PREPAYMENT,CURRENT
L0002570,2020-10,702570,2022-05,EARLY_PREPAYMENT,CURRENT
L0002571,2021-05,702571,2024-01,EARLY_PREPAYMENT,CURRENT
L0002572,2008-10,702572,2011-07,EARLY_PREPAYMENT,CURRENT
L0002573,2010-03,702573,2011-07,SCHEDULED_MATURITY,CURRENT
L0002574,2014-09,702574,2026-07,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002575,2021-06,702575,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002576,2021-08,702576,2023-04,EARLY_PREPAYMENT,CURRENT
L0002577,2025-05,702577,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002578,2022-03,702578,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002579,2015-06,702579,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0002580,2016-06,702580,2020-03,EARLY_PREPAYMENT,CURRENT
L0002581,2018-11,702581,2026-09,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0002582,2019-05,702582,2024-01,EARLY_PREPAYMENT,CURRENT
L0002583,2016-04,702583,2016-07,EARLY_PREPAYMENT,CURRENT
L0002584,2019-02,702584,2021-02,SCHEDULED_MATURITY,CURRENT
L0002585,2022-09,702585,2023-02,SCHEDULED_MATURITY,CURRENT
L0002586,2025-01,702586,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002587,2026-08,702587,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002588,2025-08,702588,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002589,2016-04,702589,2019-07,SCHEDULED_MATURITY,CURRENT
L0002590,2020-04,702590,2025-07,SCHEDULED_MATURITY,CURRENT
L0002591,2007-06,702591,2009-09,SCHEDULED_MATURITY,CURRENT
L0002592,2018-01,702592,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0002593,2025-05,702593,2026-09,EARLY_PREPAYMENT,CURRENT
L0002594,2019-07,702594,,OPEN_CURRENT_AT_CUTOFF,EARLY_DELINQUENCY
L0002595,2021-04,702595,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002596,2022-11,702596,2024-02,EARLY_PREPAYMENT,CURRENT
L0002597,2025-12,702597,2026-10,SCHEDULED_MATURITY,CURRENT
L0002598,2019-05,702598,2021-05,EARLY_PREPAYMENT,CURRENT
L0002599,2020-07,702599,2026-03,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002600,2022-08,702600,2026-09,EARLY_PREPAYMENT,CURRENT
L0002601,2020-10,702601,2023-08,SCHEDULED_MATURITY,CURRENT
L0002602,2010-06,702602,2017-12,SCHEDULED_MATURITY,CURRENT
L0002603,2011-05,702603,2014-02,EARLY_PREPAYMENT,CURRENT
L0002604,2021-01,702604,2024-03,FACILITY_EXPIRY,CURRENT
L0002605,2022-07,702605,2023-05,FACILITY_EXPIRY,CURRENT
L0002606,2024-10,702606,2026-07,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002607,2025-06,702607,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002608,2013-08,702608,2018-11,SCHEDULED_MATURITY,CURRENT
L0002609,2018-11,702609,2020-07,EARLY_PREPAYMENT,CURRENT
L0002610,2019-10,702610,2024-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0002611,2020-11,702611,2021-01,EARLY_PREPAYMENT,CURRENT
L0002612,2024-01,702612,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002613,2024-08,702613,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002614,2003-11,702614,2006-11,EARLY_PREPAYMENT,CURRENT
L0002615,2020-03,702615,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0002616,2021-03,702616,2025-06,SCHEDULED_MATURITY,CURRENT
L0002617,2022-11,702617,2023-01,FACILITY_EXPIRY,CURRENT
L0002618,2024-01,702618,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002619,2013-02,702619,2018-02,SCHEDULED_MATURITY,CURRENT
L0002620,2019-10,702620,2021-07,SCHEDULED_MATURITY,CURRENT
L0002621,2023-06,702621,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002622,2024-04,702622,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002623,2026-01,702623,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002624,2000-01,702624,2005-09,SCHEDULED_MATURITY,CURRENT
L0002625,2001-07,702625,2001-07,EARLY_PREPAYMENT,CURRENT
L0002626,2003-09,702626,2007-09,SCHEDULED_MATURITY,CURRENT
L0002627,2012-11,702627,2016-11,EARLY_PREPAYMENT,CURRENT
L0002628,2021-02,702628,2023-10,SCHEDULED_MATURITY,CURRENT
L0002629,2023-08,702629,2024-09,EARLY_PREPAYMENT,CURRENT
L0002630,2024-08,702630,2026-07,SCHEDULED_MATURITY,CURRENT
L0002631,2026-10,702631,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002632,2011-11,702632,2012-11,SCHEDULED_MATURITY,CURRENT
L0002633,2013-07,702633,2017-09,SCHEDULED_MATURITY,CURRENT
L0002634,2014-10,702634,2026-09,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002635,2010-02,702635,2020-10,SCHEDULED_MATURITY,CURRENT
L0002636,2014-11,702636,2024-09,WRITE_OFF,SEVERE_DELINQUENCY
L0002637,2012-08,702637,2026-05,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0002638,2017-01,702638,2020-10,SCHEDULED_MATURITY,CURRENT
L0002639,2021-06,702639,,OPEN_SEVERE_AT_CUTOFF,CURRENT
L0002640,2022-11,702640,2022-11,EARLY_PREPAYMENT,CURRENT
L0002641,2021-11,702641,2026-06,EARLY_PREPAYMENT,CURRENT
L0002642,2022-05,702642,,OPEN_SEVERE_AT_CUTOFF,CURRENT
L0002643,2017-11,702643,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002644,2014-02,702644,2015-02,SCHEDULED_MATURITY,CURRENT
L0002645,2015-05,702645,2017-06,SCHEDULED_MATURITY,CURRENT
L0002646,2018-08,702646,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002647,2021-12,702647,2025-09,WRITE_OFF,CURRENT
L0002648,2023-02,702648,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002649,2015-06,702649,2023-12,EARLY_PREPAYMENT,CURRENT
L0002650,2024-10,702650,2024-10,EARLY_PREPAYMENT,CURRENT
L0002651,2025-10,702651,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002652,2026-05,702652,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002653,2018-12,702653,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0002654,2020-09,702654,2023-10,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0002655,2025-11,702655,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002656,2025-05,702656,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002657,1999-10,702657,2002-04,EARLY_PREPAYMENT,CURRENT
L0002658,2000-10,702658,2026-03,WRITE_OFF,SEVERE_DELINQUENCY
L0002659,2001-08,702659,2004-10,EARLY_PREPAYMENT,CURRENT
L0002660,2016-04,702660,2020-12,SCHEDULED_MATURITY,CURRENT
L0002661,2023-06,702661,2026-05,SCHEDULED_MATURITY,CURRENT
L0002662,2024-12,702662,2024-12,EARLY_PREPAYMENT,CURRENT
L0002663,2024-09,702663,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002664,2026-06,702664,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002665,2014-02,702665,2016-04,SCHEDULED_MATURITY,CURRENT
L0002666,2022-08,702666,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002667,2023-04,702667,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002668,2020-04,702668,2021-12,SCHEDULED_MATURITY,CURRENT
L0002669,2025-08,702669,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002670,2023-03,702670,2024-06,EARLY_PREPAYMENT,CURRENT
L0002671,2025-01,702671,2026-02,EARLY_PREPAYMENT,CURRENT
L0002672,2026-09,702672,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002673,2020-08,702673,2022-10,SCHEDULED_MATURITY,CURRENT
L0002674,2021-10,702674,2024-11,SCHEDULED_MATURITY,CURRENT
L0002675,2023-12,702675,2024-06,EARLY_PREPAYMENT,CURRENT
L0002676,2018-03,702676,2024-03,WRITE_OFF,SEVERE_DELINQUENCY
L0002677,2026-02,702677,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002678,2011-05,702678,2014-11,EARLY_PREPAYMENT,CURRENT
L0002679,2014-06,702679,2018-01,EARLY_PREPAYMENT,CURRENT
L0002680,2016-08,702680,2021-09,SCHEDULED_MATURITY,CURRENT
L0002681,2018-08,702681,2020-05,SCHEDULED_MATURITY,CURRENT
L0002682,2019-07,702682,2020-07,SCHEDULED_MATURITY,CURRENT
L0002683,2024-06,702683,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002684,2025-06,702684,2026-08,SCHEDULED_MATURITY,CURRENT
L0002685,2021-08,702685,,OPEN_SEVERE_AT_CUTOFF,CURRENT
L0002686,2021-04,702686,2023-05,SCHEDULED_MATURITY,CURRENT
L0002687,2024-10,702687,2026-02,EARLY_PREPAYMENT,CURRENT
L0002688,2024-07,702688,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002689,2019-02,702689,2020-06,EARLY_PREPAYMENT,CURRENT
L0002690,2022-06,702690,2026-05,EARLY_PREPAYMENT,CURRENT
L0002691,1998-05,702691,1999-09,SCHEDULED_MATURITY,CURRENT
L0002692,2022-04,702692,2025-01,EARLY_PREPAYMENT,CURRENT
L0002693,2013-08,702693,2015-03,EARLY_PREPAYMENT,CURRENT
L0002694,2024-10,702694,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002695,2025-08,702695,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002696,2021-10,702696,2026-11,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002697,2022-08,702697,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002698,1999-12,702698,2004-03,EARLY_PREPAYMENT,CURRENT
L0002699,2014-07,702699,2020-02,EARLY_PREPAYMENT,CURRENT
L0002700,2002-02,702700,2002-05,EARLY_PREPAYMENT,CURRENT
L0002701,2004-10,702701,2014-03,EARLY_PREPAYMENT,CURRENT
L0002702,2006-04,702702,2008-11,EARLY_PREPAYMENT,CURRENT
L0002703,2007-08,702703,2008-05,EARLY_PREPAYMENT,CURRENT
L0002704,2009-04,702704,2012-09,SCHEDULED_MATURITY,CURRENT
L0002705,2014-01,702705,2024-09,SCHEDULED_MATURITY,CURRENT
L0002706,2020-02,702706,2023-12,EARLY_PREPAYMENT,CURRENT
L0002707,2026-11,702707,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002708,2023-10,702708,2026-07,EARLY_PREPAYMENT,CURRENT
L0002709,2021-12,702709,2023-02,EARLY_PREPAYMENT,CURRENT
L0002710,2011-10,702710,2016-03,EARLY_PREPAYMENT,CURRENT
L0002711,2019-03,702711,2024-02,EARLY_PREPAYMENT,CURRENT
L0002712,2021-08,702712,2022-02,EARLY_PREPAYMENT,CURRENT
L0002713,2021-10,702713,2026-12,EARLY_PREPAYMENT,CURRENT
L0002714,2023-08,702714,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002715,2026-10,702715,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002716,2023-06,702716,2026-09,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002717,2026-03,702717,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002718,2001-11,702718,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0002719,2006-12,702719,2009-11,SCHEDULED_MATURITY,CURRENT
L0002720,2008-08,702720,2013-04,EARLY_PREPAYMENT,CURRENT
L0002721,2026-12,702721,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002722,2010-01,702722,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002723,2000-01,702723,2001-07,SCHEDULED_MATURITY,CURRENT
L0002724,2002-02,702724,2022-04,WRITE_OFF,SEVERE_DELINQUENCY
L0002725,2009-01,702725,2011-04,SCHEDULED_MATURITY,CURRENT
L0002726,2014-03,702726,2018-11,SCHEDULED_MATURITY,CURRENT
L0002727,2019-02,702727,2023-07,EARLY_PREPAYMENT,CURRENT
L0002728,2017-04,702728,2020-11,SCHEDULED_MATURITY,CURRENT
L0002729,2018-05,702729,2020-01,EARLY_PREPAYMENT,CURRENT
L0002730,2019-05,702730,2024-11,SCHEDULED_MATURITY,CURRENT
L0002731,2010-12,702731,2014-04,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0002732,2018-03,702732,2019-10,SCHEDULED_MATURITY,CURRENT
L0002733,2022-12,702733,2026-07,EARLY_PREPAYMENT,CURRENT
L0002734,2026-10,702734,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002735,2011-02,702735,2013-04,SCHEDULED_MATURITY,CURRENT
L0002736,2012-05,702736,2019-01,EARLY_PREPAYMENT,CURRENT
L0002737,2018-04,702737,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002738,2020-09,702738,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0002739,2024-12,702739,2026-01,WRITE_OFF,CURRENT
L0002740,2009-12,702740,2026-09,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002741,2012-03,702741,2014-03,SCHEDULED_MATURITY,CURRENT
L0002742,2016-12,702742,2019-01,EARLY_PREPAYMENT,CURRENT
L0002743,2025-10,702743,2026-08,SCHEDULED_MATURITY,CURRENT
L0002744,2012-04,702744,2013-08,SCHEDULED_MATURITY,CURRENT
L0002745,2016-11,702745,2026-10,SEVERE_RECOGNIZED_AT_CUTOFF,EARLY_DELINQUENCY
L0002746,2019-06,702746,2023-02,EARLY_PREPAYMENT,CURRENT
L0002747,2022-11,702747,2024-06,EARLY_PREPAYMENT,CURRENT
L0002748,2026-03,702748,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002749,2007-08,702749,2009-06,SCHEDULED_MATURITY,CURRENT
L0002750,2019-08,702750,2024-03,EARLY_PREPAYMENT,CURRENT
L0002751,2021-10,702751,2025-07,EARLY_PREPAYMENT,CURRENT
L0002752,2026-12,702752,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002753,2026-04,702753,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002754,2026-02,702754,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002755,2026-10,702755,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002756,2015-08,702756,2021-04,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0002757,2019-07,702757,2023-02,EARLY_PREPAYMENT,CURRENT
L0002758,2020-03,702758,2022-04,WRITE_OFF,EARLY_DELINQUENCY
L0002759,2018-06,702759,2019-08,SCHEDULED_MATURITY,CURRENT
L0002760,2019-02,702760,2023-04,SCHEDULED_MATURITY,CURRENT
L0002761,2021-02,702761,2023-09,SCHEDULED_MATURITY,CURRENT
L0002762,2022-09,702762,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002763,2023-01,702763,2025-04,WRITE_OFF,CURRENT
L0002764,2024-03,702764,2026-07,SCHEDULED_MATURITY,CURRENT
L0002765,2026-04,702765,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002766,2026-02,702766,2026-03,EARLY_PREPAYMENT,CURRENT
L0002767,2009-09,702767,2012-02,EARLY_PREPAYMENT,CURRENT
L0002768,2020-07,702768,2022-01,EARLY_PREPAYMENT,CURRENT
L0002769,2022-08,702769,2026-08,SCHEDULED_MATURITY,CURRENT
L0002770,2022-01,702770,2026-03,EARLY_PREPAYMENT,CURRENT
L0002771,2024-06,702771,2026-06,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002772,2023-07,702772,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002773,2024-08,702773,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002774,2026-10,702774,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002775,2009-08,702775,2012-12,EARLY_PREPAYMENT,CURRENT
L0002776,2013-02,702776,2023-08,SCHEDULED_MATURITY,CURRENT
L0002777,2019-07,702777,2022-06,SCHEDULED_MATURITY,CURRENT
L0002778,2026-12,702778,2026-12,EARLY_PREPAYMENT,CURRENT
L0002779,2025-08,702779,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002780,2026-05,702780,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002781,2014-11,702781,2018-05,EARLY_PREPAYMENT,CURRENT
L0002782,2019-08,702782,2024-12,WRITE_OFF,SEVERE_DELINQUENCY
L0002783,2021-08,702783,2026-10,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0002784,2022-01,702784,2026-02,SCHEDULED_MATURITY,CURRENT
L0002785,2022-04,702785,,OPEN_SEVERE_AT_CUTOFF,CURRENT
L0002786,2025-07,702786,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002787,2026-03,702787,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002788,2024-02,702788,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002789,2021-05,702789,2026-07,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0002790,2020-11,702790,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,EARLY_DELINQUENCY
L0002791,2021-05,702791,2026-09,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002792,2016-03,702792,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0002793,2018-07,702793,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,EARLY_DELINQUENCY
L0002794,2023-03,702794,2026-08,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002795,2025-10,702795,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002796,2019-12,702796,2022-06,EARLY_PREPAYMENT,CURRENT
L0002797,2021-04,702797,2022-10,SCHEDULED_MATURITY,CURRENT
L0002798,2023-07,702798,2023-10,EARLY_PREPAYMENT,CURRENT
L0002799,2023-02,702799,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002800,1998-03,702800,1998-11,EARLY_PREPAYMENT,CURRENT
L0002801,2001-07,702801,2006-07,SCHEDULED_MATURITY,CURRENT
L0002802,2006-12,702802,2010-08,EARLY_PREPAYMENT,CURRENT
L0002803,2010-06,702803,2012-11,SCHEDULED_MATURITY,CURRENT
L0002804,2011-10,702804,2013-04,EARLY_PREPAYMENT,CURRENT
L0002805,2015-09,702805,2023-09,EARLY_PREPAYMENT,CURRENT
L0002806,2024-09,702806,2026-10,SCHEDULED_MATURITY,CURRENT
L0002807,2024-05,702807,2026-03,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0002808,2026-11,702808,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002809,2020-11,702809,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0002810,2024-01,702810,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002811,2025-09,702811,2026-03,EARLY_PREPAYMENT,CURRENT
L0002812,2003-12,702812,2025-07,WRITE_OFF,SEVERE_DELINQUENCY
L0002813,2017-07,702813,2019-06,EARLY_PREPAYMENT,CURRENT
L0002814,2025-12,702814,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002815,2017-02,702815,2019-05,SCHEDULED_MATURITY,CURRENT
L0002816,2019-06,702816,2023-05,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0002817,2020-10,702817,2023-05,EARLY_PREPAYMENT,CURRENT
L0002818,2021-10,702818,2026-09,SCHEDULED_MATURITY,CURRENT
L0002819,2024-07,702819,2024-11,EARLY_PREPAYMENT,CURRENT
L0002820,2025-01,702820,2026-01,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002821,2014-09,702821,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0002822,2018-04,702822,2023-11,WRITE_OFF,SEVERE_DELINQUENCY
L0002823,2020-04,702823,2023-03,SCHEDULED_MATURITY,CURRENT
L0002824,2019-05,702824,2020-05,SCHEDULED_MATURITY,CURRENT
L0002825,2016-07,702825,2018-10,SCHEDULED_MATURITY,CURRENT
L0002826,2018-09,702826,2023-12,SCHEDULED_MATURITY,CURRENT
L0002827,2020-03,702827,2021-04,EARLY_PREPAYMENT,CURRENT
L0002828,2026-01,702828,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002829,2023-09,702829,2026-03,EARLY_PREPAYMENT,CURRENT
L0002830,2023-01,702830,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002831,2026-03,702831,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002832,2010-10,702832,2015-09,SCHEDULED_MATURITY,CURRENT
L0002833,2017-05,702833,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0002834,2021-06,702834,2024-12,SCHEDULED_MATURITY,CURRENT
L0002835,2024-07,702835,2026-08,SCHEDULED_MATURITY,CURRENT
L0002836,2023-07,702836,2025-08,SCHEDULED_MATURITY,CURRENT
L0002837,2023-12,702837,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002838,2024-10,702838,2024-11,EARLY_PREPAYMENT,CURRENT
L0002839,2024-05,702839,2026-11,EARLY_PREPAYMENT,CURRENT
L0002840,2025-09,702840,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002841,1999-08,702841,2003-08,SCHEDULED_MATURITY,CURRENT
L0002842,2000-09,702842,2003-09,EARLY_PREPAYMENT,CURRENT
L0002843,2021-12,702843,2023-05,EARLY_PREPAYMENT,CURRENT
L0002844,2022-09,702844,2023-02,EARLY_PREPAYMENT,CURRENT
L0002845,2022-09,702845,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002846,2024-11,702846,2025-09,FACILITY_EXPIRY,CURRENT
L0002847,2025-03,702847,2026-07,EARLY_PREPAYMENT,CURRENT
L0002848,2014-09,702848,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0002849,2022-07,702849,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002850,2024-04,702850,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002851,2021-08,702851,2022-04,EARLY_PREPAYMENT,CURRENT
L0002852,2024-11,702852,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002853,2026-07,702853,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002854,2022-09,702854,2026-07,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0002855,2025-10,702855,2025-10,EARLY_PREPAYMENT,CURRENT
L0002856,2023-03,702856,2024-03,SCHEDULED_MATURITY,CURRENT
L0002857,2017-04,702857,2017-12,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0002858,2018-11,702858,2021-08,EARLY_PREPAYMENT,CURRENT
L0002859,2023-06,702859,2024-05,FACILITY_EXPIRY,CURRENT
L0002860,2015-10,702860,2020-02,EARLY_PREPAYMENT,CURRENT
L0002861,2021-08,702861,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002862,2009-02,702862,2009-05,EARLY_PREPAYMENT,CURRENT
L0002863,2010-10,702863,2010-10,EARLY_PREPAYMENT,CURRENT
L0002864,2013-12,702864,2016-06,EARLY_PREPAYMENT,CURRENT
L0002865,2018-05,702865,2020-08,SCHEDULED_MATURITY,CURRENT
L0002866,2008-04,702866,2011-07,SCHEDULED_MATURITY,CURRENT
L0002867,2009-12,702867,2012-10,SCHEDULED_MATURITY,CURRENT
L0002868,2021-01,702868,2024-06,SCHEDULED_MATURITY,CURRENT
L0002869,2021-07,702869,2026-05,WRITE_OFF,CURRENT
L0002870,2018-02,702870,2021-05,SCHEDULED_MATURITY,CURRENT
L0002871,2019-04,702871,2024-09,SCHEDULED_MATURITY,CURRENT
L0002872,2022-07,702872,2025-10,SCHEDULED_MATURITY,CURRENT
L0002873,2021-01,702873,2022-08,SCHEDULED_MATURITY,CURRENT
L0002874,2014-06,702874,2026-12,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0002875,2019-07,702875,2023-09,SCHEDULED_MATURITY,CURRENT
L0002876,2021-08,702876,2024-05,EARLY_PREPAYMENT,CURRENT
L0002877,2025-10,702877,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0002878,2018-10,702878,2021-09,SCHEDULED_MATURITY,CURRENT
L0002879,2019-11,702879,2022-03,EARLY_PREPAYMENT,CURRENT
L0002880,2008-01,702880,2011-05,EARLY_PREPAYMENT,CURRENT
L0002881,2011-09,702881,2012-07,EARLY_PREPAYMENT,CURRENT
L0002882,2013-04,702882,2021-01,EARLY_PREPAYMENT,CURRENT
L0002883,2015-07,702883,2018-08,EARLY_PREPAYMENT,CURRENT
L0002884,2016-01,702884,2026-12,SCHEDULED_MATURITY,CURRENT
L0002885,2018-03,702885,2023-10,SCHEDULED_MATURITY,CURRENT
L0002886,2025-10,702886,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0002887,2023-09,702887,2026-04,EARLY_PREPAYMENT,CURRENT
L0002888,2002-12,702888,2012-09,EARLY_PREPAYMENT,CURRENT
L0002889,2003-09,702889,2006-01,EARLY_PREPAYMENT,CURRENT
L0002890,2006-07,702890,2008-11,SCHEDULED_MATURITY,CURRENT
L0002891,2007-05,702891,2017-02,EARLY_PREPAYMENT,CURRENT
L0002892,2008-02,702892,2026-03,RESTRUCTURE_AFTER_DEFAULT,EARLY_DELINQUENCY
L0002893,2010-04,702893,2020-04,SCHEDULED_MATURITY,CURRENT
L0002894,2017-05,702894,2018-02,EARLY_PREPAYMENT,CURRENT
L0002895,2018-10,702895,2025-11,WRITE_OFF,SEVERE_DELINQUENCY
L0002896,2021-08,702896,2026-10,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0002897,2014-06,702897,2026-02,SEVERE_RECOGNIZED_AT_CUTOFF,EARLY_DELINQUENCY
L0002898,2015-06,702898,2019-05,SCHEDULED_MATURITY,CURRENT
L0002899,2017-10,702899,2019-08,SCHEDULED_MATURITY,CURRENT
L0002900,2019-01,702900,2023-09,SCHEDULED_MATURITY,CURRENT
L0002901,2014-05,702901,2016-02,SCHEDULED_MATURITY,CURRENT
L0002902,2016-04,702902,2018-10,SCHEDULED_MATURITY,CURRENT
L0002903,2018-03,702903,2024-01,EARLY_PREPAYMENT,CURRENT
L0002904,2019-10,702904,2024-09,SCHEDULED_MATURITY,CURRENT
