idio_event_id,customer_id,agent_type,region,sector,event_type,event_name,direction,start_month,end_month,recovery_end_month,duration_months,recovery_months,raw_magnitude,mediated_share,residual_idiosyncratic_intensity,shared_stress_at_start,shared_positive_at_start,realized_probability
IE0002553,C0016998,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2025-11,2026-05,3,6,0.63454353,0.18768633,-0.51544838,0.0,0.13424365,0.0024532291
IE0002554,C0017029,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2026-01,2026-08,5,7,0.75169913,0.12468989,-0.65796985,0.0,0.14290447,0.0024480418
IE0002555,C0017414,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2026-04,2026-09,8,5,0.63853356,0.16042005,-0.53609997,0.0,0.13580841,0.0024522911
IE0002556,C0017437,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2026-03,2026-09,7,6,1.14431772,0.12822165,-0.99759141,0.0,0.13430484,0.0024531924
IE0002557,C0017452,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2025-10,2025-12,2,2,0.77640003,0.14239207,-0.66584682,0.0,0.12597311,0.0024581928
IE0002558,C0017942,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2026-02,2026-06,6,4,0.65550975,0.11623104,-0.57931917,0.0,0.13196463,0.0024545959
IE0002559,C0018688,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-09,2025-10,2026-01,2,3,0.50605423,0.07261167,-0.46930879,0.0,0.16589884,0.0024343227
IE0002560,C0000305,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-12,8,8,0.82944147,0.17663099,-0.68293641,0.0,0.036854,0.0025123194
IE0002561,C0000831,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-12,2026-08,3,8,0.74180257,0.30474456,-0.51574227,0.0,0.04525752,0.0025071651
IE0002562,C0002300,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-04,2026-11,7,7,0.56015549,0.12435509,-0.4904973,0.0,0.04279705,0.0025086731
IE0002563,C0003645,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-05,5,3,0.48109425,0.146223,-0.4107472,0.0,0.03676196,0.0025123759
IE0002564,C0004284,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-12,8,7,0.63735009,0.23997828,-0.48439991,0.0,0.04755828,0.0025057558
IE0002565,C0004440,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-06,5,4,0.78484196,0.12404481,-0.68748639,0.0,0.03897715,0.0025110161
IE0002566,C0005603,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-12,8,8,0.40244169,0.17851686,-0.33059906,0.0,0.03621915,0.0025127092
IE0002567,C0005928,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-04,5,2,0.40120971,0.12853567,-0.34963995,0.0,0.0412038,0.0025096501
IE0002568,C0006486,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-09,8,4,0.71628327,0.12013582,-0.63023199,0.0,0.04568851,0.002506901
IE0002569,C0006563,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-03,2026-11,6,8,0.3762304,0.17369481,-0.31088114,0.0,0.03523003,0.0025133166
IE0002570,C0006677,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-05,5,3,0.63109921,0.11150317,-0.56072965,0.0,0.04407828,0.0025078877
IE0002571,C0006743,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-04,2026-08,7,4,0.48104288,0.1823965,-0.39330234,0.0,0.03710822,0.0025121633
IE0002572,C0006749,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-03,2026-11,6,8,0.87226418,0.16611045,-0.72737199,0.0,0.03725911,0.0025120706
IE0002573,C0006802,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-04,2026-08,7,4,0.90249992,0.13939448,-0.77669641,0.0,0.04010458,0.0025103244
IE0002574,C0006833,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-11,8,6,0.68048865,0.16826991,-0.56598289,0.0,0.04054265,0.0025100556
IE0002575,C0007036,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-12,2026-06,3,6,0.86017924,0.23472853,-0.65827063,0.0,0.04084985,0.0025098672
IE0002576,C0007943,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-04,2026-10,7,6,0.82034704,0.0849635,-0.75064748,0.0,0.04912374,0.0025047973
IE0002577,C0008004,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-01,2026-04,4,3,0.73270867,0.11626163,-0.64752277,0.0,0.04065839,0.0025099846
IE0002578,C0008586,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-09,8,4,1.02641471,0.02901176,-0.99663662,0.0,0.03733115,0.0025120264
IE0002579,C0009039,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-03,2026-11,6,8,0.56523778,0.0610467,-0.53073188,0.0,0.03807845,0.0025115677
IE0002580,C0009045,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-11,2026-03,2,4,0.72798812,0.21741844,-0.56971008,0.0,0.04260016,0.0025087938
IE0002581,C0009186,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-03,2026-08,6,5,0.6616902,0.13885177,-0.56981335,0.0,0.04535614,0.0025071047
IE0002582,C0009376,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-08,8,3,0.82570002,0.14826557,-0.70327714,0.0,0.03778416,0.0025117483
IE0002583,C0009785,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-07,5,5,0.6746691,0.25821852,-0.50045704,0.0,0.04122918,0.0025096345
IE0002584,C0010390,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-08,8,3,1.01896711,0.23880902,-0.77562857,0.0,0.03587452,0.0025129208
IE0002585,C0010827,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-09,5,7,0.45225302,0.06974936,-0.42070866,0.0,0.0353965,0.0025132144
IE0002586,C0011210,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-05,5,3,0.73055931,0.06979158,-0.67957242,0.0,0.04370681,0.0025081154
IE0002587,C0011277,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-03,2026-05,6,2,0.63119832,0.06192333,-0.59211242,0.0,0.03756906,0.0025118804
IE0002588,C0011713,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-12,2026-08,3,8,0.80871928,0.16868577,-0.67229985,0.0,0.03676742,0.0025123725
IE0002589,C0013092,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-10,8,5,0.52269598,0.1156567,-0.46224269,0.0,0.04217694,0.0025090533
IE0002590,C0013167,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-03,2026-10,6,7,0.87784428,0.22905743,-0.67676753,0.0,0.04231127,0.002508971
IE0002591,C0013935,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-12,8,8,0.39207712,0.14317979,-0.3359396,0.0,0.04978035,0.0025043954
IE0002592,C0014016,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-12,2026-05,3,5,0.91238316,0.19537593,-0.73412545,0.0,0.03940465,0.0025107538
IE0002593,C0014063,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-01,2026-05,4,4,0.57091663,0.21749782,-0.44674351,0.0,0.03555483,0.0025131171
IE0002594,C0015592,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-04,2026-10,7,6,0.57274213,0.12585226,-0.50066124,0.0,0.03917445,0.0025108951
IE0002595,C0015918,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-04,2026-07,7,3,0.65487135,0.15401523,-0.55401119,0.0,0.0410605,0.002509738
IE0002596,C0016396,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-06,5,4,0.73282376,0.1876245,-0.59532807,0.0,0.04167213,0.0025093629
IE0002597,C0016799,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-11,2026-01,2,2,0.73133539,0.10716788,-0.65295972,0.0,0.03961632,0.0025106239
IE0002598,C0016808,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-01,2026-08,4,7,0.88451769,0.19395506,-0.71296101,0.0,0.036189,0.0025127277
IE0002599,C0017133,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-12,2026-03,3,3,0.5122728,0.13405762,-0.44359873,0.0,0.04419245,0.0025078178
IE0002600,C0017606,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-02,2026-09,5,7,0.85702809,0.11282031,-0.76033791,0.0,0.04140068,0.0025095294
IE0002601,C0017875,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-08,8,3,0.79858227,0.18507097,-0.65078788,0.0,0.04513097,0.0025072426
IE0002602,C0018953,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-01,2026-07,4,6,0.51193531,0.15818372,-0.43095548,0.0,0.0388644,0.0025110853
IE0002603,C0019251,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-11,2026-06,2,7,0.46736617,0.09988222,-0.4206846,0.0,0.03580634,0.0025129627
IE0002604,C0019378,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-12,2026-08,3,8,0.91282232,0.15858714,-0.76806043,0.0,0.03953108,0.0025106762
IE0002605,C0019388,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2025-11,2026-07,2,8,0.55871172,0.12158631,-0.49078002,0.0,0.04191514,0.0025092139
IE0002606,C0019486,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-10,2026-05,2026-07,8,2,0.76212678,0.12367826,-0.66786827,0.0,0.04190272,0.0025092215
IE0002607,C0000056,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-06,3,5,0.59881108,0.20646224,-0.4751792,0.0,0.0,0.0025350486
IE0002608,C0000310,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-08,3,7,0.56229814,0.19436185,-0.45300883,0.0,0.0,0.0025350486
IE0002609,C0000458,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2025-12,2026-08,2,8,0.68150668,0.17001491,-0.56564039,0.0,0.0,0.0025350486
IE0002610,C0000756,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-10,5,7,0.58619253,0.02004763,-0.57444076,0.0,0.0,0.0025350486
IE0002611,C0000768,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-05,2026-11,7,6,0.45793674,0.04352529,-0.43800491,0.0,0.0,0.0025350486
IE0002612,C0001438,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2025-12,2026-06,2,6,0.61340173,0.15800352,-0.5164821,0.0,0.0,0.0025350486
IE0002613,C0001517,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-11,8,5,0.73820582,0.07966123,-0.67939944,0.0,0.0,0.0025350486
IE0002614,C0001742,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-11,6,7,0.96730251,0.16867952,-0.80413839,0.0,0.0,0.0025350486
IE0002615,C0001933,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-05,2026-12,7,7,0.95834939,0.14441242,-0.81995184,0.0,0.0,0.0025350486
IE0002616,C0002143,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-05,2026-09,7,4,0.79559003,0.1603203,-0.66804079,0.0,0.0,0.0025350486
IE0002617,C0002788,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-07,3,6,0.59142377,0.05282765,-0.56018024,0.0,0.0,0.0025350486
IE0002618,C0002855,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-06,6,2,0.66860479,0.07708186,-0.61706749,0.0,0.0,0.0025350486
IE0002619,C0003238,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2025-12,2026-05,2,5,0.8975744,0.10525045,-0.80310429,0.0,0.0,0.0025350486
IE0002620,C0003974,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-10,4,8,0.82870574,0.18114293,-0.67859155,0.0,0.0,0.0025350486
IE0002621,C0004631,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-04,4,2,1.2,0.1711941,-0.99456708,0.0,0.0,0.0025350486
IE0002622,C0005014,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2025-12,2026-07,2,7,0.76540465,0.13536425,-0.66179623,0.0,0.0,0.0025350486
IE0002623,C0006067,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-10,4,8,0.61692219,0.11685065,-0.54483443,0.0,0.0,0.0025350486
IE0002624,C0006549,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-12,8,6,0.64146184,0.16581084,-0.53510052,0.0,0.0,0.0025350486
IE0002625,C0006813,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-06,3,5,0.87212899,0.1754428,-0.71912024,0.0,0.0,0.0025350486
IE0002626,C0006814,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-07,3,6,0.65583885,0.12939439,-0.57097698,0.0,0.0,0.0025350486
IE0002627,C0006968,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-06,6,2,0.80479772,0.15845445,-0.67727394,0.0,0.0,0.0025350486
IE0002628,C0007391,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-11,8,5,0.68735133,0.14609508,-0.58693268,0.0,0.0,0.0025350486
IE0002629,C0007941,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-08,6,4,0.59127431,0.13774803,-0.50982744,0.0,0.0,0.0025350486
IE0002630,C0008326,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-08,5,5,0.89731253,0.08782452,-0.81850648,0.0,0.0,0.0025350486
IE0002631,C0008870,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-11,5,8,0.8720221,0.17922878,-0.71573064,0.0,0.0,0.0025350486
IE0002632,C0009195,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-05,4,3,0.85762824,0.09413282,-0.77689728,0.0,0.0,0.0025350486
IE0002633,C0009586,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-08,3,7,0.74978441,0.18172854,-0.61352718,0.0,0.0,0.0025350486
IE0002634,C0010322,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-05,4,3,0.6011141,0.08786395,-0.54829784,0.0,0.0,0.0025350486
IE0002635,C0011089,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-06,4,4,0.75708743,0.11815563,-0.66763329,0.0,0.0,0.0025350486
IE0002636,C0011524,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-08,6,4,0.77690385,0.13570974,-0.67147043,0.0,0.0,0.0025350486
IE0002637,C0011909,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-08,4,6,0.6839123,0.15141187,-0.58035986,0.0,0.0,0.0025350486
IE0002638,C0012159,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-08,3,7,0.97295402,0.11820673,-0.8579443,0.0,0.0,0.0025350486
IE0002639,C0012230,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-04,3,3,0.7539305,0.16951884,-0.62612508,0.0,0.0,0.0025350486
IE0002640,C0012249,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-08,8,2,0.75575281,0.21017584,-0.59691183,0.0,0.0,0.0025350486
IE0002641,C0012671,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-10,5,7,0.52530286,0.12331906,-0.460523,0.0,0.0,0.0025350486
IE0002642,C0013467,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-09,8,3,0.74551375,0.1376166,-0.64291868,0.0,0.0,0.0025350486
IE0002643,C0014968,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-10,6,6,0.58747586,0.10154233,-0.5278222,0.0,0.0,0.0025350486
IE0002644,C0015532,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-06,5,3,0.49086877,0.13569396,-0.42426084,0.0,0.0,0.0025350486
IE0002645,C0015658,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-09,8,3,0.72747369,0.16386317,-0.60826755,0.0,0.0,0.0025350486
IE0002646,C0015803,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-04,4,2,1.08065543,0.15374548,-0.91450954,0.0,0.0,0.0025350486
IE0002647,C0016127,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-05,2026-12,7,8,0.93718005,0.22582245,-0.72554376,0.0,0.0,0.0025350486
IE0002648,C0016530,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-06,2026-09,8,3,0.92322627,0.14331786,-0.79091146,0.0,0.0,0.0025350486
IE0002649,C0016713,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-06,5,3,0.71218351,0.05683679,-0.67170528,0.0,0.0,0.0025350486
IE0002650,C0016749,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-01,2026-08,3,7,0.72852022,0.10934304,-0.6488616,0.0,0.0,0.0025350486
IE0002651,C0016831,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-07,4,5,0.99663283,0.14524688,-0.85187503,0.0,0.0,0.0025350486
IE0002652,C0017947,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-06,5,3,0.51413404,0.08906995,-0.46834015,0.0,0.0,0.0025350486
IE0002653,C0018086,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-09,6,5,0.79538126,0.15143508,-0.67493264,0.0,0.0,0.0025350486
IE0002654,C0018448,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-04,2026-08,6,4,0.6160508,0.15207035,-0.52236774,0.0,0.0,0.0025350486
IE0002655,C0019049,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-08,5,5,0.71993139,0.15880668,-0.60560148,0.0,0.0,0.0025350486
IE0002656,C0019460,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-03,2026-10,5,7,0.48452388,0.09757312,-0.43724737,0.0,0.0,0.0025350486
IE0002657,C0019583,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-11,2026-02,2026-06,4,4,0.66034088,0.18243514,-0.5398715,0.0,0.0,0.0025350486
IE0002658,C0000662,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-02,2026-10,3,8,0.56528736,0.12321537,-0.49563527,0.0,0.0,0.0025350486
IE0002659,C0000743,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-01,2026-06,2,5,0.66459405,0.12952816,-0.5785104,0.0,0.0,0.0025350486
IE0002660,C0001015,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-06,2026-10,7,4,0.94340036,0.15977884,-0.79266495,0.0,0.0,0.0025350486
IE0002661,C0001615,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-07,2026-09,8,2,0.77895216,0.18773776,-0.63271343,0.0,0.0,0.0025350486
IE0002662,C0001616,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-03,2026-09,4,6,0.55875122,0.16706193,-0.46540516,0.0,0.0,0.0025350486
IE0002663,C0001667,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-06,2026-12,7,8,0.63258606,0.13078929,-0.54985057,0.0,0.0,0.0025350486
IE0002664,C0002540,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-02,2026-09,3,7,0.88836472,0.09785329,-0.80143531,0.0,0.0,0.0025350486
IE0002665,C0003212,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-03,2026-11,4,8,0.69138608,0.24759286,-0.52020383,0.0,0.0,0.0025350486
IE0002666,C0003876,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-05,2026-11,6,6,0.66282746,0.21953287,-0.51731504,0.0,0.0,0.0025350486
IE0002667,C0004286,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-04,2026-11,5,7,0.69721067,0.25875198,-0.51680603,0.0,0.0,0.0025350486
IE0002668,C0004347,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-03,2026-06,4,3,0.68982027,0.16987241,-0.57263884,0.0,0.0,0.0025350486
IE0002669,C0005799,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-05,2026-07,6,2,0.66014525,0.18665692,-0.53692457,0.0,0.0,0.0025350486
IE0002670,C0006081,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-05,2026-07,6,2,0.71256481,0.16770968,-0.5930608,0.0,0.0,0.0025350486
IE0002671,C0007191,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-04,2026-07,5,3,0.75099904,0.06402892,-0.70291338,0.0,0.0,0.0025350486
IE0002672,C0007739,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-01,2026-08,2,7,0.70366751,0.09860127,-0.634285,0.0,0.0,0.0025350486
IE0002673,C0008188,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-02,2026-08,3,6,0.79828006,0.27031729,-0.58249116,0.0,0.0,0.0025350486
IE0002674,C0008313,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-06,2026-09,7,3,0.8044793,0.17225678,-0.66590229,0.0,0.0,0.0025350486
IE0002675,C0008566,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-02,2026-05,3,3,0.83837918,0.02287829,-0.81919849,0.0,0.0,0.0025350486
IE0002676,C0008922,HOUSEHOLD,CENTER,HOUSEHOLD,JOB_LOSS,Job loss,NEGATIVE,2025-12,2026-03,2026-07,4,4,0.64089608,0.14373634,-0.54877603,0.0,0.0,0.0025350486
