campaign_id,customer_id,selection_date,exposure_status,exposure_date,response_status,response_date
M005,C0017359,2022-03-31,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0019019,2022-03-31,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0019385,2022-03-31,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0000727,2022-04-01,EXPOSED,2022-04-11,POSITIVE,2022-04-16
M005,C0001383,2022-04-01,NOT_EXPOSED,,,
M005,C0005813,2022-04-01,EXPOSED,2022-04-06,NO_RESPONSE,
M005,C0009673,2022-04-01,NOT_EXPOSED,,,
M005,C0009702,2022-04-01,EXPOSED,2022-04-04,NO_RESPONSE,
M005,C0010531,2022-04-01,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0012299,2022-04-01,EXPOSED,2022-04-02,NO_RESPONSE,
M005,C0013801,2022-04-01,EXPOSED,2022-04-04,NO_RESPONSE,
M005,C0014855,2022-04-01,EXPOSED,2022-04-07,NO_RESPONSE,
M005,C0001099,2022-04-02,EXPOSED,2022-04-09,NEGATIVE,2022-04-14
M005,C0002213,2022-04-02,EXPOSED,2022-04-07,NO_RESPONSE,
M005,C0004107,2022-04-02,EXPOSED,2022-04-06,NO_RESPONSE,
M005,C0004971,2022-04-02,EXPOSED,2022-04-12,NO_RESPONSE,
M005,C0007770,2022-04-02,EXPOSED,2022-04-06,NO_RESPONSE,
M005,C0008695,2022-04-02,NOT_EXPOSED,,,
M005,C0011288,2022-04-02,EXPOSED,2022-04-03,NO_RESPONSE,
M005,C0011934,2022-04-02,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0014990,2022-04-02,EXPOSED,2022-04-08,POSITIVE,2022-04-10
M005,C0015821,2022-04-02,EXPOSED,2022-04-10,NO_RESPONSE,
M005,C0006469,2022-04-03,EXPOSED,2022-04-07,NO_RESPONSE,
M005,C0007524,2022-04-03,EXPOSED,2022-04-06,NEUTRAL,2022-04-13
M005,C0010724,2022-04-03,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0011714,2022-04-03,NOT_EXPOSED,,,
M005,C0014952,2022-04-03,EXPOSED,2022-04-04,NEUTRAL,2022-04-14
M005,C0019828,2022-04-03,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0001263,2022-04-04,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0003593,2022-04-04,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0008560,2022-04-04,EXPOSED,2022-04-13,NO_RESPONSE,
M005,C0011776,2022-04-04,EXPOSED,2022-04-10,NO_RESPONSE,
M005,C0012282,2022-04-04,EXPOSED,2022-04-07,NEGATIVE,2022-04-19
M005,C0001801,2022-04-05,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0001958,2022-04-05,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0010466,2022-04-05,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0013514,2022-04-05,EXPOSED,2022-04-10,NO_RESPONSE,
M005,C0014270,2022-04-05,EXPOSED,2022-04-07,POSITIVE,2022-04-09
M005,C0018796,2022-04-05,EXPOSED,2022-04-06,NO_RESPONSE,
M005,C0000178,2022-04-06,EXPOSED,2022-04-10,NEGATIVE,2022-04-17
M005,C0001944,2022-04-06,EXPOSED,2022-04-07,NO_RESPONSE,
M005,C0003036,2022-04-06,EXPOSED,2022-04-10,NO_RESPONSE,
M005,C0007705,2022-04-06,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0010539,2022-04-06,EXPOSED,2022-04-13,NO_RESPONSE,
M005,C0012911,2022-04-06,EXPOSED,2022-04-14,NO_RESPONSE,
M005,C0016898,2022-04-06,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0003115,2022-04-07,EXPOSED,2022-04-11,POSITIVE,2022-04-14
M005,C0003247,2022-04-07,EXPOSED,2022-04-13,NO_RESPONSE,
M005,C0017473,2022-04-07,EXPOSED,2022-04-13,NO_RESPONSE,
M005,C0000085,2022-04-08,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0005246,2022-04-08,EXPOSED,2022-04-09,NO_RESPONSE,
M005,C0006402,2022-04-08,EXPOSED,2022-04-08,NO_RESPONSE,
M005,C0007361,2022-04-08,EXPOSED,2022-04-08,NO_RESPONSE,
M005,C0016849,2022-04-08,EXPOSED,2022-04-12,POSITIVE,2022-04-15
M005,C0018424,2022-04-08,NOT_EXPOSED,,,
M005,C0006179,2022-04-09,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0003934,2022-04-10,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0010760,2022-04-10,EXPOSED,2022-04-14,NEGATIVE,2022-04-18
M005,C0011671,2022-04-10,EXPOSED,2022-04-10,NO_RESPONSE,
M005,C0013052,2022-04-10,EXPOSED,2022-04-14,NO_RESPONSE,
M005,C0018259,2022-04-10,EXPOSED,2022-04-12,NO_RESPONSE,
M005,C0007782,2022-04-11,EXPOSED,2022-04-11,POSITIVE,2022-04-15
M005,C0013989,2022-04-11,EXPOSED,2022-04-11,NO_RESPONSE,
M005,C0017357,2022-04-11,EXPOSED,2022-04-12,NO_RESPONSE,
M005,C0010048,2022-04-12,EXPOSED,2022-04-12,NO_RESPONSE,
M005,C0011932,2022-04-12,EXPOSED,2022-04-13,NO_RESPONSE,
M005,C0013063,2022-04-12,EXPOSED,2022-04-12,NO_RESPONSE,
M005,C0019113,2022-04-12,NOT_EXPOSED,,,
M005,C0018441,2022-04-13,EXPOSED,2022-04-14,POSITIVE,2022-04-17
M005,C0019201,2022-04-13,EXPOSED,2022-04-14,NO_RESPONSE,
M005,C0007983,2022-04-14,EXPOSED,2022-04-15,NO_RESPONSE,
M006,C0017815,2022-04-01,EXPOSED,2022-04-24,NO_RESPONSE,
M006,C0016298,2022-04-03,EXPOSED,2022-05-13,NO_RESPONSE,
M006,C0006389,2022-04-05,EXPOSED,2022-05-20,NO_RESPONSE,
M006,C0008342,2022-04-07,EXPOSED,2022-06-17,NO_RESPONSE,
M006,C0009475,2022-04-08,EXPOSED,2022-05-23,NO_RESPONSE,
M006,C0012426,2022-04-08,EXPOSED,2022-07-26,NO_RESPONSE,
M006,C0008844,2022-04-09,NOT_EXPOSED,,,
M006,C0009670,2022-04-09,NOT_EXPOSED,,,
M006,C0015761,2022-04-10,EXPOSED,2022-04-19,POSITIVE,2022-06-01
M006,C0003774,2022-04-12,EXPOSED,2022-06-01,NO_RESPONSE,
M006,C0004060,2022-04-13,EXPOSED,2022-04-20,NO_RESPONSE,
M006,C0004531,2022-04-13,EXPOSED,2022-05-11,NO_RESPONSE,
M006,C0009289,2022-04-13,NOT_EXPOSED,,,
M006,C0001228,2022-04-15,EXPOSED,2022-04-17,NO_RESPONSE,
M006,C0004341,2022-04-15,EXPOSED,2022-05-07,NO_RESPONSE,
M006,C0011132,2022-04-16,EXPOSED,2022-05-17,NEUTRAL,2022-05-24
M006,C0016308,2022-04-17,NOT_EXPOSED,,,
M006,C0002176,2022-04-18,EXPOSED,2022-05-16,NO_RESPONSE,
M006,C0002320,2022-04-18,EXPOSED,2022-04-26,NO_RESPONSE,
M006,C0007375,2022-04-18,NOT_EXPOSED,,,
M006,C0010440,2022-04-19,EXPOSED,2022-06-14,NO_RESPONSE,
M006,C0012619,2022-04-19,EXPOSED,2022-06-05,NO_RESPONSE,
M006,C0019272,2022-04-19,EXPOSED,2022-05-15,NO_RESPONSE,
M006,C0008159,2022-04-22,NOT_EXPOSED,,,
M006,C0005323,2022-04-23,NOT_EXPOSED,,,
M006,C0009715,2022-04-23,EXPOSED,2022-06-14,NO_RESPONSE,
M006,C0012684,2022-04-23,EXPOSED,2022-05-31,NO_RESPONSE,
M006,C0000857,2022-04-24,EXPOSED,2022-04-28,NO_RESPONSE,
M006,C0004009,2022-04-24,EXPOSED,2022-07-06,NEUTRAL,2022-08-03
M006,C0007278,2022-04-24,EXPOSED,2022-05-15,NO_RESPONSE,
M006,C0017922,2022-04-24,EXPOSED,2022-05-21,NO_RESPONSE,
M006,C0019279,2022-04-24,NOT_EXPOSED,,,
M006,C0019690,2022-04-25,EXPOSED,2022-06-25,NO_RESPONSE,
M006,C0001042,2022-04-26,NOT_EXPOSED,,,
M006,C0008290,2022-04-26,EXPOSED,2022-06-07,NO_RESPONSE,
M006,C0012197,2022-04-26,EXPOSED,2022-06-29,NO_RESPONSE,
M006,C0013807,2022-04-26,EXPOSED,2022-06-19,NO_RESPONSE,
M006,C0000490,2022-04-27,NOT_EXPOSED,,,
M006,C0003397,2022-04-27,EXPOSED,2022-07-04,NO_RESPONSE,
M006,C0017012,2022-04-28,EXPOSED,2022-07-13,NO_RESPONSE,
M006,C0012159,2022-04-29,EXPOSED,2022-05-28,POSITIVE,2022-06-13
M006,C0017802,2022-04-29,NOT_EXPOSED,,,
M006,C0008478,2022-04-30,EXPOSED,2022-05-03,NO_RESPONSE,
M006,C0016789,2022-04-30,EXPOSED,2022-05-12,NO_RESPONSE,
M006,C0014118,2022-05-02,EXPOSED,2022-06-01,NO_RESPONSE,
M006,C0010682,2022-05-03,NOT_EXPOSED,,,
M006,C0011380,2022-05-03,EXPOSED,2022-07-21,NO_RESPONSE,
M006,C0016670,2022-05-03,EXPOSED,2022-07-10,NO_RESPONSE,
M006,C0017664,2022-05-03,EXPOSED,2022-06-01,NO_RESPONSE,
M006,C0019450,2022-05-03,EXPOSED,2022-06-17,NO_RESPONSE,
M006,C0013964,2022-05-04,EXPOSED,2022-06-06,NO_RESPONSE,
M006,C0000547,2022-05-05,EXPOSED,2022-06-20,NO_RESPONSE,
M006,C0007137,2022-05-05,EXPOSED,2022-05-14,NO_RESPONSE,
M006,C0016629,2022-05-05,EXPOSED,2022-05-07,NO_RESPONSE,
M006,C0003717,2022-05-06,EXPOSED,2022-06-13,NO_RESPONSE,
M006,C0009303,2022-05-06,EXPOSED,2022-06-02,NO_RESPONSE,
M006,C0018639,2022-05-06,NOT_EXPOSED,,,
M006,C0000457,2022-05-07,NOT_EXPOSED,,,
M006,C0003165,2022-05-07,EXPOSED,2022-06-03,NO_RESPONSE,
M006,C0005095,2022-05-07,EXPOSED,2022-06-16,POSITIVE,2022-06-25
M006,C0009253,2022-05-07,EXPOSED,2022-05-08,POSITIVE,2022-05-26
M006,C0016024,2022-05-07,EXPOSED,2022-06-14,NO_RESPONSE,
M006,C0018666,2022-05-07,EXPOSED,2022-06-16,NEGATIVE,2022-06-23
M006,C0010154,2022-05-08,EXPOSED,2022-05-23,NO_RESPONSE,
M006,C0010722,2022-05-08,EXPOSED,2022-06-07,NO_RESPONSE,
M006,C0002310,2022-05-09,EXPOSED,2022-06-24,NO_RESPONSE,
M006,C0007142,2022-05-09,EXPOSED,2022-05-28,NO_RESPONSE,
M006,C0011567,2022-05-10,EXPOSED,2022-06-24,NO_RESPONSE,
M006,C0016091,2022-05-11,EXPOSED,2022-05-30,NO_RESPONSE,
M006,C0008177,2022-05-14,EXPOSED,2022-07-01,POSITIVE,2022-07-02
M006,C0010439,2022-05-15,EXPOSED,2022-05-24,NO_RESPONSE,
M006,C0006007,2022-05-16,EXPOSED,2022-07-27,NO_RESPONSE,
M006,C0012260,2022-05-16,EXPOSED,2022-06-19,NO_RESPONSE,
M006,C0015744,2022-05-16,EXPOSED,2022-06-30,NO_RESPONSE,
M006,C0019677,2022-05-17,EXPOSED,2022-05-30,NEGATIVE,2022-06-06
M006,C0002268,2022-05-18,EXPOSED,2022-07-30,NEUTRAL,2022-08-04
M006,C0004918,2022-05-18,NOT_EXPOSED,,,
M006,C0011338,2022-05-18,NOT_EXPOSED,,,
M006,C0011609,2022-05-18,EXPOSED,2022-06-13,NO_RESPONSE,
M006,C0013209,2022-05-19,EXPOSED,2022-07-07,NEGATIVE,2022-08-01
M006,C0011136,2022-05-20,EXPOSED,2022-07-26,NO_RESPONSE,
M006,C0013960,2022-05-20,EXPOSED,2022-05-27,NO_RESPONSE,
M006,C0019820,2022-05-20,EXPOSED,2022-06-16,NO_RESPONSE,
M006,C0003755,2022-05-21,EXPOSED,2022-07-09,NO_RESPONSE,
M006,C0007822,2022-05-21,EXPOSED,2022-06-26,NO_RESPONSE,
M006,C0016836,2022-05-21,NOT_EXPOSED,,,
M006,C0000540,2022-05-22,EXPOSED,2022-06-01,NO_RESPONSE,
M006,C0012561,2022-05-22,EXPOSED,2022-07-04,NO_RESPONSE,
M006,C0015951,2022-05-22,EXPOSED,2022-06-13,NO_RESPONSE,
M006,C0004441,2022-05-24,EXPOSED,2022-07-13,NO_RESPONSE,
M006,C0009135,2022-05-25,EXPOSED,2022-06-06,NO_RESPONSE,
M006,C0008176,2022-05-26,EXPOSED,2022-06-08,NO_RESPONSE,
M006,C0010304,2022-05-26,EXPOSED,2022-06-17,NO_RESPONSE,
M006,C0012476,2022-05-26,EXPOSED,2022-06-08,NO_RESPONSE,
M006,C0017549,2022-05-26,EXPOSED,2022-06-23,NO_RESPONSE,
M006,C0003726,2022-05-27,EXPOSED,2022-06-30,NO_RESPONSE,
M006,C0011864,2022-05-27,NOT_EXPOSED,,,
M006,C0016449,2022-05-27,EXPOSED,2022-06-27,NEGATIVE,2022-08-01
M006,C0018753,2022-05-27,EXPOSED,2022-06-18,POSITIVE,2022-07-12
M006,C0005651,2022-05-28,EXPOSED,2022-06-29,POSITIVE,2022-07-24
M006,C0012105,2022-05-29,EXPOSED,2022-07-11,NO_RESPONSE,
M006,C0017977,2022-05-29,NOT_EXPOSED,,,
M006,C0011471,2022-05-30,EXPOSED,2022-06-28,POSITIVE,2022-07-13
M006,C0000640,2022-05-31,NOT_EXPOSED,,,
M006,C0019916,2022-06-01,EXPOSED,2022-06-20,NO_RESPONSE,
M006,C0001058,2022-06-03,EXPOSED,2022-06-06,NO_RESPONSE,
M006,C0010836,2022-06-04,EXPOSED,2022-07-07,NO_RESPONSE,
M006,C0014151,2022-06-04,EXPOSED,2022-06-08,NO_RESPONSE,
M006,C0001262,2022-06-05,NOT_EXPOSED,,,
M006,C0009623,2022-06-07,EXPOSED,2022-07-11,NO_RESPONSE,
M006,C0018114,2022-06-07,EXPOSED,2022-06-21,NO_RESPONSE,
M006,C0005226,2022-06-08,EXPOSED,2022-06-13,NO_RESPONSE,
M006,C0006608,2022-06-08,EXPOSED,2022-06-24,NO_RESPONSE,
M006,C0010511,2022-06-08,EXPOSED,2022-06-13,NO_RESPONSE,
M006,C0014188,2022-06-08,NOT_EXPOSED,,,
M006,C0019600,2022-06-08,EXPOSED,2022-07-17,NO_RESPONSE,
M006,C0003464,2022-06-09,EXPOSED,2022-06-30,POSITIVE,2022-07-12
M006,C0002518,2022-06-11,EXPOSED,2022-07-09,NO_RESPONSE,
M006,C0012692,2022-06-12,EXPOSED,2022-07-07,NO_RESPONSE,
M006,C0001435,2022-06-13,EXPOSED,2022-07-16,NO_RESPONSE,
M006,C0005055,2022-06-13,EXPOSED,2022-07-18,POSITIVE,2022-08-15
M006,C0014905,2022-06-13,EXPOSED,2022-06-29,NO_RESPONSE,
M006,C0010042,2022-06-15,EXPOSED,2022-07-27,NO_RESPONSE,
M006,C0019023,2022-06-15,EXPOSED,2022-06-28,NO_RESPONSE,
M006,C0009306,2022-06-16,EXPOSED,2022-07-13,NO_RESPONSE,
M006,C0016432,2022-06-17,NOT_EXPOSED,,,
M006,C0003993,2022-06-18,NOT_EXPOSED,,,
M006,C0004158,2022-06-18,NOT_EXPOSED,,,
M006,C0004075,2022-06-19,EXPOSED,2022-07-11,NO_RESPONSE,
M006,C0000717,2022-06-20,EXPOSED,2022-07-07,NO_RESPONSE,
M006,C0003237,2022-06-20,NOT_EXPOSED,,,
M006,C0008286,2022-06-20,EXPOSED,2022-07-05,NO_RESPONSE,
M006,C0008301,2022-06-20,NOT_EXPOSED,,,
M006,C0013914,2022-06-20,EXPOSED,2022-07-03,NO_RESPONSE,
M006,C0002671,2022-06-21,NOT_EXPOSED,,,
M006,C0012658,2022-06-21,EXPOSED,2022-07-08,NO_RESPONSE,
M006,C0019200,2022-06-21,EXPOSED,2022-07-01,NO_RESPONSE,
M006,C0012947,2022-06-22,NOT_EXPOSED,,,
M006,C0016864,2022-06-24,EXPOSED,2022-07-05,NO_RESPONSE,
M006,C0006659,2022-06-25,NOT_EXPOSED,,,
M006,C0013345,2022-06-25,NOT_EXPOSED,,,
M006,C0015182,2022-06-25,EXPOSED,2022-07-23,NO_RESPONSE,
M006,C0015703,2022-06-25,EXPOSED,2022-07-17,NO_RESPONSE,
M006,C0005406,2022-06-26,EXPOSED,2022-07-21,NEUTRAL,2022-08-12
M006,C0018648,2022-06-26,EXPOSED,2022-07-13,NEUTRAL,2022-08-12
M006,C0017951,2022-06-30,EXPOSED,2022-07-19,NO_RESPONSE,
M006,C0001607,2022-07-01,EXPOSED,2022-07-09,NO_RESPONSE,
M006,C0002950,2022-07-01,EXPOSED,2022-07-09,NO_RESPONSE,
M006,C0014136,2022-07-01,NOT_EXPOSED,,,
M006,C0015000,2022-07-01,EXPOSED,2022-07-16,NO_RESPONSE,
M006,C0006857,2022-07-04,NOT_EXPOSED,,,
M006,C0005157,2022-07-06,EXPOSED,2022-07-13,NO_RESPONSE,
M006,C0001455,2022-07-08,EXPOSED,2022-07-20,NO_RESPONSE,
M006,C0010057,2022-07-08,NOT_EXPOSED,,,
M006,C0010816,2022-07-08,EXPOSED,2022-07-15,NEUTRAL,2022-07-19
M006,C0005078,2022-07-09,EXPOSED,2022-07-14,NO_RESPONSE,
M006,C0004907,2022-07-10,EXPOSED,2022-07-11,NO_RESPONSE,
M006,C0006461,2022-07-13,EXPOSED,2022-07-15,NEUTRAL,2022-07-24
M006,C0018083,2022-07-14,EXPOSED,2022-07-15,NO_RESPONSE,
M006,C0019731,2022-07-15,EXPOSED,2022-07-15,POSITIVE,2022-08-20
M006,C0011731,2022-07-17,EXPOSED,2022-07-20,NO_RESPONSE,
M006,C0008639,2022-07-21,EXPOSED,2022-07-25,NO_RESPONSE,
M007,C0015255,2022-08-01,EXPOSED,2022-08-06,NO_RESPONSE,
M007,C0018561,2022-08-01,EXPOSED,2022-08-10,POSITIVE,2022-08-14
M007,C0000420,2022-08-02,EXPOSED,2022-09-07,NO_RESPONSE,
M007,C0000567,2022-08-02,NOT_EXPOSED,,,
M007,C0000617,2022-08-02,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0002255,2022-08-02,EXPOSED,2022-09-10,NO_RESPONSE,
M007,C0003362,2022-08-02,EXPOSED,2022-09-28,NO_RESPONSE,
M007,C0004281,2022-08-02,EXPOSED,2022-09-20,NO_RESPONSE,
M007,C0004831,2022-08-02,EXPOSED,2022-08-28,NO_RESPONSE,
M007,C0008227,2022-08-02,EXPOSED,2022-09-11,NO_RESPONSE,
M007,C0008290,2022-08-02,EXPOSED,2022-10-19,NO_RESPONSE,
M007,C0008549,2022-08-02,EXPOSED,2022-11-09,NO_RESPONSE,
M007,C0008924,2022-08-02,EXPOSED,2022-08-07,NO_RESPONSE,
M007,C0010128,2022-08-02,EXPOSED,2022-08-08,NEGATIVE,2022-08-08
M007,C0010158,2022-08-02,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0012563,2022-08-02,EXPOSED,2022-09-27,NO_RESPONSE,
M007,C0012913,2022-08-02,EXPOSED,2022-10-16,NO_RESPONSE,
M007,C0013245,2022-08-02,NOT_EXPOSED,,,
M007,C0014605,2022-08-02,EXPOSED,2022-10-03,NO_RESPONSE,
M007,C0014686,2022-08-02,EXPOSED,2022-09-04,NO_RESPONSE,
M007,C0015215,2022-08-02,EXPOSED,2022-10-01,POSITIVE,2022-10-05
M007,C0015238,2022-08-02,EXPOSED,2022-09-30,NO_RESPONSE,
M007,C0017148,2022-08-02,EXPOSED,2022-09-18,NO_RESPONSE,
M007,C0018126,2022-08-02,EXPOSED,2022-10-06,NO_RESPONSE,
M007,C0018450,2022-08-02,NOT_EXPOSED,,,
M007,C0018799,2022-08-02,EXPOSED,2022-09-23,NO_RESPONSE,
M007,C0001573,2022-08-03,EXPOSED,2022-09-09,NO_RESPONSE,
M007,C0001970,2022-08-03,EXPOSED,2022-09-02,NO_RESPONSE,
M007,C0006077,2022-08-03,EXPOSED,2022-08-16,NO_RESPONSE,
M007,C0006211,2022-08-03,EXPOSED,2022-09-19,POSITIVE,2022-09-24
M007,C0007143,2022-08-03,EXPOSED,2022-09-21,NO_RESPONSE,
M007,C0010715,2022-08-03,EXPOSED,2022-08-25,NO_RESPONSE,
M007,C0013647,2022-08-03,EXPOSED,2022-10-17,NO_RESPONSE,
M007,C0014396,2022-08-03,EXPOSED,2022-10-11,NO_RESPONSE,
M007,C0015100,2022-08-03,EXPOSED,2022-08-07,NO_RESPONSE,
M007,C0015937,2022-08-03,NOT_EXPOSED,,,
M007,C0017892,2022-08-03,EXPOSED,2022-09-20,NO_RESPONSE,
M007,C0018040,2022-08-03,EXPOSED,2022-11-01,NO_RESPONSE,
M007,C0019438,2022-08-03,EXPOSED,2022-10-12,NO_RESPONSE,
M007,C0000079,2022-08-04,EXPOSED,2022-09-11,NO_RESPONSE,
M007,C0001865,2022-08-04,NOT_EXPOSED,,,
M007,C0005518,2022-08-04,EXPOSED,2022-09-09,NO_RESPONSE,
M007,C0005591,2022-08-04,EXPOSED,2022-09-05,NO_RESPONSE,
M007,C0007784,2022-08-04,EXPOSED,2022-08-11,NO_RESPONSE,
M007,C0007920,2022-08-04,EXPOSED,2022-09-05,NO_RESPONSE,
M007,C0008180,2022-08-04,NOT_EXPOSED,,,
M007,C0009617,2022-08-04,EXPOSED,2022-08-28,NO_RESPONSE,
M007,C0011795,2022-08-04,NOT_EXPOSED,,,
M007,C0012658,2022-08-04,EXPOSED,2022-09-22,NO_RESPONSE,
M007,C0014876,2022-08-04,EXPOSED,2022-10-28,NO_RESPONSE,
M007,C0016473,2022-08-04,NOT_EXPOSED,,,
M007,C0016790,2022-08-04,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0017693,2022-08-04,EXPOSED,2022-09-18,NO_RESPONSE,
M007,C0018270,2022-08-04,EXPOSED,2022-10-21,POSITIVE,2022-10-25
M007,C0018467,2022-08-04,EXPOSED,2022-10-13,NO_RESPONSE,
M007,C0000442,2022-08-05,EXPOSED,2022-08-18,POSITIVE,2022-08-20
M007,C0000847,2022-08-05,EXPOSED,2022-08-28,NO_RESPONSE,
M007,C0000850,2022-08-05,EXPOSED,2022-09-02,NO_RESPONSE,
M007,C0001946,2022-08-05,EXPOSED,2022-09-25,NO_RESPONSE,
M007,C0003337,2022-08-05,EXPOSED,2022-09-17,NO_RESPONSE,
M007,C0003890,2022-08-05,EXPOSED,2022-09-29,NO_RESPONSE,
M007,C0004005,2022-08-05,EXPOSED,2022-10-09,NO_RESPONSE,
M007,C0004523,2022-08-05,EXPOSED,2022-09-29,POSITIVE,2022-10-01
M007,C0005071,2022-08-05,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0007324,2022-08-05,EXPOSED,2022-11-05,NO_RESPONSE,
M007,C0008141,2022-08-05,EXPOSED,2022-08-08,NO_RESPONSE,
M007,C0008316,2022-08-05,EXPOSED,2022-09-16,NEUTRAL,2022-09-17
M007,C0008608,2022-08-05,EXPOSED,2022-09-04,NO_RESPONSE,
M007,C0008770,2022-08-05,EXPOSED,2022-11-13,NO_RESPONSE,
M007,C0008997,2022-08-05,EXPOSED,2022-08-14,NO_RESPONSE,
M007,C0009321,2022-08-05,EXPOSED,2022-08-26,NO_RESPONSE,
M007,C0009662,2022-08-05,EXPOSED,2022-08-30,NO_RESPONSE,
M007,C0009884,2022-08-05,NOT_EXPOSED,,,
M007,C0010341,2022-08-05,EXPOSED,2022-09-14,POSITIVE,2022-09-19
M007,C0010403,2022-08-05,EXPOSED,2022-08-26,NO_RESPONSE,
M007,C0011045,2022-08-05,EXPOSED,2022-10-15,NO_RESPONSE,
M007,C0012280,2022-08-05,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0014447,2022-08-05,EXPOSED,2022-11-13,NEGATIVE,2022-11-21
M007,C0015468,2022-08-05,EXPOSED,2022-10-29,NO_RESPONSE,
M007,C0016250,2022-08-05,EXPOSED,2022-09-28,NO_RESPONSE,
M007,C0016254,2022-08-05,EXPOSED,2022-08-21,NO_RESPONSE,
M007,C0016350,2022-08-05,EXPOSED,2022-08-21,POSITIVE,2022-08-27
M007,C0016495,2022-08-05,EXPOSED,2022-11-23,POSITIVE,2022-12-08
M007,C0017515,2022-08-05,EXPOSED,2022-10-10,NO_RESPONSE,
M007,C0019734,2022-08-05,EXPOSED,2022-10-23,NO_RESPONSE,
M007,C0019884,2022-08-05,EXPOSED,2022-08-31,NO_RESPONSE,
M007,C0002043,2022-08-06,NOT_EXPOSED,,,
M007,C0003532,2022-08-06,EXPOSED,2022-10-08,POSITIVE,2022-10-20
M007,C0004539,2022-08-06,EXPOSED,2022-09-21,NO_RESPONSE,
M007,C0005836,2022-08-06,EXPOSED,2022-08-20,NO_RESPONSE,
M007,C0006723,2022-08-06,EXPOSED,2022-08-26,NO_RESPONSE,
M007,C0007284,2022-08-06,EXPOSED,2022-08-25,NO_RESPONSE,
M007,C0008758,2022-08-06,EXPOSED,2022-08-18,NO_RESPONSE,
M007,C0009133,2022-08-06,EXPOSED,2022-09-09,NO_RESPONSE,
M007,C0009251,2022-08-06,EXPOSED,2022-08-30,NO_RESPONSE,
M007,C0009649,2022-08-06,EXPOSED,2022-10-13,NEUTRAL,2022-10-19
M007,C0010735,2022-08-06,EXPOSED,2022-08-24,POSITIVE,2022-08-30
M007,C0012320,2022-08-06,EXPOSED,2022-08-23,NO_RESPONSE,
M007,C0012394,2022-08-06,EXPOSED,2022-10-14,NO_RESPONSE,
M007,C0012440,2022-08-06,EXPOSED,2022-09-03,POSITIVE,2022-09-11
M007,C0013457,2022-08-06,EXPOSED,2022-08-26,NO_RESPONSE,
M007,C0013664,2022-08-06,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0013905,2022-08-06,EXPOSED,2022-09-20,NO_RESPONSE,
M007,C0014227,2022-08-06,EXPOSED,2022-09-22,NEGATIVE,2022-09-22
M007,C0014521,2022-08-06,EXPOSED,2022-08-18,NO_RESPONSE,
M007,C0014991,2022-08-06,EXPOSED,2022-08-16,NO_RESPONSE,
M007,C0015181,2022-08-06,EXPOSED,2022-10-05,NO_RESPONSE,
M007,C0015660,2022-08-06,EXPOSED,2022-08-21,NO_RESPONSE,
M007,C0015878,2022-08-06,EXPOSED,2022-09-10,NO_RESPONSE,
M007,C0015927,2022-08-06,EXPOSED,2022-09-10,POSITIVE,2022-09-13
M007,C0018456,2022-08-06,EXPOSED,2022-09-24,NO_RESPONSE,
M007,C0018693,2022-08-06,EXPOSED,2022-08-16,NO_RESPONSE,
M007,C0019637,2022-08-06,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0000740,2022-08-07,EXPOSED,2022-10-08,NO_RESPONSE,
M007,C0003546,2022-08-07,EXPOSED,2022-10-14,POSITIVE,2022-10-14
M007,C0005079,2022-08-07,EXPOSED,2022-09-04,NO_RESPONSE,
M007,C0005686,2022-08-07,EXPOSED,2022-08-21,NO_RESPONSE,
M007,C0008874,2022-08-07,EXPOSED,2022-11-13,NO_RESPONSE,
M007,C0009337,2022-08-07,EXPOSED,2022-10-02,NO_RESPONSE,
M007,C0010264,2022-08-07,NOT_EXPOSED,,,
M007,C0010294,2022-08-07,EXPOSED,2022-10-15,NO_RESPONSE,
M007,C0010698,2022-08-07,NOT_EXPOSED,,,
M007,C0010854,2022-08-07,EXPOSED,2022-09-08,NO_RESPONSE,
M007,C0010955,2022-08-07,EXPOSED,2022-11-21,NO_RESPONSE,
M007,C0012722,2022-08-07,NOT_EXPOSED,,,
M007,C0014126,2022-08-07,EXPOSED,2022-08-25,NO_RESPONSE,
