exposure_id,campaign_id,customer_id,exposure_datetime,channel
E008681,M007,C0017646,2022-10-11 10:38:29,WEB
E006454,M007,C0009191,2022-10-11 10:59:43,EMAIL
E010447,M007,C0007857,2022-10-11 11:41:36,MOBILE_APP
E008632,M007,C0001044,2022-10-11 12:22:11,MOBILE_APP
E008763,M007,C0008228,2022-10-11 12:27:54,WEB
E006231,M007,C0019052,2022-10-11 12:46:17,SMS
E009199,M007,C0004579,2022-10-11 12:56:40,EMAIL
E008389,M007,C0005091,2022-10-11 13:20:38,WEB
E006211,M007,C0006680,2022-10-11 13:29:20,EMAIL
E009063,M007,C0010504,2022-10-11 13:59:32,SMS
E008623,M007,C0001094,2022-10-11 14:18:23,SMS
E008097,M007,C0008944,2022-10-11 14:19:12,EMAIL
E006990,M007,C0011276,2022-10-11 14:32:07,MOBILE_APP
E007677,M007,C0017821,2022-10-11 14:37:37,WEB
E007604,M007,C0018921,2022-10-11 15:08:54,MOBILE_APP
E008642,M007,C0010962,2022-10-11 15:14:56,MOBILE_APP
E007534,M007,C0012227,2022-10-11 15:16:57,MOBILE_APP
E007043,M007,C0014871,2022-10-11 15:18:04,MOBILE_APP
E006200,M007,C0003513,2022-10-11 15:35:34,MOBILE_APP
E007152,M007,C0002427,2022-10-11 16:12:11,EMAIL
E007683,M007,C0017772,2022-10-11 16:21:46,WEB
E007350,M007,C0000117,2022-10-11 16:38:10,SMS
E009230,M007,C0015733,2022-10-11 17:41:19,SMS
E010518,M007,C0013625,2022-10-11 17:57:30,WEB
E008915,M007,C0005773,2022-10-11 18:07:19,MOBILE_APP
E007393,M007,C0017513,2022-10-11 19:30:20,SMS
E008608,M007,C0011919,2022-10-11 20:22:42,EMAIL
E006604,M007,C0003481,2022-10-11 20:36:10,MOBILE_APP
E009116,M007,C0007109,2022-10-11 20:49:08,EMAIL
E008109,M007,C0009797,2022-10-11 21:15:33,SMS
E009156,M007,C0007356,2022-10-11 21:29:51,WEB
E007990,M007,C0009820,2022-10-11 21:29:59,SMS
E009482,M007,C0000762,2022-10-11 21:31:26,WEB
E006802,M007,C0014396,2022-10-11 21:33:19,SMS
E006557,M007,C0016889,2022-10-11 21:45:32,WEB
E006887,M007,C0007825,2022-10-11 22:19:12,MOBILE_APP
E008844,M007,C0001000,2022-10-12 08:30:41,WEB
E009935,M007,C0009821,2022-10-12 08:55:24,SMS
E008761,M007,C0000331,2022-10-12 09:02:54,EMAIL
E010404,M007,C0005738,2022-10-12 09:27:35,MOBILE_APP
E008047,M007,C0007266,2022-10-12 09:31:20,SMS
E010161,M007,C0000177,2022-10-12 10:09:43,SMS
E009974,M007,C0013222,2022-10-12 10:34:50,WEB
E007792,M007,C0007807,2022-10-12 10:39:14,SMS
E007171,M007,C0013881,2022-10-12 10:53:32,EMAIL
E008025,M007,C0003783,2022-10-12 11:18:10,MOBILE_APP
E009215,M007,C0012327,2022-10-12 11:28:10,WEB
E009158,M007,C0018792,2022-10-12 11:43:18,EMAIL
E010016,M007,C0017382,2022-10-12 11:47:15,MOBILE_APP
E007995,M007,C0002721,2022-10-12 12:56:13,WEB
E008009,M007,C0017873,2022-10-12 13:00:45,EMAIL
E007369,M007,C0015484,2022-10-12 13:09:43,SMS
E006539,M007,C0017235,2022-10-12 13:13:22,EMAIL
E009421,M007,C0006657,2022-10-12 13:59:15,EMAIL
E007188,M007,C0009395,2022-10-12 14:02:41,MOBILE_APP
E007334,M007,C0003567,2022-10-12 14:22:48,MOBILE_APP
E010159,M007,C0000367,2022-10-12 14:28:58,SMS
E006404,M007,C0019438,2022-10-12 14:39:36,EMAIL
E007047,M007,C0003390,2022-10-12 14:55:02,EMAIL
E009202,M007,C0004177,2022-10-12 14:58:05,MOBILE_APP
E007266,M007,C0000305,2022-10-12 16:37:41,SMS
E006391,M007,C0004963,2022-10-12 17:03:51,MOBILE_APP
E010198,M007,C0001558,2022-10-12 18:00:27,SMS
E009237,M007,C0000812,2022-10-12 18:13:07,MOBILE_APP
E008004,M007,C0008118,2022-10-12 18:24:22,EMAIL
E008955,M007,C0003575,2022-10-12 18:42:47,WEB
E006230,M007,C0014398,2022-10-12 18:52:51,EMAIL
E009011,M007,C0014242,2022-10-12 19:53:20,MOBILE_APP
E008250,M007,C0014295,2022-10-12 20:14:12,SMS
E010110,M007,C0001839,2022-10-12 21:03:56,WEB
E007911,M007,C0015655,2022-10-12 21:15:40,EMAIL
E007170,M007,C0008175,2022-10-12 21:17:33,SMS
E006210,M007,C0015566,2022-10-12 21:22:27,MOBILE_APP
E010037,M007,C0006187,2022-10-12 21:36:16,MOBILE_APP
E006345,M007,C0003012,2022-10-12 21:50:12,WEB
E006834,M007,C0003043,2022-10-12 21:55:11,SMS
E008015,M007,C0001791,2022-10-12 21:59:59,MOBILE_APP
E007852,M007,C0000396,2022-10-13 07:42:04,MOBILE_APP
E007655,M007,C0007477,2022-10-13 07:49:31,MOBILE_APP
E009436,M007,C0006227,2022-10-13 09:04:33,MOBILE_APP
E010320,M007,C0003362,2022-10-13 09:13:26,EMAIL
E010064,M007,C0013713,2022-10-13 09:43:36,MOBILE_APP
E007102,M007,C0019234,2022-10-13 09:44:46,WEB
E010186,M007,C0016868,2022-10-13 10:07:17,SMS
E006561,M007,C0011480,2022-10-13 10:53:28,WEB
E008282,M007,C0018467,2022-10-13 11:18:16,WEB
E006886,M007,C0015323,2022-10-13 11:57:37,MOBILE_APP
E006089,M007,C0002396,2022-10-13 12:15:24,MOBILE_APP
E009195,M007,C0012553,2022-10-13 12:18:46,MOBILE_APP
E009938,M007,C0000903,2022-10-13 12:19:47,SMS
E010378,M007,C0007227,2022-10-13 13:10:42,WEB
E010190,M007,C0017440,2022-10-13 13:20:56,EMAIL
E007017,M007,C0001747,2022-10-13 13:38:08,WEB
E009444,M007,C0009680,2022-10-13 14:19:55,EMAIL
E009954,M007,C0013457,2022-10-13 14:53:57,MOBILE_APP
E008154,M007,C0001433,2022-10-13 14:58:19,MOBILE_APP
E009731,M007,C0006288,2022-10-13 15:32:12,SMS
E009545,M007,C0002639,2022-10-13 16:32:38,MOBILE_APP
E007727,M007,C0011609,2022-10-13 16:47:02,MOBILE_APP
E010317,M007,C0017694,2022-10-13 18:34:35,MOBILE_APP
E010473,M007,C0007626,2022-10-13 18:38:45,MOBILE_APP
E007907,M007,C0011941,2022-10-13 18:47:34,EMAIL
E009373,M007,C0009663,2022-10-13 18:48:46,SMS
E008733,M007,C0009649,2022-10-13 19:43:54,EMAIL
E008875,M007,C0006078,2022-10-13 19:51:40,MOBILE_APP
E009944,M007,C0015500,2022-10-13 20:02:12,SMS
E006775,M007,C0003646,2022-10-13 20:09:32,MOBILE_APP
E010009,M007,C0011460,2022-10-13 20:30:22,EMAIL
E008205,M007,C0014647,2022-10-13 20:39:28,SMS
E009220,M007,C0006039,2022-10-13 21:04:45,SMS
E007026,M007,C0002482,2022-10-13 21:15:06,WEB
E009770,M007,C0016211,2022-10-13 21:23:43,EMAIL
E007508,M007,C0017408,2022-10-13 22:05:56,EMAIL
E008564,M007,C0001883,2022-10-13 22:20:05,WEB
E007094,M007,C0015504,2022-10-13 22:57:16,SMS
E007441,M007,C0014331,2022-10-14 07:27:04,MOBILE_APP
E006672,M007,C0001956,2022-10-14 07:49:48,WEB
E009481,M007,C0007896,2022-10-14 08:19:17,WEB
E009799,M007,C0006949,2022-10-14 08:24:42,EMAIL
E008114,M007,C0002292,2022-10-14 08:55:08,WEB
E006513,M007,C0010244,2022-10-14 09:14:36,EMAIL
E010043,M007,C0018003,2022-10-14 09:16:57,MOBILE_APP
E010526,M007,C0017946,2022-10-14 09:18:15,EMAIL
E010359,M007,C0015984,2022-10-14 09:52:08,EMAIL
E006691,M007,C0009636,2022-10-14 10:00:49,EMAIL
E007505,M007,C0006156,2022-10-14 10:26:32,EMAIL
E009289,M007,C0016857,2022-10-14 11:04:32,WEB
E008185,M007,C0003560,2022-10-14 11:28:51,EMAIL
E007539,M007,C0006394,2022-10-14 12:11:48,WEB
E008594,M007,C0000670,2022-10-14 13:29:20,EMAIL
E008301,M007,C0014799,2022-10-14 13:41:04,WEB
E007941,M007,C0010405,2022-10-14 14:23:09,WEB
E006800,M007,C0001764,2022-10-14 14:34:20,EMAIL
E007457,M007,C0008009,2022-10-14 14:35:15,WEB
E007961,M007,C0010604,2022-10-14 14:59:06,WEB
E007543,M007,C0014576,2022-10-14 15:04:35,MOBILE_APP
E007787,M007,C0003546,2022-10-14 15:09:37,EMAIL
E007412,M007,C0017391,2022-10-14 15:21:30,WEB
E008145,M007,C0014441,2022-10-14 15:24:43,EMAIL
E010251,M007,C0000143,2022-10-14 15:26:42,SMS
E006350,M007,C0014187,2022-10-14 15:47:33,SMS
E007090,M007,C0006635,2022-10-14 16:11:13,SMS
E006991,M007,C0014448,2022-10-14 16:35:38,WEB
E010369,M007,C0008586,2022-10-14 16:35:52,SMS
E009565,M007,C0010892,2022-10-14 17:11:03,SMS
E008846,M007,C0003799,2022-10-14 17:51:48,MOBILE_APP
E009582,M007,C0016604,2022-10-14 17:59:32,SMS
E008569,M007,C0010954,2022-10-14 18:27:50,MOBILE_APP
E007580,M007,C0015070,2022-10-14 18:58:37,WEB
E010393,M007,C0019657,2022-10-14 19:44:36,SMS
E008558,M007,C0011999,2022-10-14 20:08:29,MOBILE_APP
E009640,M007,C0006008,2022-10-14 21:26:47,EMAIL
E007447,M007,C0012394,2022-10-14 21:29:29,MOBILE_APP
E010236,M007,C0015181,2022-10-14 21:37:14,WEB
E010029,M007,C0007047,2022-10-14 21:49:56,EMAIL
E007478,M007,C0018517,2022-10-14 21:54:03,SMS
E008384,M007,C0017960,2022-10-14 22:46:01,MOBILE_APP
E006809,M007,C0012324,2022-10-14 22:47:40,EMAIL
E007855,M007,C0019258,2022-10-15 07:01:35,SMS
E007344,M007,C0014308,2022-10-15 07:05:59,SMS
E010392,M007,C0011036,2022-10-15 07:50:14,WEB
E010254,M007,C0001075,2022-10-15 07:56:51,SMS
E008332,M007,C0011451,2022-10-15 08:15:59,EMAIL
E006134,M007,C0005035,2022-10-15 08:37:44,EMAIL
E007799,M007,C0008916,2022-10-15 08:43:56,MOBILE_APP
E007804,M007,C0005486,2022-10-15 08:45:43,SMS
E007191,M007,C0008518,2022-10-15 09:00:57,EMAIL
E007208,M007,C0008504,2022-10-15 09:24:07,MOBILE_APP
E010312,M007,C0001292,2022-10-15 09:33:06,WEB
E008985,M007,C0007783,2022-10-15 09:50:42,SMS
E008535,M007,C0002250,2022-10-15 10:17:04,MOBILE_APP
E007523,M007,C0008837,2022-10-15 10:40:28,SMS
E006918,M007,C0011045,2022-10-15 10:43:33,SMS
E010519,M007,C0010294,2022-10-15 11:34:52,EMAIL
E008263,M007,C0018880,2022-10-15 11:52:31,EMAIL
E009555,M007,C0006317,2022-10-15 12:04:01,MOBILE_APP
E010222,M007,C0015443,2022-10-15 12:20:22,MOBILE_APP
E007526,M007,C0012536,2022-10-15 12:33:29,EMAIL
E007155,M007,C0017445,2022-10-15 13:33:59,WEB
E007742,M007,C0000079,2022-10-15 13:46:47,EMAIL
E009964,M007,C0012992,2022-10-15 14:19:20,WEB
E009924,M007,C0000962,2022-10-15 14:31:25,WEB
E009074,M007,C0014818,2022-10-15 14:36:14,EMAIL
E009018,M007,C0007131,2022-10-15 14:43:49,WEB
E008544,M007,C0006705,2022-10-15 15:26:31,SMS
E007278,M007,C0016555,2022-10-15 15:30:33,SMS
E010004,M007,C0010049,2022-10-15 15:56:04,EMAIL
E006556,M007,C0008889,2022-10-15 16:54:58,SMS
E010521,M007,C0015102,2022-10-15 17:42:44,EMAIL
E006450,M007,C0015255,2022-10-15 17:58:13,EMAIL
E007471,M007,C0007923,2022-10-15 18:57:58,EMAIL
E007455,M007,C0004772,2022-10-15 19:15:33,EMAIL
E006354,M007,C0007638,2022-10-15 20:03:28,SMS
E010116,M007,C0019248,2022-10-15 20:37:47,MOBILE_APP
E010023,M007,C0012479,2022-10-15 21:17:56,MOBILE_APP
E006309,M007,C0003110,2022-10-15 21:18:37,MOBILE_APP
E008403,M007,C0018610,2022-10-15 21:21:31,MOBILE_APP
E007667,M007,C0016411,2022-10-15 21:30:16,MOBILE_APP
E009654,M007,C0000152,2022-10-15 21:50:27,MOBILE_APP
E007491,M007,C0007235,2022-10-16 08:22:51,WEB
E006817,M007,C0001160,2022-10-16 08:24:38,MOBILE_APP
E009498,M007,C0009069,2022-10-16 08:30:49,MOBILE_APP
E006300,M007,C0012740,2022-10-16 08:55:22,WEB
E006690,M007,C0005960,2022-10-16 09:29:35,WEB
E008826,M007,C0009831,2022-10-16 09:31:13,MOBILE_APP
E006901,M007,C0008539,2022-10-16 10:00:40,SMS
E008948,M007,C0011453,2022-10-16 10:24:12,SMS
E010172,M007,C0003663,2022-10-16 11:28:06,WEB
E007320,M007,C0001518,2022-10-16 11:47:26,EMAIL
E009329,M007,C0016257,2022-10-16 11:50:24,SMS
E008871,M007,C0000513,2022-10-16 12:29:16,WEB
E006638,M007,C0009104,2022-10-16 12:36:51,EMAIL
E007527,M007,C0012913,2022-10-16 12:43:12,SMS
E008518,M007,C0007100,2022-10-16 12:44:01,SMS
E007736,M007,C0004457,2022-10-16 13:06:51,MOBILE_APP
E006994,M007,C0017745,2022-10-16 13:07:56,WEB
E007946,M007,C0015575,2022-10-16 14:56:54,MOBILE_APP
E008748,M007,C0008551,2022-10-16 15:36:15,MOBILE_APP
E007989,M007,C0005004,2022-10-16 15:46:55,WEB
E008506,M007,C0018949,2022-10-16 15:54:03,EMAIL
E006813,M007,C0005029,2022-10-16 15:59:39,EMAIL
E007406,M007,C0010414,2022-10-16 16:04:06,MOBILE_APP
E006777,M007,C0013854,2022-10-16 16:55:01,MOBILE_APP
E007117,M007,C0003042,2022-10-16 17:19:31,MOBILE_APP
E010328,M007,C0003131,2022-10-16 18:08:07,EMAIL
E006665,M007,C0008947,2022-10-16 18:12:49,WEB
E009599,M007,C0010851,2022-10-16 18:47:28,SMS
E009345,M007,C0006869,2022-10-16 19:02:43,MOBILE_APP
E006681,M007,C0008204,2022-10-16 19:41:52,MOBILE_APP
E009325,M007,C0010701,2022-10-16 20:38:20,MOBILE_APP
E007007,M007,C0006222,2022-10-16 22:29:13,MOBILE_APP
E009669,M007,C0011775,2022-10-17 07:29:00,MOBILE_APP
E007387,M007,C0011851,2022-10-17 07:29:32,WEB
E008441,M007,C0015279,2022-10-17 07:36:35,EMAIL
E006707,M007,C0013959,2022-10-17 07:50:15,WEB
E008696,M007,C0017207,2022-10-17 08:30:41,MOBILE_APP
E008016,M007,C0001791,2022-10-17 08:31:30,EMAIL
E009539,M007,C0015081,2022-10-17 09:27:50,MOBILE_APP
E006445,M007,C0010717,2022-10-17 09:51:58,SMS
E006316,M007,C0015437,2022-10-17 10:05:02,EMAIL
E008958,M007,C0002605,2022-10-17 11:16:21,EMAIL
E007195,M007,C0018910,2022-10-17 11:36:47,WEB
E008032,M007,C0011137,2022-10-17 12:41:53,EMAIL
E008885,M007,C0005620,2022-10-17 12:58:00,SMS
E009838,M007,C0017852,2022-10-17 13:33:09,WEB
E010017,M007,C0017382,2022-10-17 14:01:07,SMS
E008579,M007,C0015669,2022-10-17 15:07:35,EMAIL
E008909,M007,C0019112,2022-10-17 15:23:27,EMAIL
E007424,M007,C0002964,2022-10-17 15:30:25,WEB
E009981,M007,C0010028,2022-10-17 16:08:21,MOBILE_APP
E010292,M007,C0012402,2022-10-17 17:21:45,SMS
E006860,M007,C0007000,2022-10-17 18:01:49,WEB
E006702,M007,C0018892,2022-10-17 18:02:47,MOBILE_APP
E006380,M007,C0013647,2022-10-17 18:16:54,SMS
E010372,M007,C0008393,2022-10-17 19:07:32,WEB
E008815,M007,C0019894,2022-10-17 19:16:41,EMAIL
E009292,M007,C0000698,2022-10-17 20:43:54,SMS
E008896,M007,C0008619,2022-10-17 21:10:53,MOBILE_APP
E006847,M007,C0000322,2022-10-17 21:42:22,SMS
E007973,M007,C0002519,2022-10-17 21:49:12,EMAIL
E006613,M007,C0017981,2022-10-17 22:08:48,SMS
E010105,M007,C0001258,2022-10-17 22:51:52,SMS
E009631,M007,C0019453,2022-10-18 07:09:40,MOBILE_APP
E008553,M007,C0013111,2022-10-18 08:04:27,MOBILE_APP
E009285,M007,C0019466,2022-10-18 08:10:13,MOBILE_APP
E009474,M007,C0008443,2022-10-18 08:51:35,WEB
E010401,M007,C0018115,2022-10-18 08:55:12,SMS
E009829,M007,C0008805,2022-10-18 09:05:11,SMS
E008080,M007,C0017605,2022-10-18 09:31:18,EMAIL
E007622,M007,C0009285,2022-10-18 10:25:58,EMAIL
E007488,M007,C0007670,2022-10-18 10:26:16,EMAIL
E009249,M007,C0004039,2022-10-18 11:49:41,MOBILE_APP
E007917,M007,C0015429,2022-10-18 11:55:01,MOBILE_APP
E006828,M007,C0000107,2022-10-18 12:00:36,MOBILE_APP
E009739,M007,C0004863,2022-10-18 12:06:35,WEB
E006540,M007,C0001669,2022-10-18 12:17:21,SMS
E006911,M007,C0008644,2022-10-18 12:24:08,WEB
E010434,M007,C0009826,2022-10-18 12:34:27,SMS
E008702,M007,C0013889,2022-10-18 13:38:24,EMAIL
E008151,M007,C0011958,2022-10-18 13:41:02,MOBILE_APP
E006168,M007,C0008610,2022-10-18 13:51:35,WEB
E007329,M007,C0017858,2022-10-18 14:44:08,SMS
E009892,M007,C0010055,2022-10-18 16:04:30,EMAIL
E009448,M007,C0009943,2022-10-18 16:22:05,WEB
E009193,M007,C0010153,2022-10-18 17:20:56,MOBILE_APP
E010450,M007,C0015099,2022-10-18 17:22:41,MOBILE_APP
E009618,M007,C0016781,2022-10-18 17:31:01,SMS
E010315,M007,C0007636,2022-10-18 17:47:11,EMAIL
E010481,M007,C0011186,2022-10-18 17:48:34,SMS
E006659,M007,C0006489,2022-10-18 17:51:58,SMS
E007509,M007,C0017408,2022-10-18 18:36:14,SMS
E009370,M007,C0012883,2022-10-18 18:41:13,EMAIL
E006830,M007,C0004907,2022-10-18 18:44:12,EMAIL
E007795,M007,C0013951,2022-10-18 18:47:09,MOBILE_APP
E007761,M007,C0015117,2022-10-18 18:57:22,MOBILE_APP
E009686,M007,C0018838,2022-10-18 19:03:19,MOBILE_APP
E006199,M007,C0015391,2022-10-18 19:10:31,WEB
E009477,M007,C0000256,2022-10-18 19:17:45,MOBILE_APP
E007947,M007,C0004222,2022-10-18 19:30:01,SMS
E006968,M007,C0009453,2022-10-18 19:53:46,EMAIL
E008090,M007,C0007387,2022-10-18 20:44:39,EMAIL
E006348,M007,C0012002,2022-10-18 21:09:14,SMS
E009055,M007,C0003816,2022-10-18 21:11:42,EMAIL
E009314,M007,C0014017,2022-10-18 21:15:08,EMAIL
E008524,M007,C0017317,2022-10-18 21:57:09,EMAIL
E007686,M007,C0007358,2022-10-18 22:12:14,MOBILE_APP
E010464,M007,C0019339,2022-10-18 22:50:47,SMS
E007177,M007,C0010722,2022-10-19 07:04:35,SMS
E006976,M007,C0018736,2022-10-19 07:14:07,EMAIL
E008804,M007,C0000568,2022-10-19 07:21:32,SMS
E006226,M007,C0014258,2022-10-19 07:26:40,EMAIL
E008382,M007,C0010759,2022-10-19 08:43:23,EMAIL
E006085,M007,C0003295,2022-10-19 08:43:25,MOBILE_APP
E006400,M007,C0015660,2022-10-19 08:46:11,MOBILE_APP
E006998,M007,C0000040,2022-10-19 09:16:22,SMS
E006782,M007,C0013220,2022-10-19 10:08:34,MOBILE_APP
E006258,M007,C0001868,2022-10-19 10:13:22,SMS
E010267,M007,C0009576,2022-10-19 10:39:57,MOBILE_APP
E009115,M007,C0010311,2022-10-19 11:00:35,SMS
E006278,M007,C0011804,2022-10-19 11:11:38,EMAIL
E006603,M007,C0003562,2022-10-19 11:12:03,EMAIL
E006507,M007,C0016689,2022-10-19 11:17:33,WEB
E006494,M007,C0003726,2022-10-19 11:20:07,SMS
E008573,M007,C0007391,2022-10-19 11:21:22,SMS
E007235,M007,C0007436,2022-10-19 11:27:35,WEB
E010547,M007,C0013974,2022-10-19 11:29:04,SMS
E006474,M007,C0005816,2022-10-19 11:31:19,EMAIL
E009090,M007,C0018070,2022-10-19 11:34:40,WEB
E006078,M007,C0012909,2022-10-19 11:35:55,MOBILE_APP
E008486,M007,C0003741,2022-10-19 11:37:55,EMAIL
E006201,M007,C0003513,2022-10-19 11:58:14,MOBILE_APP
E009489,M007,C0001988,2022-10-19 12:24:55,EMAIL
E006238,M007,C0006468,2022-10-19 13:39:42,SMS
E008336,M007,C0012763,2022-10-19 13:53:21,WEB
E009743,M007,C0009633,2022-10-19 14:03:33,MOBILE_APP
E010247,M007,C0002071,2022-10-19 14:21:52,SMS
E007121,M007,C0015609,2022-10-19 14:25:54,EMAIL
E007242,M007,C0015591,2022-10-19 14:39:02,SMS
E010157,M007,C0006300,2022-10-19 14:52:16,SMS
E008156,M007,C0007549,2022-10-19 14:54:28,MOBILE_APP
E009225,M007,C0010682,2022-10-19 15:06:57,EMAIL
E008836,M007,C0006495,2022-10-19 15:07:55,WEB
E007212,M007,C0016818,2022-10-19 15:21:06,SMS
E007332,M007,C0003071,2022-10-19 15:36:07,MOBILE_APP
E008352,M007,C0012063,2022-10-19 15:36:49,EMAIL
E009636,M007,C0005518,2022-10-19 15:49:11,MOBILE_APP
E007581,M007,C0016130,2022-10-19 16:12:10,MOBILE_APP
E006761,M007,C0019842,2022-10-19 16:46:45,WEB
E006081,M007,C0014152,2022-10-19 16:54:07,MOBILE_APP
E008735,M007,C0002133,2022-10-19 16:55:20,WEB
E010208,M007,C0008988,2022-10-19 16:56:23,MOBILE_APP
E006263,M007,C0015765,2022-10-19 17:00:34,SMS
E007657,M007,C0007411,2022-10-19 17:12:25,MOBILE_APP
E007882,M007,C0009344,2022-10-19 17:18:47,MOBILE_APP
E008771,M007,C0018284,2022-10-19 17:30:49,SMS
E008762,M007,C0000331,2022-10-19 18:10:46,WEB
E006360,M007,C0019885,2022-10-19 18:27:27,WEB
E006804,M007,C0003098,2022-10-19 19:05:37,MOBILE_APP
E006703,M007,C0009474,2022-10-19 19:19:41,MOBILE_APP
E006163,M007,C0003358,2022-10-19 20:06:09,MOBILE_APP
E006972,M007,C0008290,2022-10-19 20:08:18,EMAIL
E006173,M007,C0002520,2022-10-19 20:16:21,EMAIL
E010140,M007,C0011748,2022-10-19 20:17:36,MOBILE_APP
E008010,M007,C0017873,2022-10-19 20:50:51,MOBILE_APP
E009990,M007,C0007863,2022-10-19 20:52:38,EMAIL
E007652,M007,C0007382,2022-10-19 21:07:05,MOBILE_APP
E009645,M007,C0002936,2022-10-19 21:22:44,EMAIL
E006838,M007,C0013578,2022-10-19 21:39:26,EMAIL
E007703,M007,C0009928,2022-10-19 21:45:22,SMS
E009104,M007,C0017004,2022-10-19 22:25:32,EMAIL
E009491,M007,C0010110,2022-10-20 07:25:47,EMAIL
E008364,M007,C0015960,2022-10-20 09:19:49,MOBILE_APP
E007076,M007,C0018829,2022-10-20 09:25:17,EMAIL
E008164,M007,C0017880,2022-10-20 09:51:06,WEB
E009803,M007,C0014924,2022-10-20 10:02:19,SMS
E008797,M007,C0003574,2022-10-20 10:28:15,WEB
E009571,M007,C0013055,2022-10-20 10:46:07,SMS
E006937,M007,C0011312,2022-10-20 11:13:35,MOBILE_APP
E009095,M007,C0005576,2022-10-20 11:34:08,SMS
E009802,M007,C0018645,2022-10-20 11:53:01,EMAIL
E007846,M007,C0019855,2022-10-20 12:03:29,WEB
E009996,M007,C0015878,2022-10-20 12:17:44,WEB
E009287,M007,C0013811,2022-10-20 12:20:02,EMAIL
E009658,M007,C0013385,2022-10-20 12:29:34,MOBILE_APP
E007492,M007,C0006332,2022-10-20 12:30:33,MOBILE_APP
E008828,M007,C0009402,2022-10-20 13:15:14,EMAIL
E007432,M007,C0002281,2022-10-20 13:22:24,WEB
E009598,M007,C0014792,2022-10-20 13:26:20,WEB
E009758,M007,C0014164,2022-10-20 14:16:37,EMAIL
E007382,M007,C0002249,2022-10-20 14:26:34,WEB
E009456,M007,C0012054,2022-10-20 14:45:29,EMAIL
E009365,M007,C0009537,2022-10-20 14:57:16,EMAIL
E010287,M007,C0013309,2022-10-20 15:58:59,WEB
E009941,M007,C0004441,2022-10-20 16:26:43,EMAIL
E008293,M007,C0001405,2022-10-20 16:53:16,MOBILE_APP
E007408,M007,C0015438,2022-10-20 16:56:18,SMS
E006869,M007,C0006037,2022-10-20 17:01:47,MOBILE_APP
E009433,M007,C0014800,2022-10-20 17:30:17,EMAIL
E008821,M007,C0016426,2022-10-20 17:32:26,SMS
E007030,M007,C0010663,2022-10-20 17:34:07,MOBILE_APP
E009851,M007,C0018561,2022-10-20 17:36:10,WEB
E006312,M007,C0002627,2022-10-20 17:56:27,MOBILE_APP
E006460,M007,C0011471,2022-10-20 18:15:39,MOBILE_APP
E009107,M007,C0006425,2022-10-20 18:20:55,EMAIL
E006157,M007,C0002683,2022-10-20 18:23:31,EMAIL
E007744,M007,C0006249,2022-10-20 18:32:48,MOBILE_APP
E007592,M007,C0000638,2022-10-20 18:45:59,EMAIL
E007258,M007,C0010911,2022-10-20 19:14:19,MOBILE_APP
E008956,M007,C0003575,2022-10-20 19:33:10,WEB
E009945,M007,C0000883,2022-10-20 20:37:00,MOBILE_APP
E008225,M007,C0017827,2022-10-20 20:41:15,WEB
E008613,M007,C0015952,2022-10-20 20:59:03,MOBILE_APP
E008397,M007,C0014506,2022-10-20 21:33:37,EMAIL
E010397,M007,C0017680,2022-10-20 21:34:28,EMAIL
E006228,M007,C0004625,2022-10-20 21:40:21,SMS
E010272,M007,C0016618,2022-10-20 21:54:11,MOBILE_APP
E008358,M007,C0017315,2022-10-20 22:45:09,WEB
E008943,M007,C0014231,2022-10-20 22:46:35,SMS
E006957,M007,C0005437,2022-10-21 07:05:35,EMAIL
E007144,M007,C0018693,2022-10-21 07:23:16,WEB
E007342,M007,C0007603,2022-10-21 07:39:44,MOBILE_APP
E008843,M007,C0007911,2022-10-21 07:50:33,SMS
E009735,M007,C0004559,2022-10-21 08:06:38,EMAIL
E008334,M007,C0016029,2022-10-21 09:36:28,SMS
E006269,M007,C0009564,2022-10-21 09:53:05,EMAIL
E007005,M007,C0003066,2022-10-21 09:54:27,EMAIL
E009039,M007,C0018030,2022-10-21 09:56:26,WEB
E008330,M007,C0008137,2022-10-21 10:06:19,EMAIL
E007788,M007,C0001717,2022-10-21 10:52:53,MOBILE_APP
E010196,M007,C0009534,2022-10-21 11:23:08,SMS
E008074,M007,C0006482,2022-10-21 11:28:28,SMS
E006855,M007,C0006649,2022-10-21 11:56:20,MOBILE_APP
E008155,M007,C0002178,2022-10-21 11:59:54,WEB
E007733,M007,C0016075,2022-10-21 12:05:04,WEB
E009563,M007,C0004558,2022-10-21 12:21:54,WEB
E010039,M007,C0010075,2022-10-21 12:33:02,MOBILE_APP
E009419,M007,C0002973,2022-10-21 12:39:54,SMS
E009955,M007,C0013457,2022-10-21 13:00:38,MOBILE_APP
E008217,M007,C0018270,2022-10-21 13:18:34,MOBILE_APP
E008710,M007,C0017136,2022-10-21 14:05:27,WEB
E009998,M007,C0015862,2022-10-21 14:40:22,EMAIL
E006967,M007,C0013989,2022-10-21 15:01:44,EMAIL
E008245,M007,C0007163,2022-10-21 15:03:12,MOBILE_APP
E006340,M007,C0004405,2022-10-21 15:22:03,EMAIL
E009603,M007,C0006907,2022-10-21 16:13:02,MOBILE_APP
E006619,M007,C0010259,2022-10-21 16:48:05,SMS
E010437,M007,C0013498,2022-10-21 16:57:57,EMAIL
E009614,M007,C0005339,2022-10-21 17:19:21,SMS
E010545,M007,C0015153,2022-10-21 17:35:33,SMS
E006858,M007,C0015289,2022-10-21 17:41:39,EMAIL
