transaction_id,account_id,transaction_datetime,transaction_type,direction,channel,amount,counterparty_type,transfer_scope,counterparty_institution_id,transaction_branch_id,transaction_status,merchant_category,failure_reason
T0000000519,A0000039,2021-03-01 17:56:32,CASH_WITHDRAWAL,DEBIT,ATM,703.89,OTHER,,,,COMPLETED,,
T0000000520,A0000081,2021-03-01 23:21:15,TRANSFER_IN,CREDIT,MOBILE,27668.96,EMPLOYER,,,,COMPLETED,,
T0000000521,A0000009,2021-03-02 08:39:40,CASH_DEPOSIT,CREDIT,ATM,461.19,OTHER,,,,COMPLETED,,
T0000000522,A0000004,2021-03-02 09:28:19,TRANSFER_IN,CREDIT,BRANCH,3016.95,BTYT_CUSTOMER,INTERNAL,BANK_B000,012,FAILED,,INSUFFICIENT_FUNDS
T0000000523,A0000026,2021-03-02 09:33:52,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2135.64,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000524,A0000004,2021-03-02 10:32:31,TRANSFER_OUT,DEBIT,BRANCH,2046.45,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B107,032,COMPLETED,,
T0000000525,A0000058,2021-03-02 11:34:51,TRANSFER_OUT,DEBIT,BRANCH,9580.0,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B006,022,COMPLETED,,
T0000000526,A0000063,2021-03-02 13:25:40,TRANSFER_IN,CREDIT,MOBILE,8918.33,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000527,A0000073,2021-03-02 15:25:18,TRANSFER_OUT,DEBIT,WEB,167.98,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000528,A0000026,2021-03-02 15:36:30,TRANSFER_OUT,DEBIT,WEB,13697.07,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MIDINERO,,COMPLETED,,
T0000000529,A0000029,2021-03-03 06:39:32,TRANSFER_OUT,DEBIT,WEB,23.82,OTHER,,,,COMPLETED,,
T0000000530,A0000058,2021-03-03 07:15:09,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1064.3,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000531,A0000061,2021-03-03 07:27:12,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2933.14,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000532,A0000004,2021-03-03 09:32:00,TRANSFER_OUT,DEBIT,WEB,3770.06,SUPPLIER,,,,COMPLETED,,
T0000000533,A0000071,2021-03-03 12:38:15,TRANSFER_IN,CREDIT,WEB,9197.39,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000534,A0000020,2021-03-03 12:43:58,TRANSFER_IN,CREDIT,BRANCH,13717.73,BTYT_CUSTOMER,INTERNAL,BANK_B000,005,COMPLETED,,
T0000000535,A0000060,2021-03-03 12:43:58,TRANSFER_OUT,DEBIT,BRANCH,13717.73,BTYT_CUSTOMER,INTERNAL,BANK_B000,005,COMPLETED,,
T0000000536,A0000020,2021-03-03 13:05:43,TRANSFER_OUT,DEBIT,BRANCH,20620.0,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,019,COMPLETED,,
T0000000537,A0000026,2021-03-03 13:23:59,CASH_WITHDRAWAL,DEBIT,ATM,4269.24,OTHER,,,,COMPLETED,,
T0000000538,A0000058,2021-03-03 18:56:05,TRANSFER_IN,CREDIT,WEB,11747.49,EMPLOYER,,,,COMPLETED,,
T0000000539,A0000061,2021-03-03 21:53:48,TRANSFER_IN,CREDIT,MOBILE,49357.92,EMPLOYER,,,,COMPLETED,,
T0000000540,A0000009,2021-03-03 23:48:16,TRANSFER_IN,CREDIT,WEB,8064.31,EMPLOYER,,,,COMPLETED,,
T0000000541,A0000061,2021-03-04 10:18:07,TRANSFER_IN,CREDIT,BRANCH,8288.11,EMPLOYER,,,019,COMPLETED,,
T0000000542,A0000026,2021-03-04 11:45:55,CASH_DEPOSIT,CREDIT,BRANCH,10469.2,OTHER,,,037,COMPLETED,,
T0000000543,A0000004,2021-03-04 12:01:17,TRANSFER_IN,CREDIT,BRANCH,4719.26,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B107,019,COMPLETED,,
T0000000544,A0000008,2021-03-04 12:39:09,TRANSFER_IN,CREDIT,BRANCH,5060.66,BTYT_CUSTOMER,INTERNAL,BANK_B000,019,COMPLETED,,
T0000000545,A0000058,2021-03-04 12:39:09,TRANSFER_OUT,DEBIT,BRANCH,5060.66,BTYT_CUSTOMER,INTERNAL,BANK_B000,019,COMPLETED,,
T0000000546,A0000039,2021-03-04 12:49:58,TRANSFER_OUT,DEBIT,MOBILE,28.9,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000547,A0000056,2021-03-04 12:49:58,TRANSFER_IN,CREDIT,MOBILE,28.9,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000548,A0000073,2021-03-04 13:39:37,CASH_DEPOSIT,CREDIT,BRANCH,127.15,OTHER,,,019,COMPLETED,,
T0000000549,A0000004,2021-03-04 14:19:38,CASH_DEPOSIT,CREDIT,ATM,1580.49,OTHER,,,,COMPLETED,,
T0000000550,A0000026,2021-03-04 14:21:37,TRANSFER_IN,CREDIT,MOBILE,12201.1,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MIDINERO,,COMPLETED,,
T0000000551,A0000061,2021-03-04 17:16:35,TRANSFER_IN,CREDIT,MOBILE,3886.92,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000552,A0000071,2021-03-04 17:16:35,TRANSFER_OUT,DEBIT,MOBILE,3886.92,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000553,A0000058,2021-03-04 17:26:57,TRANSFER_IN,CREDIT,MOBILE,7167.51,EMPLOYER,,,,COMPLETED,,
T0000000554,A0000071,2021-03-04 19:01:05,TRANSFER_OUT,DEBIT,WEB,8269.72,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000555,A0000058,2021-03-04 19:51:17,TRANSFER_IN,CREDIT,MOBILE,22553.46,EMPLOYER,,,,COMPLETED,,
T0000000556,A0000009,2021-03-04 23:39:58,TRANSFER_IN,CREDIT,WEB,11690.18,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000557,A0000061,2021-03-04 23:39:58,TRANSFER_OUT,DEBIT,WEB,11690.18,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000558,A0000039,2021-03-05 02:04:26,SERVICE_PAYMENT,DEBIT,AUTOMATIC,810.81,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000559,A0000009,2021-03-05 05:07:10,TRANSFER_IN,CREDIT,MOBILE,23808.51,EMPLOYER,,,,COMPLETED,,
T0000000560,A0000026,2021-03-05 05:48:43,TRANSFER_IN,CREDIT,MOBILE,13060.27,GOVERNMENT,,,,COMPLETED,,
T0000000561,A0000009,2021-03-05 06:41:40,CASH_WITHDRAWAL,DEBIT,ATM,1199.88,OTHER,,,,COMPLETED,,
T0000000562,A0000061,2021-03-05 09:06:08,TRANSFER_OUT,DEBIT,MOBILE,847.77,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_OCA_BLUE,,COMPLETED,,
T0000000563,A0000026,2021-03-05 09:47:42,TRANSFER_IN,CREDIT,MOBILE,9540.69,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000564,A0000081,2021-03-05 09:47:42,TRANSFER_OUT,DEBIT,MOBILE,9540.69,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000565,A0000058,2021-03-05 11:07:36,TRANSFER_IN,CREDIT,BRANCH,2259.22,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B104,018,COMPLETED,,
T0000000566,A0000080,2021-03-05 11:18:24,TRANSFER_OUT,DEBIT,MOBILE,5012.6,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000567,A0000071,2021-03-05 11:31:58,CASH_WITHDRAWAL,DEBIT,ATM,2215.57,OTHER,,,,COMPLETED,,
T0000000568,A0000061,2021-03-05 11:48:44,TRANSFER_IN,CREDIT,BRANCH,24713.92,EMPLOYER,,,031,COMPLETED,,
T0000000569,A0000004,2021-03-05 12:30:49,TRANSFER_OUT,DEBIT,WEB,378.93,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B102,,COMPLETED,,
T0000000570,A0000081,2021-03-05 15:00:48,CASH_DEPOSIT,CREDIT,BRANCH,2293.72,OTHER,,,023,COMPLETED,,
T0000000571,A0000061,2021-03-05 15:16:25,CASH_WITHDRAWAL,DEBIT,BRANCH,5130.43,OTHER,,,006,COMPLETED,,
T0000000572,A0000080,2021-03-05 16:44:50,TRANSFER_OUT,DEBIT,BRANCH,4715.39,OTHER,,,035,COMPLETED,,
T0000000573,A0000026,2021-03-05 16:51:11,TRANSFER_IN,CREDIT,WEB,22043.07,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B007,,COMPLETED,,
T0000000574,A0000063,2021-03-05 21:51:02,TRANSFER_IN,CREDIT,MOBILE,27405.71,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000575,A0000081,2021-03-05 21:51:02,TRANSFER_OUT,DEBIT,MOBILE,27405.71,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000576,A0000054,2021-03-05 23:34:55,TRANSFER_OUT,DEBIT,MOBILE,2040.44,OTHER,,,,COMPLETED,,
T0000000577,A0000058,2021-03-06 06:09:27,SERVICE_PAYMENT,DEBIT,AUTOMATIC,5909.83,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000578,A0000080,2021-03-06 11:31:24,CASH_WITHDRAWAL,DEBIT,ATM,1360.96,OTHER,,,,COMPLETED,,
T0000000579,A0000026,2021-03-06 11:59:23,SERVICE_PAYMENT,DEBIT,WEB,1108.19,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000580,A0000026,2021-03-06 12:58:44,TRANSFER_IN,CREDIT,MOBILE,5688.39,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B004,,COMPLETED,,
T0000000581,A0000061,2021-03-06 14:03:05,CASH_WITHDRAWAL,DEBIT,ATM,2169.25,OTHER,,,,COMPLETED,,
T0000000582,A0000071,2021-03-06 19:03:06,TRANSFER_OUT,DEBIT,WEB,9968.66,GOVERNMENT,,,,COMPLETED,,
T0000000583,A0000071,2021-03-06 19:11:23,CASH_WITHDRAWAL,DEBIT,ATM,807.42,OTHER,,,,COMPLETED,,
T0000000584,A0000026,2021-03-06 23:06:34,TRANSFER_IN,CREDIT,MOBILE,28855.65,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000585,A0000009,2021-03-06 23:43:36,SERVICE_PAYMENT,DEBIT,MOBILE,1433.13,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000586,A0000026,2021-03-07 09:22:21,SERVICE_PAYMENT,DEBIT,WEB,1714.31,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000587,A0000061,2021-03-07 10:44:04,TRANSFER_OUT,DEBIT,WEB,27709.64,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000588,A0000072,2021-03-07 10:44:04,TRANSFER_IN,CREDIT,WEB,27709.64,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000589,A0000058,2021-03-07 11:17:03,SERVICE_PAYMENT,DEBIT,MOBILE,3929.61,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000590,A0000009,2021-03-07 11:19:58,TRANSFER_OUT,DEBIT,MOBILE,18614.59,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B009,,COMPLETED,,
T0000000591,A0000073,2021-03-07 12:49:39,TRANSFER_OUT,DEBIT,MOBILE,150.94,OTHER,,,,COMPLETED,,
T0000000592,A0000026,2021-03-07 14:02:50,TRANSFER_IN,CREDIT,MOBILE,12940.98,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B004,,COMPLETED,,
T0000000593,A0000009,2021-03-07 19:04:56,TRANSFER_OUT,DEBIT,WEB,4140.54,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000594,A0000020,2021-03-07 19:04:56,TRANSFER_IN,CREDIT,WEB,4140.54,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000595,A0000061,2021-03-07 20:19:13,TRANSFER_OUT,DEBIT,WEB,56642.48,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000596,A0000063,2021-03-07 20:19:13,TRANSFER_IN,CREDIT,WEB,56642.48,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000597,A0000064,2021-03-08 01:11:20,LOAN_PAYMENT,DEBIT,AUTOMATIC,16112.31,LOAN_ACCOUNT,,,,COMPLETED,,
T0000000598,A0000081,2021-03-08 03:10:13,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1542.47,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000599,A0000081,2021-03-08 09:33:43,CASH_WITHDRAWAL,DEBIT,BRANCH,2208.21,OTHER,,,035,COMPLETED,,
T0000000600,A0000039,2021-03-08 12:22:35,CASH_DEPOSIT,CREDIT,BRANCH,5586.13,OTHER,,,034,COMPLETED,,
T0000000601,A0000026,2021-03-08 13:52:45,TRANSFER_IN,CREDIT,MOBILE,11005.07,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_PREX,,COMPLETED,,
T0000000602,A0000009,2021-03-08 14:01:40,SERVICE_PAYMENT,DEBIT,BRANCH,898.85,GOVERNMENT,,,008,COMPLETED,,
T0000000603,A0000058,2021-03-08 15:46:44,TRANSFER_OUT,DEBIT,MOBILE,964.26,OTHER,,,,COMPLETED,,
T0000000604,A0000080,2021-03-08 19:37:19,CASH_WITHDRAWAL,DEBIT,ATM,913.13,OTHER,,,,COMPLETED,,
T0000000605,A0000018,2021-03-08 22:55:48,TRANSFER_OUT,DEBIT,WEB,3846.0,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000606,A0000072,2021-03-08 22:55:48,TRANSFER_IN,CREDIT,WEB,3846.0,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000607,A0000009,2021-03-09 00:35:34,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2656.53,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000608,A0000063,2021-03-09 12:06:18,CASH_DEPOSIT,CREDIT,BRANCH,556.97,OTHER,,,004,COMPLETED,,
T0000000609,A0000054,2021-03-09 13:39:46,TRANSFER_IN,CREDIT,MOBILE,1706.83,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000610,A0000060,2021-03-09 13:39:46,TRANSFER_OUT,DEBIT,MOBILE,1706.83,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000611,A0000060,2021-03-09 13:44:03,SERVICE_PAYMENT,DEBIT,BRANCH,1321.32,GOVERNMENT,,,019,COMPLETED,,
T0000000612,A0000026,2021-03-09 14:39:51,SERVICE_PAYMENT,DEBIT,MOBILE,2032.92,GOVERNMENT,,,,COMPLETED,,
T0000000613,A0000060,2021-03-09 15:54:06,TRANSFER_OUT,DEBIT,MOBILE,14526.5,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B007,,FAILED,,INSUFFICIENT_FUNDS
T0000000614,A0000081,2021-03-09 16:17:00,SERVICE_PAYMENT,DEBIT,BRANCH,2665.3,SERVICE_PROVIDER,,,025,COMPLETED,,
T0000000615,A0000071,2021-03-09 17:27:20,TRANSFER_OUT,DEBIT,MOBILE,1063.83,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000616,A0000080,2021-03-09 17:27:20,TRANSFER_IN,CREDIT,MOBILE,1063.83,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000617,A0000081,2021-03-10 00:37:15,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1239.92,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000618,A0000081,2021-03-10 09:39:29,SERVICE_PAYMENT,DEBIT,WEB,2446.11,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000619,A0000058,2021-03-10 13:52:37,CASH_DEPOSIT,CREDIT,BRANCH,3907.38,OTHER,,,016,COMPLETED,,
T0000000620,A0000018,2021-03-10 13:57:20,CASH_DEPOSIT,CREDIT,BRANCH,13175.73,OTHER,,,012,COMPLETED,,
T0000000621,A0000081,2021-03-10 15:30:41,SERVICE_PAYMENT,DEBIT,BRANCH,3092.65,SERVICE_PROVIDER,,,019,COMPLETED,,
T0000000622,A0000056,2021-03-10 16:36:26,TRANSFER_OUT,DEBIT,WEB,110.22,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000623,A0000073,2021-03-10 16:36:26,TRANSFER_IN,CREDIT,WEB,110.22,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000624,A0000067,2021-03-10 21:09:44,TRANSFER_IN,CREDIT,MOBILE,101546.32,EMPLOYER,,,,COMPLETED,,
T0000000625,A0000063,2021-03-11 00:25:38,SERVICE_PAYMENT,DEBIT,AUTOMATIC,824.78,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000626,A0000009,2021-03-11 09:05:12,SERVICE_PAYMENT,DEBIT,BRANCH,1085.46,SERVICE_PROVIDER,,,037,COMPLETED,,
T0000000627,A0000009,2021-03-11 09:06:34,SERVICE_PAYMENT,DEBIT,AUTOMATIC,982.24,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000628,A0000067,2021-03-11 10:38:29,SERVICE_PAYMENT,DEBIT,BRANCH,2567.82,SERVICE_PROVIDER,,,013,COMPLETED,,
T0000000629,A0000061,2021-03-11 16:47:30,SERVICE_PAYMENT,DEBIT,BRANCH,2540.79,SERVICE_PROVIDER,,,019,COMPLETED,,
T0000000630,A0000073,2021-03-11 16:55:38,SERVICE_PAYMENT,DEBIT,MOBILE,70.99,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000631,A0000009,2021-03-11 16:57:09,LOAN_PAYMENT,DEBIT,MOBILE,2642.86,LOAN_ACCOUNT,,,,COMPLETED,,
T0000000632,A0000008,2021-03-11 19:05:29,LOAN_PAYMENT,DEBIT,WEB,64374.49,LOAN_ACCOUNT,,,,FAILED,,INSUFFICIENT_FUNDS
T0000000633,A0000004,2021-03-11 21:05:07,TRANSFER_OUT,DEBIT,MOBILE,834.4,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000634,A0000039,2021-03-11 21:05:07,TRANSFER_IN,CREDIT,MOBILE,834.4,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000635,A0000026,2021-03-12 08:13:49,TRANSFER_OUT,DEBIT,WEB,10693.51,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B005,,COMPLETED,,
T0000000636,A0000054,2021-03-12 09:11:33,TRANSFER_IN,CREDIT,BRANCH,36332.19,BTYT_CUSTOMER,INTERNAL,BANK_B000,006,COMPLETED,,
T0000000637,A0000058,2021-03-12 09:11:33,TRANSFER_OUT,DEBIT,BRANCH,36332.19,BTYT_CUSTOMER,INTERNAL,BANK_B000,006,COMPLETED,,
T0000000638,A0000009,2021-03-12 09:11:46,CASH_WITHDRAWAL,DEBIT,BRANCH,392.29,OTHER,,,021,COMPLETED,,
T0000000639,A0000060,2021-03-12 09:55:10,CASH_WITHDRAWAL,DEBIT,BRANCH,3256.66,OTHER,,,003,FAILED,,INSUFFICIENT_FUNDS
T0000000640,A0000026,2021-03-12 11:35:55,TRANSFER_OUT,DEBIT,BRANCH,32692.32,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,025,COMPLETED,,
T0000000641,A0000061,2021-03-12 13:52:29,TRANSFER_OUT,DEBIT,BRANCH,6360.35,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B011,010,COMPLETED,,
T0000000642,A0000073,2021-03-12 14:45:47,CASH_WITHDRAWAL,DEBIT,BRANCH,59.76,OTHER,,,017,COMPLETED,,
T0000000643,A0000061,2021-03-12 16:14:41,TRANSFER_IN,CREDIT,BRANCH,3086.72,OTHER,,,027,COMPLETED,,
T0000000644,A0000008,2021-03-12 17:14:30,TRANSFER_IN,CREDIT,WEB,9648.03,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000645,A0000026,2021-03-12 17:14:30,TRANSFER_OUT,DEBIT,WEB,9648.03,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000646,A0000026,2021-03-12 19:57:30,TRANSFER_OUT,DEBIT,MOBILE,11892.22,OTHER,,,,COMPLETED,,
T0000000647,A0000004,2021-03-12 23:06:18,TRANSFER_IN,CREDIT,MOBILE,594.8,OTHER,,,,COMPLETED,,
T0000000648,A0000017,2021-03-13 06:01:38,INTEREST_CREDIT,CREDIT,AUTOMATIC,8.09,OTHER,,,,COMPLETED,,
T0000000649,A0000072,2021-03-13 15:51:28,CASH_WITHDRAWAL,DEBIT,ATM,1862.59,OTHER,,,,COMPLETED,,
T0000000650,A0000061,2021-03-13 16:31:17,TRANSFER_OUT,DEBIT,WEB,20229.16,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B011,,COMPLETED,,
T0000000651,A0000054,2021-03-13 21:39:34,TRANSFER_OUT,DEBIT,MOBILE,4169.93,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000652,A0000061,2021-03-13 21:39:34,TRANSFER_IN,CREDIT,MOBILE,4169.93,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000653,A0000009,2021-03-13 23:19:33,SERVICE_PAYMENT,DEBIT,MOBILE,576.39,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000654,A0000039,2021-03-14 00:33:13,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1783.79,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000655,A0000009,2021-03-14 03:21:06,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1057.26,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000656,A0000054,2021-03-14 09:35:46,SERVICE_PAYMENT,DEBIT,MOBILE,2741.0,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000657,A0000026,2021-03-14 12:07:03,TRANSFER_OUT,DEBIT,MOBILE,13232.72,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000658,A0000072,2021-03-14 12:07:03,TRANSFER_IN,CREDIT,MOBILE,13232.72,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000659,A0000009,2021-03-14 12:44:48,SERVICE_PAYMENT,DEBIT,WEB,1917.33,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000660,A0000004,2021-03-14 16:00:16,CASH_DEPOSIT,CREDIT,ATM,3004.33,OTHER,,,,COMPLETED,,
T0000000661,A0000073,2021-03-15 07:09:05,SERVICE_PAYMENT,DEBIT,AUTOMATIC,79.46,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000662,A0000009,2021-03-15 07:20:41,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2573.3,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000663,A0000080,2021-03-15 08:39:08,CASH_DEPOSIT,CREDIT,ATM,1991.84,OTHER,,,,COMPLETED,,
T0000000664,A0000004,2021-03-15 08:50:08,TRANSFER_OUT,DEBIT,MOBILE,669.92,FINANCIAL_INSTITUTION,INTERNATIONAL,BANK_B104,,COMPLETED,,
T0000000665,A0000004,2021-03-15 09:22:12,TRANSFER_IN,CREDIT,WEB,349.35,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000666,A0000080,2021-03-15 09:40:33,CASH_WITHDRAWAL,DEBIT,ATM,1805.76,OTHER,,,,COMPLETED,,
T0000000667,A0000004,2021-03-15 09:55:01,TRANSFER_IN,CREDIT,MOBILE,3640.2,SUPPLIER,,,,COMPLETED,,
T0000000668,A0000026,2021-03-15 11:40:28,TRANSFER_OUT,DEBIT,MOBILE,13302.45,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,BANK_B001,,COMPLETED,,
T0000000669,A0000071,2021-03-15 12:39:26,SERVICE_PAYMENT,DEBIT,MOBILE,6319.34,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000670,A0000004,2021-03-15 16:16:41,TRANSFER_OUT,DEBIT,BRANCH,2044.17,OTHER,,,017,COMPLETED,,
T0000000671,A0000018,2021-03-16 01:23:06,LOAN_PAYMENT,DEBIT,AUTOMATIC,10104.41,LOAN_ACCOUNT,,,,COMPLETED,,
T0000000672,A0000061,2021-03-16 09:50:47,SERVICE_PAYMENT,DEBIT,WEB,1372.27,SERVICE_PROVIDER,,,,COMPLETED,,
T0000000673,A0000081,2021-03-16 09:59:44,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1156.11,GOVERNMENT,,,,COMPLETED,,
T0000000674,A0000058,2021-03-16 13:24:17,CASH_DEPOSIT,CREDIT,BRANCH,6037.86,OTHER,,,032,COMPLETED,,
T0000000675,A0000081,2021-03-16 13:31:18,SERVICE_PAYMENT,DEBIT,BRANCH,728.0,GOVERNMENT,,,037,COMPLETED,,
T0000000676,A0000020,2021-03-16 14:47:39,TRANSFER_IN,CREDIT,MOBILE,15925.05,GOVERNMENT,,,,COMPLETED,,
T0000000677,A0000061,2021-03-16 15:38:11,TRANSFER_IN,CREDIT,BRANCH,3836.84,FINANCIAL_INSTITUTION,DOMESTIC_EXTERNAL,IEDE_MIDINERO,024,COMPLETED,,
T0000000678,A0000004,2021-03-16 16:29:00,TRANSFER_OUT,DEBIT,WEB,3107.85,SUPPLIER,,,,COMPLETED,,
T0000000679,A0000026,2021-03-16 17:20:56,TRANSFER_IN,CREDIT,WEB,5124.06,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000680,A0000064,2021-03-16 17:20:56,TRANSFER_OUT,DEBIT,WEB,5124.06,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000681,A0000058,2021-03-16 19:07:51,CASH_WITHDRAWAL,DEBIT,ATM,3829.58,OTHER,,,,COMPLETED,,
T0000000682,A0000009,2021-03-16 19:59:03,TRANSFER_OUT,DEBIT,MOBILE,1337.4,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000683,A0000063,2021-03-16 19:59:03,TRANSFER_IN,CREDIT,MOBILE,1337.4,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
T0000000684,A0000067,2021-03-17 06:33:18,SERVICE_PAYMENT,DEBIT,AUTOMATIC,7047.75,GOVERNMENT,,,,COMPLETED,,
T0000000685,A0000058,2021-03-17 09:46:04,SERVICE_PAYMENT,DEBIT,BRANCH,4359.27,SERVICE_PROVIDER,,,027,COMPLETED,,
T0000000686,A0000026,2021-03-17 10:23:43,TRANSFER_IN,CREDIT,MOBILE,14955.39,BTYT_CUSTOMER,INTERNAL,BANK_B000,,COMPLETED,,
