loan_id,origination_month_internal,lifecycle_seed,resolution_month_internal,terminal_event_internal,pre2021_inherited_state
L0005415,2020-09,1140321789,2021-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005416,2021-07,1141321792,2025-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005417,2025-03,1142321795,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005418,2014-07,1143321798,2017-07,PAID_OFF,COMPRESSED_CURRENT
L0005419,2019-06,1144321801,2022-06,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005420,2021-11,1145321804,2023-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005421,2023-01,1146321807,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005422,2025-06,1147321810,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005423,2022-11,1148321813,2026-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005424,2025-09,1149321816,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005425,2018-12,1150321819,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005426,2018-08,1151321822,2020-08,PAID_OFF,COMPRESSED_CURRENT
L0005427,2024-07,1152321825,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005428,2020-03,1153321828,2021-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005429,2020-08,1154321831,2024-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005430,2022-04,1155321834,2025-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005431,2023-12,1156321837,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005432,2025-12,1157321840,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005433,2024-01,1158321843,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005434,2026-06,1159321846,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005435,2026-12,1160321849,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005436,2026-07,1161321852,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005437,2018-11,1162321855,2023-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005438,2019-01,1163321858,2020-01,PAID_OFF,COMPRESSED_CURRENT
L0005439,2011-12,1164321861,2013-06,PAID_OFF,COMPRESSED_CURRENT
L0005440,2017-02,1165321864,2020-02,PAID_OFF,COMPRESSED_CURRENT
L0005441,2014-12,1166321867,2015-06,PAID_OFF,COMPRESSED_CURRENT
L0005442,2019-10,1167321870,2024-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005443,2013-12,1168321873,2015-06,PAID_OFF,COMPRESSED_CURRENT
L0005444,2014-10,1169321876,2018-10,PAID_OFF,COMPRESSED_CURRENT
L0005445,2018-12,1170321879,2020-06,PAID_OFF,COMPRESSED_CURRENT
L0005446,2021-04,1171321882,2022-06,EARLY_PREPAYMENT,NOT_APPLICABLE
L0005447,2021-02,1172321885,2025-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005448,2022-11,1173321888,2023-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005449,2023-12,1174321891,2026-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005450,2024-10,1175321894,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005451,2025-06,1176321897,2026-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005452,2026-02,1177321900,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005453,2021-05,1178321903,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005454,2019-07,1179321906,2023-07,SCHEDULED_MATURITY,INHERITED_EARLY
L0005455,2022-11,1180321909,2026-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005456,2023-11,1181321912,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005457,2013-04,1182321915,2014-04,PAID_OFF,COMPRESSED_CURRENT
L0005458,2024-01,1183321918,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005459,2026-12,1184321921,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005460,2003-11,1185321924,2004-05,PAID_OFF,COMPRESSED_CURRENT
L0005461,2008-09,1186321927,2010-09,PAID_OFF,COMPRESSED_CURRENT
L0005462,2001-06,1187321930,2002-12,PAID_OFF,COMPRESSED_CURRENT
L0005463,2020-10,1188321933,2026-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005464,2013-10,1189321936,2016-10,PAID_OFF,COMPRESSED_CURRENT
L0005465,2020-12,1190321939,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005466,2012-07,1191321942,2015-07,PAID_OFF,COMPRESSED_CURRENT
L0005467,2015-08,1192321945,2016-02,PAID_OFF,COMPRESSED_CURRENT
L0005468,2019-07,1193321948,2026-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005469,2021-09,1194321951,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005470,2024-11,1195321954,2025-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005471,2026-09,1196321957,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005472,2024-04,1197321960,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005473,2021-09,1198321963,2025-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005474,2022-04,1199321966,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005475,2011-01,1200321969,2014-01,PAID_OFF,COMPRESSED_CURRENT
L0005476,2024-12,1201321972,2025-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005477,2023-03,1202321975,2026-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005478,2011-11,1203321978,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005479,2018-03,1204321981,2019-09,PAID_OFF,COMPRESSED_CURRENT
L0005480,2010-12,1205321984,2025-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005481,2021-01,1206321987,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005482,2024-07,1207321990,2025-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005483,2025-10,1208321993,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005484,2026-08,1209321996,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005485,2026-02,1210321999,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005486,2011-01,1211322002,2012-01,PAID_OFF,COMPRESSED_CURRENT
L0005487,2019-04,1212322005,2022-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005488,2025-02,1213322008,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005489,2018-10,1214322011,2020-04,PAID_OFF,COMPRESSED_CURRENT
L0005490,2013-01,1215322014,2014-01,PAID_OFF,COMPRESSED_CURRENT
L0005491,2003-08,1216322017,2004-08,PAID_OFF,COMPRESSED_CURRENT
L0005492,2024-06,1217322020,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005493,2020-09,1218322023,2025-09,SCHEDULED_MATURITY,INHERITED_EARLY
L0005494,2020-05,1219322026,2023-05,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005495,2020-07,1220322029,2021-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005496,2022-04,1221322032,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005497,2020-11,1222322035,2023-11,FACILITY_EXPIRY,INHERITED_CURRENT
L0005498,2024-10,1223322038,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005499,2016-12,1224322041,2020-12,PAID_OFF,COMPRESSED_CURRENT
L0005500,2022-03,1225322044,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005501,2023-06,1226322047,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005502,2025-11,1227322050,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005503,2026-07,1228322053,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005504,2022-03,1229322056,2022-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005505,2024-11,1230322059,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005506,2025-08,1231322062,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005507,2026-06,1232322065,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005508,2026-05,1233322068,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005509,1998-04,1234322071,2001-04,PAID_OFF,COMPRESSED_CURRENT
L0005510,2014-04,1235322074,2016-04,PAID_OFF,COMPRESSED_CURRENT
L0005511,2022-09,1236322077,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005512,2020-11,1237322080,2023-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005513,2022-12,1238322083,2023-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005514,2025-04,1239322086,2026-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005515,2022-09,1240322089,2023-09,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005516,2025-03,1241322092,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005517,2020-11,1242322095,2021-05,SCHEDULED_MATURITY,INHERITED_EARLY
L0005518,2020-12,1243322098,2022-03,RESTRUCTURE_AFTER_DEFAULT,INHERITED_SEVERE
L0005519,2022-01,1244322101,2024-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005520,2026-01,1245322104,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005521,2015-01,1246322107,2017-01,PAID_OFF,COMPRESSED_REVOLVING
L0005522,2019-04,1247322110,2022-05,FACILITY_EXPIRY,INHERITED_CURRENT
L0005523,2018-02,1248322113,2020-02,PAID_OFF,COMPRESSED_CURRENT
L0005524,2015-07,1249322116,2018-07,PAID_OFF,COMPRESSED_RECOVERED
L0005525,2018-02,1250322119,2021-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005526,2018-10,1251322122,2025-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005527,2013-04,1252322125,2015-04,PAID_OFF,COMPRESSED_CURRENT
L0005528,2019-07,1253322128,2021-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005529,2011-11,1254322131,2015-11,PAID_OFF,COMPRESSED_CURRENT
L0005530,2011-06,1255322134,2016-06,PAID_OFF,COMPRESSED_CURRENT
L0005531,2026-12,1256322137,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005532,2018-02,1257322140,2019-08,PAID_OFF,COMPRESSED_CURRENT
L0005533,2009-03,1258322143,2012-03,PAID_OFF,COMPRESSED_RECOVERED
L0005534,2018-01,1259322146,2024-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005535,2018-01,1260322149,2021-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005536,2022-06,1261322152,2022-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005537,2022-01,1262322155,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005538,2026-10,1263322158,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005539,2022-07,1264322161,2026-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005540,2023-04,1265322164,2024-09,EARLY_PREPAYMENT,NOT_APPLICABLE
L0005541,2024-12,1266322167,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005542,2026-01,1267322170,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005543,2020-11,1268322173,2025-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005544,2022-02,1269322176,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005545,2023-05,1270322179,2025-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005546,2026-02,1271322182,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005547,1999-02,1272322185,2002-02,PAID_OFF,COMPRESSED_CURRENT
L0005548,2020-12,1273322188,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005549,2021-10,1274322191,2022-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005550,2022-03,1275322194,2025-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005551,2024-12,1276322197,2025-12,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005552,2025-10,1277322200,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005553,2017-08,1278322203,2020-08,PAID_OFF,COMPRESSED_CURRENT
L0005554,2025-09,1279322206,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005555,2025-11,1280322209,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0005556,2026-08,1281322212,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005557,2015-12,1282322215,2018-12,PAID_OFF,COMPRESSED_CURRENT
L0005558,2018-01,1283322218,2022-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005559,2024-04,1284322221,2026-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005560,2025-07,1285322224,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005561,2025-12,1286322227,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005562,2026-08,1287322230,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005563,2017-10,1288322233,2019-10,PAID_OFF,COMPRESSED_CURRENT
L0005564,2010-03,1289322236,2014-03,PAID_OFF,COMPRESSED_CURRENT
L0005565,2010-05,1290322239,2014-05,PAID_OFF,COMPRESSED_CURRENT
L0005566,2011-01,1291322242,2011-07,PAID_OFF,COMPRESSED_CURRENT
L0005567,2025-07,1292322245,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005568,2026-04,1293322248,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005569,2016-01,1294322251,2019-01,PAID_OFF,COMPRESSED_CURRENT
L0005570,2013-03,1295322254,2014-09,PAID_OFF,COMPRESSED_CURRENT
L0005571,2011-12,1296322257,2016-12,PAID_OFF,COMPRESSED_CURRENT
L0005572,2022-07,1297322260,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005573,2026-02,1298322263,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005574,2019-12,1299322266,2023-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005575,2020-04,1300322269,2022-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005576,2020-09,1301322272,2021-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005577,2020-09,1302322275,,OPEN_CURRENT_AT_CUTOFF,INHERITED_SEVERE
L0005578,2022-10,1303322278,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005579,2024-03,1304322281,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005580,2026-06,1305322284,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005581,2020-03,1306322287,2024-01,RESTRUCTURE_AFTER_DEFAULT,INHERITED_CURRENT
L0005582,2020-08,1307322290,2026-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005583,2025-12,1308322293,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005584,2020-03,1309322296,2021-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005585,2014-01,1310322299,2019-01,PAID_OFF,COMPRESSED_CURRENT
L0005586,2020-09,1311322302,2021-03,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005587,2013-11,1312322305,2017-11,PAID_OFF,COMPRESSED_CURRENT
L0005588,2012-07,1313322308,2024-05,RELATIONSHIP_EXIT_RESOLUTION,INHERITED_CURRENT
L0005589,2024-10,1314322311,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005590,2025-10,1315322314,2026-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005591,2026-12,1316322317,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0005592,2020-09,1317322320,2024-09,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005593,2020-10,1318322323,2023-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005594,2020-02,1319322326,2024-02,SCHEDULED_MATURITY,INHERITED_EARLY
L0005595,2024-09,1320322329,2025-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005596,2011-05,1321322332,2011-11,PAID_OFF,COMPRESSED_CURRENT
L0005597,2018-11,1322322335,2022-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005598,2024-07,1323322338,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005599,2026-01,1324322341,2026-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005600,2026-04,1325322344,,SEVERE_RECOGNIZED_AT_CUTOFF,NOT_APPLICABLE
L0005601,2025-05,1326322347,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005602,2007-02,1327322350,2008-02,PAID_OFF,COMPRESSED_CURRENT
L0005603,2012-12,1328322353,2013-06,PAID_OFF,COMPRESSED_CURRENT
L0005604,2025-06,1329322356,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0005605,2018-05,1330322359,2018-11,PAID_OFF,COMPRESSED_CURRENT
L0005606,2020-08,1331322362,2021-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005607,2018-12,1332322365,2020-06,PAID_OFF,COMPRESSED_CURRENT
L0005608,2017-10,1333322368,2022-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005609,2020-03,1334322371,2021-09,SCHEDULED_MATURITY,INHERITED_EARLY
L0005610,2024-01,1335322374,2026-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005611,2026-08,1336322377,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005612,2022-10,1337322380,2026-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005613,2022-08,1338322383,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005614,2024-08,1339322386,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005615,2025-01,1340322389,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005616,2026-10,1341322392,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005617,2017-10,1342322395,2020-10,PAID_OFF,COMPRESSED_CURRENT
L0005618,2019-12,1343322398,2020-12,PAID_OFF,COMPRESSED_CURRENT
L0005619,2021-05,1344322401,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005620,2024-06,1345322404,2026-01,EARLY_PREPAYMENT,NOT_APPLICABLE
L0005621,2018-11,1346322407,2022-11,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005622,2021-04,1347322410,2024-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005623,2025-01,1348322413,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005624,2025-01,1349322416,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005625,2015-04,1350322419,2016-04,PAID_OFF,COMPRESSED_CURRENT
L0005626,2021-08,1351322422,2024-08,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005627,2025-12,1352322425,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005628,2020-09,1353322428,2025-09,SCHEDULED_MATURITY,INHERITED_SEVERE
L0005629,2019-04,1354322431,2025-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005630,2019-03,1355322434,2020-03,PAID_OFF,COMPRESSED_CURRENT
L0005631,2018-01,1356322437,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005632,2016-09,1357322440,2018-09,PAID_OFF,COMPRESSED_CURRENT
L0005633,2018-01,1358322443,2018-07,PAID_OFF,COMPRESSED_CURRENT
L0005634,2018-04,1359322446,2020-04,PAID_OFF,COMPRESSED_CURRENT
L0005635,2019-09,1360322449,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005636,2022-01,1361322452,2022-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005637,2020-12,1362322455,2024-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005638,2019-10,1363322458,2021-04,SCHEDULED_MATURITY,INHERITED_SEVERE
L0005639,2023-07,1364322461,2026-07,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005640,2023-09,1365322464,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005641,2025-02,1366322467,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005642,2026-11,1367322470,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005643,2008-06,1368322473,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005644,2014-04,1369322476,2018-04,PAID_OFF,COMPRESSED_CURRENT
L0005645,2008-09,1370322479,2012-09,PAID_OFF,COMPRESSED_CURRENT
L0005646,2025-07,1371322482,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005647,2026-07,1372322485,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005648,2020-04,1373322488,2026-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005649,2015-12,1374322491,2019-12,PAID_OFF,COMPRESSED_CURRENT
L0005650,2012-08,1375322494,2015-08,PAID_OFF,COMPRESSED_CURRENT
L0005651,2025-04,1376322497,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005652,2022-07,1377322500,2023-01,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005653,2024-06,1378322503,2026-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005654,2025-04,1379322506,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005655,2022-06,1380322509,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005656,2018-03,1381322512,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005657,2018-08,1382322515,2024-08,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005658,2021-08,1383322518,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005659,2021-09,1384322521,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005660,2020-07,1385322524,2025-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005661,2021-11,1386322527,2026-09,RESTRUCTURE,NOT_APPLICABLE
L0005662,2003-03,1387322530,2009-03,PAID_OFF,COMPRESSED_CURRENT
L0005663,2007-06,1388322533,2008-06,PAID_OFF,COMPRESSED_CURRENT
L0005664,2004-08,1389322536,2007-08,PAID_OFF,COMPRESSED_CURRENT
L0005665,2004-07,1390322539,2006-01,PAID_OFF,COMPRESSED_CURRENT
L0005666,2023-11,1391322542,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0005667,2026-04,1392322545,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005668,2018-10,1393322548,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005669,2025-08,1394322551,2026-02,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005670,2021-08,1395322554,2024-08,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005671,2020-06,1396322557,2021-07,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005672,2010-12,1397322560,2025-12,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005673,2021-06,1398322563,2023-06,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005674,2026-03,1399322566,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005675,2020-10,1400322569,2022-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005676,2008-04,1401322572,2010-04,PAID_OFF,COMPRESSED_CURRENT
L0005677,2023-11,1402322575,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005678,2025-08,1403322578,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005679,2024-04,1404322581,2024-10,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005680,2021-01,1405322584,2026-01,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005681,2022-02,1406322587,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005682,2005-01,1407322590,2006-01,PAID_OFF,COMPRESSED_CURRENT
L0005683,2004-07,1408322593,2011-07,PAID_OFF,COMPRESSED_CURRENT
L0005684,2008-05,1409322596,2010-05,PAID_OFF,COMPRESSED_CURRENT
L0005685,2007-12,1410322599,2014-12,PAID_OFF,COMPRESSED_CURRENT
L0005686,2001-06,1411322602,2002-06,PAID_OFF,COMPRESSED_REVOLVING
L0005687,2021-04,1412322605,2025-04,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005688,2022-07,1413322608,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005689,2023-06,1414322611,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005690,2018-10,1415322614,,OPEN_CURRENT_AT_CUTOFF,INHERITED_CURRENT
L0005691,2015-10,1416322617,2016-04,PAID_OFF,COMPRESSED_CURRENT
L0005692,2023-03,1417322620,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005693,2026-03,1418322623,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005694,2021-09,1419322626,2022-03,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005695,2024-12,1420322629,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005696,2026-11,1421322632,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005697,2025-04,1422322635,2026-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005698,2025-05,1423322638,,OPEN_EARLY_AT_CUTOFF,NOT_APPLICABLE
L0005699,2024-05,1424322641,2026-05,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005700,2016-02,1425322644,2020-02,PAID_OFF,COMPRESSED_CURRENT
L0005701,2013-01,1426322647,2014-07,PAID_OFF,COMPRESSED_CURRENT
L0005702,2014-01,1427322650,2014-07,PAID_OFF,COMPRESSED_CURRENT
L0005703,2016-11,1428322653,2017-11,PAID_OFF,COMPRESSED_CURRENT
L0005704,2026-12,1429322656,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005705,2021-03,1430322659,2025-07,RELATIONSHIP_EXIT_RESOLUTION,NOT_APPLICABLE
L0005706,2017-07,1431322662,2018-07,PAID_OFF,COMPRESSED_CURRENT
L0005707,2017-02,1432322665,2021-02,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005708,2025-08,1433322668,2026-08,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005709,2026-05,1434322671,2026-11,SCHEDULED_MATURITY,NOT_APPLICABLE
L0005710,2026-08,1435322674,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005711,2018-01,1436322677,2023-01,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005712,2018-04,1437322680,2023-04,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005713,2023-07,1438322683,,OPEN_CURRENT_AT_CUTOFF,NOT_APPLICABLE
L0005714,2018-10,1439322686,2021-10,SCHEDULED_MATURITY,INHERITED_CURRENT
L0005715,2019-02,1440322689,2019-08,PAID_OFF,COMPRESSED_CURRENT
L0005716,2019-01,1441322692,2022-01,SCHEDULED_MATURITY,INHERITED_CURRENT
