world,eligible_relationships,selected_relationships,exposed_relationships,responding_relationships,positive_responses,neutral_responses,negative_responses,exposure_events,overall_selection_rate,overall_exposure_rate,overall_response_rate_exposed,events_per_exposed_relationship
2494,50109,17417,14978,2471,1238,837,396,24749,0.34758227064998304,0.8599644025951656,0.16497529710241687,1.652356789958606
2495,50109,15935,13717,2235,1216,674,345,22701,0.31800674529525635,0.8608095387511766,0.16293650215061603,1.6549537070788074
2496,50109,16495,14359,2337,1149,829,359,23521,0.32918238240635417,0.8705062140042437,0.1627550665088098,1.638066717738004
2497,50109,17514,15229,2517,1276,828,413,24744,0.3495180506495839,0.8695329450725134,0.16527677457482434,1.6247947993958893
2498,50109,16931,14734,2395,1200,814,381,24263,0.33788341415713746,0.8702380249246944,0.16254920591828423,1.6467354418352111
2499,50109,17499,15049,2807,1418,946,443,25221,0.34921870322696524,0.859991999542831,0.18652402152966974,1.6759253106518706
2500,50109,17171,15119,2609,1272,901,436,25643,0.3426729729190365,0.8804961854289208,0.1725643230372379,1.696077782922151
2501,50109,15435,13121,2139,1134,698,307,22225,0.3080284978746333,0.8500809847748624,0.16302111119579302,1.6938495541498362
2502,50109,18454,16223,2789,1382,870,537,27051,0.36827715580035525,0.8791048011271269,0.17191641496640572,1.6674474511496025
2503,50109,16900,14830,2268,1226,684,358,24522,0.3372647628170588,0.8775147928994083,0.15293324342548886,1.65354012137559
2504,50109,16651,14651,2351,1162,764,425,24844,0.33229559560158856,0.8798870938682362,0.16046686233021637,1.6957204286396832
2505,50109,16729,14343,2677,1444,879,354,24014,0.33385220219920575,0.8573734233964971,0.1866415673150666,1.674266192567803
2506,50109,16874,14294,2243,1121,724,398,23803,0.3367458939511864,0.847102050491881,0.15691898698754722,1.6652441583881348
2507,50109,16840,14392,2778,1515,811,452,24720,0.336067373126584,0.8546318289786223,0.19302390216787105,1.7176209005002778
2508,50109,17073,14774,2258,1168,688,402,24314,0.3407172364245944,0.8653429391436771,0.15283606335454175,1.6457289833491269
2509,50109,16470,14080,2301,1185,729,387,23347,0.328683470035323,0.8548876745598057,0.16342329545454545,1.6581676136363637
2510,50109,17260,15429,2620,1316,843,461,25587,0.3444491009599074,0.8939165701042874,0.16981009786765183,1.658370600816644
2511,50109,16189,13938,2551,1384,729,438,23571,0.3230756949849328,0.8609549694236828,0.18302482422155258,1.6911321566939304
2512,50109,17330,14711,2787,1393,895,499,24520,0.3458460555987946,0.8488747836122331,0.18945007137516146,1.6667799605737204
2513,50109,16336,14189,2139,1112,707,320,23924,0.32600929972659604,0.8685724779627816,0.15075058143632392,1.6860948622172105
2514,50109,18605,15921,2596,1386,838,372,26117,0.37129058652138336,0.8557377049180328,0.1630550844796181,1.6404120344199484
2515,50109,17758,15427,2361,1267,759,335,25409,0.35438743539084794,0.868735217929947,0.15304336552797043,1.6470473844558242
2516,50109,16182,13869,2471,1306,753,412,23395,0.3229359995210441,0.85706340378198,0.17816713533780373,1.686855577186531
2517,50109,17148,14733,2501,1353,775,373,25127,0.34221397353768784,0.8591672498250524,0.1697549718319419,1.7054910744586982
2518,50109,16352,14223,2223,1192,693,338,23478,0.32632860364405597,0.8698018590998043,0.15629614005484074,1.6507066019827041
2519,50109,17499,15087,2552,1385,770,397,24868,0.34921870322696524,0.862163552202983,0.16915225028169947,1.648306489030291
2520,50109,16938,14682,2719,1428,829,462,24069,0.33802310962102616,0.8668083599008147,0.18519275303092222,1.6393543114017164
2521,50109,17173,14904,2479,1336,725,418,24155,0.342712885908719,0.8678739882373493,0.16633118625872248,1.6207058507783145
2522,50109,17658,14764,2092,1099,688,305,25262,0.3523917859067233,0.836108279533356,0.1416960173394744,1.7110539149282038
2523,50109,16749,14804,2653,1411,842,400,24856,0.33425133209603064,0.8838736640993492,0.17920832207511483,1.6790056741421238
2524,50109,16190,14102,2527,1297,723,507,23260,0.3230956514797741,0.8710315009264978,0.17919444050489292,1.6494114310026946
2525,50109,16850,14516,2661,1388,899,374,23595,0.3362669380749965,0.8614836795252225,0.18331496279966933,1.6254477817580602
2526,50109,16593,14228,2610,1365,846,399,23323,0.33113811890079625,0.8574700174772495,0.18344110205229125,1.6392324992971605
2527,50109,18046,15503,2914,1430,931,553,25882,0.3601349059051268,0.8590823451180317,0.18796361994452687,1.669483325807908
2528,50109,17103,15053,2571,1370,780,421,24843,0.3413159312698318,0.8801379874875753,0.170796518966319,1.6503686972696472
2529,50109,18203,15691,3079,1743,846,490,25166,0.36326807559520247,0.8620007691039938,0.19622713657510674,1.6038493403862086
2530,50109,16296,14037,2525,1315,813,397,23663,0.3252110399329462,0.8613770250368189,0.17988174111277339,1.685759065327349
2531,50109,16418,14170,2841,1525,841,475,23304,0.3276457323035782,0.8630771104884882,0.20049400141143262,1.6446012702893438
2532,50109,16451,14188,2620,1270,875,475,23927,0.3283042966333393,0.8624399732539055,0.18466309557372426,1.6864251480124048
2533,50109,18191,15790,2523,1094,838,591,25811,0.3630285976571075,0.8680116541146721,0.1597846738442052,1.6346421785940468
2534,50109,16280,14283,2353,1243,669,441,24112,0.32489173601548627,0.8773341523341524,0.16474130084716096,1.688160750542603
2535,50109,16825,14402,2613,1335,799,479,23964,0.33576802570396536,0.8559881129271917,0.1814331342869046,1.6639355645049299
2536,50109,17150,15068,2424,1229,822,373,24995,0.3422538865273703,0.878600583090379,0.16087071940536235,1.6588133793469604
2537,50109,15554,13374,2350,1141,802,407,22317,0.31040332076074156,0.8598431271698599,0.17571407208015552,1.6686855091969492
2538,50109,15871,13752,2336,1229,686,421,23313,0.3167295296254166,0.8664860437275534,0.16986620127981383,1.6952443280977312
2539,50109,15668,13802,2459,1306,747,406,22724,0.31267836117264364,0.880903752872096,0.17816258513258948,1.6464280539052312
2540,50109,16124,13755,2280,1141,775,364,23249,0.3217785228202519,0.8530761597618457,0.16575790621592149,1.6902217375499817
2541,50109,16632,14385,2326,1203,714,409,23705,0.3319164221996049,0.86489898989899,0.16169621133124784,1.6478971150503998
2542,50109,16920,14722,3066,1636,973,457,23673,0.33766389271388375,0.8700945626477541,0.20825974731694064,1.6080016302132862
2543,50109,17108,14656,2210,1158,689,363,24151,0.341415713744038,0.8566752396539631,0.1507914847161572,1.6478575327510918
2544,50109,18651,15855,2699,1424,823,452,26633,0.3722085852840807,0.8500884671063214,0.17023021128981394,1.6797855566067486
2545,50109,17449,14958,2619,1352,798,469,25056,0.3482208784849029,0.8572411026419852,0.17509025270758122,1.6750902527075813
2546,50109,17947,15791,2648,1473,806,369,25961,0.35815921291584346,0.8798685016994484,0.16769045658919637,1.644037743018175
2547,50109,15917,13697,2623,1354,837,432,22605,0.3176475283881139,0.8605264811208142,0.19150178871285684,1.6503613930057677
2548,50109,16136,13747,2405,1212,746,447,22864,0.3220180007583468,0.8519459593455627,0.17494726122062995,1.6631992434713028
2549,50109,16731,14471,2470,1242,825,403,23711,0.3338921151888882,0.8649214033829419,0.17068619998617926,1.63851841614263
2550,50109,15014,12966,2471,1198,736,537,21567,0.2996268135464687,0.8635939789529772,0.19057535091778496,1.6633503007866728
2551,50109,16533,14473,2368,1210,722,436,24375,0.3299407292103215,0.875400713724067,0.16361500725488842,1.684170524424791
2552,50109,17597,15466,2638,1341,786,511,25476,0.3511744397214073,0.8788998124680343,0.17056769688348636,1.647226173541963
2553,50109,17057,15059,2894,1474,930,490,25534,0.34039793250713446,0.8828633405639913,0.19217743542067867,1.695597317218939
2554,50109,17654,15521,2775,1500,817,458,25200,0.35231195992735836,0.8791775235074204,0.17879002641582373,1.6236067263707235
2555,50109,17239,15040,2758,1565,822,371,25583,0.3440300145682412,0.8724403967747549,0.18337765957446808,1.7009973404255319
2556,50109,17749,15672,2634,1361,803,470,26076,0.35420782693727676,0.8829793227787481,0.16807044410413477,1.6638591117917305
2557,50109,17282,15175,2439,1284,760,395,24652,0.3448881438464148,0.8780812405971531,0.16072487644151565,1.6245140032948928
2558,50109,18944,16254,3152,1644,1009,499,27531,0.3780558382725658,0.8580025337837838,0.19392149624707763,1.693798449612403
2559,50109,15987,13748,2317,1217,707,393,23007,0.3190444830270011,0.8599487083255145,0.16853360488798372,1.6734797788769276
2560,50109,16933,15062,2501,1191,882,428,24938,0.33792332714681994,0.8895056989310813,0.1660470057097331,1.6556898154295578
2561,50109,16918,15026,2635,1301,867,467,25180,0.3376239797242012,0.8881664499349805,0.1753627046452815,1.6757620125116466
2562,50109,17011,14750,2407,1324,704,379,24787,0.33947993374443713,0.8670860031744165,0.1631864406779661,1.6804745762711863
2563,50109,17200,14730,2467,1315,777,375,24457,0.34325171126943266,0.8563953488372092,0.16748133061778683,1.6603530210454853
2564,50109,16625,14341,2579,1357,780,442,23978,0.3317767267357161,0.8626165413533835,0.17983404225646746,1.67198940101806
2565,50109,17602,15527,2479,1325,733,421,25691,0.35127422219561355,0.8821156686740144,0.1596573710311071,1.6546016616216912
2566,50109,16679,14434,2437,1321,728,388,24059,0.3328543774571434,0.8653996042928234,0.1688374670915893,1.6668283220174587
2567,50109,16240,14061,2566,1308,849,409,23551,0.3240934762218364,0.8658251231527093,0.18249057677263353,1.674916435530901
2568,50109,15882,13630,1866,950,594,322,22882,0.3169490510686703,0.8582042563908827,0.13690388848129126,1.6787967718268526
2569,50109,17332,15095,2958,1667,909,382,24525,0.34588596858847714,0.8709323794138011,0.19595892679695262,1.6247101689301093
2570,50109,16602,14447,2945,1437,996,512,24164,0.3313177273543675,0.8701963618841103,0.20384854987194573,1.6725963867931057
2571,50109,16341,14036,2461,1341,824,296,23386,0.32610908220080226,0.8589437610917324,0.17533485323453976,1.6661442006269593
2572,50109,17327,14761,2687,1359,865,463,24624,0.34578618611427087,0.8519074277139724,0.1820337375516564,1.6681796626244834
2573,50109,18067,15637,2460,1408,707,345,26002,0.36055399229679297,0.8655006365196214,0.15731917887062735,1.6628509304853871
2574,50109,16925,14823,2435,1243,757,435,25067,0.33776367518809,0.8758050221565731,0.16427173986372529,1.6910881737839842
2575,50109,15927,13956,2142,1120,677,345,23025,0.3178470933365264,0.8762478809568657,0.1534823731728289,1.6498280309544282
2576,50109,16732,14430,2861,1467,1006,388,24702,0.3339120716837295,0.8624193162801816,0.19826749826749826,1.711850311850312
2577,50109,16087,13895,2187,1129,635,423,22573,0.32104013251112573,0.8637409088083545,0.1573947463116229,1.6245412018711767
2578,50109,15925,13544,2524,1282,842,400,22326,0.31780718034684385,0.8504866562009419,0.1863555818074424,1.6484051978735972
2579,50109,17543,15314,2484,1375,674,435,24879,0.35009678899998004,0.8729407740979308,0.1622045187410213,1.6245918767141179
2580,50109,16445,13848,1976,1006,619,351,23154,0.32818455766429183,0.8420796594709639,0.14269208549971116,1.6720103986135182
2581,50109,16354,14234,2739,1420,846,473,23162,0.32636851663373845,0.8703681056622233,0.19242658423493045,1.6272305746803428
2582,50109,16644,14551,2145,1082,672,391,24303,0.3321559001376998,0.8742489786109109,0.14741254896570682,1.670194488351316
2583,50109,17709,15362,2718,1320,916,482,25923,0.35340956714362687,0.8674685188322322,0.17693008722822548,1.6874755891160005
2584,50109,16018,13947,2425,1299,723,403,23371,0.31966313436707977,0.8707079535522537,0.17387251738725173,1.6757008675700868
2585,50109,17250,14777,2826,1596,844,386,24734,0.34424953601149494,0.8566376811594203,0.19124314813561616,1.6738174189619002
2586,50109,15988,13979,2642,1350,780,512,23200,0.3190644395218424,0.8743432574430823,0.18899778238786752,1.659632305601259
2587,50109,17916,15291,2644,1472,751,421,25775,0.35754056157576486,0.8534829202947086,0.1729121705578445,1.6856320711529658
2588,50109,16959,14356,2759,1349,1027,383,23369,0.3384421960126923,0.8465121764254968,0.19218445249373084,1.6278211200891612
2589,50109,15136,13040,2504,1263,815,426,21988,0.30206150591710074,0.861522198731501,0.19202453987730062,1.6861963190184048
2590,50109,16619,14326,2504,1196,921,387,23689,0.3316569877666687,0.8620253926229015,0.17478710037693704,1.6535669412257434
2591,50109,17292,14956,2467,1270,762,435,25085,0.34508770879482725,0.8649086282674069,0.16495052152982081,1.6772532762770795
2592,50109,16156,14182,2688,1356,806,526,23247,0.32241713065517175,0.8778162911611785,0.1895360315893386,1.6391905231984205
2593,50109,18553,15815,2236,1097,708,431,25573,0.3702528487896386,0.8524227887673153,0.14138476130256086,1.6170091685109074
2594,50109,17062,14689,2375,1320,794,261,24252,0.3404977149813407,0.8609190012894151,0.16168561508611887,1.651031384028865
2595,50109,16688,14288,2805,1477,835,493,23433,0.33303398591071465,0.8561840843720039,0.19631858902575589,1.6400475923852185
2596,50109,17202,14715,2943,1557,916,470,24610,0.34329162425911514,0.8554237879316359,0.2,1.672443085287122
2597,50109,17221,15208,3047,1565,875,607,24674,0.3436707976610988,0.8831078334591487,0.2003550762756444,1.622435560231457
2598,50109,17596,15368,2588,1397,798,393,26123,0.35115448322656606,0.8733803137076608,0.16840187402394585,1.6998308172826653
2599,50109,17628,15217,2771,1386,888,497,25283,0.351793091061486,0.8632289539369186,0.1820989682591838,1.6614970099231123
2600,50109,18125,15611,2767,1489,873,405,25538,0.3617114689975853,0.8612965517241379,0.17724681314457755,1.6358977643968997
2601,50109,17230,15188,2786,1407,930,449,25759,0.34385040611467,0.881485780615206,0.18343429022912827,1.6960100079009746
2602,50109,16400,14260,2380,1362,663,355,23846,0.3272865153964358,0.8695121951219512,0.16690042075736325,1.6722300140252455
2603,50109,15530,12946,2278,1183,687,408,21248,0.30992436488455166,0.8336123631680619,0.1759616870075699,1.6412791595859726
2604,50109,17250,14902,2444,1289,802,353,24157,0.34424953601149494,0.8638840579710145,0.16400483156623272,1.6210575761642732
2605,50109,16639,14587,2247,1291,635,321,24223,0.3320561176634936,0.8766752809664042,0.15404126962363748,1.6605881949681223
2606,50109,16942,14644,2604,1336,797,471,24113,0.3381029356003912,0.8643607602408216,0.17782026768642448,1.6466129472821633
2607,50109,16958,14702,2275,1103,789,383,24235,0.3384222395178511,0.8669654440382121,0.1547408515848184,1.6484151816079444
2608,50109,17448,15232,3115,1673,978,464,25586,0.34820092199006164,0.8729940394314535,0.20450367647058823,1.6797531512605042
2609,50109,17803,15545,2566,1422,740,404,25464,0.35528547765870405,0.8731674436892658,0.16506915406883244,1.6380829848825988
2610,50109,17304,15216,2583,1441,710,432,25225,0.34532718673292223,0.8793342579750347,0.16975552050473186,1.6577944269190326
2611,50109,16756,14243,2293,1199,684,410,23241,0.3343910275599194,0.8500238720458343,0.1609913641788949,1.6317489292986027
2612,50109,16823,14774,2368,1228,803,337,24526,0.3357281127142829,0.8782024609166023,0.16028157574116692,1.6600785163124407
2613,50109,16894,14382,2548,1203,844,501,23714,0.3371450238480113,0.8513081567420386,0.1771659018217216,1.648866638854123
2614,50109,17428,14945,2764,1508,868,388,25045,0.34780179209323675,0.8575281156759238,0.1849447975911676,1.6758113081298094
2615,50109,17191,15053,2717,1435,899,383,25567,0.3430721028158614,0.8756325984526787,0.18049558227595827,1.6984654221749818
2616,50109,16565,14224,2415,1196,771,448,23571,0.3305793370452414,0.8586779354059765,0.16978346456692914,1.65712879640045
2617,50109,16091,14040,2407,1314,683,410,23333,0.32111995849049074,0.8725374432912808,0.17143874643874643,1.661894586894587
2618,50109,17680,15822,2594,1377,736,481,25946,0.35283082879323074,0.8949095022624435,0.16394893186702061,1.639868537479459
2619,50109,16442,14143,2654,1345,913,396,23327,0.3281246881797681,0.8601751611726067,0.1876546701548469,1.649367178109312
2620,50109,16010,13848,2405,1263,692,450,23132,0.3195034824083498,0.8649594003747658,0.17367128827267475,1.670421721548238
2621,50109,17357,15298,2587,1374,804,409,25499,0.34638488095950826,0.8813735092469897,0.16910707281997647,1.6668191920512485
2622,50109,16292,13894,2266,1113,757,396,22611,0.3251312139535812,0.8528111956788608,0.16309198215056858,1.6273931193320859
2623,50109,16754,14328,3020,1474,1056,490,23811,0.33435111457023686,0.8551987585054316,0.21077610273590172,1.661850921273032
2624,50109,17109,14930,2256,1205,627,424,24696,0.3414356702388792,0.8726401309252441,0.15110515740120561,1.6541192230408572
2625,50109,16180,14097,2990,1556,846,588,22829,0.32289608653136165,0.8712608158220024,0.21210186564517272,1.6194225721784776
2626,50109,16647,14380,2767,1383,959,425,23243,0.33221576962222354,0.8638193067820028,0.19242002781641168,1.6163421418636996
2627,50109,17301,15042,2798,1461,856,481,25527,0.3452673172483985,0.8694295127449281,0.18601249833798697,1.6970482648583964
2628,50109,16032,14133,2134,1111,668,355,22967,0.3199425252948572,0.8815494011976048,0.1509941272199816,1.6250619118375433
2629,50109,17563,15050,2264,1153,759,352,24019,0.350495918896805,0.8569151056197688,0.15043189368770765,1.5959468438538207
2630,50109,17379,15048,2614,1363,783,468,24772,0.3468239238460157,0.865872604867944,0.17371079213184476,1.6461988304093567
2631,50109,16070,14054,2166,1138,640,388,23621,0.3207008720988246,0.8745488487865588,0.15411982353778284,1.6807314643517859
2632,50109,18199,15430,3014,1624,945,445,25718,0.36318824961583746,0.8478487829001593,0.19533376539209332,1.666753078418665
2633,50109,16843,14577,2807,1365,928,514,24794,0.33612724261110777,0.8654633972570207,0.19256362763257187,1.7008986759964326
2634,50109,16265,13938,2863,1474,904,485,22989,0.32459238859286754,0.8569320627113434,0.2054096714019228,1.649375807145932
2635,50109,17100,14627,2645,1428,838,379,24194,0.34125606178530804,0.8553801169590644,0.18082997196964518,1.6540644014493744
2636,50109,16671,14400,2439,1156,862,421,24181,0.33269472549841345,0.8637754183912183,0.169375,1.6792361111111112
2637,50109,19019,16608,2803,1533,747,523,27581,0.3795525753856593,0.873232031126768,0.16877408477842004,1.6607056840077072
2638,50109,18229,15545,2253,1169,736,348,25369,0.36378694446107485,0.8527620823961819,0.14493406239948536,1.6319716950788035
2639,50109,17125,14832,2534,1336,826,372,24077,0.34175497415633915,0.8661021897810219,0.1708468176914779,1.623314455231931
2640,50109,16516,14131,2430,1268,752,410,23587,0.3296014687980203,0.8555945749576168,0.17196235227513976,1.6691670794706672
2641,50109,16270,13939,2204,1070,774,360,23419,0.32469217106707376,0.8567301782421635,0.15811751201664395,1.6801061769136953
2642,50109,16590,14177,2588,1335,820,433,23294,0.3310782494162725,0.8545509342977697,0.182549199407491,1.6430838682372857
2643,50109,16281,13861,2607,1387,860,360,22525,0.3249116925103275,0.8513604815429028,0.18808166798932255,1.6250631267585312
2644,50109,16151,13601,2117,1041,711,365,22459,0.32231734818096547,0.842115039316451,0.15565031982942432,1.6512756414969487
2645,50109,17333,15259,2770,1486,746,538,25094,0.34590592508331836,0.8803438527663994,0.18153221049872206,1.6445376499115276
2646,50109,17352,14848,2947,1586,755,606,24881,0.34628509848530203,0.8556938681420009,0.19847790948275862,1.675713900862069
2647,50109,17279,15352,3048,1596,1008,444,25795,0.34482827436189106,0.8884773424387985,0.19854090672225116,1.6802371026576342
2648,50109,18499,15838,2942,1488,943,511,26624,0.3691751980682113,0.8561543867236067,0.1857557772446016,1.6810203308498548
2649,50109,17206,15206,2593,1389,824,380,25486,0.3433714502384801,0.8837614785539928,0.17052479284492963,1.6760489280547153
2650,50109,16395,14190,2281,1193,743,345,23555,0.32718673292222955,0.8655077767612077,0.16074700493305144,1.6599718111346018
2651,50109,17737,15414,2604,1403,764,437,25216,0.3539683489991818,0.8690308394880758,0.16893732970027248,1.6359154015829764
2652,50109,17733,15349,2427,1249,699,479,26073,0.3538885230198168,0.8655613827327582,0.15812105023128542,1.6986774382695942
2653,50109,16272,13992,2428,1200,821,407,23533,0.3247320840567563,0.859882005899705,0.17352773013150372,1.6818896512292738
2654,50109,17241,15272,2570,1314,865,391,25167,0.3440699275579237,0.885795487500725,0.16828182294394972,1.6479177579884756
2655,50109,16773,14472,2784,1549,832,403,24671,0.33473028797222054,0.8628152387766053,0.19237147595356552,1.7047401879491433
2656,50109,16558,14183,2405,1228,721,456,24504,0.33043964158135264,0.8565648025123808,0.1695692025664528,1.7277021786645985
2657,50109,18596,15989,2813,1539,918,356,26090,0.3711109780678122,0.8598085609808561,0.17593345424979673,1.6317468259428356
2658,50109,16472,14476,2580,1395,801,384,24260,0.3287233830250055,0.8788246721709567,0.1782260292898591,1.6758773141751866
2659,50109,17158,14979,2582,1283,907,392,25448,0.3424135384861003,0.8730038466021681,0.1723746578543294,1.6989118098671474
2660,50109,17927,15129,2309,1124,792,393,24915,0.3577600830190185,0.8439225748870419,0.15262079450062793,1.6468372000793179
2661,50109,15850,13626,2277,1202,773,302,23396,0.3163104432337504,0.8596845425867508,0.16710700132100395,1.7170115954792309
2662,50109,17041,14958,2618,1366,855,397,25141,0.3400786285896745,0.8777653893550847,0.17502339885011364,1.680772830592325
2663,50109,17433,15196,2596,1306,876,414,24619,0.347901574567443,0.871680146847932,0.1708344301131877,1.6200973940510661
2664,50109,17029,15016,2875,1485,870,520,24963,0.33983915065157955,0.8817898878383933,0.19146244006393182,1.6624267448055408
2665,50109,16602,14241,2815,1324,1021,470,24479,0.3313177273543675,0.8577882182869534,0.1976687030405168,1.7189101888912295
2666,50109,16246,14308,2112,1080,628,404,23773,0.32421321519088386,0.8807090976240305,0.14760972882303605,1.6615180318702825
2667,50109,16522,14393,2220,1073,794,353,23808,0.3297212077670678,0.8711415082919743,0.15424164524421594,1.6541374279163483
2668,50109,17347,15004,2324,1210,743,371,24614,0.3461853160110958,0.8649334178820546,0.15489202879232206,1.640495867768595
2669,50109,16641,13956,2577,1457,808,312,23451,0.33209603065317606,0.8386515233459527,0.1846517626827171,1.6803525365434222
2670,50109,18769,16182,2886,1494,1027,365,26321,0.37456345167534777,0.8621663381107145,0.17834631071560994,1.6265603757261153
2671,50109,16194,14198,2314,1120,713,481,23393,0.3231754774591391,0.8767444732617019,0.16298070150725455,1.6476264262572193
2672,50109,15241,13262,2276,1183,746,347,22335,0.3041569378754316,0.8701528771078013,0.17161815714070275,1.6841351229075554
2673,50109,17208,14876,2426,1280,730,416,25021,0.3434113632281626,0.8644816364481637,0.1630814735143856,1.6819709599354664
2674,50109,15656,13715,2540,1289,808,443,23150,0.31243888323454866,0.8760219724067451,0.1851986875683558,1.6879329201604083
2675,50109,17312,14833,2583,1349,811,423,24608,0.3454868386916522,0.8568045286506469,0.17413874469089194,1.6590035731140025
2676,50109,17778,15318,2484,1296,778,410,25393,0.3547865652876729,0.8616267296658792,0.16216216216216217,1.657722940331636
2677,50109,16733,14574,2181,1154,679,348,23832,0.3339320281785707,0.8709735253690313,0.14965006175380816,1.6352408398517908
2678,50109,16884,14690,2645,1371,881,393,24695,0.33694545889959887,0.8700544894574745,0.18005445881552076,1.6810755616065352
2679,50109,15599,13621,2653,1377,762,514,22497,0.3113013630285977,0.87319699980768,0.19477277732912415,1.6516408486895235
2680,50109,16713,14096,2733,1464,859,410,23077,0.3335328982817458,0.8434153054508466,0.19388479001135073,1.6371311010215663
2681,50109,16663,14652,2584,1400,728,456,24994,0.3325350735396835,0.879313448958771,0.17635817635817636,1.7058422058422058
2682,50109,17034,14861,2441,1266,779,396,24551,0.33993893312578577,0.8724316073734883,0.1642554336854855,1.6520422582598748
2683,50109,17046,14792,2323,1211,774,338,25006,0.34017841106388075,0.8677695647072627,0.15704434829637642,1.690508382909681
2684,50109,17060,14497,2580,1276,852,452,23473,0.3404578019916582,0.8497655334114889,0.1779678554183624,1.6191625853624887
2685,50109,17431,15085,2426,1367,696,363,25018,0.3478616615777605,0.865412196661121,0.16082200861783227,1.6584686774941995
2686,50109,15895,13735,2288,1298,631,359,22869,0.3172084855016065,0.8641082101289713,0.16658172551874773,1.6650163815070986
2687,50109,17589,14959,2779,1425,936,418,24384,0.35101478776267736,0.850474728523509,0.185774450163781,1.6300554849923123
2688,50109,16822,14804,2899,1597,809,493,24996,0.3357081562194416,0.8800380454167162,0.19582545258038367,1.6884625776817077
2689,50109,17278,14907,2276,1258,672,346,24927,0.34480831786704985,0.8627734691515222,0.15267994901724022,1.6721674381163212
2690,50109,16268,14012,2278,1174,774,330,23084,0.3246522580773913,0.861322842389968,0.16257493576934057,1.6474450471024835
2691,50109,17373,15130,2831,1528,826,477,25664,0.3467041848769682,0.8708916134231278,0.1871116986120291,1.6962326503635161
2692,50109,17013,14734,2268,1132,676,460,23825,0.3395198467341196,0.8660436137071651,0.15392968643952762,1.617008280168318
2693,50109,18472,15726,2641,1443,854,344,26425,0.36863637270749766,0.8513425725422261,0.16793844588579424,1.680338293272288
2694,50109,16778,14600,2759,1390,924,445,23700,0.33483007044642676,0.870187149839075,0.18897260273972602,1.6232876712328768
2695,50109,17681,15500,3214,1680,987,547,25620,0.352850785288072,0.8766472484587976,0.2073548387096774,1.6529032258064515
2696,50109,16584,14621,2927,1569,845,513,24607,0.3309585104472251,0.8816328991799325,0.2001915053689898,1.6829902195472266
2697,50109,16054,13985,2739,1425,794,520,23109,0.32038156818136465,0.8711224616917902,0.19585269932070076,1.6524132999642474
2698,50109,16672,14529,2556,1343,818,395,24510,0.3327146819932547,0.8714611324376199,0.17592401404088376,1.6869708858145778
2699,50109,16755,14294,2444,1268,773,403,23810,0.33437107106507813,0.8531184720978813,0.1709808311179516,1.6657338743528753
2700,50109,16544,14222,2117,1149,644,324,23092,0.3301602506535752,0.8596470019342359,0.14885388834200533,1.6236816200253128
2701,50109,17962,15996,2590,1295,862,433,25836,0.35845856033846213,0.8905467097205211,0.16191547886971744,1.6151537884471119
2702,50109,18130,15502,2727,1348,878,501,25990,0.3618112514717915,0.8550468836183122,0.1759127854470391,1.6765578635014837
2703,50109,16943,14753,2515,1344,749,422,24586,0.3381228920952324,0.8707430797379448,0.17047380193858877,1.666508506744391
2704,50109,15677,13639,2061,1052,655,354,22698,0.31285796962621487,0.8700006378771449,0.15111078524818536,1.6641982550040326
2705,50109,15584,13715,2027,970,703,354,23022,0.31100201560597895,0.8800693018480493,0.14779438570907766,1.6786000729128692
2706,50109,17353,15256,2543,1311,752,480,25189,0.3463050549801433,0.879156341842909,0.1666885159937074,1.6510880964866281
2707,50109,17251,15015,2600,1294,812,494,24615,0.3442694925063362,0.8703843255463452,0.17316017316017315,1.6393606393606395
2708,50109,17069,14588,2645,1349,765,531,23547,0.3406374104452294,0.8546487784873162,0.18131340828077872,1.6141349054017
2709,50109,16369,14264,2514,1218,832,464,24573,0.3266678640563571,0.8714032622640356,0.17624789680314076,1.722728547392036
2710,50109,16974,14828,2864,1399,993,472,24240,0.33874154343531104,0.8735713444090962,0.19314809819260859,1.6347450768815754
2711,50109,17233,14963,2284,1189,726,369,24924,0.34391027559919374,0.8682759821273138,0.15264318652676603,1.6657087482456727
2712,50109,18459,15830,2972,1616,891,465,26002,0.36837693827456147,0.8575762500677176,0.18774478837650033,1.642577384712571
2713,50109,17180,14768,2559,1309,849,401,24805,0.3428525813726077,0.859604190919674,0.17328006500541712,1.6796451787648972
2714,50109,16351,14150,2356,1185,674,497,22536,0.3263086471492147,0.8653904959941288,0.1665017667844523,1.5926501766784453
2715,50109,16286,13971,2555,1259,898,398,23337,0.3250114749845337,0.8578533709934913,0.18287882041371412,1.6703886622289028
2716,50109,16747,14655,2715,1331,885,499,24749,0.33421141910634816,0.8750821042574789,0.18526100307062435,1.68877516206073
2717,50109,17588,15326,2661,1291,824,546,25161,0.3509948312678361,0.8713895838071413,0.17362651702988385,1.64171995302101
2718,50109,17779,15541,2561,1295,785,481,25020,0.3548065217825141,0.8741211541706507,0.1647899105591661,1.6099350106170773
2719,50109,15608,13361,2419,1243,686,490,22099,0.31148097148216886,0.8560353664787289,0.18104932265548987,1.6539929645984581
2720,50109,17419,15140,2796,1478,902,416,25753,0.3476221836396655,0.8691658533784947,0.1846763540290621,1.700990752972259
2721,50109,16782,14576,2924,1536,909,479,23908,0.3349098964257918,0.868549636515314,0.20060373216245883,1.640230515916575
2722,50109,17477,15302,2815,1369,935,511,25046,0.3487796603404578,0.8755507238084339,0.18396288066919356,1.636779505946935
