realized_shocks,systemic_shocks,regional_shocks,sectoral_shocks,positive_shocks,negative_shocks,active_months,quiet_months,overlap_months,max_simultaneous_shocks,mean_abs_net_intensity,audit_world,world_seed
6,2,3,1,1,5,29,43,9,4,0.2018219883333333,2298,38450944
1,1,0,0,0,1,20,52,0,1,0.07769736388888887,2299,38458863
5,2,2,1,1,4,42,30,7,2,0.1539227926388889,2300,38466782
4,3,0,1,1,3,22,50,12,3,0.07850858041666665,2301,38474701
4,4,0,0,3,1,25,47,4,2,0.18347764333333333,2302,38482620
8,3,2,3,3,5,43,29,16,4,0.18553471736111113,2303,38490539
4,2,2,0,0,4,16,56,10,2,0.12602738958333332,2304,38498458
6,3,2,1,1,5,42,30,5,2,0.15537159041666668,2305,38506377
7,3,2,2,2,5,40,32,13,4,0.14278675958333334,2306,38514296
8,3,3,2,2,6,51,21,19,4,0.2542689801388889,2307,38522215
4,3,1,0,2,2,25,47,14,4,0.07799934027777779,2308,38530134
10,2,6,2,4,6,50,22,18,4,0.2261424451388889,2309,38538053
8,6,2,0,4,4,69,3,25,4,0.33219629625,2310,38545972
13,5,5,3,4,9,55,17,30,4,0.3415538894444444,2311,38553891
5,3,1,1,2,3,38,34,11,2,0.2199009627777778,2312,38561810
11,7,4,0,4,7,65,7,34,4,0.3194876277777778,2313,38569729
5,4,1,0,2,3,44,28,4,2,0.19522909263888888,2314,38577648
3,3,0,0,1,2,21,51,7,2,0.11313624222222221,2315,38585567
6,2,3,1,1,5,44,28,6,3,0.28372926027777784,2316,38593486
9,6,1,2,3,6,50,22,22,3,0.2643421268055556,2317,38601405
6,4,1,1,4,2,49,23,12,3,0.20790851250000003,2318,38609324
6,1,3,2,4,2,38,34,21,4,0.12114586597222224,2319,38617243
7,5,1,1,1,6,44,28,32,3,0.19096942777777778,2320,38625162
11,6,0,5,7,4,58,14,32,4,0.2191116540277778,2321,38633081
5,1,3,1,1,4,34,38,7,2,0.20347064055555555,2322,38641000
5,4,1,0,1,4,49,23,11,2,0.26188374319444446,2323,38648919
8,6,1,1,2,6,44,28,18,3,0.26816387333333336,2324,38656838
5,4,0,1,1,4,42,30,9,2,0.13127260722222223,2325,38664757
4,1,1,2,1,3,25,47,8,2,0.10354222555555556,2326,38672676
8,2,4,2,2,6,34,38,20,3,0.24436211944444441,2327,38680595
9,5,3,1,2,7,65,7,30,3,0.3469181326388889,2328,38688514
2,1,0,1,1,1,11,61,0,1,0.06367608694444445,2329,38696433
7,3,2,2,3,4,46,26,10,4,0.2459906459722222,2330,38704352
8,1,5,2,2,6,49,23,20,3,0.2545388016666667,2331,38712271
8,1,3,4,2,6,44,28,28,3,0.18702311000000002,2332,38720190
11,5,5,1,3,8,60,12,45,3,0.4075245520833333,2333,38728109
7,2,5,0,3,4,31,41,13,3,0.20700206374999996,2334,38736028
4,1,3,0,1,3,25,47,0,1,0.16125593944444444,2335,38743947
9,6,3,0,5,4,64,8,27,3,0.37783995833333334,2336,38751866
6,3,1,2,2,4,43,29,14,3,0.16576144250000002,2337,38759785
4,2,1,1,2,2,33,39,8,3,0.20160588097222223,2338,38767704
7,5,1,1,2,5,36,36,25,3,0.24577455138888885,2339,38775623
9,5,2,2,4,5,52,20,29,3,0.24874768513888887,2340,38783542
12,3,5,4,3,9,59,13,42,4,0.3671912593055555,2341,38791461
3,1,1,1,0,3,31,41,0,1,0.10577110055555555,2342,38799380
4,3,1,0,3,1,32,40,10,3,0.10340266347222221,2343,38807299
7,4,3,0,2,5,54,18,23,3,0.1956023761111111,2344,38815218
9,4,2,3,5,4,63,9,26,4,0.43533090166666666,2345,38823137
11,5,5,1,5,6,60,12,41,4,0.3864960013888889,2346,38831056
3,2,0,1,1,2,28,44,8,2,0.11247583458333334,2347,38838975
7,3,2,2,2,5,59,13,18,3,0.3538349934722222,2348,38846894
9,3,2,4,4,5,46,26,23,5,0.2300607458333333,2349,38854813
5,3,0,2,2,3,45,27,7,2,0.15523533902777778,2350,38862732
3,0,2,1,2,1,17,55,8,2,0.10940378611111111,2351,38870651
5,3,1,1,1,4,40,32,3,2,0.17413361680555553,2352,38878570
8,3,2,3,2,6,34,38,19,3,0.22081714347222223,2353,38886489
8,3,4,1,3,5,48,24,23,2,0.2296259644444444,2354,38894408
5,2,3,0,2,3,37,35,4,2,0.19267378041666663,2355,38902327
7,4,3,0,0,7,43,29,26,3,0.3342705959722222,2356,38910246
5,3,0,2,2,3,39,33,10,2,0.18905703833333332,2357,38918165
3,2,1,0,2,1,34,38,1,2,0.11610765569444442,2358,38926084
4,1,2,1,1,3,17,55,5,2,0.07656078902777778,2359,38934003
5,3,2,0,4,1,46,26,15,3,0.1735795359722222,2360,38941922
11,6,1,4,5,6,56,16,36,4,0.3399272173611111,2361,38949841
3,2,1,0,0,3,25,47,3,2,0.14722055138888887,2362,38957760
5,2,3,0,0,5,41,31,9,3,0.21826844152777777,2363,38965679
9,4,3,2,2,7,54,18,29,3,0.22634975208333336,2364,38973598
7,3,3,1,2,5,52,20,25,3,0.18950359027777777,2365,38981517
6,5,1,0,4,2,43,29,3,2,0.20259713694444448,2366,38989436
7,1,2,4,3,4,50,22,15,2,0.19093812472222224,2367,38997355
9,1,5,3,4,5,42,30,25,4,0.1820519783333333,2368,39005274
7,4,0,3,2,5,42,30,24,3,0.22461715694444445,2369,39013193
3,2,1,0,1,2,22,50,9,2,0.17214731847222223,2370,39021112
7,2,4,1,4,3,42,30,15,3,0.15906534027777777,2371,39029031
6,2,4,0,0,6,53,19,7,2,0.2728608223611111,2372,39036950
8,4,1,3,3,5,52,20,19,2,0.3065599286111111,2373,39044869
6,3,3,0,2,4,45,27,15,2,0.1496465372222222,2374,39052788
8,7,1,0,3,5,58,14,13,2,0.29882372013888886,2375,39060707
5,4,0,1,2,3,38,34,16,3,0.11829242847222224,2376,39068626
4,0,1,3,1,3,34,38,11,2,0.08854983749999999,2377,39076545
6,3,2,1,1,5,39,33,4,2,0.14491155666666666,2378,39084464
7,2,2,3,2,5,55,17,12,2,0.25990811347222226,2379,39092383
4,0,3,1,1,3,33,39,5,2,0.14071120555555555,2380,39100302
6,2,3,1,2,4,56,16,5,2,0.268268945,2381,39108221
6,4,1,1,1,5,43,29,15,3,0.22243799361111108,2382,39116140
5,2,0,3,3,2,39,33,20,2,0.14935496027777778,2383,39124059
9,3,5,1,0,9,44,28,20,3,0.3350065386111111,2384,39131978
8,5,2,1,3,5,46,26,21,4,0.24961888305555555,2385,39139897
6,0,3,3,1,5,40,32,2,2,0.1836983659722222,2386,39147816
6,3,1,2,1,5,43,29,16,2,0.24261664763888893,2387,39155735
4,1,2,1,2,2,32,40,8,3,0.18418600736111113,2388,39163654
3,2,0,1,2,1,25,47,4,2,0.14002123791666665,2389,39171573
7,4,2,1,2,5,43,29,25,3,0.2571689725,2390,39179492
4,3,0,1,2,2,28,44,17,3,0.10898506527777778,2391,39187411
10,6,2,2,3,7,64,8,41,3,0.32645153513888886,2392,39195330
6,2,0,4,2,4,35,37,13,3,0.11124078597222223,2393,39203249
4,1,2,1,2,2,33,39,0,1,0.10856357652777776,2394,39211168
11,6,2,3,6,5,62,10,38,3,0.24669050555555558,2395,39219087
7,2,1,4,2,5,43,29,15,3,0.20814702319444445,2396,39227006
7,2,2,3,4,3,51,21,27,3,0.23323423930555556,2397,39234925
4,2,1,1,2,2,23,49,5,2,0.09856203152777779,2398,39242844
9,4,2,3,3,6,56,16,35,4,0.2163370929166667,2399,39250763
5,1,2,2,2,3,33,39,7,2,0.11761311819444445,2400,39258682
7,4,2,1,0,7,43,29,16,2,0.17987214625,2401,39266601
5,2,1,2,3,2,44,28,7,2,0.2147602423611111,2402,39274520
5,4,1,0,1,4,39,33,7,3,0.2138178963888889,2403,39282439
5,2,2,1,1,4,39,33,9,3,0.28554583791666666,2404,39290358
7,4,1,2,3,4,48,24,29,4,0.25505280361111116,2405,39298277
3,0,2,1,2,1,21,51,0,1,0.07355291569444444,2406,39306196
7,2,4,1,1,6,36,36,15,3,0.17499253138888887,2407,39314115
5,2,2,1,2,3,32,40,17,3,0.17750877625,2408,39322034
6,3,1,2,2,4,50,22,13,2,0.2251314451388889,2409,39329953
6,4,1,1,5,1,54,18,12,2,0.21119457277777778,2410,39337872
4,2,0,2,3,1,34,38,19,3,0.15594829722222225,2411,39345791
4,2,2,0,1,3,27,45,11,2,0.08612130958333333,2412,39353710
3,2,1,0,1,2,30,42,0,1,0.19079490319444442,2413,39361629
11,3,6,2,4,7,54,18,36,5,0.2890119747222222,2414,39369548
3,1,1,1,1,2,15,57,11,2,0.030110189583333336,2415,39377467
7,5,1,1,6,1,51,21,25,3,0.18817656680555556,2416,39385386
6,1,3,2,2,4,42,30,14,3,0.20241849069444445,2417,39393305
5,3,1,1,2,3,48,24,16,3,0.19627917472222223,2418,39401224
9,4,3,2,2,7,55,17,21,5,0.26547641930555554,2419,39409143
10,6,1,3,4,6,58,14,30,5,0.22636753027777778,2420,39417062
7,3,2,2,5,2,44,28,7,3,0.18926557125,2421,39424981
5,4,0,1,2,3,49,23,25,2,0.1412425161111111,2422,39432900
5,2,1,2,3,2,24,48,8,2,0.15961988458333332,2423,39440819
7,6,1,0,3,4,52,20,14,3,0.24826013125000004,2424,39448738
7,5,0,2,3,4,46,26,13,3,0.2317909244444444,2425,39456657
5,1,2,2,2,3,37,35,4,2,0.1390053947222222,2426,39464576
7,5,1,1,4,3,41,31,27,3,0.13079226472222225,2427,39472495
11,5,3,3,3,8,63,9,26,6,0.33728496069444447,2428,39480414
11,8,3,0,2,9,49,23,28,4,0.2911576493055556,2429,39488333
3,1,1,1,1,2,30,42,2,2,0.10866992472222221,2430,39496252
8,4,3,1,2,6,52,20,27,3,0.2958009641666667,2431,39504171
4,2,1,1,0,4,46,26,1,2,0.20468929430555555,2432,39512090
8,4,3,1,3,5,49,23,26,3,0.3365954704166667,2433,39520009
5,3,1,1,0,5,38,34,20,3,0.2776005970833333,2434,39527928
6,2,4,0,3,3,35,37,9,2,0.11889021875,2435,39535847
4,1,3,0,0,4,34,38,0,1,0.18159790819444444,2436,39543766
8,3,2,3,3,5,38,34,27,5,0.1940472311111111,2437,39551685
3,2,1,0,1,2,34,38,0,1,0.11464015555555555,2438,39559604
8,3,3,2,2,6,53,19,23,2,0.2699317518055555,2439,39567523
9,2,4,3,4,5,47,25,27,3,0.30661263361111113,2440,39575442
7,2,3,2,2,5,46,26,29,2,0.2117640877777778,2441,39583361
11,3,4,4,3,8,48,24,30,6,0.2992305840277778,2442,39591280
4,4,0,0,2,2,34,38,8,2,0.19370881888888888,2443,39599199
7,2,3,2,2,5,37,35,19,3,0.1384180786111111,2444,39607118
9,5,2,2,5,4,56,16,24,3,0.24245968569444443,2445,39615037
11,6,3,2,3,8,55,17,37,3,0.40023941555555553,2446,39622956
4,1,1,2,1,3,30,42,6,2,0.16271261416666669,2447,39630875
9,6,3,0,1,8,55,17,33,3,0.3652364045833334,2448,39638794
5,2,2,1,3,2,44,28,13,2,0.15963379569444444,2449,39646713
7,5,2,0,2,5,55,17,17,2,0.2717952979166667,2450,39654632
10,5,4,1,3,7,39,33,27,6,0.29232470625,2451,39662551
11,5,2,4,5,6,50,22,25,6,0.3536489072222222,2452,39670470
7,4,1,2,3,4,34,38,20,4,0.14893359374999998,2453,39678389
9,6,1,2,3,6,68,4,28,3,0.2948175930555556,2454,39686308
3,1,1,1,0,3,29,43,6,2,0.10414166347222223,2455,39694227
4,2,1,1,2,2,36,36,0,1,0.13130223777777777,2456,39702146
9,5,3,1,3,6,70,2,36,4,0.3173520965277778,2457,39710065
5,1,3,1,0,5,21,51,9,3,0.15522043680555553,2458,39717984
10,3,4,3,4,6,55,17,35,3,0.2571442825,2459,39725903
8,3,3,2,1,7,54,18,25,3,0.37410500069444447,2460,39733822
3,3,0,0,2,1,39,33,8,2,0.17254668388888886,2461,39741741
4,2,0,2,1,3,29,43,7,2,0.13087795166666666,2462,39749660
10,6,3,1,2,8,60,12,22,4,0.33860373875,2463,39757579
9,6,3,0,3,6,60,12,23,3,0.3822529679166667,2464,39765498
4,2,1,1,1,3,38,34,14,2,0.1739531748611111,2465,39773417
5,2,1,2,2,3,39,33,7,2,0.18704161777777778,2466,39781336
4,2,2,0,1,3,23,49,5,2,0.14547335805555556,2467,39789255
3,2,1,0,0,3,21,51,2,2,0.14595371527777778,2468,39797174
9,4,3,2,2,7,50,22,14,3,0.31332770555555556,2469,39805093
8,3,2,3,7,1,38,34,10,4,0.25089799124999995,2470,39813012
9,4,2,3,4,5,62,10,13,2,0.3030324022222222,2471,39820931
8,7,1,0,3,5,60,12,29,3,0.24089065944444446,2472,39828850
6,4,1,1,3,3,40,32,12,2,0.13392583583333334,2473,39836769
3,1,1,1,3,0,20,52,3,2,0.05262789874999999,2474,39844688
4,3,0,1,0,4,25,47,9,2,0.18745299402777776,2475,39852607
6,2,2,2,3,3,52,20,15,3,0.19549013291666667,2476,39860526
9,2,6,1,3,6,40,32,24,4,0.23392099083333331,2477,39868445
6,2,2,2,3,3,47,25,16,2,0.2216706488888889,2478,39876364
7,5,2,0,3,4,55,17,34,3,0.18826099555555556,2479,39884283
6,4,1,1,1,5,42,30,24,4,0.2384932673611111,2480,39892202
6,4,0,2,3,3,43,29,19,3,0.2181319275,2481,39900121
7,4,2,1,3,4,46,26,24,3,0.27940353111111116,2482,39908040
5,3,1,1,1,4,30,42,9,3,0.20878810041666668,2483,39915959
5,2,1,2,4,1,26,46,15,2,0.14108920861111113,2484,39923878
4,2,1,1,2,2,47,25,4,2,0.2369405709722222,2485,39931797
10,4,4,2,4,6,62,10,26,4,0.32455885847222216,2486,39939716
7,5,0,2,4,3,63,9,30,2,0.36437941152777775,2487,39947635
5,2,1,2,1,4,40,32,15,2,0.20751517430555555,2488,39955554
10,3,4,3,5,5,57,15,38,4,0.336657715,2489,39963473
7,6,1,0,0,7,55,17,28,2,0.2990820866666667,2490,39971392
6,2,4,0,0,6,35,37,15,3,0.20427632736111112,2491,39979311
7,4,2,1,1,6,44,28,17,3,0.20954318944444447,2492,39987230
8,5,3,0,2,6,63,9,39,4,0.311208255,2493,39995149
8,3,3,2,3,5,47,25,21,3,0.30975592930555557,2494,40003068
8,4,3,1,2,6,54,18,14,3,0.22521796847222225,2495,40010987
6,2,1,3,3,3,46,26,20,2,0.21979407694444444,2496,40018906
4,4,0,0,1,3,44,28,18,2,0.12191483069444445,2497,40026825
8,5,3,0,0,8,39,33,21,4,0.3880731994444444,2498,40034744
8,4,0,4,3,5,52,20,20,3,0.20421863402777776,2499,40042663
8,2,4,2,3,5,50,22,23,3,0.13957945277777778,2500,40050582
5,3,1,1,2,3,47,25,27,2,0.26462341013888885,2501,40058501
9,4,0,5,3,6,61,11,27,4,0.2501943506944444,2502,40066420
5,1,2,2,2,3,41,31,10,2,0.1809479802777778,2503,40074339
7,4,2,1,2,5,47,25,19,2,0.2639316726388889,2504,40082258
7,4,2,1,2,5,55,17,13,3,0.3226314434722222,2505,40090177
6,2,1,3,3,3,35,37,18,3,0.17524069152777777,2506,40098096
6,3,2,1,1,5,53,19,20,2,0.2864658236111111,2507,40106015
7,3,3,1,4,3,36,36,22,5,0.1486381747222222,2508,40113934
4,2,1,1,3,1,30,42,14,3,0.17899586083333333,2509,40121853
8,5,1,2,3,5,57,15,21,3,0.2756200227777778,2510,40129772
7,4,2,1,4,3,46,26,18,2,0.320160765,2511,40137691
7,3,3,1,3,4,55,17,15,2,0.2803939659722222,2512,40145610
2,1,0,1,1,1,18,54,0,1,0.06717909847222223,2513,40153529
9,3,4,2,2,7,58,14,22,3,0.48497039250000007,2514,40161448
4,2,0,2,3,1,32,40,5,2,0.14368762208333333,2515,40169367
7,3,2,2,3,4,36,36,22,3,0.17778474375,2516,40177286
3,2,1,0,2,1,27,45,0,1,0.12794669138888887,2517,40185205
4,2,2,0,2,2,20,52,5,2,0.12633567277777777,2518,40193124
5,3,2,0,2,3,43,29,1,2,0.16363817458333335,2519,40201043
4,3,1,0,2,2,29,43,12,2,0.10176684069444444,2520,40208962
10,5,4,1,5,5,67,5,24,5,0.35560253194444447,2521,40216881
6,4,1,1,2,4,31,41,14,2,0.21258435319444446,2522,40224800
9,8,0,1,3,6,38,34,27,4,0.22281361083333331,2523,40232719
6,3,2,1,0,6,46,26,19,2,0.2123196211111111,2524,40240638
6,4,1,1,3,3,49,23,18,3,0.2614164291666667,2525,40248557
4,1,2,1,0,4,23,49,5,2,0.10645880986111111,2526,40256476
4,2,1,1,1,3,31,41,12,2,0.10597155569444446,2527,40264395
6,1,3,2,3,3,46,26,7,2,0.2103089826388889,2528,40272314
8,3,3,2,3,5,57,15,28,2,0.3046133486111111,2529,40280233
6,3,3,0,3,3,27,45,12,2,0.09557603652777777,2530,40288152
6,2,3,1,0,6,44,28,5,3,0.24237547152777777,2531,40296071
9,6,1,2,3,6,62,10,26,3,0.33844651013888893,2532,40303990
8,6,2,0,2,6,50,22,15,3,0.28585946194444445,2533,40311909
8,5,3,0,1,7,65,7,32,3,0.37320851430555557,2534,40319828
7,5,1,1,1,6,47,25,19,3,0.36245319305555557,2535,40327747
5,2,2,1,1,4,31,41,9,2,0.12743626041666667,2536,40335666
5,2,2,1,2,3,27,45,7,3,0.11032141499999999,2537,40343585
5,2,2,1,1,4,47,25,11,2,0.2407986097222222,2538,40351504
6,5,1,0,2,4,39,33,11,3,0.2537789248611111,2539,40359423
8,4,3,1,0,8,45,27,24,3,0.40563513777777777,2540,40367342
7,2,4,1,2,5,34,38,23,3,0.24367069555555554,2541,40375261
3,1,0,2,3,0,28,44,0,1,0.10534937305555556,2542,40383180
8,4,0,4,5,3,46,26,19,3,0.2883670411111111,2543,40391099
7,2,2,3,1,6,49,23,6,2,0.27484997861111116,2544,40399018
9,6,1,2,4,5,65,7,37,4,0.3143146669444445,2545,40406937
7,6,0,1,4,3,54,18,20,3,0.2550905786111111,2546,40414856
12,7,2,3,5,7,49,23,36,5,0.35810866375,2547,40422775
2,0,1,1,1,1,18,54,0,1,0.06171759916666667,2548,40430694
7,3,2,2,3,4,38,34,14,3,0.17320838291666668,2549,40438613
7,5,2,0,4,3,52,20,25,2,0.16717413263888886,2550,40446532
10,8,1,1,5,5,44,28,36,5,0.2717336665277778,2551,40454451
8,3,2,3,3,5,53,19,25,3,0.24071117388888888,2552,40462370
5,1,1,3,2,3,43,29,9,3,0.20119937611111113,2553,40470289
6,3,2,1,3,3,52,20,7,2,0.18348486375,2554,40478208
5,3,2,0,2,3,32,40,7,3,0.1251616384722222,2555,40486127
11,8,1,2,7,4,59,13,36,3,0.3500016959722222,2556,40494046
7,4,2,1,1,6,49,23,8,2,0.22553944652777774,2557,40501965
6,4,2,0,2,4,40,32,15,3,0.23440503152777778,2558,40509884
2,0,1,1,1,1,22,50,0,1,0.09658358069444445,2559,40517803
0,0,0,0,0,0,0,72,0,0,0.0,2560,40525722
6,2,3,1,0,6,28,44,6,3,0.14881243388888887,2561,40533641
5,2,2,1,3,2,28,44,3,2,0.11763910486111111,2562,40541560
8,6,2,0,2,6,58,14,30,4,0.2571803911111111,2563,40549479
8,2,4,2,2,6,37,35,19,4,0.2350880429166667,2564,40557398
9,3,2,4,4,5,38,34,32,4,0.23401608861111114,2565,40565317
8,4,2,2,0,8,53,19,15,3,0.31199447333333336,2566,40573236
4,3,1,0,3,1,55,17,3,2,0.22620492972222225,2567,40581155
8,4,3,1,1,7,52,20,14,3,0.2991791701388889,2568,40589074
6,5,0,1,0,6,56,16,9,3,0.2501485019444444,2569,40596993
10,5,2,3,6,4,57,15,26,3,0.4130825404166667,2570,40604912
5,3,1,1,4,1,38,34,12,2,0.1451426784722222,2571,40612831
7,1,4,2,5,2,41,31,16,3,0.2150975383333333,2572,40620750
7,4,2,1,2,5,42,30,11,4,0.17416888930555555,2573,40628669
5,5,0,0,1,4,58,14,13,2,0.27992631013888886,2574,40636588
8,4,4,0,3,5,60,12,21,2,0.24259066999999998,2575,40644507
7,5,1,1,3,4,49,23,16,3,0.21632350708333334,2576,40652426
9,2,2,5,5,4,46,26,29,4,0.22882767458333328,2577,40660345
5,3,0,2,2,3,35,37,19,3,0.21080028652777777,2578,40668264
5,4,0,1,2,3,33,39,6,2,0.17844427944444444,2579,40676183
8,3,3,2,4,4,34,38,22,4,0.28987959249999995,2580,40684102
3,1,1,1,1,2,26,46,0,1,0.08691151166666666,2581,40692021
3,2,1,0,1,2,23,49,3,2,0.09329791027777777,2582,40699940
7,3,2,2,2,5,41,31,24,3,0.26406358194444446,2583,40707859
4,2,2,0,1,3,24,48,9,3,0.10496677361111112,2584,40715778
7,2,2,3,2,5,41,31,21,3,0.20783927249999998,2585,40723697
9,7,1,1,3,6,56,16,32,3,0.24460033916666665,2586,40731616
9,6,2,1,2,7,61,11,24,2,0.32221478625,2587,40739535
8,4,1,3,3,5,56,16,33,4,0.2605980743055556,2588,40747454
8,5,2,1,3,5,60,12,37,3,0.3156343911111111,2589,40755373
4,3,1,0,2,2,41,31,5,2,0.21094387583333335,2590,40763292
5,3,1,1,1,4,42,30,10,2,0.15285056013888887,2591,40771211
5,2,2,1,3,2,34,38,10,2,0.12781828444444443,2592,40779130
3,1,2,0,1,2,13,59,5,2,0.0615198575,2593,40787049
7,3,2,2,1,6,35,37,13,3,0.19230786944444447,2594,40794968
8,3,4,1,2,6,48,24,24,4,0.17213620333333335,2595,40802887
6,2,2,2,1,5,42,30,11,2,0.19679685680555553,2596,40810806
8,5,2,1,2,6,61,11,30,3,0.25090689847222225,2597,40818725
4,2,0,2,1,3,43,29,5,2,0.14911163680555553,2598,40826644
7,5,2,0,1,6,54,18,18,3,0.2554977326388889,2599,40834563
2,1,1,0,0,2,9,63,0,1,0.044910225277777785,2600,40842482
13,7,5,1,2,11,56,16,44,4,0.4666052852777778,2601,40850401
5,2,2,1,2,3,46,26,15,3,0.16150352166666668,2602,40858320
4,3,1,0,2,2,34,38,11,3,0.10770192319444447,2603,40866239
9,5,2,2,3,6,39,33,19,4,0.2443167729166667,2604,40874158
6,4,2,0,0,6,38,34,15,4,0.23337735569444445,2605,40882077
8,2,4,2,3,5,45,27,17,3,0.2744420602777778,2606,40889996
3,2,1,0,3,0,23,49,1,2,0.1002335776388889,2607,40897915
6,4,1,1,2,4,39,33,15,2,0.16946737166666667,2608,40905834
6,2,3,1,2,4,31,41,21,3,0.14302232069444443,2609,40913753
3,2,0,1,2,1,26,46,3,2,0.12315916652777778,2610,40921672
9,4,4,1,3,6,46,26,24,5,0.2272113409722222,2611,40929591
11,6,2,3,4,7,63,9,41,4,0.3245728783333333,2612,40937510
5,3,1,1,2,3,31,41,16,3,0.10427866166666666,2613,40945429
2,1,1,0,1,1,21,51,0,1,0.07582413347222222,2614,40953348
4,1,3,0,2,2,20,52,5,2,0.07021906027777779,2615,40961267
4,2,2,0,2,2,26,46,8,3,0.13585010083333332,2616,40969186
7,5,1,1,3,4,40,32,19,3,0.20066272152777775,2617,40977105
4,2,1,1,1,3,42,30,6,2,0.21574675444444444,2618,40985024
2,1,0,1,1,1,21,51,0,1,0.07238346305555556,2619,40992943
8,5,2,1,2,6,63,9,29,2,0.26750290055555553,2620,41000862
4,3,0,1,1,3,30,42,12,2,0.12038854930555555,2621,41008781
6,3,3,0,2,4,48,24,31,3,0.2378184819444444,2622,41016700
9,6,2,1,2,7,59,13,29,3,0.29520564861111115,2623,41024619
9,3,5,1,2,7,46,26,26,3,0.2700619329166667,2624,41032538
2,2,0,0,0,2,19,53,0,1,0.057700460555555555,2625,41040457
3,3,0,0,1,2,22,50,0,1,0.10740269152777777,2626,41048376
6,3,2,1,1,5,47,25,17,4,0.26402433708333334,2627,41056295
2,1,0,1,1,1,10,62,0,1,0.056721427222222225,2628,41064214
12,6,4,2,2,10,62,10,44,4,0.4225053718055556,2629,41072133
10,3,4,3,4,6,62,10,41,4,0.40907433013888883,2630,41080052
13,6,5,2,3,10,62,10,36,4,0.3304170963888889,2631,41087971
4,2,1,1,3,1,37,35,4,2,0.19787602819444444,2632,41095890
8,5,2,1,2,6,52,20,24,3,0.25999729069444444,2633,41103809
5,2,2,1,1,4,47,25,14,2,0.2837148423611111,2634,41111728
3,3,0,0,0,3,32,40,0,1,0.09594068388888889,2635,41119647
5,2,2,1,2,3,39,33,14,2,0.2198888998611111,2636,41127566
11,7,1,3,4,7,65,7,47,5,0.24001543597222222,2637,41135485
7,4,2,1,3,4,48,24,15,3,0.22256912041666668,2638,41143404
6,4,0,2,2,4,26,46,11,2,0.15799270694444445,2639,41151323
4,3,0,1,2,2,44,28,9,2,0.16469537513888888,2640,41159242
2,1,0,1,1,1,18,54,10,2,0.03421611791666667,2641,41167161
8,4,1,3,0,8,53,19,21,3,0.25482269902777777,2642,41175080
2,0,1,1,0,2,14,58,0,1,0.04576782805555556,2643,41182999
6,4,1,1,1,5,45,27,21,3,0.15527385652777778,2644,41190918
5,4,0,1,2,3,45,27,16,2,0.23098433305555557,2645,41198837
6,3,2,1,2,4,47,25,3,2,0.21405974055555554,2646,41206756
5,4,0,1,1,4,60,12,8,2,0.24356381152777778,2647,41214675
4,1,3,0,0,4,25,47,8,3,0.16006313972222222,2648,41222594
8,3,2,3,4,4,56,16,15,2,0.20349894694444445,2649,41230513
8,4,2,2,4,4,47,25,19,3,0.30531848500000003,2650,41238432
6,3,2,1,1,5,38,34,11,3,0.18748603597222221,2651,41246351
8,4,2,2,2,6,58,14,30,3,0.30437052819444443,2652,41254270
8,2,5,1,2,6,60,12,8,2,0.25659995374999994,2653,41262189
12,7,2,3,5,7,60,12,31,4,0.42144988805555555,2654,41270108
5,1,2,2,2,3,44,28,14,2,0.1829696859722222,2655,41278027
4,2,1,1,2,2,30,42,5,2,0.10438253083333332,2656,41285946
4,2,2,0,0,4,30,42,16,2,0.2009849123611111,2657,41293865
5,3,1,1,4,1,29,43,16,2,0.23403880124999998,2658,41301784
10,6,3,1,4,6,58,14,35,4,0.33208715597222216,2659,41309703
8,5,0,3,4,4,51,21,22,3,0.26033164777777773,2660,41317622
7,3,2,2,3,4,35,37,10,2,0.20327000458333336,2661,41325541
6,2,2,2,4,2,37,35,12,3,0.15603669444444443,2662,41333460
3,1,0,2,1,2,21,51,14,2,0.07124517027777778,2663,41341379
4,1,2,1,3,1,32,40,4,2,0.0746844748611111,2664,41349298
6,2,2,2,0,6,40,32,19,2,0.26930224472222225,2665,41357217
7,4,2,1,3,4,38,34,12,3,0.16807955652777778,2666,41365136
4,2,1,1,1,3,24,48,2,2,0.1204795763888889,2667,41373055
8,4,4,0,3,5,54,18,22,2,0.20260921930555553,2668,41380974
4,0,2,2,0,4,17,55,7,2,0.13103100444444443,2669,41388893
5,4,0,1,2,3,40,32,6,2,0.1654607077777778,2670,41396812
4,1,0,3,2,2,25,47,11,3,0.11358915486111111,2671,41404731
7,0,3,4,3,4,33,39,3,3,0.12394792333333335,2672,41412650
3,2,0,1,2,1,40,32,0,1,0.1384474401388889,2673,41420569
3,2,1,0,2,1,32,40,0,1,0.11340089236111112,2674,41428488
8,4,2,2,2,6,45,27,17,3,0.21284038250000004,2675,41436407
5,0,3,2,0,5,42,30,2,2,0.21326033930555555,2676,41444326
10,3,4,3,4,6,47,25,16,4,0.22411375125,2677,41452245
5,1,0,4,2,3,29,43,13,3,0.22049661777777776,2678,41460164
7,4,1,2,0,7,50,22,21,2,0.2940087427777778,2679,41468083
6,3,2,1,1,5,52,20,9,3,0.22479610569444444,2680,41476002
5,2,2,1,2,3,48,24,1,2,0.20570242472222222,2681,41483921
11,5,5,1,3,8,52,20,26,5,0.2863374626388889,2682,41491840
5,2,1,2,1,4,30,42,15,4,0.20719754083333333,2683,41499759
6,3,1,2,4,2,39,33,30,4,0.11609007013888889,2684,41507678
