account_id,customer_id,account_role
A0019118,C0018794,PAYROLL
A0017769,C0019102,SAVINGS
A0017770,C0019102,PAYROLL
A0019141,C0019102,USD_RESERVE
A0017838,C0000329,PRIMARY_TRANSACTIONAL
A0017918,C0001629,PRIMARY_TRANSACTIONAL
A0017948,C0002138,PAYROLL
A0018032,C0003142,PRIMARY_TRANSACTIONAL
A0018116,C0004460,USD_RESERVE
A0019549,C0004460,PRIMARY_TRANSACTIONAL
A0018249,C0006299,PRIMARY_TRANSACTIONAL
A0018299,C0007025,BUSINESS_OPERATING
A0018308,C0007219,PRIMARY_TRANSACTIONAL
A0018330,C0007563,PRIMARY_TRANSACTIONAL
A0018403,C0008666,PAYROLL
A0019915,C0008666,USD_RESERVE
A0018428,C0009058,FIXED_TERM
A0018454,C0009355,PRIMARY_TRANSACTIONAL
A0018480,C0009769,PRIMARY_TRANSACTIONAL
A0020015,C0009769,SAVINGS
A0018491,C0009920,PRIMARY_TRANSACTIONAL
A0018690,C0012565,USD_RESERVE
A0020230,C0012565,PAYROLL
A0018696,C0012691,FIXED_TERM
A0020243,C0012691,PRIMARY_TRANSACTIONAL
A0018740,C0013267,PRIMARY_TRANSACTIONAL
A0018798,C0014094,PRIMARY_TRANSACTIONAL
A0018865,C0014967,PRIMARY_TRANSACTIONAL
A0018886,C0015345,PRIMARY_TRANSACTIONAL
A0018924,C0015821,PAYROLL
A0018952,C0016177,PRIMARY_TRANSACTIONAL
A0020518,C0016177,USD_RESERVE
A0018979,C0016588,PAYROLL
A0019018,C0017197,PRIMARY_TRANSACTIONAL
A0019108,C0018635,PRIMARY_TRANSACTIONAL
A0019140,C0019086,BUSINESS_OPERATING
A0019206,C0019845,PRIMARY_TRANSACTIONAL
A0019291,C0001123,PRIMARY_TRANSACTIONAL
A0019292,C0001149,PAYROLL
A0019298,C0001199,PRIMARY_TRANSACTIONAL
A0019306,C0001299,PAYROLL
A0019314,C0001496,BUSINESS_OPERATING
A0019386,C0002395,PAYROLL
A0019429,C0002859,PRIMARY_TRANSACTIONAL
A0019455,C0003179,PAYROLL
A0019561,C0004595,PAYROLL
A0019628,C0005278,PRIMARY_TRANSACTIONAL
A0019635,C0005433,PRIMARY_TRANSACTIONAL
A0019647,C0005635,PRIMARY_TRANSACTIONAL
A0019668,C0005871,PRIMARY_TRANSACTIONAL
A0019711,C0006329,PRIMARY_TRANSACTIONAL
A0019742,C0006787,PRIMARY_TRANSACTIONAL
A0019775,C0007052,PRIMARY_TRANSACTIONAL
A0019862,C0008095,SAVINGS
A0019863,C0008095,PAYROLL
A0019869,C0008155,PRIMARY_TRANSACTIONAL
A0019895,C0008528,PRIMARY_TRANSACTIONAL
A0019922,C0008800,FIXED_TERM
A0019928,C0008892,FIXED_TERM
A0019935,C0009005,BUSINESS_OPERATING
A0019937,C0009009,PAYROLL
A0019955,C0009141,FIXED_TERM
A0020008,C0009685,BUSINESS_OPERATING
A0020040,C0009944,PRIMARY_TRANSACTIONAL
A0020041,C0009961,PRIMARY_TRANSACTIONAL
A0020051,C0010090,PRIMARY_TRANSACTIONAL
A0020077,C0010350,PRIMARY_TRANSACTIONAL
A0020129,C0011043,PRIMARY_TRANSACTIONAL
A0020166,C0011774,PRIMARY_TRANSACTIONAL
A0020184,C0012011,FIXED_TERM
A0020215,C0012369,PAYROLL
A0020226,C0012518,PAYROLL
A0020228,C0012545,PRIMARY_TRANSACTIONAL
A0020352,C0014135,PRIMARY_TRANSACTIONAL
A0020357,C0014174,PRIMARY_TRANSACTIONAL
A0020368,C0014293,PRIMARY_TRANSACTIONAL
A0020382,C0014532,PRIMARY_TRANSACTIONAL
A0020415,C0015012,PRIMARY_TRANSACTIONAL
A0020447,C0015286,PAYROLL
A0020454,C0015348,PRIMARY_TRANSACTIONAL
A0020479,C0015652,PAYROLL
A0020530,C0016295,PRIMARY_TRANSACTIONAL
A0020545,C0016427,PAYROLL
A0020547,C0016462,BUSINESS_OPERATING
A0020620,C0017406,PAYROLL
A0020670,C0018103,PRIMARY_TRANSACTIONAL
A0020692,C0018336,PAYROLL
A0020709,C0018581,PRIMARY_TRANSACTIONAL
A0020754,C0019189,PRIMARY_TRANSACTIONAL
A0020791,C0019646,PRIMARY_TRANSACTIONAL
A0020822,C0000097,PRIMARY_TRANSACTIONAL
A0020844,C0002235,PRIMARY_TRANSACTIONAL
A0020849,C0002965,BUSINESS_OPERATING
A0020862,C0004391,PRIMARY_TRANSACTIONAL
A0020875,C0005956,PRIMARY_TRANSACTIONAL
A0020883,C0006508,BUSINESS_OPERATING
A0020891,C0007245,PRIMARY_TRANSACTIONAL
A0020904,C0008429,PRIMARY_TRANSACTIONAL
A0020939,C0011160,PRIMARY_TRANSACTIONAL
A0020940,C0011230,PRIMARY_TRANSACTIONAL
A0020944,C0011909,PRIMARY_TRANSACTIONAL
A0020988,C0015884,PAYROLL
A0021033,C0018830,PRIMARY_TRANSACTIONAL
