internal_transfer_id,transaction_datetime,currency,amount,sender_account_id,receiver_account_id,sender_transaction_id,receiver_transaction_id
IT0000004730,2022-09-26 15:06:32,UYU,17754.12,A0002826,A0011807,T0000047033,T0000047034
IT0000004731,2022-09-26 18:27:38,UYU,6009.13,A0013269,A0011465,T0000047055,T0000047054
IT0000004732,2022-09-27 06:01:20,UYU,3942.97,A0012361,A0004156,T0000047064,T0000047063
IT0000004733,2022-09-27 09:28:52,USD,234.2,A0014604,A0002346,T0000047071,T0000047070
IT0000004734,2022-09-27 09:58:54,UYU,8085.0,A0014300,A0013949,T0000047073,T0000047072
IT0000004735,2022-09-27 11:02:16,UYU,6730.84,A0006926,A0011354,T0000047076,T0000047077
IT0000004736,2022-09-27 12:06:11,UYU,6525.39,A0011464,A0008331,T0000047084,T0000047083
IT0000004737,2022-09-27 13:14:40,UYU,2589.44,A0005790,A0011718,T0000047094,T0000047095
IT0000004738,2022-09-27 13:23:03,UYU,5538.79,A0002055,A0007205,T0000047097,T0000047098
IT0000004739,2022-09-27 15:44:38,UYU,11118.65,A0001337,A0009797,T0000047110,T0000047111
IT0000004740,2022-09-27 17:50:13,UYU,8208.9,A0005790,A0013971,T0000047120,T0000047121
IT0000004741,2022-09-28 07:41:16,UYU,10473.69,A0000325,A0005284,T0000047149,T0000047150
IT0000004742,2022-09-28 16:47:05,UYU,785.5,A0013509,A0002826,T0000047198,T0000047197
IT0000004743,2022-09-29 10:30:45,UYU,66272.74,A0002675,A0003347,T0000047238,T0000047239
IT0000004744,2022-09-29 11:22:02,UYU,6185.92,A0013269,A0005284,T0000047246,T0000047245
IT0000004745,2022-09-29 11:29:25,UYU,922.35,A0014401,A0010228,T0000047250,T0000047249
IT0000004746,2022-09-29 12:18:42,UYU,218302.67,A0002675,A0006611,T0000047255,T0000047256
IT0000004747,2022-09-29 17:36:15,UYU,4410.39,A0012897,A0013269,T0000047300,T0000047301
IT0000004748,2022-09-29 19:16:25,UYU,49247.76,A0005087,A0010792,T0000047310,T0000047311
IT0000004749,2022-09-29 19:28:38,USD,74.1,A0011887,A0011466,T0000047315,T0000047314
IT0000004750,2022-09-30 09:29:26,UYU,21856.71,A0009609,A0008665,T0000047336,T0000047335
IT0000004751,2022-09-30 09:45:03,UYU,25277.1,A0007885,A0013869,T0000047340,T0000047341
IT0000004752,2022-09-30 09:46:35,UYU,29752.12,A0010259,A0002826,T0000047344,T0000047343
IT0000004753,2022-09-30 10:21:39,UYU,1001.34,A0011561,A0000509,T0000047349,T0000047348
IT0000004754,2022-09-30 10:48:26,UYU,14717.46,A0005284,A0012786,T0000047356,T0000047357
IT0000004755,2022-09-30 13:33:43,UYU,3122.13,A0000819,A0014492,T0000047374,T0000047375
IT0000004756,2022-09-30 14:44:02,UYU,1559.1,A0008372,A0007189,T0000047384,T0000047383
IT0000004757,2022-09-30 15:06:28,UYU,7206.9,A0002070,A0007205,T0000047386,T0000047387
IT0000004758,2022-09-30 15:12:19,UYU,7214.01,A0011354,A0014274,T0000047389,T0000047390
IT0000004759,2022-09-30 21:19:16,UYU,26363.65,A0008327,A0003388,T0000047415,T0000047414
IT0000004760,2022-10-01 10:56:53,UYU,12206.82,A0008332,A0012929,T0000047427,T0000047428
IT0000004761,2022-10-01 21:59:21,UYU,1030.64,A0014165,A0012676,T0000047467,T0000047466
IT0000004762,2022-10-01 23:37:12,UYU,8167.04,A0001921,A0013822,T0000047472,T0000047473
IT0000004763,2022-10-02 15:50:40,UYU,25339.09,A0008331,A0008554,T0000047503,T0000047504
IT0000004764,2022-10-02 16:40:02,UYU,691.38,A0014411,A0012826,T0000047509,T0000047508
IT0000004765,2022-10-02 18:23:29,UYU,22660.36,A0006928,A0002826,T0000047522,T0000047521
IT0000004766,2022-10-03 09:02:48,UYU,5380.0,A0011888,A0012676,T0000047541,T0000047542
IT0000004767,2022-10-03 09:47:48,UYU,5791.25,A0012897,A0014583,T0000047549,T0000047550
IT0000004768,2022-10-03 10:43:21,USD,90.19,A0011552,A0002628,T0000047561,T0000047560
IT0000004769,2022-10-03 11:03:46,UYU,28943.97,A0012786,A0000303,T0000047565,T0000047564
IT0000004770,2022-10-03 11:11:34,UYU,4684.06,A0001337,A0013360,T0000047566,T0000047567
IT0000004771,2022-10-03 13:47:08,UYU,16381.06,A0000324,A0008331,T0000047581,T0000047582
IT0000004772,2022-10-03 16:43:49,UYU,8384.04,A0014583,A0007769,T0000047619,T0000047618
IT0000004773,2022-10-03 17:36:06,UYU,12149.74,A0007745,A0000509,T0000047625,T0000047624
IT0000004774,2022-10-03 19:15:40,UYU,60299.45,A0009797,A0008634,T0000047629,T0000047628
IT0000004775,2022-10-04 07:25:13,UYU,16647.98,A0001337,A0008325,T0000047652,T0000047653
IT0000004776,2022-10-04 14:31:14,UYU,6394.14,A0014088,A0014411,T0000047668,T0000047669
IT0000004777,2022-10-04 15:11:15,USD,129.27,A0002835,A0012395,T0000047670,T0000047671
IT0000004778,2022-10-04 15:59:25,UYU,166702.9,A0002755,A0005284,T0000047675,T0000047676
IT0000004779,2022-10-04 16:18:41,UYU,11597.63,A0011889,A0002826,T0000047678,T0000047677
IT0000004780,2022-10-04 16:42:43,UYU,6315.25,A0012826,A0009985,T0000047685,T0000047684
IT0000004781,2022-10-04 18:01:14,UYU,4766.21,A0002675,A0013269,T0000047699,T0000047700
IT0000004782,2022-10-04 18:35:29,UYU,1258.48,A0014492,A0014165,T0000047703,T0000047702
IT0000004783,2022-10-04 20:48:42,UYU,3141.26,A0000303,A0012359,T0000047711,T0000047712
IT0000004784,2022-10-05 09:29:29,UYU,11772.6,A0005087,A0012894,T0000047728,T0000047729
IT0000004785,2022-10-05 11:30:43,UYU,4432.78,A0012627,A0009610,T0000047739,T0000047738
IT0000004786,2022-10-05 11:49:36,UYU,172.76,A0013777,A0013869,T0000047741,T0000047742
IT0000004787,2022-10-05 19:26:22,UYU,6166.23,A0008281,A0008325,T0000047784,T0000047785
IT0000004788,2022-10-05 20:56:24,UYU,6592.53,A0006611,A0011465,T0000047787,T0000047788
IT0000004789,2022-10-05 23:09:20,UYU,2998.17,A0014583,A0012656,T0000047796,T0000047795
IT0000004790,2022-10-06 09:15:15,UYU,22827.48,A0008332,A0007633,T0000047808,T0000047807
IT0000004791,2022-10-06 09:30:05,USD,126.21,A0002676,A0002089,T0000047812,T0000047811
IT0000004792,2022-10-06 11:48:45,UYU,5744.4,A0014088,A0007769,T0000047821,T0000047820
IT0000004793,2022-10-06 12:06:54,UYU,19384.0,A0011718,A0007763,T0000047823,T0000047822
IT0000004794,2022-10-06 13:14:49,UYU,13831.74,A0012676,A0007744,T0000047830,T0000047829
IT0000004795,2022-10-06 13:19:25,UYU,2616.31,A0011808,A0012894,T0000047831,T0000047832
IT0000004796,2022-10-06 14:12:33,UYU,13793.59,A0008331,A0011868,T0000047837,T0000047838
IT0000004797,2022-10-06 15:36:58,UYU,10226.59,A0001921,A0013269,T0000047849,T0000047850
IT0000004798,2022-10-06 16:53:05,UYU,18473.81,A0008554,A0000819,T0000047857,T0000047856
IT0000004799,2022-10-06 17:57:09,UYU,8550.54,A0014492,A0013360,T0000047861,T0000047860
IT0000004800,2022-10-06 20:12:26,UYU,9021.82,A0009797,A0002055,T0000047870,T0000047869
IT0000004801,2022-10-06 23:32:37,UYU,3793.42,A0012786,A0005950,T0000047879,T0000047878
IT0000004802,2022-10-07 09:19:02,UYU,7193.09,A0008892,A0011889,T0000047888,T0000047889
IT0000004803,2022-10-07 09:43:10,USD,491.92,A0002630,A0012880,T0000047892,T0000047893
IT0000004804,2022-10-07 10:18:18,UYU,1782.55,A0006928,A0013269,T0000047895,T0000047896
IT0000004805,2022-10-07 10:32:02,UYU,1610.44,A0013297,A0000100,T0000047899,T0000047898
IT0000004806,2022-10-07 10:47:55,UYU,15610.8,A0013864,A0005820,T0000047904,T0000047903
IT0000004807,2022-10-07 11:01:44,UYU,6438.23,A0008892,A0000819,T0000047909,T0000047908
IT0000004808,2022-10-07 12:58:45,UYU,12497.48,A0013360,A0008554,T0000047927,T0000047926
IT0000004809,2022-10-07 14:35:29,UYU,1612.62,A0000819,A0007740,T0000047937,T0000047938
IT0000004810,2022-10-07 15:43:17,UYU,17602.24,A0012718,A0013701,T0000047950,T0000047951
IT0000004811,2022-10-07 16:43:48,UYU,46474.08,A0007745,A0005087,T0000047965,T0000047964
IT0000004812,2022-10-07 18:32:03,UYU,14931.82,A0008665,A0011718,T0000047973,T0000047974
IT0000004813,2022-10-07 19:22:07,UYU,7674.03,A0011718,A0001337,T0000047980,T0000047979
IT0000004814,2022-10-08 12:39:31,UYU,4351.51,A0011718,A0009610,T0000048004,T0000048003
IT0000004815,2022-10-08 14:02:38,UYU,1701.19,A0013822,A0011561,T0000048009,T0000048008
IT0000004816,2022-10-08 14:14:05,UYU,683.43,A0003888,A0014411,T0000048013,T0000048014
IT0000004817,2022-10-08 15:26:27,UYU,22481.27,A0007884,A0012639,T0000048017,T0000048018
IT0000004818,2022-10-10 09:35:36,UYU,18702.01,A0000325,A0001885,T0000048094,T0000048095
IT0000004819,2022-10-10 10:08:57,UYU,2142.08,A0007072,A0007767,T0000048099,T0000048100
IT0000004820,2022-10-10 11:34:48,UYU,14565.78,A0000896,A0008332,T0000048109,T0000048110
IT0000004821,2022-10-10 12:35:52,UYU,12697.15,A0008554,A0002629,T0000048114,T0000048113
IT0000004822,2022-10-10 12:58:55,UYU,4023.47,A0004157,A0013777,T0000048117,T0000048118
IT0000004823,2022-10-10 13:30:53,UYU,6103.58,A0011868,A0012897,T0000048120,T0000048121
IT0000004824,2022-10-10 13:53:23,USD,19652.05,A0001887,A0002481,T0000048123,T0000048124
IT0000004825,2022-10-10 15:51:35,UYU,102407.37,A0014020,A0012826,T0000048136,T0000048135
IT0000004826,2022-10-10 16:09:27,UYU,4703.96,A0008331,A0002675,T0000048139,T0000048138
IT0000004827,2022-10-10 16:22:59,UYU,7767.37,A0006611,A0011718,T0000048140,T0000048141
IT0000004828,2022-10-10 19:37:35,UYU,18370.02,A0013517,A0012656,T0000048149,T0000048148
IT0000004829,2022-10-10 19:48:18,UYU,18067.43,A0012394,A0005087,T0000048152,T0000048151
IT0000004830,2022-10-11 05:43:49,UYU,20415.56,A0007743,A0013870,T0000048159,T0000048160
IT0000004831,2022-10-11 06:10:30,UYU,7970.9,A0004157,A0013971,T0000048161,T0000048162
IT0000004832,2022-10-11 11:03:02,UYU,3738.31,A0008634,A0009609,T0000048187,T0000048188
IT0000004833,2022-10-11 12:31:36,UYU,9451.69,A0013701,A0006611,T0000048197,T0000048196
IT0000004834,2022-10-11 14:37:30,UYU,1047.65,A0005284,A0003888,T0000048211,T0000048210
IT0000004835,2022-10-11 14:50:26,UYU,9671.28,A0012172,A0008325,T0000048214,T0000048213
IT0000004836,2022-10-11 16:01:17,UYU,9602.38,A0014411,A0000819,T0000048220,T0000048219
IT0000004837,2022-10-11 17:23:34,UYU,3566.73,A0002819,A0014794,T0000048229,T0000048230
IT0000004838,2022-10-12 05:37:26,UYU,58579.27,A0001485,A0006611,T0000048249,T0000048250
IT0000004839,2022-10-12 09:35:24,UYU,1090.84,A0005087,A0002819,T0000048257,T0000048256
IT0000004840,2022-10-12 15:06:42,UYU,173.11,A0014794,A0002055,T0000048281,T0000048280
IT0000004841,2022-10-12 15:09:51,UYU,7222.22,A0012359,A0000995,T0000048284,T0000048283
IT0000004842,2022-10-12 18:27:13,UYU,5935.85,A0012359,A0008327,T0000048302,T0000048301
IT0000004843,2022-10-12 23:52:39,UYU,228.74,A0005367,A0011718,T0000048313,T0000048314
IT0000004844,2022-10-13 10:12:01,UYU,15252.78,A0011094,A0012894,T0000048330,T0000048331
IT0000004845,2022-10-13 13:36:54,UYU,151949.25,A0013512,A0013269,T0000048343,T0000048342
IT0000004846,2022-10-13 17:31:38,UYU,22277.04,A0006928,A0011808,T0000048363,T0000048364
IT0000004847,2022-10-13 17:59:50,UYU,14087.21,A0008372,A0001337,T0000048366,T0000048365
IT0000004848,2022-10-14 09:38:47,UYU,30104.94,A0007745,A0007633,T0000048388,T0000048387
IT0000004849,2022-10-14 10:31:54,UYU,15919.48,A0012171,A0008281,T0000048392,T0000048391
IT0000004850,2022-10-14 11:14:56,UYU,13820.62,A0009797,A0007205,T0000048397,T0000048396
IT0000004851,2022-10-14 12:19:10,UYU,8774.67,A0013338,A0003388,T0000048407,T0000048406
IT0000004852,2022-10-14 12:23:20,USD,249.92,A0004186,A0014003,T0000048408,T0000048409
IT0000004853,2022-10-14 12:29:09,UYU,17786.84,A0007633,A0014802,T0000048410,T0000048411
IT0000004854,2022-10-14 13:21:02,UYU,2039.62,A0011561,A0007743,T0000048419,T0000048418
IT0000004855,2022-10-14 14:46:03,UYU,18096.73,A0008326,A0014802,T0000048429,T0000048430
IT0000004856,2022-10-14 16:17:05,UYU,92.01,A0006928,A0003388,T0000048443,T0000048442
IT0000004857,2022-10-14 16:24:49,UYU,31868.6,A0011808,A0013864,T0000048444,T0000048445
IT0000004858,2022-10-14 16:56:31,USD,25.62,A0003555,A0002676,T0000048453,T0000048452
IT0000004859,2022-10-14 17:14:15,USD,16514.15,A0002481,A0013348,T0000048454,T0000048455
IT0000004860,2022-10-14 21:31:42,UYU,945.89,A0008327,A0002070,T0000048465,T0000048464
IT0000004861,2022-10-15 09:49:13,UYU,1723.78,A0011561,A0013269,T0000048473,T0000048474
IT0000004862,2022-10-15 10:24:06,UYU,1140.1,A0014088,A0003888,T0000048478,T0000048477
IT0000004863,2022-10-15 12:18:55,UYU,34526.75,A0013869,A0003782,T0000048486,T0000048485
IT0000004864,2022-10-15 13:41:57,UYU,3818.68,A0014300,A0012897,T0000048493,T0000048492
IT0000004865,2022-10-15 13:55:18,UYU,8841.8,A0007744,A0002675,T0000048496,T0000048495
IT0000004866,2022-10-15 14:56:52,UYU,47406.16,A0008331,A0000324,T0000048501,T0000048500
IT0000004867,2022-10-15 18:50:51,UYU,7244.4,A0014492,A0008554,T0000048515,T0000048514
IT0000004868,2022-10-15 19:53:48,UYU,5466.03,A0001337,A0012786,T0000048518,T0000048519
IT0000004869,2022-10-16 13:53:55,UYU,718.4,A0012894,A0009610,T0000048538,T0000048537
IT0000004870,2022-10-16 16:38:54,UYU,5479.27,A0011888,A0007767,T0000048553,T0000048552
IT0000004871,2022-10-17 12:14:46,UYU,7527.44,A0000819,A0012627,T0000048585,T0000048586
IT0000004872,2022-10-17 14:05:58,UYU,16741.16,A0008332,A0013469,T0000048598,T0000048599
IT0000004873,2022-10-17 14:28:01,UYU,12854.49,A0005950,A0012359,T0000048602,T0000048603
IT0000004874,2022-10-17 17:42:55,UYU,23098.57,A0013269,A0000819,T0000048617,T0000048616
IT0000004875,2022-10-17 17:46:44,USD,17618.67,A0007360,A0002481,T0000048619,T0000048618
IT0000004876,2022-10-18 10:08:58,UYU,62768.25,A0002675,A0014165,T0000048642,T0000048643
IT0000004877,2022-10-18 11:59:50,UYU,2080.36,A0011889,A0014794,T0000048651,T0000048652
IT0000004878,2022-10-18 14:07:19,USD,413.24,A0001732,A0001887,T0000048667,T0000048668
IT0000004879,2022-10-18 19:12:29,UYU,6835.33,A0008332,A0008634,T0000048689,T0000048690
IT0000004880,2022-10-19 09:06:43,UYU,9109.17,A0006928,A0013822,T0000048704,T0000048705
IT0000004881,2022-10-19 11:29:53,UYU,3320.49,A0003888,A0007885,T0000048712,T0000048713
IT0000004882,2022-10-19 16:11:11,UYU,3627.03,A0008332,A0011809,T0000048740,T0000048741
IT0000004883,2022-10-20 14:10:22,UYU,5567.96,A0008325,A0007763,T0000048784,T0000048783
IT0000004884,2022-10-20 16:36:18,UYU,7078.77,A0007072,A0011718,T0000048795,T0000048796
IT0000004885,2022-10-20 20:44:57,UYU,10843.36,A0011561,A0006927,T0000048814,T0000048813
IT0000004886,2022-10-20 21:27:11,UYU,13759.79,A0012929,A0014802,T0000048816,T0000048817
IT0000004887,2022-10-21 09:01:27,UYU,16199.44,A0007744,A0007633,T0000048833,T0000048832
IT0000004888,2022-10-21 12:30:11,UYU,6101.35,A0011889,A0013360,T0000048852,T0000048853
IT0000004889,2022-10-21 13:10:48,UYU,1136.71,A0012359,A0011890,T0000048859,T0000048858
IT0000004890,2022-10-21 13:23:28,UYU,3058.34,A0003347,A0009610,T0000048862,T0000048863
IT0000004891,2022-10-21 13:25:01,UYU,9638.46,A0012826,A0001487,T0000048865,T0000048864
IT0000004892,2022-10-21 14:05:12,UYU,12966.32,A0009609,A0011094,T0000048870,T0000048871
IT0000004893,2022-10-21 14:13:57,USD,302.74,A0007360,A0008371,T0000048873,T0000048874
IT0000004894,2022-10-21 14:23:13,UYU,5404.99,A0014802,A0011890,T0000048876,T0000048875
IT0000004895,2022-10-21 14:38:43,UYU,14100.82,A0002755,A0011868,T0000048881,T0000048882
IT0000004896,2022-10-21 15:26:45,UYU,4062.69,A0003888,A0000896,T0000048888,T0000048887
IT0000004897,2022-10-21 16:51:33,UYU,2352.36,A0008666,A0008892,T0000048898,T0000048899
IT0000004898,2022-10-21 19:02:08,UYU,7941.4,A0008666,A0008332,T0000048907,T0000048906
IT0000004899,2022-10-22 09:44:52,USD,131.87,A0001884,A0011552,T0000048925,T0000048926
IT0000004900,2022-10-22 11:24:23,UYU,6625.8,A0013864,A0000303,T0000048933,T0000048932
IT0000004901,2022-10-22 15:48:04,UYU,1866.89,A0004157,A0002755,T0000048950,T0000048949
IT0000004902,2022-10-22 17:54:44,UYU,1965.36,A0007205,A0012359,T0000048960,T0000048961
IT0000004903,2022-10-22 18:41:01,UYU,9675.27,A0000819,A0013822,T0000048963,T0000048964
IT0000004904,2022-10-22 23:17:23,UYU,2057.61,A0007763,A0012718,T0000048972,T0000048973
IT0000004905,2022-10-22 23:37:08,UYU,28172.42,A0013269,A0000807,T0000048975,T0000048974
IT0000004906,2022-10-23 08:01:59,UYU,2119.59,A0013269,A0001487,T0000048985,T0000048984
IT0000004907,2022-10-23 12:04:15,UYU,4834.12,A0014492,A0008892,T0000048995,T0000048994
IT0000004908,2022-10-23 12:35:57,UYU,13621.9,A0012826,A0013269,T0000048998,T0000048999
IT0000004909,2022-10-23 13:03:23,USD,827.47,A0004186,A0013089,T0000049002,T0000049003
IT0000004910,2022-10-23 13:24:45,UYU,514.5,A0009610,A0002055,T0000049007,T0000049006
IT0000004911,2022-10-23 17:05:28,UYU,2820.97,A0007885,A0013517,T0000049023,T0000049024
IT0000004912,2022-10-23 17:08:32,UYU,2447.62,A0007740,A0000807,T0000049026,T0000049025
IT0000004913,2022-10-23 17:58:49,UYU,8169.49,A0012718,A0012656,T0000049031,T0000049030
IT0000004914,2022-10-23 18:13:56,UYU,22508.02,A0006611,A0013338,T0000049032,T0000049033
IT0000004915,2022-10-23 21:18:59,UYU,7361.81,A0012656,A0013269,T0000049040,T0000049041
IT0000004916,2022-10-24 09:05:47,UYU,28334.7,A0013469,A0014401,T0000049054,T0000049055
IT0000004917,2022-10-24 09:10:00,UYU,23951.92,A0008005,A0008281,T0000049056,T0000049057
IT0000004918,2022-10-24 11:52:03,UYU,2034.88,A0007633,A0013360,T0000049067,T0000049068
IT0000004919,2022-10-24 13:07:16,USD,26105.69,A0003555,A0002481,T0000049079,T0000049078
IT0000004920,2022-10-24 13:46:10,UYU,11089.68,A0013971,A0014492,T0000049082,T0000049083
IT0000004921,2022-10-24 14:38:50,UYU,37442.73,A0001337,A0007767,T0000049087,T0000049088
IT0000004922,2022-10-25 07:36:02,UYU,2996.96,A0010228,A0001337,T0000049114,T0000049113
IT0000004923,2022-10-25 11:47:04,UYU,11451.71,A0001885,A0004156,T0000049127,T0000049128
IT0000004924,2022-10-25 12:54:37,UYU,6526.43,A0008332,A0008554,T0000049133,T0000049134
IT0000004925,2022-10-25 14:33:46,USD,53626.35,A0002481,A0007360,T0000049140,T0000049141
IT0000004926,2022-10-25 16:05:55,UYU,9061.15,A0007763,A0000100,T0000049154,T0000049153
IT0000004927,2022-10-25 17:21:58,UYU,3219.69,A0006611,A0002755,T0000049165,T0000049164
IT0000004928,2022-10-25 17:26:37,UYU,26566.79,A0014583,A0007633,T0000049167,T0000049166
IT0000004929,2022-10-26 10:00:33,UYU,15828.33,A0012171,A0011807,T0000049199,T0000049198
IT0000004930,2022-10-26 11:01:10,UYU,1698.62,A0013269,A0014165,T0000049205,T0000049206
IT0000004931,2022-10-26 11:09:53,UYU,19922.53,A0005087,A0002819,T0000049208,T0000049207
IT0000004932,2022-10-26 12:00:59,UYU,12951.62,A0014300,A0009609,T0000049212,T0000049211
IT0000004933,2022-10-26 12:51:26,UYU,4864.26,A0000896,A0011868,T0000049218,T0000049219
IT0000004934,2022-10-26 14:35:12,UYU,3150.45,A0011890,A0007763,T0000049224,T0000049223
IT0000004935,2022-10-26 15:53:47,UYU,10709.32,A0007633,A0013869,T0000049229,T0000049230
IT0000004936,2022-10-26 16:56:43,UYU,2989.82,A0014492,A0012929,T0000049239,T0000049238
IT0000004937,2022-10-27 09:07:57,UYU,4076.08,A0013971,A0012359,T0000049262,T0000049261
IT0000004938,2022-10-27 12:11:03,UYU,2540.08,A0001337,A0013269,T0000049274,T0000049275
IT0000004939,2022-10-27 13:38:50,UYU,7647.46,A0014020,A0009985,T0000049282,T0000049281
IT0000004940,2022-10-27 15:58:14,UYU,6617.09,A0012627,A0009610,T0000049289,T0000049288
IT0000004941,2022-10-27 16:07:23,UYU,11619.47,A0004157,A0013822,T0000049290,T0000049291
IT0000004942,2022-10-27 16:48:24,UYU,10182.39,A0011808,A0013512,T0000049298,T0000049299
IT0000004943,2022-10-28 08:21:15,UYU,220296.51,A0012107,A0005820,T0000049313,T0000049312
IT0000004944,2022-10-28 10:00:40,UYU,2037.84,A0011094,A0003888,T0000049320,T0000049319
IT0000004945,2022-10-28 10:45:05,UYU,6403.79,A0012786,A0013864,T0000049325,T0000049326
IT0000004946,2022-10-28 11:18:57,UYU,4553.83,A0005950,A0002675,T0000049331,T0000049330
IT0000004947,2022-10-28 11:23:45,USD,813.08,A0006612,A0012880,T0000049332,T0000049333
IT0000004948,2022-10-28 14:56:26,UYU,2081.98,A0013269,A0001337,T0000049365,T0000049364
IT0000004949,2022-10-28 15:58:21,USD,5534.6,A0007360,A0002481,T0000049376,T0000049375
IT0000004950,2022-10-28 16:06:39,UYU,9035.98,A0008332,A0010381,T0000049379,T0000049380
IT0000004951,2022-10-28 16:54:59,UYU,11484.64,A0003888,A0009985,T0000049389,T0000049390
IT0000004952,2022-10-28 23:53:33,UYU,19122.66,A0009949,A0011808,T0000049399,T0000049400
IT0000004953,2022-10-29 05:57:48,UYU,16597.21,A0009797,A0013269,T0000049402,T0000049403
IT0000004954,2022-10-29 16:15:08,UYU,23907.65,A0010228,A0013509,T0000049436,T0000049437
IT0000004955,2022-10-29 16:31:31,UYU,1841.97,A0002070,A0007763,T0000049438,T0000049439
IT0000004956,2022-10-29 16:38:06,UYU,13053.43,A0014358,A0003347,T0000049441,T0000049440
IT0000004957,2022-10-29 18:01:42,UYU,38017.8,A0000896,A0009985,T0000049447,T0000049448
IT0000004958,2022-10-30 09:31:34,UYU,3048.26,A0008281,A0001885,T0000049476,T0000049475
IT0000004959,2022-10-30 12:29:21,UYU,27522.44,A0003781,A0010228,T0000049483,T0000049484
IT0000004960,2022-10-30 15:02:46,UYU,978.22,A0013297,A0012786,T0000049494,T0000049493
IT0000004961,2022-10-30 16:17:44,USD,102.67,A0013799,A0007742,T0000049498,T0000049497
IT0000004962,2022-10-30 17:08:25,UYU,3327.66,A0005820,A0007763,T0000049508,T0000049509
IT0000004963,2022-10-30 17:40:30,UYU,19342.27,A0014583,A0014802,T0000049512,T0000049513
IT0000004964,2022-10-30 17:42:39,UYU,27895.9,A0012172,A0005367,T0000049515,T0000049514
IT0000004965,2022-10-30 18:55:15,USD,288.75,A0007914,A0002089,T0000049520,T0000049519
IT0000004966,2022-10-30 19:55:43,UYU,1515.03,A0008281,A0003888,T0000049524,T0000049523
IT0000004967,2022-10-31 08:10:02,UYU,17746.32,A0000819,A0007634,T0000049539,T0000049540
IT0000004968,2022-10-31 10:15:40,UYU,1261.06,A0008665,A0003888,T0000049548,T0000049547
IT0000004969,2022-10-31 11:13:44,UYU,2893.01,A0003888,A0005284,T0000049555,T0000049556
IT0000004970,2022-10-31 14:39:08,USD,606.57,A0005086,A0014604,T0000049572,T0000049573
IT0000004971,2022-10-31 15:45:00,UYU,25948.3,A0002055,A0012676,T0000049581,T0000049582
IT0000004972,2022-10-31 20:02:22,UYU,4326.84,A0012107,A0007763,T0000049603,T0000049602
IT0000004973,2022-10-31 23:00:39,UYU,7787.16,A0012786,A0013297,T0000049604,T0000049605
IT0000004974,2022-10-31 23:06:11,UYU,21745.88,A0001337,A0011464,T0000049606,T0000049607
IT0000004975,2022-11-01 09:24:26,UYU,10285.79,A0000509,A0005284,T0000049623,T0000049624
IT0000004976,2022-11-01 12:31:27,UYU,2408.08,A0012627,A0011718,T0000049644,T0000049643
IT0000004977,2022-11-01 13:49:12,UYU,11567.58,A0013870,A0011718,T0000049653,T0000049652
IT0000004978,2022-11-01 14:33:23,UYU,9134.43,A0006928,A0000303,T0000049659,T0000049658
IT0000004979,2022-11-01 17:05:13,UYU,36495.44,A0007633,A0000807,T0000049668,T0000049667
IT0000004980,2022-11-01 18:59:54,UYU,13785.99,A0001309,A0007744,T0000049677,T0000049678
IT0000004981,2022-11-01 19:27:26,UYU,2181.27,A0003388,A0014401,T0000049680,T0000049681
IT0000004982,2022-11-01 23:54:12,UYU,100701.35,A0002826,A0005367,T0000049690,T0000049691
IT0000004983,2022-11-02 12:53:08,USD,1209.73,A0002676,A0001732,T0000049716,T0000049715
IT0000004984,2022-11-02 13:38:38,USD,4450.59,A0002481,A0002676,T0000049718,T0000049719
IT0000004985,2022-11-02 15:07:13,UYU,4283.83,A0005285,A0011889,T0000049728,T0000049729
IT0000004986,2022-11-02 15:47:49,UYU,20292.92,A0011464,A0003389,T0000049735,T0000049734
IT0000004987,2022-11-02 16:20:34,UYU,4557.78,A0014165,A0012173,T0000049739,T0000049738
IT0000004988,2022-11-02 16:38:43,UYU,14341.98,A0011464,A0008554,T0000049742,T0000049741
IT0000004989,2022-11-02 20:32:17,UYU,12479.77,A0007205,A0003782,T0000049757,T0000049756
IT0000004990,2022-11-03 06:30:43,UYU,13245.39,A0009609,A0012718,T0000049765,T0000049766
IT0000004991,2022-11-03 09:00:29,UYU,26934.88,A0014401,A0014583,T0000049770,T0000049771
IT0000004992,2022-11-03 10:59:52,UYU,39427.8,A0000303,A0014138,T0000049783,T0000049784
IT0000004993,2022-11-03 12:46:21,USD,487.46,A0009443,A0012880,T0000049796,T0000049797
IT0000004994,2022-11-03 13:17:58,UYU,842.04,A0008331,A0014794,T0000049800,T0000049801
IT0000004995,2022-11-03 15:39:58,UYU,10001.84,A0013269,A0011868,T0000049810,T0000049809
IT0000004996,2022-11-03 16:27:43,UYU,26284.34,A0010228,A0000509,T0000049818,T0000049817
IT0000004997,2022-11-03 21:52:21,UYU,2834.5,A0012639,A0011888,T0000049844,T0000049843
IT0000004998,2022-11-04 05:31:03,UYU,4705.63,A0014274,A0003782,T0000049855,T0000049854
IT0000004999,2022-11-04 09:25:08,UYU,4877.05,A0000509,A0009609,T0000049861,T0000049862
IT0000005000,2022-11-04 12:16:44,UYU,2662.67,A0014535,A0005284,T0000049878,T0000049877
IT0000005001,2022-11-04 12:39:56,USD,4.78,A0001887,A0001884,T0000049881,T0000049880
IT0000005002,2022-11-04 12:56:04,UYU,1146.85,A0011808,A0008634,T0000049886,T0000049885
IT0000005003,2022-11-04 13:40:50,UYU,10104.3,A0012826,A0012718,T0000049893,T0000049892
